,sigma_C1,sigma_C2,sigma_F1,sigma_F2,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_F2,epsilon_H1,sim_liq_density_240K,sim_liq_density_260K,sim_liq_density_280K,sim_liq_density_300K,sim_liq_density_320K,sim_vap_density_240K,sim_vap_density_260K,sim_vap_density_280K,sim_vap_density_300K,sim_vap_density_320K,sim_Pvap_240K,sim_Pvap_260K,sim_Pvap_280K,sim_Pvap_300K,sim_Pvap_320K,sim_Hvap_240K,sim_Hvap_260K,sim_Hvap_280K,sim_Hvap_300K,sim_Hvap_320K,sim_Tc,sim_rhoc,mse_liq_density,mse_vap_density,mse_Pvap,mse_Hvap,mse_Tc,mse_rhoc,mape_liq_density,mape_vap_density,mape_Pvap,mape_Hvap,mape_Tc,mape_rhoc,is_pareto
23,0.38309587691679037,0.040518202642295116,0.30274516444035143,0.9497773080964441,0.6774942668053879,0.8422525449065899,0.7188989565004709,0.5301169763396442,0.8654980033167129,0.7840588795631481,1388.316169411111,1326.2449006444444,1263.3166590666667,1191.150633288889,1108.3013771222222,3.640784717744444,8.225646168144445,17.054422334222224,33.24776319866667,60.616426699,0.6917990529477778,1.6517303886444443,3.5567844048,6.961913718144446,12.389273067944444,229.05585299675738,215.5006287518137,200.71622439909564,182.83770820018603,161.17647597217083,378.48638341521075,503.07836189548914,84.63495878217161,0.5561300104176327,0.019590731367806053,48.610180262965414,18.28745511388976,77.82129884695759,0.7247710037038656,4.420484110979826,3.699983701032747,3.648694954331096,1.1427763595870697,1.7233127768139949,True
30,0.4540447033850471,0.6101938468455921,0.19260245011239047,0.8390012388787262,0.7376355931247494,0.5048829774406275,0.08496863352142492,0.9655819125781864,0.9363527364043657,0.506931003727594,1391.6754294222224,1333.2599987666667,1267.6735597222223,1194.0083611555556,1109.8361002444444,3.8117787829222234,8.95447245881111,18.89094064311111,34.94438970977778,61.72895224677778,0.7241956778977778,1.7885948787444443,3.8956237830000005,7.2848920877,12.650706850655554,225.71649869743464,212.37965723888783,197.48858934775922,179.85745680900308,158.90757506421028,377.5851293597671,505.58938657380963,29.791844405141227,0.407044958650426,0.06592800698319816,15.711784218612838,11.391498195162072,39.823841814813825,0.4281320562824052,1.7414597745207947,2.6769495925322926,2.083081961506162,0.9019345714350577,1.2327824626275334,True
34,0.5119436300423392,0.642519941273978,0.6023557711076385,0.040736710028818346,0.335491285065892,0.3336762422129723,0.8259493872920466,0.22649135806787263,0.7977048169320128,0.2852611983959566,1403.0925746333337,1339.221605933333,1272.5172139555557,1194.5103196000002,1111.3144768,4.388770538033333,9.56711409677778,20.10326730888889,38.68565202533333,68.09029699766666,0.8273105793844444,1.904635138355556,4.1047749573,7.939500796466667,13.564632171511112,220.28310040803956,207.09283290819624,191.80025222602833,173.6369134694248,152.6261020509874,373.5022765496024,512.5002731123676,18.223843240470377,15.767693530957454,0.5916691695790268,3.8267824638226124,0.500872482242636,0.36032780943152287,0.3049294601444195,11.479287953989163,11.288275517695638,1.018448007914072,0.18912467609031455,0.11726374533456364,True
36,0.6076420604802664,0.561689199853513,0.29032737368720946,0.8444415645986072,0.4439870418881994,0.61617585601276,0.2634630027622474,0.5136359996750756,0.28011552183041233,0.706043981516055,1419.3160319,1354.3587507888888,1287.9569858333334,1210.260681611111,1123.7588324333333,4.252883596722223,10.455053905211107,20.677902861,37.54665066977777,67.76744031644444,0.8059847578266667,2.074572130644444,4.229689566911112,7.763622426033331,13.58729039672222,222.46374221883298,208.41043532392368,193.6272226267304,175.9887186971069,154.47247296551788,374.15161831984733,516.858297893386,237.22377000796,13.912233434785275,0.5827679048374073,0.4046428844032793,0.0034084205774462745,24.584717999555796,1.1222174942813843,12.623067010075454,12.82881177721012,0.2786008452844335,0.015601314810574158,0.9686067383055237,True
37,0.6182723481079134,0.3880167247014511,0.43455234404760706,0.9304891399853684,0.02680846118349345,0.7492867489254775,0.08928682210133673,0.6957632791357181,0.35400408712976555,0.1819513640672216,1388.9383131777777,1324.4382043666667,1256.395666088889,1186.9123184888886,1098.9658357111111,3.947080116944444,9.519086560055555,19.38568656066667,38.17054134722223,65.36513617088889,0.7461140727122223,1.8897197816777775,3.982508770755556,7.827050691166669,13.10958545202222,222.7519135452017,208.80185126875014,193.52227905808525,175.7919612711509,154.89805332808726,374.1622225968192,505.9681792975108,191.19278843774137,7.834776045650656,0.3217843850329555,0.4574297000178834,0.0022826802546968812,35.18649684647919,1.0895704770752945,7.082649874561341,7.15494438467674,0.29896029992799733,0.012767537794489685,1.1587850561611988,True
39,0.6330002818323373,0.8256625290648314,0.01772469341966315,0.9354549355192512,0.7883846156014875,0.2046328515905908,0.463596440923861,0.9547563671304625,0.017888631243238837,0.4365417937397022,1408.1597084444447,1344.6607598666667,1278.0525744333331,1204.3064077,1115.659716488889,4.190868655277778,10.155027765188889,20.45762261377778,39.14426550899999,64.69799228911113,0.7935460669466666,2.0226231072111114,4.197061947733333,8.060157078933335,13.182206690411112,219.64681153373564,206.02676251482598,191.50034589140384,174.03116232386668,153.96290351279572,374.9010818540175,512.444948847015,45.636903186577555,9.407595918923834,0.477565943570721,3.6023147651922707,0.477594128952281,0.29696924586298573,0.4583017953056351,11.307646545240935,11.900891545876,0.9925907676329772,0.1846775484400501,0.1064561138923632,True
40,0.6656890788750803,0.07367114028548007,0.596620344262391,0.1180661910779654,0.48130951599808736,0.04281826519111454,0.5954774056105325,0.9211465743427529,0.8136807164398289,0.9859303438364145,1406.6423235555555,1344.7132546444443,1274.9206482555553,1202.5722122555558,1117.3974530888886,3.662930925711111,8.8144076132,17.42573727211111,33.45700066166668,60.70098965833333,0.6949022437611111,1.7568287238666664,3.600560861844444,6.974022990677778,12.372268426011107,231.53867413725578,217.1561419115546,201.44010655675083,183.85558260679989,161.9707415480018,376.6530762398432,506.4217159479866,31.254359164536947,0.24479114978809552,0.012504466741590009,69.83256773916824,5.968621513686428,30.011596154543813,0.3494908745842224,2.4250997616848,2.1284073054120896,4.324547402637253,0.6528623606646556,1.0701863746851634,True
48,0.7451477784843481,0.7543952195006611,0.48177316194519343,0.10684795024652721,0.4915375123568387,0.01323375415780286,0.9566347105430354,0.3252156949398557,0.9993188070929662,0.06885910530134956,1403.1383952444444,1341.2311413888888,1274.8506422555554,1204.2900318666666,1123.6339732222225,3.9391341369777777,8.741677202533332,18.77546039744444,34.93003229,63.56540877344444,0.7460730394599999,1.7458302595444444,3.8676888566666663,7.263295830222221,12.824672273511109,221.67965570731008,208.52577573448295,193.504189761135,177.20803709951574,156.46571759997872,379.1293640313457,510.59910679616166,22.444238331588288,1.0513510301212996,0.06087396959336502,0.9515227939827644,24.200142472897898,1.6923231277927122,0.3636677092475638,2.583730893257617,3.0224682680089385,0.43211647117213714,1.314599832004946,0.25413033870644924,True
49,0.7549773320949063,0.4050992787823072,0.28412839143647534,0.5697673160429964,0.846575965211248,0.6553386715703781,0.593241220890898,0.3149682436439255,0.4094366776060235,0.1380501330266223,1418.1181982222224,1355.9008500555556,1283.955432877778,1207.438639922222,1124.0906015777778,4.7025337077666665,10.05303955221111,19.70379885411111,36.332868079,65.14365668433334,0.8883662689666666,2.000404398633333,4.051421238044446,7.594156412733333,13.276097916988888,220.33243731779882,206.9785689962781,192.02160659532302,174.92758533471596,154.42999756404848,374.5571018786286,513.2246322495233,206.23374982226483,5.68744426562685,0.3476770011934494,1.3976942438284756,0.12047971414751785,1.754650596477283,1.0241119939079046,11.421079100541972,12.312759947214843,0.6234227771716961,0.09275590674450733,0.2587677768164382,True
50,0.7672551186161466,0.9738465392532571,0.178087346221866,0.271894606420566,0.8649115228931161,0.011952152001173482,0.9615848144975145,0.17512511588861146,0.0171575820901756,0.7449208599637981,1406.8471650111112,1345.555152911111,1278.429664244445,1204.454298333333,1125.7425128111108,4.047431658633333,9.955822135877776,19.352913604999998,34.919991421111106,63.29595219822223,0.7666530175122223,1.9811935649777777,3.9940901715888883,7.307527556111111,12.997542830633332,215.83745338976757,203.00672056848828,189.14721859496757,172.87959415508485,153.58130672545838,377.9892241897333,512.1121800878411,60.33691490081078,1.920695219787617,0.1775606107832492,18.106171178515858,14.282535476265522,0.04502038967627717,0.6010186365497232,5.967758897256746,7.155782983688873,2.0499639250087376,1.0099206835021317,0.04144951901565691,True
51,0.7722736028246471,0.4823889898477375,0.19842246577508355,0.47172946569743607,0.9710407968675016,0.14648624778581304,0.8532363867487911,0.6501527945309834,0.6595180070466492,0.28298760382268967,1412.121740111111,1350.7430366,1287.7882552555554,1212.757232266667,1129.3098135333337,3.795756833944445,8.622115069966666,19.44635897166667,34.646028654111106,59.59852818255556,0.7206155252744444,1.7340650971111111,3.991409968366666,7.265036599666667,12.308363877477776,223.84133028939476,210.82476159798696,195.6957736860791,179.20594528205797,159.5910956712443,379.2962578445716,511.3835965628299,195.34601814452705,0.6035912569785445,0.029483057420955354,8.929634393652227,25.870018861466193,0.2666725099210765,1.1035647013675778,2.8187608156784014,2.8303668770844883,1.5928464632300812,1.3591988040329244,0.10087974939833631,True
54,0.8106028797678846,0.6010699771338491,0.49341982965025927,0.051618333683609297,0.7139124093177701,0.41142978533740465,0.533661674823453,0.061199410921295466,0.9960461314390042,0.8029144726977498,1403.475784211111,1343.3301701000005,1276.0198883111111,1203.0766523222223,1121.304416288889,4.011223332344445,9.393960273911112,19.776117215777774,35.869990610222224,61.614153742999996,0.76020639555,1.8718960241,4.0552741615,7.444282156088889,12.71909411512222,222.3533749701052,209.0605824159196,193.61232650800946,176.84635333049278,157.48198294361197,377.8946523381862,510.0214711167497,24.33474141905787,1.2573573745996387,0.11974001457941559,1.2183374957555893,13.57666285330101,3.528870765205555,0.3791552436170218,4.983153680642355,6.001510885736566,0.5341489693352652,0.9846482825649228,0.36697184669862926,True
55,0.8183158268223603,0.8639621028933183,0.17217838826830728,0.10298873367165812,0.9743426394828553,0.10012025290963358,0.2646694213991699,0.8293134613863196,0.9190278053434412,0.5719862046976376,1407.9000901555555,1349.8104698333334,1284.4025377333337,1213.4549021,1129.6157423333336,3.6026362278,9.4528269847,18.885659531777776,33.98474747322222,56.659827872,0.6862207605355555,1.886614273211111,3.902999815544444,7.147018104944445,11.877617482566666,222.61980527832375,209.71138186813886,195.37215913117694,179.0579166982738,160.1573103734289,381.19100728643366,508.5332612570776,155.57248464412518,3.454997465236744,0.028737341465123977,7.710221701255802,48.734462733240136,11.334929763094658,0.993073560498098,4.629242905135083,4.157866858424058,1.3981567561523343,1.8655319971229205,0.6576946167068556,True
56,0.8198474493880344,0.25495239721216095,0.5664331259673302,0.5769361753313964,0.07794968201617403,0.410683008133065,0.6335256205304617,0.238122553336124,0.5787861903554435,0.9893575184837924,1414.795985711111,1352.5021053777778,1286.7831826111114,1217.1848434777778,1130.2795992,3.855267434366666,8.726099346811113,18.75535946755556,34.84855676555555,59.32871004022222,0.7298887603044445,1.7374848477555556,3.850539878933333,7.229085849422223,12.176106791444443,226.84232983221025,213.2207760781219,198.15855317542585,181.17105942455365,160.80980981273512,379.3808018883474,511.76394570389743,248.28253693912407,0.5324168654116994,0.011335243177398441,26.2685974538531,26.73719216853702,0.01851077148795846,1.2435164580954368,1.9177524943964008,1.7404427183525708,2.7287361417542852,1.3817914776054618,0.02657829578092265,True
57,0.8448616370160402,0.23416274525011221,0.4160921097603351,0.28026420091546517,0.8282579610608042,0.35534244341846993,0.8937442043810935,0.35919168013222635,0.29719794137137145,0.6755253792216658,1398.3399565,1334.3584515111113,1265.2076405,1194.9421352444442,1109.7225569111113,4.365214195255556,9.331373151811112,19.45262672255556,37.15619094177778,67.00890618333335,0.8245836189566668,1.8607657141111116,4.011530912277778,7.70257173038889,13.450415585611111,221.67787757200585,208.26789256940714,192.68550016376219,175.75292987252453,154.00795389171793,374.744240627183,510.50833908533946,24.822462784935492,10.070883404308796,0.4407775542701152,0.5296573485769565,0.2854130477328959,1.9367201013937543,0.3598970291406334,8.862332729263422,9.354536402071739,0.3060879327028503,0.14276492535822402,0.2718618704161984,True
60,0.8877901129218815,0.4245533142926662,0.27195542189532546,0.555459077754272,0.8550909879760681,0.13843474713187395,0.5390647192158208,0.8740870222992847,0.6814617744384076,0.10882273245755543,1388.0436318999998,1327.1314326111114,1260.9997527,1188.0676787555556,1108.7707612555555,4.1467066398,10.201533772788888,20.011077655,35.574657783000006,66.91949530666666,0.7870478209411111,2.0301582385000003,4.120660182177778,7.451904869744444,13.46241106458889,221.0622014715938,207.2681136311397,192.7246831722765,176.08382011671378,154.8108113160396,376.5493596880099,509.03005761602765,101.80853895198209,9.07213830614529,0.4174976007615171,0.37251289519362085,5.472603749885742,8.236569287320778,0.7948349072700759,9.335793471157197,10.126567396129635,0.2775301393980825,0.6251462248496547,0.5606451228701562,True
61,0.9016382038419493,0.018625814013418233,0.35493089061344324,0.9633476904577573,0.16281686579383597,0.5459730186646491,0.12072857392265075,0.8210804601621208,0.005829756540627439,0.9035993670061242,1407.8587900555556,1347.7267797777777,1280.7407457888887,1203.100402877778,1116.7092694333332,3.753083582722222,9.487641181011112,18.502207308444444,36.25452448111111,64.62913874777777,0.7109617053611111,1.8825530057111115,3.7955207881888886,7.450516552411112,12.964913006611114,224.45780685273226,210.86890525773117,195.91520988237403,177.92999352088458,156.0768126640381,375.25188109463977,511.1405083929262,61.527474173339996,3.998356881131211,0.16690347016129897,5.260277694994934,1.0855162153678095,0.5768275012154757,0.5032292956795028,4.539997767905023,4.555437414739996,1.0784601658875446,0.2784214998636571,0.1483671824719194,True
63,0.9256137579342701,0.8868455793673743,0.14314306976105834,0.8017722381565925,0.2923191505797714,0.4546843359050154,0.16293434647219662,0.1734136160255342,0.8625858426666428,0.5709288018386404,1416.5307081999997,1354.6082587555557,1287.0757466444445,1220.551423322222,1135.4686764333333,4.259042245422222,9.1448784789,18.443696149111112,35.887264341000005,60.34868225977778,0.8061118822011112,1.830833521766667,3.8240326409777774,7.485763963588888,12.412306192566664,218.48601999967696,205.5887523710168,191.52681758177542,175.4042145022172,156.39139292753552,380.14868602098386,514.7098877689566,335.5568931690571,0.6574127836486349,0.057987079769683744,4.113511864239433,35.26799165582935,7.895469274132056,1.4534943743329216,4.088213290986507,5.176639912562029,0.9028439034383468,1.5869928705763825,0.5489134145256159,True
67,0.9490919521282994,0.026444786695007945,0.3620801324812714,0.2016835564662725,0.9835319386154486,0.19596143027870272,0.9920059005041773,0.8559421415495863,0.9670688200341153,0.170508186628287,1392.2311512666668,1334.395858577778,1268.4803981333334,1196.761786311111,1124.254357788889,3.7020710438222224,8.611501495433334,16.859728988555556,32.11306519111111,59.09820689455555,0.7023268128666666,1.7240102804222224,3.526351799211111,6.790376653733333,12.2195241935,226.9185211225449,214.0969554554094,199.44951559955487,182.43858052475613,162.7302984464494,381.84922666322615,506.3341653170297,22.488198715795438,1.7833396166451603,0.02044011286942862,38.931279854367745,58.357784012145615,30.97851571815468,0.35338345415348826,4.611861241916272,2.964415052179168,3.3443769442868754,2.041427717919395,1.0872894477378907,True
69,0.9547346079179655,0.40814044253459925,0.28325090632075417,0.865275451057261,0.341238421195648,0.06354579056073426,0.9963452975979376,0.14933119969834396,0.9385305509598013,0.8197948489944192,1411.5149657555555,1349.5591874222223,1283.3630766,1212.2884103444446,1128.4967454666669,3.5901212736333337,8.58943248541111,18.708756518444446,36.01198331222223,62.79892708633333,0.6828974837288888,1.7199419867000003,3.847898141366668,7.4591088645333326,12.778107948155554,222.6790132892002,209.66693218415168,194.13640986093867,177.21584852140222,157.25707192947067,378.22651937076654,514.5970393852548,155.01426000376378,1.6086178825779407,0.11581112375188207,1.7216270792175838,16.132427855743,7.2740214456156504,0.9852089692428447,4.272449445864054,4.585257418605844,0.689060507593746,1.0733329870304267,0.5268684089186972,True
73,0.9964816793620043,0.3395534224591363,0.281169682151918,0.8573435705290574,0.489499999180242,0.2741592813809621,0.2805703226366068,0.5014352435739128,0.7813718554754393,0.6946370102052276,1375.5101338111108,1315.0035927222225,1248.9807898333331,1176.066117388889,1094.8741373444443,3.815328185411111,9.293438890044444,20.73442727577778,36.56269539377777,63.75258037644444,0.7243033841355556,1.8533219989666665,4.232090396166667,7.5630882791,12.948586550577778,220.38744294400294,206.9159430727011,191.37278511484433,174.83114483549784,154.81792270182618,375.72503172657616,502.10374315735885,508.1323178325598,4.255142936323294,0.23215489661049613,1.7271590579626088,2.2953211325324094,95.96664812699312,1.7935328512280104,6.120102979294749,6.492882613477022,0.6526650153059095,0.4048613683696809,1.9137051851223146,True
