,sigma_C1,sigma_C2,sigma_F1,sigma_F2,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_F2,epsilon_H1
220082,0.7467251859220181,0.9579585003229782,0.06296153467415067,0.6817516141738141,0.793688101199425,0.1489959932517715,0.7497532515234425,0.13145991460774623,0.10612509739738518,0.8312200987499315
266253,0.08342747968120677,0.9955092187618106,0.336488952001596,0.6976686983525002,0.3187679826562535,0.8710862773144894,0.8152309062175656,0.1748131164122342,0.5830437424819854,0.46069934318186767
101080,0.7570632943618555,0.7372651308952545,0.5831150095218601,0.08213964009690163,0.11085460451902794,0.35260890785405735,0.4460893059725665,0.28115944827465084,0.7641557529149677,0.7235083735745597
304859,0.6472048676689391,0.8902085113543114,0.4013836915961219,0.26026627046924283,0.5920857644690676,0.42848747405109777,0.11866199259207232,0.8559808561367405,0.5879209686297874,0.1658608000319846
318478,0.7176052482130816,0.5324845608200488,0.3283834128727,0.8975243402719149,0.24509883515231073,0.5360961915056003,0.17163662818884085,0.6461870647678408,0.5266921035459384,0.13768891406763387
196627,0.3766803327998574,0.7952731669541219,0.30065466672676155,0.9516655604615004,0.19273727813275254,0.9045310588904992,0.6756610702287317,0.1731752966981687,0.20444058042981939,0.3297877511406965
108913,0.40844228455466186,0.08330613693032322,0.7680560362716405,0.014209857856244566,0.39029102189209863,0.8734569523093093,0.6572810435127189,0.5211847464147562,0.31358905006203724,0.5372565314778153
108882,0.8137993141817963,0.15110039654304233,0.34887181346939433,0.735651897410075,0.6867603359988033,0.6112259971329009,0.6817846697610744,0.424673338090834,0.2881002707648672,0.41420693715589874
168106,0.9653887973037948,0.7310146849594946,0.34676685146753755,0.5044091657734628,0.4932992449158304,0.4584518817441706,0.090322020391129,0.4723662218221544,0.6375289981250224,0.19834688726051408
233717,0.7460052407033844,0.8964272492438744,0.3537548791821557,0.64560071995651,0.09570200614529674,0.6051385812681906,0.13680392669211258,0.6254617192553855,0.04268784961530941,0.6959371108926199
56701,0.05526125510146772,0.8864344789925965,0.35992028258422565,0.7918320363222652,0.43998420016663636,0.9101734973659038,0.8859339268491635,0.21261647901672612,0.4268203166727361,0.706059376760513
122075,0.35279165116761674,0.26055561257513205,0.6239199916183246,0.5169898789339805,0.07938255422483989,0.7087238564865482,0.5429350762730704,0.5614309373335484,0.6251979426765628,0.47013298556821254
98292,0.5735864100161102,0.1260961399902768,0.5849067346647004,0.26327642701339976,0.39593318594590604,0.0345711760159287,0.8753407219134574,0.9391859926307736,0.41025529346721645,0.7104050994276271
44511,0.8960705211412475,0.6704077857869555,0.04033264393174303,0.9562319878969943,0.755517408220266,0.07977199663434813,0.8711999176964055,0.48984010837530256,0.12079576807214878,0.5215878137293364
58668,0.9307951676256998,0.46081263230875086,0.5502625342818579,0.3443177966194646,0.4811589701389168,0.8126325807954875,0.20944614731253755,0.19125973721217546,0.26011048745718796,0.3152191444552604
225696,0.5444078693148662,0.7267029029094486,0.3177413442743129,0.4673134276238455,0.7649136064177056,0.21837475016674057,0.8975892787680647,0.21550815923927188,0.6780573679106359,0.43299786441906707
30881,0.4968345114576802,0.25832789329498507,0.5108862234123825,0.5382368080000939,0.6315253114767357,0.7878357296104379,0.65327637842169,0.36713971511336774,0.8526234859159815,0.38085264619908576
187020,0.8405359064027309,0.16803515820433218,0.3825335345460281,0.6081851831596459,0.766172446212717,0.755695220523963,0.9678722937828547,0.0505575534939838,0.5517006484910011,0.13553652365096894
173508,0.4727884407766908,0.5530313179695442,0.05927887490603173,0.9108237089286861,0.9261020914587318,0.40505172419194724,0.8796374307127458,0.14842502014223902,0.699382089264531,0.8163075925946993
116900,0.8172146766062212,0.31714694746632227,0.3458262405994395,0.27334684628280237,0.8923503454453012,0.4909049181122166,0.6703686001637437,0.1838938482421607,0.5877403963344671,0.9809451757842471
112366,0.6055703646803573,0.9443681798014896,0.5060850547791887,0.054852893389632444,0.3869988165865152,0.5747081049794421,0.21411708691825873,0.6513615555123032,0.43232361107034406,0.14908658989664378
166278,0.5223309486976815,0.762852535366918,0.41550560812937465,0.20401458152569557,0.876264393332601,0.8738480289270312,0.6623717416116048,0.016621922303418222,0.12596057620390935,0.7166672480000321
259195,0.5614335135884514,0.559342050647298,0.4596472273526872,0.6882575619763797,0.02314379815620041,0.23512896277353254,0.3539185703625888,0.9581128824001144,0.47939537531093374,0.42421975494629616
152776,0.784506146328132,0.9617667012582964,0.42787718894374055,0.2971064595331137,0.4676943413531499,0.8325947691115143,0.31017276729788457,0.16537929898795495,0.07852050340514835,0.24372384919572815
349453,0.6230781547015725,0.938821097307544,0.3640867461049449,0.1769708084754469,0.758206566641291,0.5100693831736377,0.26219918220232774,0.5507322385539997,0.6735205610022987,0.1989897316948237
144436,0.04682813448654228,0.5252350073523117,0.2640442223588238,0.8982394053027472,0.6745123979683971,0.5577000934095766,0.7838570799241048,0.6620129793873943,0.8321802730942729,0.7072284145539582
180513,0.6511199298670401,0.7866049176638883,0.49777959302759534,0.332528677197169,0.4264997223690152,0.6632235300679726,0.056619849246613,0.748408376135799,0.40740322698420234,0.10973158260437207
49931,0.4704344404527481,0.209718556533026,0.6482392458946704,0.532838289981143,0.046733877716265346,0.7716939820617259,0.5899558802715636,0.32693599735882667,0.5893254377860316,0.8319058994989208
339061,0.30912736160217474,0.9307762960633285,0.4702034638569405,0.037258965916219196,0.7768648430533535,0.9113530194378663,0.5987976519279214,0.43934266364064983,0.03645743365196897,0.06652116202655266
166973,0.48851010947733153,0.8800911477449115,0.29288932801123,0.7858097682465695,0.27311595147104784,0.7362784118931764,0.09054263350466553,0.6443476337244638,0.804122529573685,0.17653250702224618
114784,0.9807629397397637,0.22336853738298776,0.3805019552501908,0.7852574672942544,0.2531750409499113,0.0982549130321622,0.7976952587660255,0.7231695797001976,0.1677837462647821,0.4930590704862452
260607,0.9664595073611062,0.5329654150606581,0.3949151029976395,0.7373325215300985,0.263397693823473,0.43835430824450533,0.4167293321717262,0.20434898958971776,0.49756545961363474,0.633948482702631
46687,0.6506527288312677,0.2887674881154637,0.33934278958603464,0.9063282998117645,0.39301541380909766,0.5709493124290255,0.007398923022345954,0.8479310739660442,0.7520083566185711,0.9614367184714719
101430,0.5585156358966779,0.35178022981509305,0.20626756792591666,0.6608564415002751,0.9812420675573615,0.4758010726256023,0.7373864857763295,0.9515047436600058,0.00899388409515694,0.5793256827209998
96235,0.8651283750480068,0.9635391112828712,0.2667385460883129,0.523851597417047,0.409520841473568,0.376149493190107,0.2375578431585022,0.196849347340392,0.8174431632167648,0.7312349326113545
294377,0.03517821020983615,0.7589032502066818,0.4390256337244026,0.17970734851028328,0.9104349294101131,0.9387957367242419,0.9812975854023961,0.2247815907446233,0.9555898177338652,0.4626895159600763
345296,0.7146227407747683,0.4642472256345498,0.46044691739159893,0.8575970753579305,0.24526617454067554,0.8775271191465638,0.589835450493217,0.016718401699994008,0.24381603702026652,0.9916233324342203
169138,0.9971165713452829,0.1585421606944207,0.5420526624732617,0.19885068424055072,0.685078581773918,0.8494451970384351,0.34845800217320644,0.15991541637744527,0.25080971858076906,0.5112869187610336
170698,0.5167318268486074,0.43356019247148997,0.43876541237312067,0.28138002354257796,0.8772868149771904,0.9975566358458342,0.3075314589189651,0.5582571660636562,0.311888581887189,0.5517550679805133
259410,0.5612684063396889,0.7209831547229252,0.5657952588502049,0.21082767952448173,0.22726015647804865,0.3858688867438424,0.9595644766301132,0.22215840762952038,0.12712925774619505,0.24589333047644235
347626,0.9623397065508023,0.7196077808836616,0.33337648330891045,0.4130946097389503,0.6183588808463198,0.026031442018589274,0.4325872002608982,0.9468136290113103,0.3614870212558132,0.401245333400672
240755,0.9720452676335042,0.3280545046494378,0.09375997249833765,0.8558375452998236,0.8739061778066424,0.44238797679315756,0.8901324221615773,0.2988921506731958,0.3838268999986988,0.13768182994942257
62062,0.0993399715470793,0.9082849468703392,0.1180649597537822,0.9837433927850403,0.6921339761745536,0.7154638401545539,0.6585082372322313,0.0857843460554882,0.7316415957268324,0.8024274037601742
134199,0.19709107865005096,0.5154094055591857,0.23025129764161825,0.9104104409216962,0.6952709623155915,0.20282512334702996,0.9060804368897456,0.8679981249888558,0.7423668967739234,0.4608140395285676
701,0.5800255335725807,0.14974774007697536,0.3013666742425674,0.9214656772633412,0.6216352842809613,0.6154348840936597,0.5931103552466467,0.7884339794804139,0.36366745735205586,0.22105297388300582
318647,0.8475130428739902,0.6437774640523835,0.17831356292402398,0.880739985923743,0.5650608842826748,0.09602796541771814,0.8763108596786492,0.45824496037051854,0.21083310561390844,0.28578628020470687
278345,0.46860260118301417,0.7055028218679106,0.3752985537697351,0.6172140011392467,0.6039157779885543,0.6711990338589224,0.17223220311954987,0.8321569279453713,0.6622202854661684,0.12016122985226212
145111,0.7508684650006481,0.98548981627308,0.39153358901131136,0.04767739488174401,0.568314519382282,0.16290290469164603,0.4548524986358626,0.8046322997701945,0.056388494443430075,0.10516961086340786
177172,0.4750808433937261,0.7111853985031853,0.361127176989241,0.015479150681287659,0.938338652715123,0.40145737380573376,0.848217980972667,0.14999516468072935,0.4116009473425943,0.7861816354200165
203016,0.5509370580091343,0.0449029436693406,0.4884780125816016,0.8380874873892551,0.2831267051921466,0.7348516034538682,0.4692492006973136,0.45723349320392215,0.8490122157566935,0.7024413036453181
354165,0.23991343396901252,0.42617431142413914,0.4378480835614263,0.8153579604619745,0.0078068261477714715,0.3655650469659325,0.7218620929526929,0.7549716829681592,0.6179270583302587,0.4641410154670072
91979,0.3758243575083112,0.8489474462124996,0.4361521689209027,0.5450877727399644,0.47333340915348177,0.7015171845837188,0.9017038555251302,0.014298499116439628,0.4423501363820024,0.3757920698181259
73799,0.074409845316685,0.8984574474401391,0.39292293494732095,0.45359976293279364,0.6609212534252422,0.5827959013325167,0.9749550804570666,0.36010598252457376,0.505388933634578,0.3075763992409225
171678,0.9127605860727426,0.3118387504532905,0.1045015236168567,0.7213549999940781,0.9096019940509154,0.22466820979906754,0.8392516166460562,0.353101321813979,0.9586023318880593,0.6015070022558685
33953,0.5126709375130136,0.7882840586910449,0.31909764466281954,0.8356287382910011,0.53325501800529,0.7838123597127551,0.5127141915642617,0.14030932582361352,0.42322784142198044,0.5600551166782438
265352,0.7916105535980836,0.5226768273477637,0.31751796226057855,0.2759124490002109,0.9497028439230263,0.27526104815596647,0.8204050497322851,0.6243086262004276,0.1506366553854375,0.1213566099664405
169042,0.3375222823428649,0.9649307118398872,0.3807716037734816,0.6113065793782391,0.1638337884182546,0.7246353457507188,0.14482871637405137,0.9837581488484339,0.5368596161688677,0.21720559128311395
262019,0.33798930027894575,0.6887214046015256,0.5372301697799002,0.29746534613982584,0.14131908560739165,0.3111395411431369,0.7763004035532467,0.47345880469411467,0.707349373659026,0.4027368197687525
64827,0.765994298764415,0.7031715303535655,0.5025689622510545,0.23230965680613527,0.04908236178824059,0.11758818898319648,0.21069857946199694,0.8672931410470531,0.6901078631458178,0.4193589252015548
142094,0.5640167315595164,0.2619784263568937,0.33398649366101374,0.913970256834565,0.5865253464658156,0.7952776099458498,0.38713537918207985,0.71449297527389,0.27354409548803105,0.4748404521589855
10763,0.7853924747734063,0.3042377010455352,0.5792957821122733,0.1359089247109044,0.60033472322517,0.7578019484659232,0.02610412155464533,0.620628356710109,0.14470754586316958,0.661285048164712
292286,0.5790719066177094,0.7186852642931741,0.39393722879895937,0.20200949851371314,0.7435959042431358,0.021343536982584756,0.4456452825768465,0.9196333553587541,0.9481229836514206,0.7530176247349041
307641,0.8205282297852425,0.7120404195633603,0.5791810313119219,0.13212747310079972,0.00511595683033136,0.3684899001716512,0.26077496014917456,0.49746741678467415,0.37142222072438,0.7617782676111029
282931,0.09404523957046444,0.7981312239688467,0.08291752367018869,0.8914503049000332,0.90933592463811,0.5770805380566335,0.8139730716514959,0.22226859258832118,0.9161708983634859,0.458984238735252
112200,0.3744708081589747,0.0013919852096376199,0.32242132341502916,0.9993814793623551,0.5548209728741029,0.5936441677280967,0.9966083826860951,0.913343273060731,0.25325594836974824,0.6698153581153574
321128,0.7311193954856585,0.7152457911508244,0.06286986085785294,0.9209070447965139,0.7969959769986319,0.23705357102963995,0.9183483817934222,0.39304355707500027,0.015091411406376301,0.12673886572339554
6774,0.6444843999917318,0.7713033815956776,0.45940063953269994,0.42798129391601614,0.5859942526000556,0.8315424293145194,0.28912030819934986,0.24801351556414342,0.15997156654291841,0.8448471001098402
227389,0.6296180338271858,0.4597324921665982,0.6662189949461581,0.1647848098635695,0.05237753048262128,0.07420823086721874,0.8714692665833956,0.5981605823256002,0.4264092349181632,0.8818181078406381
278732,0.13211955586034002,0.1989196287545544,0.19269279752840454,0.7381335668653161,0.9188887565989409,0.45295934888481637,0.9126731822900762,0.947251406582889,0.8461656293706984,0.9457361145650309
