,sigma_C1,sigma_C2,sigma_F1,sigma_F2,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_F2,epsilon_H1,temperature,liq_density,vap_density,Hvap,Pvap,liq_enthalpy,vap_enthalpy
0,0.306762835344948,0.37555035183936447,0.27262161516157524,0.333565461931097,0.2636996070731632,0.3172220764747468,0.4594937487097624,0.29043937031749295,0.3195234835179,0.028888581832403046,320,1094.338317418889,65.57322451311113,15.847687295150093,13.285486580777777,4717.2151333111115,5510.198282177777
1,0.306762835344948,0.37555035183936447,0.27262161516157524,0.333565461931097,0.2636996070731632,0.3172220764747468,0.4594937487097624,0.29043937031749295,0.3195234835179,0.028888581832403046,300,1179.3368329444447,38.60799525033334,17.95752511680422,7.911709703555555,3472.6616692222224,5185.680459455556
2,0.306762835344948,0.37555035183936447,0.27262161516157524,0.333565461931097,0.2636996070731632,0.3172220764747468,0.4594937487097624,0.29043937031749295,0.3195234835179,0.028888581832403046,280,1244.8848065444445,19.156025716888887,19.705926361420076,3.9488397198000005,2344.9539564186666,4430.274610833334
3,0.306762835344948,0.37555035183936447,0.27262161516157524,0.333565461931097,0.2636996070731632,0.3172220764747468,0.4594937487097624,0.29043937031749295,0.3195234835179,0.028888581832403046,260,1312.5039188555556,9.84372087851111,21.243311581921265,1.9591580467333334,974.0902168031852,4314.978513077778
4,0.306762835344948,0.37555035183936447,0.27262161516157524,0.333565461931097,0.2636996070731632,0.3172220764747468,0.4594937487097624,0.29043937031749295,0.3195234835179,0.028888581832403046,240,1376.1738927111112,4.179791838,22.709547888936182,0.7920911871877778,-424.3938361814911,3974.5926807222227
5,0.3128384840126471,0.3810979324523014,0.2931621798873516,0.30347086606707085,0.1746097175502462,0.24407109476568958,0.5643138359699533,0.24908787601906698,0.25787943492476567,0.07313585445215452,260,1334.237169688889,8.87124541718889,21.56972643228067,1.7704172669444442,129.35897613792508,3703.7303109777777
6,0.3128384840126471,0.3810979324523014,0.2931621798873516,0.30347086606707085,0.1746097175502462,0.24407109476568958,0.5643138359699533,0.24908787601906698,0.25787943492476567,0.07313585445215452,240,1394.1972869777776,3.6741336450222217,22.92100180595124,0.6979872724255556,-1204.658284935951,3336.9838538
7,0.3128384840126471,0.3810979324523014,0.2931621798873516,0.30347086606707085,0.1746097175502462,0.24407109476568958,0.5643138359699533,0.24908787601906698,0.25787943492476567,0.07313585445215452,280,1271.1177645222222,18.209364955999998,20.081149690762796,3.747230877844444,1497.8032389441964,4015.3186744999994
8,0.3128384840126471,0.3810979324523014,0.2931621798873516,0.30347086606707085,0.1746097175502462,0.24407109476568958,0.5643138359699533,0.24908787601906698,0.25787943492476567,0.07313585445215452,300,1202.5151621333334,34.76010842188889,18.363961760533176,7.242813392655555,2783.869795377778,4480.757311188888
9,0.3128384840126471,0.3810979324523014,0.2931621798873516,0.30347086606707085,0.1746097175502462,0.24407109476568958,0.5643138359699533,0.24908787601906698,0.25787943492476567,0.07313585445215452,320,1116.9363785333333,55.58937722633333,16.44223903264577,11.589604914511112,4166.3865000333335,4465.9501432666675
10,0.31370234758596105,0.34852720854859076,0.3011514547788619,0.29887561551307396,0.15191051879439882,0.39701915202303945,0.609160075700233,0.22201455691996178,0.2477564018830601,0.017898067564768853,240,1425.050410488889,4.727675825,22.412083623740088,0.8923756029433332,-726.5325808751809,4327.3985057
11,0.31370234758596105,0.34852720854859076,0.3011514547788619,0.29887561551307396,0.15191051879439882,0.39701915202303945,0.609160075700233,0.22201455691996178,0.2477564018830601,0.017898067564768853,280,1288.235188388889,22.088724073666665,19.35284969544392,4.488928048822221,1839.7798205292333,4895.268390833333
12,0.31370234758596105,0.34852720854859076,0.3011514547788619,0.29887561551307396,0.15191051879439882,0.39701915202303945,0.609160075700233,0.22201455691996178,0.2477564018830601,0.017898067564768853,260,1356.645803411111,9.938303280988888,20.98614040602198,1.975370351122222,599.0760106829033,4189.952045533333
13,0.31370234758596105,0.34852720854859076,0.3011514547788619,0.29887561551307396,0.15191051879439882,0.39701915202303945,0.609160075700233,0.22201455691996178,0.2477564018830601,0.017898067564768853,320,1114.5967743888891,72.21167002477777,15.25558459043783,14.339026807055557,4271.899048088889,5854.286538133333
14,0.31370234758596105,0.34852720854859076,0.3011514547788619,0.29887561551307396,0.15191051879439882,0.39701915202303945,0.609160075700233,0.22201455691996178,0.2477564018830601,0.017898067564768853,300,1206.0678190333333,41.37581797322222,17.48833740592086,8.420331838633333,3096.6152483688893,5342.285994477778
15,0.3144115281372226,0.32662674704329936,0.30098108282152125,0.2920315309026788,0.25729992152058,0.5221447594200556,0.5202581725417111,0.2828057569209338,0.18386536937681214,0.07258458096708566,300,1180.0355020222223,36.97052411111111,18.245947723305424,7.645542857111112,3328.045092222222,4943.275845477778
16,0.3144115281372226,0.32662674704329936,0.30098108282152125,0.2920315309026788,0.25729992152058,0.5221447594200556,0.5202581725417111,0.2828057569209338,0.18386536937681214,0.07258458096708566,260,1320.9748890222224,10.383825450377778,21.633791615618037,2.0549514444,662.1889005339033,4534.205938777779
17,0.3144115281372226,0.32662674704329936,0.30098108282152125,0.2920315309026788,0.25729992152058,0.5221447594200556,0.5202581725417111,0.2828057569209338,0.18386536937681214,0.07258458096708566,280,1252.482748388889,19.55476444077778,20.075926954105725,4.015038425877778,2046.220719123222,4502.393407444444
