,sigma_C1,sigma_C2,sigma_F1,sigma_F2,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_F2,epsilon_H1,mse_liq_density,mse_vap_density,mse_Pvap,mse_Hvap,is_pareto
24,0.9229194501710166,0.24933598854883798,0.5209252579429688,0.524658076811734,0.5468070891898063,0.992538072507934,0.3650366837360439,0.04471147724883598,0.2154362010582753,0.15982568489828877,0.7882696725898185,16.823839910458943,0.5044289470432701,2.3167884340548306,False
25,0.4316135285143955,0.2818921579902235,0.5960569301466339,0.5875103597283611,0.351972601994173,0.9234025580736126,0.5837197509050726,0.5251621895179225,0.0609936224267746,0.3709351530724458,0.8008935275558576,1.3866031381316801,0.028848107623925572,46.44211697861867,False
26,0.431536174619076,0.34944438456723403,0.6521191076349375,0.20198467660068842,0.4685937917267433,0.6003393014673695,0.4917444232406397,0.5780165653976596,0.8693553408451725,0.4078901432032823,0.8506660398989284,4.183289470927494,0.11720857367453252,104.1392628279602,False
27,0.40442026662681907,0.8491869203803339,0.12147227037436635,0.7745187643268073,0.7610790898939288,0.004515366734335783,0.5549244780746821,0.7805942303460125,0.8598351785831934,0.6161418324578165,0.8642389035361733,0.8321245289960402,0.07698454312541328,6.252766139727873,True
28,0.8172370241783716,0.9642153739715388,0.09127937438527169,0.6161608550660902,0.662864094707048,0.3199130033643972,0.04987805453945977,0.48945665483609874,0.9009505512834759,0.7706384009335575,0.8812822274886507,18.843947783070746,0.9888796986706018,25.803518402282993,False
29,0.7214082253934115,0.9472474499284586,0.3343995066498064,0.6358353813837903,0.32450713246632507,0.7798600966125038,0.32770830274740353,0.01664427881888257,0.23916568871407698,0.5024809552587283,0.8925882648121586,60.83728804982421,2.007398779689644,61.186091739966756,False
30,0.15262538260219746,0.6379758274969332,0.5451928061447321,0.3337181973051277,0.07925973752318229,0.18065247781968785,0.8204106965086371,0.8435453945914051,0.16547697528652322,0.872903072573624,0.9041970759696192,9.87756926610638,0.12014956654420979,13.297041526583158,False
31,0.8101984248713935,0.559831223838253,0.30170938707488687,0.5323763774397617,0.7610873257390379,0.1678394032254858,0.6983546078095844,0.36370311541037775,0.33999201944078794,0.9565323480626144,0.9127835917228323,28.858022081720804,0.5982025511212152,0.05643620790067383,True
32,0.08958361223254524,0.7665187658471606,0.3197172607464014,0.8761633722213733,0.06780749365987195,0.2001276224689751,0.9172259514606819,0.849708067698295,0.42411306994290665,0.2947390070233187,0.9201188392797572,8.886942778975868,0.05561839835900142,12.95713125419887,False
33,0.0757922468922022,0.8183716959193227,0.2638205513936104,0.9771255941603357,0.07148599438671584,0.45191114823577466,0.441285831677246,0.9672835787163497,0.7286886004638898,0.42624849753486044,0.9976279536691693,28.831288466099107,0.2520876445596911,30.83907085439647,False
34,0.1930462031312963,0.3098776880247676,0.646070337950618,0.22690062248089374,0.4457473205355826,0.6146093493977074,0.6075382354160511,0.6565642637057558,0.9654804095427925,0.9489331671727242,1.0089049503739516,3.6692862322357707,0.1130762934100961,157.87624579251815,False
35,0.6654151049342749,0.34573147981417357,0.43932958276621564,0.9164418837294953,0.29086345345540476,0.9178380279859304,0.4273707612020899,0.0630255677077293,0.7261371304200771,0.5877718353083526,1.019902174558477,2.5880880469285037,0.007868062760434258,15.680068153807772,True
36,0.7866918198422219,0.5824501565448855,0.5431724936901431,0.331002162329379,0.03424669141395558,0.17057433079321857,0.4412280192615625,0.6368520777538864,0.5910159137086859,0.06412412706468736,1.0461935460031015,2.099738240210967,0.10210312832704549,2.2900710757788625,False
37,0.036866510980732715,0.8710337030374182,0.4595055597005029,0.38371185102437017,0.3460283037221158,0.5753371926873827,0.818612282689249,0.2324915687967428,0.8933595428146268,0.8913332294452553,1.0619360444898733,22.824496065093587,0.4576206910092642,2.556742015054634,False
38,0.39071147831284797,0.8102710563573025,0.2947030015969086,0.6005709402000445,0.6574835343990687,0.286985442568275,0.45713700238136684,0.7218268217104601,0.6222104815532402,0.35737631723806734,1.071273215363148,9.35839543660992,0.33572636073233725,1.0351466016292543,False
39,0.45532241744610225,0.061918696301252116,0.3739691447634882,0.9614387595069885,0.5316128582922977,0.7642667285390521,0.6434191718540095,0.5984026319257834,0.8571628932398336,0.15653773801204843,1.1094032137679868,2.113398814687123,0.00740064628595197,57.11904518578238,False
40,0.8853705655455913,0.14726974132658763,0.38548798207325186,0.4754899147974362,0.7441176318318309,0.474206859585943,0.24928901872383283,0.9329730343788821,0.1768002720231394,0.4922359953994722,1.1154770311296087,0.48723594054049757,0.04837395649665621,47.12057701508151,True
41,0.4234309176876229,0.9295483205786016,0.12155166895176918,0.8150710187602834,0.7042703333568161,0.5850190571261312,0.1120271350867169,0.9792075005361321,0.6670899232511005,0.004705253546346303,1.157211744445059,5.58291298038664,0.044182517200388086,1.632659880324359,True
42,0.26307187935535226,0.5784876162675351,0.27614583793051833,0.785156735877753,0.8032546896248707,0.8427601259203586,0.5483189544317592,0.6874959110021633,0.2896980035184414,0.31342014221184694,1.1842813502712055,0.6233399922655545,0.02768540290487483,7.2636484107190755,True
43,0.506874717578361,0.3585846448309657,0.4450162652539203,0.6595840143060715,0.5396239717857594,0.17775047775290573,0.90800020173333,0.7623893195774771,0.47671110006639167,0.3660317990340108,1.200216339837732,4.1847063797151645,0.022593662067967667,27.063369037881483,False
44,0.8203582827777026,0.39443293014543346,0.513852129231003,0.6738042777969038,0.12618638219433215,0.25845621477120034,0.7939866237038263,0.2911735014956437,0.6093247363848384,0.4172830446528539,1.2222251838410378,1.6689216947961025,0.07810737451741818,3.6560985355566684,True
45,0.39457928177131046,0.188743263384789,0.6090188922810943,0.6949175288479701,0.21436551044954147,0.761313901281482,0.7265310743119802,0.4976125733385494,0.5788041702873001,0.1911893143900831,1.2289595704473695,6.099325481751514,0.20866444531511386,99.10105725270134,False
46,0.15703653168460968,0.8591833609800198,0.06688768012445824,0.9054335533837912,0.8612016995303998,0.4143465976868583,0.8171749794176048,0.5102380780957821,0.4086762176670463,0.09978354190519884,1.28179522663287,0.09346043032450904,0.4343286290935991,16.327464734712144,True
47,0.6879955940258868,0.7693368291913093,0.38749941003447147,0.6683707264400042,0.12254972860323589,0.5046379403906074,0.11552918706237499,0.46644097222756126,0.7565266731815119,0.6774476538118115,1.2971288271185288,8.860579278318076,0.5519436401462661,0.27332510859255493,True
48,0.31318800176932543,0.8572038365499933,0.25880893057247006,0.5410863522345554,0.8463432681031791,0.37928703974645916,0.9961419197180748,0.23909220550888602,0.3672970390243011,0.08541019513648021,1.3129926732682222,3.517701783695202,0.6649640695230107,22.60234892245687,False
49,0.959302910381506,0.5055846605346657,0.1093090218924471,0.6462642399353222,0.9897792948480322,0.5034083897736386,0.745881633666937,0.10591558438027565,0.35670167759712484,0.37046744434761747,1.3354961502036204,0.8684736010282716,0.15850243925310853,10.055828093427973,False
50,0.2555069685764291,0.6557257170065611,0.6502818014250301,0.11013423118838782,0.10435249848746907,0.7216204109827408,0.9703686655333136,0.30253663087429916,0.009673644446165544,0.3845192503883503,1.3412357527858112,2.0374289035653517,0.13576429291971803,7.823062497065999,False
51,0.0771500138709648,0.8558445479867566,0.556953570652745,0.16825477209564635,0.07647454604624472,0.5700648857228557,0.9442547544701841,0.24391002141212023,0.7505441268028424,0.9078891491737928,1.3474681024703685,2.781284290913738,0.02346432456944309,3.5798818231413483,True
52,0.671396255268073,0.5547018480607824,0.494508971691382,0.3413237607524301,0.7298335772118872,0.48782995151386144,0.7596612126563643,0.2708328042165156,0.5372023518834949,0.13301724122176348,1.3530825819851453,1.0032070175710581,0.027992027782510143,10.424031661758857,False
53,0.46662554667224837,0.8142163979121698,0.21918266361666305,0.627006771410424,0.8124211524624483,0.2788055145867149,0.5795177785716357,0.5735071624658772,0.47352429829421433,0.37554109209323683,1.3963021548048031,4.562917129451998,0.2554790815284193,0.25496194137617956,True
54,0.6468610446170325,0.6063332833850887,0.1363730873007503,0.6198438615656732,0.9806814420641787,0.10092759279685772,0.8798103277372924,0.48881856102481325,0.453255635885118,0.8407805102149531,1.4033176279961466,2.6626062905920085,0.1292483154738593,1.285102212180608,True
55,0.27255198509840817,0.04237222481837635,0.4676124173486296,0.30121964188960787,0.8449720569163883,0.6461838892690572,0.9261226994066872,0.8167101183515921,0.8155976365587562,0.9947015804369501,1.428270583107968,1.216043154561603,0.18057722052673805,198.0167097561506,False
56,0.34888086030544546,0.8038573034088633,0.28072556432446133,0.8165534215639123,0.39355385050548614,0.09726513266623484,0.8930713666386608,0.28004885206327046,0.805038443355339,0.9583982134178463,1.4398824548119507,4.4172657087033596,0.2693861173087543,5.9547965714769875,False
57,0.7714877957941363,0.9391395715148083,0.39596720067857893,0.5263231903144878,0.10479605228716372,0.9338488415703186,0.11014546089442465,0.015243600612691179,0.6645372344690069,0.3728008946139914,1.4425722377263301,32.753899953634075,1.7106113623489485,57.51658962773314,False
58,0.8137993141817963,0.15110039654304233,0.34887181346939433,0.735651897410075,0.6867603359988033,0.6112259971329009,0.6817846697610744,0.424673338090834,0.2881002707648672,0.41420693715589874,1.443485317524217,1.5783100227443725,0.09094401875900518,7.347207381439593,False
59,0.5270439061176762,0.4836207498862827,0.5300791604269195,0.7222245650010255,0.2787532785487424,0.9416798387274128,0.5109173555171851,0.2086085442783401,0.1494570988577894,0.7643612117233466,1.4462945919395884,4.26955678224283,0.14383634739781273,9.742362691024045,False
60,0.9779382097058287,0.21148306349800913,0.6278665141123162,0.31279938418410486,0.1895349352200995,0.18412200062383674,0.5963208764654818,0.4710296490797225,0.43517273663181755,0.330038355705144,1.4708215078763778,0.6233684999517762,0.101022155893052,4.065481766296776,True
61,0.519868577706171,0.6781028611081718,0.1884635575498098,0.895682829030399,0.770379548089734,0.3864009756562311,0.7726600728955534,0.5614665325187201,0.23466777336789074,0.08625154850762234,1.483173481564869,0.37601929789272104,0.18454950481139537,0.3261128909854888,True
62,0.2824634373345636,0.8995606783809228,0.34210585110369823,0.6825943806289141,0.22525841003815153,0.36400158199210814,0.5589856819582748,0.5303966281790857,0.7508148109890793,0.5544385466718824,1.4896478052097497,0.6854402997776013,0.05068476864417452,6.636262543468968,True
63,0.7947515187782254,0.24724174788036116,0.5961093622757341,0.07704862091996467,0.5902011619587914,0.10996435437127967,0.9189515053211513,0.7267446141958435,0.05064648524584737,0.2696883405208932,1.4994061556686893,8.029497241945071,0.24454809845889286,32.74881573286212,False
64,0.7175026007729742,0.8110087669455637,0.3359270197970119,0.5005090343746863,0.6193483083128418,0.158632988133861,0.7519029672623275,0.17649478263167254,0.4135305172266163,0.7749268853119323,1.5012640328601763,30.561984654561144,0.7282189561065587,3.0198601886898264,False
65,0.590141228876813,0.07159061890449488,0.6779471351872011,0.5919137309197764,0.02908955198907456,0.4495445232899165,0.7886743125923504,0.6577180793640508,0.2317722483110377,0.083273354092065,1.549334079747212,6.329121314571723,0.48656166427269854,103.56347020924981,False
66,0.5542591792027535,0.8290065912238023,0.35623323169951,0.6343099733407601,0.09798848265944203,0.07401663987296692,0.8144024125361448,0.3607467549895196,0.8667850716463295,0.5081671068169652,1.551833040723905,0.6111759935205999,0.03737983668735343,1.4222001021771853,True
67,0.4060773436782021,0.9489578860254121,0.22248077630172008,0.43181612669097713,0.874130588222548,0.6067955844005019,0.1830071928934217,0.5349915072363607,0.9993252668001964,0.7417844218431267,1.5734006214455518,17.8684260481736,0.1868718837996326,15.988553894763374,False
68,0.7479828182421046,0.8396434665880578,0.25034857718762,0.852315210956135,0.37580131773047604,0.46342976350841214,0.5563173695503921,0.08505308016613183,0.20803041877284165,0.6260683619093466,1.60753728809541,40.80677908473408,1.2620285153697632,30.075135972521508,False
69,0.5534532438344981,0.7018026265240617,0.2206698078897539,0.5836446622682893,0.8832062905425802,0.8210213772728353,0.04103683468011714,0.5835994229451683,0.783221475565618,0.5712005243918388,1.6528829165565402,6.8654322311062135,0.17847274479049008,2.385574147228568,False
70,0.8566696983487079,0.9818396922884354,0.08785667416596611,0.8654070996531935,0.4255218412743599,0.31043135967842744,0.37157477521674803,0.46543357450739586,0.3669925384424892,0.18719607627499946,1.6769555294615461,0.4877231754429731,0.07338218101927366,13.120715553283025,True
71,0.9099034417364835,0.43911993540729954,0.08276027884282869,0.8947510279810637,0.6593463751888219,0.3703253104802044,0.008554674244631343,0.7169352918262704,0.8958673698029613,0.8666044427418113,1.692014342336614,2.405399506232007,0.004243478484305359,5.994883637886319,True
72,0.37530608348715294,0.8566589115731722,0.510183944876003,0.06546704022218365,0.4413628396104404,0.4566246635469901,0.38932554357931703,0.6546614546955998,0.4649166251352667,0.3183703763706802,1.8284289236694538,8.949586880073252,0.33004371199612,1.5090649269346479,False
73,0.25435618226513934,0.7068443819605074,0.6009092020396233,0.25439399526249246,0.29914923369586827,0.8339562952597448,0.7753885611951008,0.20708370968745402,0.3203870988829408,0.4623044238878776,1.8484409013888594,6.802264205308049,0.3550290643579995,0.10422235201216705,True
74,0.9557025621139016,0.23576022346072706,0.5412621806978668,0.5490784270472169,0.35763557888151787,0.7294457474466989,0.38383302395902913,0.14975522186292473,0.05117699719457007,0.6384769876299003,1.9244117882029599,31.69989032295224,0.8057526211691226,0.9962864971371317,False
75,0.7167561432556998,0.2694924473084129,0.5815289672150797,0.07280987633848525,0.7175510917936755,0.9451120740297548,0.17098048747946873,0.47696934991604933,0.605857156795822,0.08395807159631336,1.94717707791984,2.0937214504411243,0.018572615201235248,39.09063499671516,False
76,0.357238749169517,0.25179983513902937,0.7223574996090235,0.14902884992364412,0.12853724944188455,0.6725814877731621,0.2264465452370705,0.7916846929706068,0.5785467123138248,0.22607498405544485,1.9810011837178063,0.7748552565002829,0.06852398074526775,68.93433176321007,False
77,0.3343394527957056,0.9205359540990786,0.22734491717816174,0.7157705307208004,0.6020139500439624,0.2996082918770291,0.39966772738662665,0.9719633393280136,0.10030596026895426,0.5008231895402594,2.022837561096817,9.503279756253818,0.4455234024186822,0.4898262113917484,False
78,0.8437514751926617,0.8843829103784506,0.4060468093039501,0.5182436248807082,0.15496003018367813,0.49671932939599894,0.3636439786804444,0.2391737077191176,0.13794179009980947,0.6180873190417918,2.028044180242923,45.51209989914173,1.1058801583840534,9.703971637008634,False
79,0.7393762209003644,0.40998297692214913,0.5699691246254308,0.4932901343530574,0.09073606991619063,0.5119004088258053,0.15678937803850507,0.64812947144735,0.09132772249409742,0.7320515765555312,2.054273693416053,16.72138862574014,0.44869231592830444,5.569903035632157,False
80,0.523417800228674,0.09193945623240789,0.47868314093428754,0.9589640491593763,0.2710153582567097,0.47696583103241197,0.9505710543503498,0.4407299424739095,0.8889280464115283,0.528154442054229,2.0571141886567057,4.671758834554011,0.06210652758317947,95.1654933538783,False
81,0.6873180791877741,0.6676014556978297,0.24616856140468305,0.6550632740688302,0.8240589102221542,0.1464898934373436,0.8209619852760904,0.6667822230343834,0.024559642861424764,0.4304471105910199,2.0666021004141424,3.7027532217448935,0.06682071106719892,0.798134022313555,True
82,0.7419021724353893,0.19940049702961551,0.6195247789848773,0.434695574144758,0.1803709554975413,0.2312383880125834,0.4224326646589071,0.7534897014656159,0.44527353510638495,0.66811239382566,2.0727764901436885,0.9389343195914422,0.022577574030108016,57.054472773931344,True
83,0.3502727733269008,0.6926395880939125,0.21963019559665228,0.8601125890346872,0.741589492760076,0.31875835924610385,0.7715570404175542,0.7226690466747837,0.2347419330045963,0.30219421224480386,2.1143138968708,0.8939058269746489,0.1452969004975908,1.542989353892588,False
84,0.3543859251736,0.4997124033021534,0.3215309696459111,0.4991419509082127,0.904888920039358,0.4149751840874,0.7658074533816478,0.5531676951684943,0.9731913646782694,0.5432942734886825,2.1272096468341846,16.162066041546847,0.22945779424122215,25.612866822710696,False
85,0.25416134900807474,0.9722512973430935,0.43083903364710097,0.2787956328456954,0.4057408970079979,0.4924753326476504,0.5791705090072072,0.4219891940896573,0.8247500224397867,0.3793654031629564,2.1479809585211123,10.147808574849634,0.09793945900075499,3.134257379771051,False
86,0.20628991151781106,0.645506578308222,0.414542576399023,0.38190179897217497,0.8471414004355379,0.9717590858188213,0.6169512790098809,0.46437012607535777,0.03882041287959,0.8729109850690018,2.1687385950485045,0.6550836839827027,0.07595863446274462,17.13536813448811,False
87,0.2211056375947257,0.7302831888715976,0.5974494713765215,0.13599782210491446,0.26802702698594355,0.6086482500760478,0.5992252830642082,0.45207323701690927,0.28355252645607854,0.9851419920622451,2.192439353336969,10.773742883156805,0.3675930425109886,13.896310447898568,False
88,0.29407064374214253,0.690613596243589,0.46104147598106443,0.4404944591160374,0.5885756378059688,0.35566803060046726,0.697227995424157,0.5025418974441865,0.4966461557346857,0.9337838957729792,2.239505511533268,11.854541980536473,0.1445140921253428,44.062099512662385,False
89,0.35176612026419996,0.20860282186766593,0.414641687410666,0.9530327210800422,0.39918184777862603,0.8643568788741297,0.6002771969572326,0.4758957243679635,0.6733881086512623,0.7969616011075255,2.2467348440368955,11.95047637898413,0.12489948358027166,90.75740018649881,False
90,0.9197295171022984,0.797723413598791,0.3536855157989731,0.15745050043567915,0.7438342408671974,0.35594671275982254,0.13433607725297478,0.7044553285540401,0.1092293752770013,0.2667597813247034,2.270431062966643,25.38106294923061,1.0693425687884184,8.854934190886983,False
91,0.8319026652471911,0.02496187132001731,0.6969134507418563,0.2654333119699271,0.2684761457754712,0.5065182051425681,0.68328217003,0.21818669728926887,0.8875896172012121,0.4046711790567022,2.2804073826488014,0.3969909490496672,0.02250595296652044,12.25481857403389,True
92,0.10104415697829217,0.9789799389861878,0.19557498390031636,0.7855980607637326,0.4965108609781703,0.17091372100948712,0.7683437348610817,0.6532257676128944,0.38960123469789903,0.5865696040602182,2.3100301713943785,0.4101712941389148,0.07504731226021914,0.7062808182264254,True
93,0.4893434079394868,0.2768452266216546,0.6163154670557537,0.2882929073433585,0.4447932320348223,0.9634017399501776,0.08052994626342379,0.698855174653266,0.21605853079737816,0.49344542151820703,2.3105540137885185,2.7271929311238043,0.06510815172577553,21.63192072424365,False
94,0.6978013667218832,0.6856149906006754,0.2947693754020155,0.6554915354670874,0.7877350944456489,0.7155223457828588,0.5525464772298972,0.07433208358374602,0.2961926269062022,0.33495781711521894,2.373879991191384,20.441475916532863,0.610151484307662,15.540766768427499,False
95,0.40739265660749313,0.2516991797147224,0.3424208722224626,0.8233420936335254,0.6076514631542783,0.9684267936332893,0.03838881820290573,0.8757601667161495,0.8046402466675989,0.6527583482875332,2.4490913479765144,9.042956135940276,0.3144279589251925,114.84751416035833,False
96,0.22362492765931666,0.9951550220093808,0.0909330555499596,0.7443118456180093,0.8977723796405783,0.7966361464369163,0.7009011695888805,0.10909712709724098,0.3703482120400531,0.1447623104473366,2.4549525540154478,3.1794549230353515,0.48013317913533077,67.91760403332611,False
97,0.5634454603391328,0.246679064382799,0.5554138482800965,0.813462527216709,0.10002598277457499,0.5565702579529492,0.7021670805643917,0.6846770170369113,0.09778493761017744,0.11677590115865326,2.4576359751409287,4.984237544179401,0.34835871322904133,95.92792952784468,False
98,0.23825886929275594,0.8456734870269138,0.4030411505842828,0.23861393908025202,0.8172574658344494,0.6611089754360112,0.5093075744465494,0.4359680056772115,0.8598684096461631,0.6191491484884618,2.469122607404945,8.511064326038523,0.07437578286896707,43.57807224532887,False
99,0.936695391137466,0.7547178719720443,0.3206111005700737,0.5131474572106184,0.48579143209785314,0.07663758754472716,0.6438203734536312,0.35526494424422417,0.37882598647636917,0.4163402971429841,2.47135891894799,28.444160967361427,0.8028953641924204,18.036750164096816,False
100,0.3900932995048981,0.39326506811966594,0.28868763155031524,0.7195689511345807,0.8318711603284776,0.30484936748082647,0.8786802728846088,0.7358871033637214,0.5227518975729619,0.997246565448062,2.483529445007493,2.6080589089477315,0.06982922426785507,98.15858420577086,False
101,0.3616845433340436,0.3983442404461842,0.5157807584943331,0.8011828615349743,0.19470235935215285,0.5584680654852028,0.9977441921055163,0.28398324621159116,0.42862301789656904,0.8865043011972547,2.49369096739319,1.4541509126000676,0.2174103911367938,18.832313735038024,False
102,0.6072513003177142,0.9046333261948918,0.24260604857453577,0.5542871873907061,0.8835475744942891,0.8047235306363992,0.5384806967525992,0.01763535574334114,0.41890758592975746,0.17569572717812396,2.49501564125854,3.8042016652154222,0.13326335999226852,16.17565802553047,False
103,0.5621662412906115,0.8662657642691287,0.2866606132692876,0.49376681733034267,0.764784193453702,0.5487603605090955,0.32649386393591073,0.5850216610836559,0.13062686337595802,0.3016321278971416,2.512481575259523,20.31535489801669,0.721059737725807,9.69888221378129,False
104,0.33787340049105885,0.37921053050661085,0.5931202311167976,0.31155492852182626,0.44349942455066926,0.1851137416331816,0.9052860856812313,0.9188996007944253,0.06531308294970355,0.5832419945818403,2.5182490745921475,3.1013910658479893,0.4020903141018186,93.71829956833875,False
105,0.4650040579222249,0.03495926700161603,0.4874584294222593,0.9972808745478762,0.21071443821797176,0.5684368423710433,0.9255899027091665,0.6312547878792564,0.35754040405363346,0.6049792645122138,2.529691416888425,6.439011998716353,0.07701163452514544,86.48439532765879,False
106,0.5252733281425924,0.036383583960381154,0.21665940459400693,0.7075178923331882,0.9488786483661384,0.7202018098976349,0.767453509971017,0.945147307472444,0.13936415521922027,0.6932250324484553,2.5348279093120096,2.1297838181396047,0.21308201137298202,27.55825153976614,False
