sigma_C1(A),sigma_C2,sigma_F1,sigma_F2,sigma_H1,epsilon_C1(K),epsilon_C2,epsilon_F1,epsilon_F2,epsilon_H1
3.745147778484348,3.754395219500661,2.9817731619451933,2.606847950246527,2.2373062685352583,20.72900866634978,72.61894548387387,23.131678109575127,39.9851926881429,2.5510146363411708
