,sigma_C1,sigma_C2,sigma_F1,sigma_F2,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_F2,epsilon_H1,sim_Tc,sim_rhoc,mape_liq_density,mape_vap_density,mape_Pvap,mape_Hvap,mape_Tc,mape_rhoc
1,0.051959279235752,0.8871877288485172,0.3020649569688163,0.5470411536282773,0.6278410182504607,0.1062343364726957,0.8797433341338453,0.8161971815410232,0.120107050597722,0.6589628925996464,379.8022569483054,505.3878241992194,0.1655688304285465,2.0288218926932973,2.4015572029338426,1.190477715621091,1.4944167575172815,1.2721578044111344
