,sigma_C1,sigma_C2,sigma_F1,sigma_F2,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_F2,epsilon_H1,sim_Tc,sim_rhoc,mape_liq_density,mape_vap_density,mape_Pvap,mape_Hvap,mape_Tc,mape_rhoc
33,0.7451477784843481,0.7543952195006611,0.4817731619451934,0.1068479502465272,0.4915375123568387,0.0132337541578028,0.9566347105430354,0.3252156949398557,0.9993188070929662,0.0688591053013495,379.313257994032,508.6371411307432,0.3177114340036563,1.6370197571646297,1.9205344646655496,0.5438698294345489,1.3637417476903324,0.6374016154047225
