,sigma_C1,sigma_H1,epsilon_C1,epsilon_H1
342910,0.6185875143393434,0.7390308822336092,0.8071289607641158,0.5818660715730445
269946,0.8277977314307051,0.46067488084820524,0.7048544203012291,0.9769065663793925
385271,0.7611223024402245,0.6329753712911601,0.5557745371403217,0.9722817975534928
393097,0.5560685407526003,0.7675491688193905,0.7577173433991078,0.6603412861043987
5138,0.6843877375020642,0.6772317820379783,0.8142028280115828,0.5719588737688934
198795,0.5989993696529959,0.7453634260061827,0.7020486198848367,0.7136797267429177
41934,0.682789628024923,0.6756561662352714,0.8097878719058202,0.5712760175249467
63316,0.8265833047955594,0.47065153343395316,0.7050280268796932,0.9533008753245841
304757,0.8349741979983304,0.34604987113342733,0.8573363529803602,0.9899824358054293
387017,0.645628919165357,0.6980823635979803,0.9775985297528526,0.3881194142803883
116053,0.5899407093300821,0.7411840058646203,0.8102141904958065,0.5717762226373279
100410,0.6623568464777839,0.715007021033574,0.9597340614447604,0.425336972909055
419780,0.7081660339107467,0.6402293468392783,0.9153499155108608,0.4720503888247474
124604,0.5396963223887212,0.7781287602597531,0.8908110360931212,0.5082598149212594
389701,0.6114081923722037,0.7540538033186395,0.976218567671035,0.41241841551979636
314324,0.7846371580755613,0.5761122453014682,0.5759117752470566,0.9900496751224911
394361,0.5545129859416501,0.7681244456240681,0.7377494682076902,0.6792369799988875
395307,0.6799923277774714,0.6845816368884117,0.7508234387071272,0.6378970329070528
124400,0.6322002375011424,0.7092882969485848,0.8448473767941289,0.5240210285997691
28893,0.789922992869488,0.5814228418065319,0.5864780941791586,0.9657453128817692
334196,0.7387037083443597,0.5987045823451408,0.8796574274662439,0.543947043697255
187295,0.6654145301247301,0.6849001604591128,0.7672401495152888,0.6136383146123962
362063,0.7799153911015367,0.5653303751361599,0.628808380539245,0.9066171695501745
225084,0.795502179107108,0.529014234827626,0.6555344011624784,0.9123408661677217
301690,0.445894078788424,0.8059516301946548,0.8267536691028166,0.6479492694741682
404899,0.6013765816120279,0.7249268526556778,0.9045768154424666,0.4542480665162686
316833,0.5356009711829667,0.78156802771287,0.9788277171577268,0.41786312876892084
338579,0.6807737051770796,0.667658834745114,0.8123147392654604,0.5691487176157181
189921,0.6485678358928609,0.717671966544962,0.5885569186905237,0.8660022991039281
170760,0.559931537358634,0.7502616687425845,0.8694099353400452,0.5041761278559014
185733,0.3977709440717218,0.8170103304816521,0.8020051267092743,0.7306482609788949
81498,0.704319207024999,0.6874117049516435,0.5020778231144138,0.9965925624657352
139971,0.3628960170933517,0.8324739990968872,0.9952859441852375,0.5605226461195858
188035,0.7858703175004715,0.5428843640695484,0.665313600126412,0.872356021470779
60502,0.6812154859410586,0.6843640580484488,0.5384064046123087,0.929570776255572
206533,0.7578980795219341,0.5808558216038896,0.7416847201366104,0.7179081050105663
64308,0.5002540229260682,0.802682809738595,0.883896892018515,0.5531631221923492
22165,0.5256300893851528,0.7831187119998612,0.6769228228968154,0.77851119315551
178524,0.6248047223148273,0.7247008099242926,0.5479642121074838,0.9083503353258054
376586,0.712734467082898,0.6304909721253064,0.8110437358558438,0.583109847457847
182312,0.7488746975614224,0.597457292114746,0.8610227939566741,0.5641053855843596
288494,0.48640284156729136,0.7850488634086904,0.5954751729678255,0.912855880503331
344979,0.39019118710191153,0.8195914373631145,0.9327375572332635,0.5791369743977802
405318,0.6473125407215549,0.6977327515581114,0.8592108225225916,0.5132925923799532
391993,0.5972250101153497,0.7271376650311597,0.8449469624576404,0.524815903085354
5521,0.632572881544996,0.7335127833675261,0.909396474110545,0.47933494501928603
214354,0.5687902546298098,0.743720978007576,0.9465533573829569,0.4232893880254231
394236,0.47571785251485504,0.7899043363939363,0.6719313446714378,0.8262462901719217
138804,0.6315196966728492,0.7174813436147398,0.789077726658863,0.5997610474571329
8576,0.596923280935865,0.7305880899221086,0.6742995351001269,0.7350940157203782
428920,0.6907226305128319,0.6671822667587046,0.6604731355928267,0.7520349667703
359487,0.5579608622935139,0.7511409752968843,0.5171770653249976,0.974076207978661
173747,0.7281434936036338,0.5986160855495894,0.9869919201548338,0.42500551532235226
24766,0.6925825600716993,0.6515658754256836,0.8997299960494249,0.48620397202813365
54964,0.5400941054923983,0.7633376249549785,0.9292893591976792,0.4611561769352997
242009,0.6018038706266473,0.7428042430701435,0.8835855220316501,0.4821420679481124
37597,0.7408686121966497,0.6138376915999514,0.6231736120923284,0.8552212573338899
208948,0.7549147661296461,0.6096118174392987,0.5947951340205531,0.8967795419603324
311841,0.5383608201889327,0.7851305504438553,0.8345908953309218,0.5769846582443048
113015,0.4867763089208982,0.7985261888324807,0.8798008952539095,0.550221802732113
245294,0.7814483713781584,0.5200181880109257,0.8103630809618831,0.6986603865581825
222249,0.5883822575300737,0.7695717981939053,0.5133315828781657,0.9980788593511779
410412,0.8115902918957313,0.4070014118925947,0.821548275894185,0.8798230375327613
415330,0.8370146412671929,0.4787448845478057,0.6824630868625563,0.9870430470335543
315291,0.3155387781557274,0.8325526059272821,0.9495070875383602,0.656337892568397
115027,0.6693362609090617,0.7224857578881141,0.5249940075484738,0.9535524375511328
166585,0.7375102366865933,0.6273576317580477,0.9026236038475658,0.5033522337062883
142704,0.48730167561205695,0.7820110512594887,0.7222089016820904,0.7397439993549683
229199,0.4822506180210081,0.7866245764938065,0.7086210995177105,0.7500425831503349
106778,0.5997100405132064,0.7309050413830318,0.5506267367984041,0.9034665997042371
49155,0.5821984198618196,0.7437025880912724,0.7238036819255264,0.6673546788832208
144342,0.4265645001692992,0.8064543077268786,0.9956531402539315,0.46799934122821313
153894,0.6924249850623597,0.663404697658085,0.8899305643492966,0.5015553597955299
268261,0.6044991809494702,0.7266251224139753,0.5421268548614143,0.9203114195181432
183286,0.6637123930360022,0.6836672668609454,0.6442601675960823,0.7712220208423113
318633,0.6653139201515689,0.6751221147752356,0.8798649261748386,0.4936029583965035
418328,0.8024110661616958,0.5735708999986837,0.6182343228171581,0.9352953346238081
289434,0.7326963002132305,0.6192080540627252,0.7509650932332859,0.6863040421822073
404085,0.7989508325425884,0.4566577842210322,0.7591836577343495,0.8576474213948855
355221,0.6199640751093359,0.7181547112857533,0.9427858405613186,0.4084633887271355
387678,0.5226255611641456,0.7645161932120388,0.5390738354679719,0.9562878989089351
