,sigma_C1,sigma_H1,epsilon_C1,epsilon_H1
2530,0.7369261056680194,0.6594521933357212,0.5728939875297742,0.9180808750488885
4796,0.8300390845453585,0.40849631614141485,0.8409060925329186,0.8886807507411005
23649,0.6607119676913714,0.7132865751702009,0.6684641520061063,0.7546079537396498
30050,0.7878472287507783,0.540228953477899,0.7655192345716177,0.7536048498126853
6204,0.7013454155443082,0.6868985888010928,0.6658929937892567,0.7623829646672626
18044,0.7312321733469133,0.6742431148478683,0.5957267845446601,0.8812502219530052
21273,0.4674060779165981,0.8048017821305719,0.7952852536395356,0.6808715023633283
28908,0.5842238752652689,0.7682432028974455,0.6675837882628886,0.7840613381130344
25138,0.4413538482502916,0.8226426746908561,0.9689800923007247,0.5215494661169024
8585,0.8125674738655456,0.5148335561860736,0.9183103005887991,0.6464383717077188
18330,0.45611371385274657,0.8152573604655808,0.7118242215343414,0.8164160967608809
19825,0.31565232620678824,0.8546615768099831,0.942798840187772,0.729160390084245
21446,0.4424271787613955,0.8227264512123427,0.7288683403569627,0.8178247250023872
26056,0.5848429566105571,0.7719967089042857,0.6792531475144563,0.7699685837521747
2020,0.8404008589990579,0.4255451924145664,0.8965664498875976,0.8220375433606308
24741,0.44027058420123466,0.8272235574974038,0.9920153204727907,0.5030170246102904
18119,0.8452852518631906,0.3670323671219688,0.8485203446185536,0.9802704734939529
29156,0.8204718500025608,0.5031809896550287,0.9549305628789581,0.6315685389823618
14808,0.5616319190516423,0.7834418431937468,0.6662385091328974,0.8032982538437395
857,0.8048951096471282,0.5392435703405444,0.9436428596476852,0.5898010755462608
23810,0.7982160009644341,0.5197837667123355,0.9802761660684417,0.5546304631309932
29940,0.5408165445300999,0.7776934268756802,0.7102752230839705,0.7285407043706017
18588,0.588384786468564,0.764225375342601,0.5684189250786613,0.924272380704562
20336,0.35375629365876277,0.8487428812696769,0.8014378253505585,0.8606913554132604
28221,0.5484588640719338,0.7865490696062569,0.8521366188515739,0.5675208458408549
20612,0.5358963233298977,0.7756008370595012,0.6222152332468605,0.8587346048179271
445,0.538359286278023,0.7850289794456041,0.7522970821934111,0.6974556620317311
16327,0.5293705530494613,0.7908035761826245,0.7640946297176314,0.6916341757281912
21752,0.6838483280218558,0.7194333152233947,0.6124511127949069,0.8467292941203838
19375,0.3537559313482964,0.8344019338628862,0.7640815655748459,0.86085187507785
21265,0.6998412410919145,0.6835053568217623,0.8943257999082553,0.5016779666594374
28275,0.44670787888321045,0.8144619720823925,0.7646901326570795,0.7445512942937608
18819,0.8394684502124834,0.32302903086756274,0.9259088573013026,0.9804144973519446
19749,0.8512696637030697,0.40943141995980115,0.9622781004710593,0.8048968606246537
11107,0.45639768349499527,0.8261975853246529,0.9288027066232798,0.5649828998220248
16181,0.8283590518454104,0.36113999038033895,0.9342420330658447,0.8656559775497175
30434,0.5809083668944599,0.7705238036822498,0.745219635011769,0.6760300426775991
4513,0.7940072427561509,0.5818730845137707,0.7632931787672509,0.7440617169979501
2860,0.5684707384941279,0.7813114126455725,0.9602876563909025,0.4480823404724781
28516,0.39955016851094155,0.825644765507365,0.6552734867932707,0.9568430461173789
13559,0.8036766342842929,0.5458061271360393,0.9352804747348433,0.5949018859583027
22454,0.801221899515593,0.5037632724229849,0.8365818335065784,0.7277884388521031
19877,0.5078869043095477,0.8046773675925527,0.5937018999344492,0.9487680159188179
26809,0.4856921210520402,0.808919183574063,0.8213822011636143,0.6455579997512908
18314,0.17954616195084006,0.8732257800699953,0.9587964289651755,0.9665035181687311
7169,0.8302469352759185,0.5153904226569055,0.6886072901178186,0.9387558843494247
482,0.8170632468479564,0.5267127102919313,0.8282776289577228,0.7370820428898467
5019,0.7652646487342393,0.5935777701390123,0.8993615261958513,0.5604247842252268
14197,0.7611201213427834,0.6103327032477258,0.6665157421569377,0.8067102940060747
27796,0.7902480663713457,0.5278091652249279,0.7871620758173061,0.7464160088071897
1841,0.15052896572793348,0.8571394106191612,0.9407340930002595,0.9668188187796379
29440,0.7987604664719469,0.5816353514867284,0.6993591568808519,0.8246611923574595
22223,0.6706707927985748,0.7339730083636513,0.5797587003198406,0.8945803359490834
17678,0.7648900158578763,0.5959972249219485,0.8188520047390939,0.644438772501037
30609,0.5795800977624567,0.7778337557598783,0.7363235420096561,0.6987832567326031
18445,0.29051602873099974,0.8472973901667987,0.983518483800903,0.6856101767793709
12085,0.3044601784727505,0.8477394813830124,0.8027799256781415,0.8954104854256872
16169,0.6841948810062034,0.7245207889147213,0.6045396512653184,0.8606575204265847
9804,0.7538572053613041,0.6111496102804336,0.924524750003004,0.504946577622095
6475,0.3412753941685138,0.8404247369885921,0.9711802231392853,0.6189808627589368
3232,0.2007663678490141,0.8493002726469996,0.8467468666333812,0.9898411979490175
12948,0.8326841464318224,0.4645189040909134,0.8272068323157491,0.821980396698231
7581,0.8215138381744916,0.4728950045719057,0.771908207205571,0.8528569513913088
11886,0.8084758223962173,0.4382862670226507,0.9035768828533495,0.7366081912905489
9433,0.8104114241647429,0.544589826487508,0.9870096496659753,0.5534812311419588
26836,0.7735480723943862,0.6056785267318552,0.9202534688502064,0.5433420387436313
1168,0.2400631833076146,0.8470319326064125,0.902327048594051,0.8522824751947692
14158,0.35094900313670535,0.8568676633826363,0.959836142406124,0.6720155101346453
2660,0.7812903182728562,0.5923924815478723,0.9883967619110559,0.48848293163390827
19840,0.2915452825202635,0.845102811560365,0.9804074809338008,0.681536918485855
15349,0.3826088699705326,0.8342844399474101,0.856086986296115,0.7294079992203806
11871,0.34803038289289695,0.8430333424395849,0.8357630654412482,0.8113181683429723
9310,0.7250393496426798,0.666187016896068,0.9616233725011666,0.4535773613982817
23708,0.5080707054365559,0.7823555536736878,0.6798932153892122,0.7937329477720089
28394,0.7679168110277261,0.647409978062576,0.6304366065872645,0.8661709380135398
28177,0.7590804977189086,0.6280287924421072,0.9403447347752296,0.4990727180406311
28189,0.45292929511346,0.8205164600910808,0.6497825836681005,0.9153505714785987
22497,0.8035546612117012,0.4741642427810887,0.89256936639854,0.7014632940701421
22014,0.24717543869650221,0.845654542306187,0.8966625376603737,0.8374572347729545
14745,0.7093255374704615,0.7051891922600119,0.6005684812564362,0.864281760888742
28241,0.8210712538375258,0.404131888688701,0.8685632323970631,0.8368238252267217
15842,0.7575927252991691,0.6281158804801398,0.7181728356966959,0.7319070383708731
19168,0.4728180216977922,0.8138223630331853,0.8849412132385996,0.5784989405713944
29148,0.4646932497515952,0.825857055580525,0.7597249369975393,0.7815283359541405
23402,0.8389948167026315,0.47611727690617195,0.9629735423696619,0.6816301210771146
15877,0.2404383383778784,0.851850225893547,0.9006307921651759,0.8562490962649084
29803,0.4237041130905212,0.8247613152703027,0.8585280712996396,0.6535888677302136
25156,0.845801322489775,0.447671148039725,0.8861688521748997,0.812684958286389
2726,0.7709865365190853,0.6179933029085053,0.6826721553476325,0.8134569456831859
9873,0.748810140507731,0.6640413614303392,0.7014763074337873,0.751879977072516
4700,0.21318659533467907,0.8561308184312998,0.8375637681734793,0.9967102740136817
11652,0.49904548883201594,0.8035042512660044,0.6935026898217977,0.8193746782409382
5854,0.656439828376317,0.7451116797161217,0.6208650117840908,0.844499695638659
7603,0.8454930099698279,0.43617985971526524,0.8104073289463258,0.9221193977165238
13757,0.5042368358131466,0.810124605970936,0.7658588650922192,0.7304779432952544
15267,0.8075795875735294,0.5284037895603458,0.7152829914313827,0.8434561523341253
8871,0.7194703614080076,0.691058257626927,0.7191194026670308,0.7190607907586912
17878,0.7129767351974663,0.6741110313812603,0.8163166188376131,0.5973720374033559
10441,0.3684020971647859,0.8272962307871246,0.7338653896895304,0.86605599742064
25446,0.27037489264672243,0.8693441291899464,0.8243045941765563,0.9858892321522525
24652,0.39789790105463874,0.8304266544051911,0.8167032597017257,0.7625508409392961
16716,0.5374530492963315,0.8029748215452572,0.7007830178527291,0.7932549756520164
147,0.2971750379060011,0.8387536683143101,0.9045191820387075,0.7407565579496215
22646,0.8421056689806585,0.44959613819063243,0.7818739171250515,0.9116360790378653
14533,0.8462530262739403,0.415231268653506,0.9143026174229205,0.8225471623909426
2385,0.527255620899414,0.7909964127804089,0.95232912909875,0.4759719723690459
20225,0.6117307517565962,0.7662843313517516,0.9767289690004611,0.4249371690115318
1508,0.6802324054177176,0.7161848538235049,0.5641763773562873,0.897677859345356
4216,0.7451997597523196,0.6233079318466438,0.7763074617212519,0.6690443309443972
5897,0.7172740133447644,0.7061969600687351,0.5308240595328229,0.9858232703294011
15205,0.6603051306516377,0.7283285271306092,0.732741099855581,0.6706143477394664
3700,0.8386548930541011,0.48533737516778547,0.8378871338145403,0.8024349720231214
11141,0.8264107692871029,0.4380747142992765,0.8685185616958202,0.7933283546260532
393,0.4608107650078412,0.8076229875419925,0.8568882911515129,0.6262629824565714
28853,0.24247495798160856,0.8683818188417384,0.8673576794644483,0.9845770612855408
14936,0.8403377592815222,0.5088142220015686,0.6727710245334378,0.9941614002594327
11105,0.5093327842988346,0.8116018394877236,0.6574527467587994,0.8804707448387038
636,0.4045330127226003,0.8368514232312804,0.7055980416170021,0.9313670388427329
28840,0.5493462587862249,0.7985588541992155,0.5594440942617424,0.9868005470967095
185,0.2807569768890041,0.872736738619596,0.852745144928054,0.9475667192324514
29833,0.7862427523479916,0.5371719191450278,0.7215425997610823,0.8172612692631366
8919,0.8192746368901757,0.49436631703472206,0.9769497481134982,0.6068490788103517
14154,0.2566285641480651,0.8433659999689543,0.9433134116692038,0.7536421121996542
21501,0.6811439946206642,0.7139974400746475,0.8964784536247135,0.5031667303996322
12987,0.5023466941880691,0.8180059989834622,0.7557521854027617,0.7568927120493425
13339,0.6455099099085286,0.7438357520399623,0.8458560452888302,0.5466971090025906
12314,0.8589021657905593,0.3988931259366195,0.8789451412915401,0.9328603298022737
18862,0.32740304300805734,0.853686759217038,0.7944499739356286,0.8955263337626604
2460,0.8193495395046034,0.5373385713792889,0.8975219276784555,0.6532470090734
13490,0.396291139758523,0.8520204494136805,0.8055336316164625,0.8230878531011198
7642,0.5999951782002623,0.7534770425835164,0.8782805753656682,0.5206191976857608
6587,0.4105721997133228,0.8064863859850998,0.6542248126795037,0.9218254460007899
26173,0.40384983086388065,0.8378752215201801,0.7194981563993198,0.9152433811169951
19227,0.8039164413321604,0.5592461298551953,0.8201754530787088,0.6922096944062849
30575,0.24350440963720998,0.8426403381215907,0.9610881735598708,0.7572094765876582
22504,0.7510219222562675,0.6444671966075669,0.6300229765239969,0.8636110245245238
11044,0.7087348437263107,0.6940072558633721,0.9966798649380021,0.4111599773539872
6474,0.8289253747633024,0.4612779923992678,0.9893070961382117,0.6461504131036739
827,0.5076664593259713,0.8180603010756545,0.809907978637596,0.6733885088791017
29,0.787201946267574,0.5574118466900244,0.890281969832608,0.6176800336613241
28215,0.3427202900684278,0.8191755704794176,0.7545593063140212,0.8512817668886814
14927,0.7183554922051,0.6972231569591032,0.6358882526806348,0.8131307613544844
8498,0.394684506011143,0.8434892217803697,0.8577783730468412,0.747587586252876
23140,0.842622552685028,0.47430554755290677,0.863382961780231,0.7889656138277182
15354,0.25787261255873706,0.8626718752924829,0.9132328395377975,0.8835783989026673
12391,0.8636661397325607,0.41278163743697255,0.9375315414884754,0.8495074805796514
28114,0.6116027151478397,0.7552808534975765,0.7622594695553011,0.6622712884146648
17917,0.7316253262412016,0.6895658123750296,0.6906476979630184,0.7669091254936505
24143,0.69678631965225,0.7035797550451466,0.5826155334975668,0.8712279145748214
2065,0.38112046639750274,0.8318550833940435,0.9618207344149847,0.5976156921204021
22841,0.5390409553214599,0.8086935870129401,0.9434634814317553,0.4962146181830132
683,0.6321113602881494,0.7393237679900085,0.6554365996028323,0.7623101292489399
22107,0.511636011374708,0.8157653176354607,0.9077145486555684,0.546934018379358
21016,0.63050045201089,0.7610443857781037,0.6842528003927025,0.750507764219329
17415,0.3694357958406399,0.8635608777871455,0.9616914219392386,0.6898744583445765
1424,0.7469532838423442,0.688132481969462,0.6174420005453188,0.8704995614292257
3775,0.5280852794634773,0.8187062190692891,0.97032256280833,0.4906543091800305
29144,0.8177841722593977,0.4893068428474951,0.8636063236944256,0.7484068023650445
4872,0.4889998994480732,0.8314793511321127,0.9060372401747102,0.5910626767663127
18841,0.5999303726919378,0.7826312005505348,0.7487891923178809,0.6999769104050343
22102,0.12435366651376722,0.8563601563923687,0.9482510523820502,0.9844140340724822
8376,0.7449661783454132,0.6762939435443045,0.6191769053763669,0.8510625952263103
27892,0.682347136118733,0.7291554226472908,0.6469353417816586,0.8151857073499509
8909,0.437723801412617,0.8100102252412703,0.8070660571343871,0.7070435356012129
883,0.4224199836318077,0.8536948333185285,0.9121759600847251,0.6697954505776239
29876,0.25072867617238953,0.8539833182982851,0.9041144436518597,0.8763167489506671
8084,0.31272376193726625,0.8248801079184094,0.7647711092080324,0.8725000021763077
16822,0.41008413376916336,0.8488752341573279,0.7100593340518652,0.9339083453712261
507,0.4290958513737561,0.8145428845148689,0.6598932560364563,0.9303980324471263
5201,0.784723820163611,0.644504929359333,0.6497525994829457,0.860424199208489
18184,0.8201012445434923,0.5052901065659201,0.9160669036364284,0.6533420393429342
6970,0.8344607392864564,0.30551444041858505,0.9735077087403218,0.9397445904125706
20603,0.2620335593173465,0.8756452621124808,0.9467952798786454,0.8447656844869588
28760,0.7839342100083881,0.6303565079781541,0.7497412829855852,0.7375906823282716
7176,0.8272379303943087,0.5242746795619749,0.8702629802778586,0.7001821558589689
22679,0.793753742139891,0.5362093199776526,0.7432454670021159,0.8078648546860046
1927,0.7844383383081859,0.6294057772210191,0.7702280651910494,0.7063690139338428
21088,0.7223981761835486,0.7147723783273843,0.5755364919114051,0.9196206556388109
24438,0.7270549421378719,0.6839353584889685,0.582174216625314,0.8859816407171563
20573,0.817808757821605,0.5720690398481415,0.7432281316158857,0.8003505302963818
12590,0.5689445080332953,0.7898832415310785,0.8535608530005487,0.5642867237242801
18991,0.4527991180005849,0.8335236986515139,0.9151481785310522,0.5868833691657015
29443,0.789465528129541,0.5691515638391851,0.7964404822554636,0.7186859134829097
5573,0.833458352546503,0.5124028691109006,0.8184274283136851,0.7777637952290581
13957,0.8781787319835551,0.3725567898620177,0.9355228074581798,0.9594628762031495
9127,0.6774707417577293,0.7454844854756565,0.6000881535547073,0.8842319100147835
16375,0.2116270060592668,0.8849026733675083,0.9880424803927852,0.9311265043872745
27213,0.43891681498429774,0.8123130168830675,0.6519269877692604,0.8912940843822552
27712,0.817596267366853,0.5627154477272835,0.7989644119011589,0.7526950049654557
26297,0.5034455320692944,0.8073633755691835,0.5658951991024965,0.9871959187062759
6030,0.8695497366018764,0.40552107726569353,0.9585446775252654,0.8633397692167355
16609,0.6412850728929665,0.7645798036431976,0.6159106198768544,0.8692316538179122
30004,0.8612481042189912,0.43311098249015323,0.8183499185523344,0.9393150196448469
27665,0.4139763946686051,0.8414415651630892,0.7051417256140717,0.941055717037469
3752,0.8638099868997439,0.44486736156461665,0.9696604984237709,0.7703470984190393
18114,0.79979081514749,0.5450952416398138,0.9445965351709413,0.5921755093044307
25112,0.214089263475238,0.8406290701438758,0.8843752696236489,0.9012013538380893
3424,0.2191793619360184,0.8610042482119787,0.8467010534919812,0.9820783242659122
9597,0.31920387904471775,0.8727725899450443,0.8443181973899252,0.9050555933396651
7429,0.28456457896136816,0.8787665457693201,0.9655751432567369,0.83399600080548
22844,0.8475368033814165,0.37185178655167783,0.9051916729748904,0.9015529756045948
155,0.4376085489715683,0.8491892542158743,0.8078996919468142,0.7815055565019133
6695,0.41547309865347004,0.84805625998732,0.6726935502034513,0.9836431489144949
10412,0.5438861489704584,0.7937283963709849,0.6965655329921216,0.7606941757999784
29976,0.45159104109613446,0.8079315011285183,0.7185758966854218,0.818577628603473
10614,0.3417958219271189,0.8404104183606184,0.8459198670294643,0.8063900135456886
4209,0.7992882002883319,0.6126522748207808,0.7682005825542559,0.7364425174798025
11302,0.8205799928021528,0.5749486475123725,0.7165274369989464,0.8349402711156214
3321,0.7982146180299544,0.4619564670801726,0.98723104521494,0.5949972637033463
14781,0.500434628721304,0.7984506340624274,0.6001671441334989,0.9550020920690572
17244,0.6373020147208445,0.7645871940256665,0.6797303102331682,0.7833776505422861
3846,0.46069781514339,0.827288421363383,0.8964832755345838,0.625040420424328
5328,0.2690262607296774,0.8570291233569672,0.8268047421461548,0.9744040514046819
4401,0.334282812063387,0.8185534121048462,0.7301169772917707,0.9042539139420456
8490,0.7478992289320445,0.6459946005157953,0.7121000896848635,0.7555325605124542
