,sigma_C1,sigma_H1,epsilon_C1,epsilon_H1
2284,0.8953944183784627,0.7954264770627771,0.868266423932052,0.7639399851612524
1444,0.7176048640836333,0.8752125209025332,0.855699086402275,0.7496955618137024
977,0.86767670046538,0.7918973969430089,0.7840314126143866,0.8908780791964276
2467,0.6530340349977649,0.789321257036101,0.9619997692751248,0.5990729081508445
239,0.784170884804445,0.7535248663671017,0.6936645873574524,0.8192701708402041
3127,0.6896333809044877,0.8771510763388546,0.9988505878512336,0.5192918867247454
4837,0.7499141424885282,0.8773394341351116,0.9816313183492772,0.8776560893953815
1114,0.4711161090237868,0.9075576031754428,0.8711102028554198,0.8137943044059024
383,0.9555144632666104,0.6055530808590368,0.9263522426586278,0.8686623352117452
1745,0.7299468676330959,0.8128370011307955,0.7355760642092485,0.7468715414484283
5943,0.776247638469443,0.976452321761992,0.9000148487908949,0.8830087763055774
4532,0.7894782337456551,0.9555510233691984,0.9622201214328558,0.9532980340757063
5615,0.8624622821602602,0.9241097939664668,0.7573260500026566,0.9451492070976792
3991,0.80484611644997,0.8920715180961547,0.9007274222846609,0.9818247320058864
2646,0.6663467558728272,0.905480018553814,0.915480576482257,0.8570448426847002
1925,0.864229925551458,0.6840583753010467,0.8302559482470888,0.8788553853407923
3900,0.8984896149623531,0.8935860545953677,0.8631849651490269,0.9394168484403252
5969,0.8548375609696508,0.9424911376050278,0.8889478867509857,0.8319109569081468
4968,0.634160776477831,0.9883643035549892,0.9413783509948598,0.9112845937380416
4730,0.7351082607486148,0.8069495067580652,0.9299743347388284,0.7697070639636124
5770,0.4085371129355645,0.9993810599167082,0.9999265569576952,0.9127582913310672
1228,0.8176153500479291,0.7410753890170224,0.9605071516386036,0.6785642952597998
1102,0.2898120220244331,0.8957978448252797,0.97281887917377,0.9306611000204784
3150,0.8955946286646059,0.7974328649755082,0.671330166228367,0.94977018825773
1162,0.5047650216933605,0.8799994552246718,0.7585767220566967,0.9816139398184868
5085,0.6539808257914933,0.7903157938111316,0.759741709499232,0.8826977967689361
2211,0.7354699234694693,0.8509702651969453,0.7446441214321712,0.9655758403262
5337,0.9027623167333888,0.8792065564234026,0.952127652880378,0.7179580968121839
1320,0.7983251109184334,0.8394051234632445,0.7926725013534226,0.8146118009536772
5345,0.9891325780453448,0.7168622714491611,0.706567579651718,0.9800861377597798
5994,0.3592951699403027,0.9055745111205388,0.7622732240295398,0.8976400084101296
3235,0.856587113154788,0.8325612727838466,0.9987412064406488,0.8241189753899154
5173,0.6240530179066799,0.9438993952484968,0.9429976634767904,0.654394569081868
3689,0.9639014554081452,0.8132156135927845,0.7969661246677312,0.9404887396004746
4686,0.932230778383835,0.8924915402852535,0.9349664548247204,0.89026710155693
3943,0.8370369436598137,0.7942587052321172,0.8628957323282579,0.6435577972007511
4966,0.7592553621564828,0.885698486211459,0.9600985137912056,0.5702874576408948
4317,0.7439669312531763,0.9492900507332948,0.789425787708047,0.9861077153204284
258,0.3250944327967331,0.8953721958833815,0.8588667562622978,0.9820612958638404
103,0.3806503750095109,0.8433136700094847,0.7169501421996328,0.976940636742432
5890,0.6929515008706103,0.8975680733939847,0.8287042868534262,0.6622315488149194
5000,0.5909290135699734,0.9080257774693063,0.9261784911894398,0.979727814359216
594,0.5114837068669401,0.8885298887216352,0.9259031610070284,0.7368318955805401
