,sigma_C1,sigma_H1,epsilon_C1,epsilon_H1,temperature,density
0,0.30180519083718943,0.2270622994297911,0.36807052946267005,0.05024951729610059,150,14.541462908357422
1,0.30180519083718943,0.2270622994297911,0.36807052946267005,0.05024951729610059,140,10.261194488918008
2,0.30180519083718943,0.2270622994297911,0.36807052946267005,0.05024951729610059,130,6.0798354842627775
3,0.30180519083718943,0.2270622994297911,0.36807052946267005,0.05024951729610059,160,21.679439726117288
4,0.30180519083718943,0.2270622994297911,0.36807052946267005,0.05024951729610059,170,29.46508731318683
5,0.3199323271086463,0.2902794811078282,0.6055692612877296,0.08190044229534986,140,352.5427537603035
6,0.3199323271086463,0.2902794811078282,0.6055692612877296,0.08190044229534986,130,366.19539228911196
7,0.3199323271086463,0.2902794811078282,0.6055692612877296,0.08190044229534986,160,315.78184192995263
8,0.3199323271086463,0.2902794811078282,0.6055692612877296,0.08190044229534986,150,334.37332910269015
9,0.3199323271086463,0.2902794811078282,0.6055692612877296,0.08190044229534986,170,295.69705157323983
10,0.3264401558120143,0.27493151203079874,0.5724188886709394,0.08246170922653884,170,339.1267615086555
11,0.3264401558120143,0.27493151203079874,0.5724188886709394,0.08246170922653884,160,359.96906282935265
12,0.3264401558120143,0.27493151203079874,0.5724188886709394,0.08246170922653884,150,381.3110833773928
13,0.3264401558120143,0.27493151203079874,0.5724188886709394,0.08246170922653884,130,415.5592301863773
14,0.3264401558120143,0.27493151203079874,0.5724188886709394,0.08246170922653884,140,397.3826852625683
15,0.3289812022024433,0.28436967672379193,0.6111548589120578,0.07853249618350637,140,379.16730421294227
16,0.3289812022024433,0.28436967672379193,0.6111548589120578,0.07853249618350637,170,327.460912521057
17,0.3289812022024433,0.28436967672379193,0.6111548589120578,0.07853249618350637,150,361.61953300073145
18,0.3289812022024433,0.28436967672379193,0.6111548589120578,0.07853249618350637,160,344.1114617842494
19,0.3289812022024433,0.28436967672379193,0.6111548589120578,0.07853249618350637,130,393.84303570023127
20,0.3291399306658981,0.29446422979067355,0.621230336610027,0.0739272604022661,130,361.3275831546685
21,0.3291399306658981,0.29446422979067355,0.621230336610027,0.0739272604022661,150,333.1663603354668
22,0.3291399306658981,0.29446422979067355,0.621230336610027,0.0739272604022661,140,346.98328638871715
23,0.3291399306658981,0.29446422979067355,0.621230336610027,0.0739272604022661,160,313.89804502196876
24,0.3291399306658981,0.29446422979067355,0.621230336610027,0.0739272604022661,170,290.69475185188924
25,0.3301831339394386,0.2747452174951755,0.5896932012524694,0.07495599699703229,150,377.4034020944557
26,0.3301831339394386,0.2747452174951755,0.5896932012524694,0.07495599699703229,170,342.55068406625537
27,0.3301831339394386,0.2747452174951755,0.5896932012524694,0.07495599699703229,160,360.81038099213924
28,0.3301831339394386,0.2747452174951755,0.5896932012524694,0.07495599699703229,130,415.3556095393101
29,0.3301831339394386,0.2747452174951755,0.5896932012524694,0.07495599699703229,140,398.041191542394
30,0.33140902922129467,0.29839783319497026,0.6180842961853528,0.08232872356628534,150,335.3774126353111
31,0.33140902922129467,0.29839783319497026,0.6180842961853528,0.08232872356628534,170,301.4145027669403
32,0.33140902922129467,0.29839783319497026,0.6180842961853528,0.08232872356628534,130,358.5475908867463
33,0.33140902922129467,0.29839783319497026,0.6180842961853528,0.08232872356628534,160,321.2649649829225
34,0.33140902922129467,0.29839783319497026,0.6180842961853528,0.08232872356628534,140,349.00826299413893
35,0.3325094432796733,0.28430582938250715,0.5590450752321685,0.08195141604444724,150,356.36782214382214
36,0.3325094432796733,0.28430582938250715,0.5590450752321685,0.08195141604444724,160,342.3094391692658
37,0.3325094432796733,0.28430582938250715,0.5590450752321685,0.08195141604444724,170,321.0413279633636
38,0.3325094432796733,0.28430582938250715,0.5590450752321685,0.08195141604444724,140,371.7465165992793
39,0.3325094432796733,0.28430582938250715,0.5590450752321685,0.08195141604444724,130,390.0727355441612
40,0.333162959749233,0.28144020054626173,0.6139291036532181,0.07248161364534832,130,398.331655516027
