,sigma_C1,sigma_H1,epsilon_C1,epsilon_H1,mse_liq_density,mse_vap_density,mse_Pvap,mse_Hvap,is_pareto
0,0.6806652008430364,0.7139071503192621,0.8862291556781021,0.42139000340533367,0.03679597530061361,1.1265262832790222,0.25814129367029864,980.1746966973835,True
1,0.800888960830688,0.5870456733091888,0.6478663318876887,0.7437491004804284,0.11305318989857668,0.32838586338227194,0.01120363273838886,530.1423284226265,True
2,0.7432082939162111,0.6145417210672987,0.9551907188350743,0.32195360782017246,0.16499069947212963,0.43332695967879536,0.4846637525189073,80.23935709130421,True
3,0.7448300231754986,0.6643735894000937,0.6226496742901375,0.7503150505161841,0.19301694151048363,2.0498118338191653,0.48104693822756417,1159.333149564086,False
4,0.6282728039565093,0.7593409149867081,0.8651357973553215,0.4797109613694461,0.20852765367259107,3.8811838025388257,0.7080657134583355,1522.3344229967765,False
5,0.17954616195084006,0.8732257800699953,0.9587964289651755,0.9665035181687311,0.22353022643202372,5.341057997738089,1.2683739730546255,3750.9907060720407,False
6,0.45611371385274657,0.8152573604655808,0.7118242215343414,0.8164160967608809,0.24902356326661018,5.286187832211375,0.6291136359409155,2150.281752266207,False
7,0.5438861489704584,0.7937283963709849,0.6965655329921216,0.7606941757999784,0.265694304524519,7.678415270844711,1.7591302121419692,2580.327652630359,False
8,0.4424271787613955,0.8227264512123427,0.7288683403569627,0.8178247250023872,0.2936381328324192,6.9807401766873,0.928566160438175,2394.4482465296733,False
9,0.6825498753301513,0.7220777402211767,0.6775101911874788,0.6894953326070431,0.3401780046467116,5.415096501189507,1.537045557345193,1907.6011981739375,False
10,0.34803038289289695,0.8430333424395849,0.8357630654412482,0.8113181683429723,0.3509814409146628,4.128835651213992,0.7325902308766221,2471.498239444204,False
11,0.7434975109172509,0.6606934877690901,0.6235636938938606,0.7519891969665671,0.37726404310479006,2.1729984508664457,0.48049284643992163,1178.6953704766934,False
12,0.7502935357511856,0.634277041553019,0.907182548854353,0.3894018177892537,0.3809595163100928,0.6806984955701859,0.09658950278357833,549.0237734144786,False
13,0.7762826034529988,0.6120709517879803,0.6586554090296173,0.7003796220650933,0.39602636235490135,0.18498500749212723,0.04267672962106172,446.7119951012688,True
14,0.5453253216210926,0.786995913450962,0.7673358047550023,0.6464916469047038,0.42305846730576924,1.4948540993869606,0.2953504886206877,1567.1972448026095,False
15,0.8339118561804865,0.5701199294334477,0.5719345743434358,0.8978583264112239,0.42487496129063135,0.20408582140053594,0.09913055006867799,680.6552529809167,False
