,sigma_C1,sigma_H1,epsilon_C1,epsilon_H1
9495,0.7279246012276694,0.7341436354915356,0.7792503129978791,0.494727755787366
599,0.7494359834885875,0.6013490800916138,0.971220256702188,0.3298364860621964
15801,0.6954864699462172,0.7894309502474333,0.8372596581201759,0.4282919279590103
21613,0.6304082054301156,0.3571977634250241,0.96619542289521,0.4610497098123415
11636,0.6867501610812953,0.778603507676491,0.990091126559515,0.2874026886262582
1828,0.7476862974353533,0.679776301639693,0.7293000872272394,0.5751176822630449
11891,0.7332339955066769,0.4953187559960912,0.8055905533934579,0.5481228110482942
17721,0.7415338828745808,0.4054540465887888,0.812226649556344,0.6405104880751675
1424,0.6158451178800963,0.7491196065411486,0.554097248266237,0.8430246966138306
13,0.7762826034529988,0.6120709517879803,0.6586554090296173,0.7003796220650933
3471,0.8143793780262915,0.4714716168206757,0.608124453395927,0.9116535309189197
702,0.747938817529138,0.6307473354667763,0.8701756467680861,0.3971215454468139
7028,0.7710334361844596,0.4912905858920289,0.6771844159855854,0.7479283345135691
824,0.6691377123907482,0.731341406970742,0.9048771283824762,0.3880732304604871
20,0.8467562765833835,0.5515618723884728,0.5741351287221591,0.9279614698823256
5047,0.825082516628988,0.4445445293539011,0.6908080088603337,0.8417453127064859
18785,0.6908880173672047,0.4517761407758507,0.9613826469161488,0.3904985763884313
6573,0.7266998417721999,0.7129640673235299,0.9405653705407474,0.3164422799138334
394,0.7326378889811718,0.6439701740948007,0.5752997191337734,0.8172431987984478
21105,0.6554709027973193,0.412295674026513,0.905783257581162,0.4838803010657288
77,0.6442556304057943,0.7189697819430098,0.6116281874414451,0.7639201295964213
10860,0.7750357043333275,0.4362181036925175,0.745393088086224,0.7048658540694281
15349,0.789732225717579,0.408169429217294,0.6227568195406925,0.9999574689082138
7099,0.7357166591235093,0.5167593534737668,0.8709020079225465,0.4473787823375246
1506,0.7833486081095749,0.629918668553901,0.7887702534075881,0.510320995887831
