,sigma_C1,sigma_H1,epsilon_C1,epsilon_H1
11282,0.8122915920024789,0.7043588605476616,0.784071075594211,0.7529676922753857
7269,0.7752559233079513,0.7458507036963293,0.6676299922425593,0.8798296117070834
14028,0.7115124153695809,0.7803173903549552,0.6755695975837249,0.8471481598132014
9474,0.7497702423932386,0.7485103402692882,0.8031273724851486,0.7066861435117839
11384,0.47797286322502874,0.838578917797258,0.732224006873698,0.853587763251829
2585,0.6473245490335583,0.8010815812773084,0.7299367424565419,0.7776161057593699
3346,0.7414734203132117,0.7573932556843096,0.8006242841564738,0.6912808429105654
11206,0.45658952822507215,0.8454977522829105,0.768042303186836,0.8236250186247877
9275,0.5213303108289434,0.8362581391364853,0.7438555182240922,0.809172327962725
1612,0.856770410775251,0.6749279585955104,0.7807545364810723,0.8317572589823599
5955,0.5008005839689166,0.8389178954318117,0.7321394437163177,0.827768658630477
8016,0.7468252011452863,0.7581510106412807,0.8200703750220586,0.6775718234653048
11675,0.6612306970987046,0.7947122170524343,0.7488282003622481,0.7578335506701208
9711,0.7752656982234505,0.7367962820839533,0.895168809257567,0.6190137914710019
7484,0.39468628980032633,0.8565586459373679,0.6998848595056557,0.99557293156615
9292,0.7883650512765473,0.7316415436503251,0.8442128268175185,0.6915728972699037
11825,0.27037489264672243,0.8693441291899464,0.8243045941765563,0.9858892321522525
11109,0.7495787350060071,0.7702455926384525,0.7090873828592951,0.8182302573567617
7097,0.7544833549818906,0.762521883047367,0.7333398589921266,0.7985656539370191
11745,0.5930791048477458,0.8258725175213187,0.7262095489137552,0.8001216356665649
6318,0.8700770043985597,0.6615529178638444,0.8470063148130622,0.7828465901342984
9356,0.7765184833717317,0.749428713891052,0.803380787399364,0.7251436947665657
10775,0.4799000614365112,0.8463698116779936,0.6972203939415921,0.9043330693732686
2447,0.7137592216906181,0.7845799334694143,0.7671638403144672,0.7438356382411628
8637,0.7756004160275266,0.7313742102162958,0.7852250813126206,0.7495476057065459
10047,0.717089336094702,0.7802132792876953,0.8482245908959432,0.6522742802060103
5333,0.8258120977745288,0.6958810645794035,0.7319873813617673,0.8595307985967258
2713,0.8190587187027831,0.7122614922928453,0.8250096208296743,0.7167782351127784
9051,0.812245754216588,0.7333658115528433,0.6904987915054037,0.892268273896609
9815,0.5677276889349976,0.8346681660038141,0.6120685651751456,0.9883838807687929
3435,0.6961805569406201,0.7928712498534312,0.7774368188892569,0.7198654493261534
84,0.2807569768890041,0.872736738619596,0.852745144928054,0.9475667192324514
8647,0.6614413157436596,0.7982826604514399,0.7455027924334682,0.7704919297188207
2071,0.39806775578487297,0.8624929231503081,0.8245445501182759,0.8336992714669715
8659,0.5945792381531944,0.8230358256339041,0.6617559992337503,0.8697791290869171
10011,0.7737922842079665,0.7313335840610343,0.8003634696129472,0.7334672066259562
4514,0.47320795139973304,0.8533396634052924,0.8207571633372681,0.7697759444814863
6132,0.7650881717604127,0.7473943705692083,0.8852998206530746,0.6164906428602617
4252,0.7187413371400053,0.7779146564821778,0.9133176834813458,0.5926436713616636
8691,0.47273992085145555,0.850851368630345,0.7795831074967503,0.7984102300210826
11504,0.7608371956329426,0.7617687128210362,0.8195838938603665,0.6920450527806647
4471,0.31920387904471775,0.8727725899450443,0.8443181973899252,0.9050555933396651
12930,0.43165857998073803,0.854598949282938,0.7624066827199614,0.8510074572229889
12811,0.5401147217912263,0.840712872347948,0.766712382149479,0.7959327458789477
1537,0.8314040836381885,0.7049238321636802,0.9033241628193243,0.6613130783653905
3293,0.5447697182617436,0.8374541408998896,0.7498251916183407,0.7833438857400586
8357,0.8134951194577881,0.7315988448093699,0.8282758671337705,0.7300873671294112
12821,0.8155918465491051,0.7190014881368574,0.7310060740648999,0.8063557057770551
7677,0.8185913352181473,0.712713600788227,0.9408925142079586,0.6142867317173398
5693,0.670910809260237,0.8087130896630548,0.6422413122656664,0.8901556958230193
5235,0.8042149580624045,0.7284945764021791,0.8531342261575512,0.7041033593528015
8565,0.5343293718918901,0.845455031299008,0.7787373794966266,0.7873682737391673
3818,0.5164196187512987,0.847318016917955,0.7035231662595672,0.9019884403822027
4759,0.890660465061028,0.6633360831992052,0.7673194668160639,0.9041129421673291
7852,0.6129749445959906,0.8228914855572749,0.6406222116695732,0.9350128794153845
