,sigma_C1,sigma_H1,epsilon_C1,epsilon_H1
19456,0.3537559313482964,0.8344019338628862,0.7640815655748459,0.86085187507785
1440,0.5256300893851528,0.7831187119998612,0.6769228228968154,0.77851119315551
10518,0.3684020971647859,0.8272962307871246,0.7338653896895304,0.86605599742064
24936,0.47406891194262524,0.7876697107011995,0.6461224690105499,0.8386669390632289
12121,0.3977709440717218,0.8170103304816521,0.8020051267092743,0.7306482609788949
14936,0.4822506180210081,0.7866245764938065,0.7086210995177105,0.7500425831503349
22090,0.24717543869650221,0.845654542306187,0.8966625376603737,0.8374572347729545
18359,0.13607732231735933,0.8464889186058033,0.9050763347322838,0.9851744399477976
28640,0.39955016851094155,0.825644765507365,0.6552734867932707,0.9568430461173789
21364,0.4674060779165981,0.8048017821305719,0.7952852536395356,0.6808715023633283
3211,0.2007663678490141,0.8493002726469996,0.8467468666333812,0.9898411979490175
30099,0.5408165445300999,0.7776934268756802,0.7102752230839705,0.7285407043706017
15947,0.2404383383778784,0.851850225893547,0.9006307921651759,0.8562490962649084
143,0.2971750379060011,0.8387536683143101,0.9045191820387075,0.7407565579496215
28390,0.44670787888321045,0.8144619720823925,0.7646901326570795,0.7445512942937608
14225,0.2566285641480651,0.8433659999689543,0.9433134116692038,0.7536421121996542
18409,0.45611371385274657,0.8152573604655808,0.7118242215343414,0.8164160967608809
4684,0.21318659533467907,0.8561308184312998,0.8375637681734793,0.9967102740136817
12149,0.3044601784727505,0.8477394813830124,0.8027799256781415,0.8954104854256872
25897,0.5545129859416501,0.7681244456240681,0.7377494682076902,0.6792369799988875
25820,0.5560685407526003,0.7675491688193905,0.7577173433991078,0.6603412861043987
22177,0.12435366651376722,0.8563601563923687,0.9482510523820502,0.9844140340724822
19773,0.445894078788424,0.8059516301946548,0.8267536691028166,0.6479492694741682
6484,0.3412753941685138,0.8404247369885921,0.9711802231392853,0.6189808627589368
12852,0.1117469397680081,0.8381442174062153,0.9128271536327164,0.9809151653374064
21533,0.4424271787613955,0.8227264512123427,0.7288683403569627,0.8178247250023872
28109,0.4417396540257038,0.7927126582512751,0.6708658951468867,0.8270516494232851
8120,0.31272376193726625,0.8248801079184094,0.7647711092080324,0.8725000021763077
27311,0.43891681498429774,0.8123130168830675,0.6519269877692604,0.8912940843822552
18917,0.48640284156729136,0.7850488634086904,0.5954751729678255,0.912855880503331
20238,0.1670800285991516,0.8357321414524237,0.8409108186180076,0.9892959138940006
1159,0.2400631833076146,0.8470319326064125,0.902327048594051,0.8522824751947692
28304,0.45292929511346,0.8205164600910808,0.6497825836681005,0.9153505714785987
20427,0.35375629365876277,0.8487428812696769,0.8014378253505585,0.8606913554132604
1855,0.15052896572793348,0.8571394106191612,0.9407340930002595,0.9668188187796379
19911,0.31565232620678824,0.8546615768099831,0.942798840187772,0.729160390084245
29448,0.5314013980078534,0.7809570737072871,0.6372182436731716,0.8173276655755313
