,sigma_C1,sigma_H1,epsilon_C1,epsilon_H1
3801,0.8434678933072207,0.7806968375994052,0.7985500170339261,0.8227880590635245
5783,0.7740227169357412,0.9184444470803164,0.9608164339782156,0.8688316511397435
5979,0.62791727792792,0.9129858547719528,0.8987960443152833,0.6880876905405054
3732,0.4337350080532355,0.9377317585704276,0.8932666927774803,0.8897927171511799
7078,0.9642208457080744,0.8007411813335624,0.8958949996558303,0.9713865901018778
10291,0.8998177019520008,0.606347047389047,0.9912983356820064,0.8710575447168545
9949,0.8354038689216089,0.6724434116368876,0.8770986563901833,0.8316886781224779
5652,0.6964692961159044,0.9335402431989068,0.9308284490914976,0.7866879258539365
3126,0.8404344098185751,0.6126991217347253,0.5752279328353608,0.9789550317914264
6001,0.9517979042670272,0.7075700090221857,0.9231755847121056,0.9113215369078478
5804,0.8122702704318489,0.622692232671303,0.9850385199283318,0.6240869818163057
1407,0.8783843459152858,0.5680070646722977,0.7797260738066359,0.8959318110947206
1475,0.553728951782783,0.8775398792085637,0.8024445727927819,0.8452804626561264
6256,0.918855507351765,0.7055766423532983,0.7632559743996477,0.8341817047755381
9831,0.8482999774573604,0.7199963831280267,0.7668249437948295,0.664774112110064
2998,0.6818153292855395,0.8638557324468339,0.7664070080463342,0.880519347935493
4128,0.7349543667729239,0.8783131651316085,0.9859945134614736,0.6877591250513123
8815,0.8950040003053003,0.5808305391455372,0.902282276877318,0.9336083504988514
6697,0.7171635326005689,0.6684092661907277,0.8700098757848718,0.6315607289685381
4646,0.4254042700069841,0.8329577972224009,0.775752920722371,0.9155793959479206
7123,0.7064292838512918,0.9850121635921866,0.967721453823522,0.9501483525972512
7211,0.5964492846280081,0.9049303333320764,0.6387290833380307,0.9969280809404258
6647,0.647928031649177,0.7123616524833006,0.7347652629092153,0.7626934045670916
6627,0.7391972138139182,0.9315412293210984,0.8553501984712106,0.9111074518798488
10617,0.9575786684610044,0.8565858914063154,0.7939016138833566,0.9527076110757888
6500,0.5299359298870342,0.8548634307750155,0.7382232858106418,0.7260060004950621
8199,0.5546252415400728,0.887695851527545,0.8621497193641627,0.6240600384123366
8190,0.8261383840555009,0.7977929188320332,0.545957712571143,0.9867415091168396
8007,0.819411153780257,0.4387902985661862,0.8287704575558086,0.9896608320912244
5391,0.8165183331774535,0.8712365384317642,0.9480481771768888,0.7513350631828045
9388,0.9631225731706644,0.7579911058288212,0.7011768184739505,0.9647777330851206
2627,0.7478371613363284,0.8194523011561786,0.9084711535048272,0.6437010806736454
10118,0.7899525046718375,0.9182483712825896,0.8489745080978672,0.7755264334262151
4373,0.5299460916932969,0.954503080034634,0.8592686757129595,0.9738828419376728
2651,0.545533819916071,0.9253025931811584,0.948230429109758,0.7700926037908294
10181,0.8523224410173277,0.7781525636081851,0.9002019224010849,0.556586948874531
3913,0.852571459048619,0.5346822739040253,0.7822525106968515,0.7512003281676276
7836,0.6404499742806108,0.8356584020322239,0.7666282175003818,0.6459259851614289
523,0.6143304295234858,0.7499653486104481,0.8247144545838511,0.6028260253154243
6273,0.5919168367163922,0.7290336333578883,0.9191099442436348,0.5375363753810183
7023,0.8640577066617926,0.6819503729147192,0.7091931929749167,0.7791936472355885
8173,0.7386937394082915,0.6401426974157486,0.7931956674279733,0.7459592997899502
1920,0.5140783818651677,0.8297638329546001,0.6451196378908667,0.8532273592388925
7809,0.8522227725113444,0.8254838236226772,0.848479241463785,0.7072712038274878
3145,0.758792954400853,0.7327562767190097,0.9797610456363972,0.4429871921772805
4144,0.8933768687886641,0.6972767827459231,0.9510740877973144,0.7310874709257928
5961,0.4137379435993699,0.8719565016714595,0.90880947732397,0.6094169423145059
10266,0.4358365517455518,0.7430376999526244,0.6827197779569982,0.8621757106847568
1530,0.4304704679133936,0.8915069652580756,0.9455506725600228,0.8075439672356656
8042,0.8212143846919095,0.8042620142522225,0.6606120358747221,0.8445621801244215
10287,0.7790351197369817,0.5136361245127634,0.8205090009099756,0.8275206021164897
1263,0.756371384541439,0.7184761009498328,0.5972826115921516,0.9579384963470202
10098,0.5960694982283526,0.9574150042003396,0.8483097215050995,0.8193322469795422
236,0.1486458405148158,0.8232764688912738,0.8818142536609583,0.8933177938281339
6606,0.8385137119386794,0.4776280141417586,0.9607249797722444,0.7953595256939778
10014,0.3802856141252822,0.9016143575372568,0.7132832969512405,0.9358862811304224
9267,0.9295260027986976,0.9181163515778862,0.9621454035066236,0.922018767463948
7235,0.869849665239652,0.8772856704992849,0.951297853196596,0.9936290716336956
2707,0.5285348065195916,0.7723509094169736,0.5716084822020993,0.9983807269798514
8386,0.700599010694892,0.7483042840593571,0.8358917305099298,0.7404192055426025
10539,0.9625538350140614,0.586209442993341,0.6841409378585392,0.996734243330996
7871,0.9109143628468682,0.5349586186046839,0.9700621918988944,0.6487420771157892
155,0.2620335593173465,0.8756452621124808,0.9467952798786454,0.8447656844869588
7523,0.6975377486277364,0.8614738695791654,0.9528338371494334,0.507516251307912
4379,0.4720377062935058,0.8355820006295777,0.8102043209491334,0.6331041983589402
10639,0.646807088491469,0.8376631318391853,0.8183339458270608,0.962563251909768
5190,0.8075362615049344,0.6956248890826878,0.7439826967955463,0.8807585804358786
9793,0.7967944117355193,0.6873835721462568,0.8223028074296906,0.5407934801340832
1381,0.629068040189277,0.7285265304256193,0.5473924661596182,0.961401553177186
886,0.8937674002905847,0.3773073392480492,0.970099127326354,0.9904300737666952
7806,0.8038667856562016,0.9108637578547856,0.7675869720311489,0.9934728217068144
1077,0.3375066996391261,0.8874259266845229,0.9022796416423045,0.9316451171344644
10087,0.8417312470652736,0.7137938459801197,0.8317329224163812,0.9259790525094068
