,sigma_C1,sigma_H1,epsilon_C1,epsilon_H1,sim_Tc,sim_rhoc,mape_liq_density,mape_vap_density,mape_Pvap,mape_Hvap,mape_Tc,mape_rhoc
52,0.7266998417721994,0.7129640673235299,0.9405653705407472,0.3164422799138326,188.13361463835693,157.7522622851861,3.3551242381975586,1.4262402247911856,2.466867022371497,2.73363233137729,1.2753643718871674,3.0171755285957595
