,sigma_C1,sigma_C2,sigma_F1,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_H1,sim_liq_density_280K,sim_liq_density_260K,sim_liq_density_300K,sim_liq_density_240K,sim_liq_density_320K,sim_vap_density_280K,sim_vap_density_260K,sim_vap_density_300K,sim_vap_density_240K,sim_vap_density_320K,sim_Pvap_280K,sim_Pvap_260K,sim_Pvap_300K,sim_Pvap_240K,sim_Pvap_320K,sim_Hvap_280K,sim_Hvap_260K,sim_Hvap_300K,sim_Hvap_240K,sim_Hvap_320K,sim_Tc,sim_rhoc,mse_liq_density,mse_vap_density,mse_Pvap,mse_Hvap,mse_Tc,mse_rhoc,mape_liq_density,mape_vap_density,mape_Pvap,mape_Hvap,mape_Tc,mape_rhoc
0,0.008851765497682186,0.8282820775793722,0.4167294228877135,0.8997442069838681,0.9855171225830083,0.5269538968335838,0.5353390695766614,0.8343828043643943,1118.3922931333334,1059.8086095722222,829.295516207778,925.1436186133334,995.5913028444444,7.440894084155555,15.033406827000002,93.31966629166666,55.53100234822222,30.173786645444448,1.668795122211111,3.500097287277778,20.15299713392222,12.678969552844444,7.064028562733333,230.56327320917705,214.65984925714815,140.74124328402726,170.71184023968974,194.6221612820397,351.05438857571914,424.04783752619034,41.72381941096919,60.23382094523028,0.5438454308444061,209.66713237205082,26.774297132532844,48.33256306224732,0.6185375709741073,12.546319792229172,8.506007160218191,8.605721009732461,1.4960068739791688,1.6130307363827527
1,0.13531017317677033,0.7494752203125011,0.4278365743891612,0.8316265962896121,0.599423240100877,0.5838220436178616,0.9962425874906079,0.20685492099525904,1136.8208511333332,1078.2971639555556,1013.5388253011112,937.1073730966666,842.3068032755556,8.112527645255556,16.26512909811111,31.05272826111111,57.55561498811111,100.66006009144444,1.805382609055556,3.7575091051,7.266595937511111,13.148444133688889,21.33633717891111,228.70456969719825,212.51646190621142,193.1363738979704,169.10592025431603,137.80547465410046,350.017655002677,433.97881101792103,202.1526878947966,18.6038351592659,0.04759051986469693,155.16336328482237,17.12018892117783,8.873315080487735,1.451935178305499,7.067657050917761,3.43946341556811,7.380299827504682,1.1962689379776161,0.6911394473134645
2,0.1903958020497432,0.37706579084444647,0.48979176883638165,0.6714186544736128,0.5203418901815112,0.3915651584190203,0.9067085755353959,0.9718748898917858,813.0302645344444,921.47278711,1006.070871078889,1140.8683578555556,1077.6100276444442,123.51576947266663,70.4595053328889,38.25022085711112,8.984489760677778,19.39430185822222,24.502959441155557,15.130895570433331,8.6078497283,1.9897003078333333,4.397975950588888,124.07980446180456,158.31441530851146,185.75391947191417,226.14117611223804,208.0836488989215,341.68280463870326,439.976002153339,83.9380127905788,64.30792627527839,2.765638829394577,37.23591162526018,17.616448900890834,80.56861465674604,0.798644143161469,11.175087131785089,11.154013940220095,2.5558192579499908,1.2134831043416026,2.082599107503244
3,0.23697191131246914,0.3756250581746363,0.597086491545623,0.3176770797956008,0.815909493518064,0.13606916687998255,0.9753103926843857,0.4744676602550493,838.9793283411111,1139.4723186,1009.4785572933336,932.3061048733332,1078.5146477333335,110.67611251622222,8.3752745593,32.743315650444444,62.48934169333333,17.14366814833333,22.73626114753278,1.8664386445777776,7.567995434644445,13.897217406833336,3.9456482935222223,133.48534027370133,227.9095535785696,190.6476005257916,165.31360996386368,210.9301790463354,347.11095815380355,439.5910312384479,148.7177970005314,1.2989546331917925,0.40419014250537355,98.60874482727296,1.5152579764154588,73.8058177399876,1.2368488285240504,2.65683796141299,2.971524203751752,5.697410765651998,0.3558916831859477,1.9932787096166815
4,0.28319316807887523,0.33043288845498625,0.5872623420255706,0.5078018406018586,0.5550915121339768,0.6692789689182704,0.9280590277304415,0.1470255040472416,1008.5994936066668,1128.8132372666664,845.2849735933333,933.3754998333334,1073.9722448777777,30.29780829122222,6.444368231566666,94.89349355422222,51.56440933611111,15.696003712444444,7.092265661666666,1.452851097948889,20.434627489044445,11.9446244748,3.638198560744444,195.776461286242,232.79311216395337,142.82261757574094,173.5458984895358,215.59938531475933,352.2251232221812,429.53603615426124,153.2912627309568,62.120321331786464,0.6778247612668322,266.9872330717455,40.26058870466314,2.1431901416302215,1.121542024041097,15.063213798472846,10.878244069985803,9.728142140646087,1.8344868804733436,0.3396667855542368
5,0.38379739906212196,0.32816192489744606,0.5101108256112212,0.7279650605845055,0.5766152152695291,0.999480090615734,0.2923341759495767,0.9966124678950726,924.7015475555556,1074.4612753444446,820.1161522977778,1136.7590642,1007.1855403444443,61.81953061688888,18.070494934888888,113.95197205622223,8.997170463066666,36.18577439255554,13.777292301833336,4.140597090166667,23.191792969022224,1.991691889766667,8.250031544433334,163.61760042309774,208.70873594933366,128.32418242389085,226.21247662184248,187.49773245144402,344.7525948492087,434.52691152519253,40.89874959071219,6.00075816115912,0.7252402290484378,54.632087816704924,1.2710423740306995,12.439104906535908,0.549924714548814,3.8998391136326847,5.691697805225498,3.9270499733791797,0.325952686131397,0.8183089385597521
6,0.39175187662497735,0.9190760023492353,0.4854259872157087,0.23133959364600665,0.47019854345308965,0.24809192040558453,0.9120144552741791,0.6760445056278123,1153.2705188000002,954.5914641788888,1029.7733426211112,1092.9162260222222,863.0868437244445,7.616172529566668,55.63223571066667,31.37671990255556,16.296200791,101.3143068718889,1.708651387233333,12.85683075801111,7.338159937088889,3.7642413371,21.496063581211114,227.20512105367908,169.08335135458034,191.7191096622322,210.6201391016251,138.6719603613855,351.75887962095334,442.3311914436974,983.6912159922889,19.50872826618837,0.06544199701639983,137.45339264032492,34.5612255976605,128.39589953372067,3.22692504739664,8.5083692629821,4.558196396520269,7.031304336028694,1.6996876433888464,2.6290467386768857
7,0.42167512947127017,0.42972632789632215,0.5897658097530702,0.2584429389934188,0.5283721862560642,0.6808710221653801,0.452481414031072,0.6801583112920654,930.882812821111,1080.8715721777778,825.8150491833333,1012.4166026588888,1144.999699877778,66.04898156377777,18.936468367,122.2504549327778,36.5030232471111,9.398674331911112,14.540953021322222,4.314857282511111,24.078708702411117,8.341421568822222,2.0747537737666666,159.47015483806078,204.29280466701462,124.0333023757488,184.72794728797749,221.9454160812369,343.73091476606606,442.6724279406167,148.18139083017044,41.55850349095782,1.8146780956023274,14.275478293271352,4.61856734271286,136.24557402889008,1.0868053456620568,8.90644651877286,9.655843816388606,1.8304119559727154,0.621338393065205,2.7082199398182665
8,0.4271742517432854,0.5727704647200811,0.3778741049579211,0.9790304522463754,0.3750141386598856,0.544950898432464,0.8858121130177603,0.6880008926879584,1065.7820778444443,836.9688173744446,1123.6137036777775,928.2989201866668,1002.3813082866668,14.865758698333332,93.509492287,7.093002138511112,54.10226892166666,28.805338916333334,3.4612383142777774,20.29370395368889,1.5990441927,12.434922271299998,6.8088325343,215.77858743109056,142.62052355128176,232.38920280413092,172.43399277509727,196.69972510936304,351.642835618941,426.22074744271123,53.60630039275596,65.16762229792513,0.6252084339828837,262.5884455973445,33.210274370934904,22.841255006351258,0.6124544150394599,14.790576570852155,10.344080850298916,9.636740380823984,1.6661372785188457,1.1088753033152603
9,0.47626329916354804,0.9844822240393122,0.45973455775718364,0.005152808063907388,0.7350880172584331,0.9600912901110239,0.2007241501999295,0.15407082172484385,970.313048762222,880.7153751277777,1159.1537736,1103.3441489666666,1040.5506751944445,55.10656900722222,90.00046437933335,7.083772508466667,15.631632044222222,30.067883139777773,12.722392915266669,19.896462923633337,1.5989790948333331,3.636691800744445,7.062909852255555,170.01550723413652,143.7177934971683,225.04766425686842,210.01832288878919,191.83164993311934,356.1147911426224,442.9837454008879,1933.3723906247767,84.18237534690834,0.66667744233002,164.80556809552607,104.75094973310162,143.61015383330252,4.51188716807823,13.51542131290288,8.742143984151555,7.711345107084915,2.959058385168956,2.780451369115528
10,0.5547321628780534,0.2726115765805243,0.6562815392728402,0.27356366095603807,0.8630297006122949,0.9203441729119208,0.09289163241693642,0.9076764887734541,1072.1215801333333,924.599421941111,829.3680397655555,1129.896316411111,1004.3250856511112,17.804279336,59.40821111000001,105.96920871044443,7.903492735688888,32.76613181044445,4.071773646055555,13.362668311088887,21.814835715224117,1.7638914699666666,7.573389397966667,207.4636717093205,163.70411838405283,132.0394130826696,224.78771633573538,188.58969773765259,347.49059158591774,432.2233773903771,20.60571736968646,2.7437821991023013,0.029548307908976827,56.794490150384014,2.5940052566290395,1.4966522392858717,0.44319425815670094,3.245441297444475,2.2138928112342073,4.397908049341463,0.4656503949108783,0.2838462622684676
11,0.5909004420794673,0.1468905213067351,0.5225309311840922,0.7531752218650595,0.9641341507412605,0.11904206804034537,0.8895297091456877,0.23564459255107878,1003.1377909411112,930.1572962511112,1069.4746650666666,830.3413286677777,1128.7301013111112,33.827592626777786,60.95011342955555,17.332500730222225,105.92432178133332,8.301494451055556,7.7902516824444445,13.651167837244444,3.977372130711111,22.00310406245556,1.8423758986333332,191.12609935771042,167.20221142575843,211.59672137346075,135.02204568635034,229.10626558762425,348.175055548267,434.0707326831352,28.317660729400593,2.185132779289825,0.09511158083887516,122.18283120651503,5.267279969631081,9.429399211274648,0.49334858705537926,1.8959154447368767,2.2843039491571364,6.414512478926966,0.6635409819206045,0.7124669798457519
12,0.6082273247815724,0.028369267968504926,0.6441534102603066,0.0835403770325821,0.5272596645312662,0.6100869989671147,0.5325100869678684,0.24917223997094243,1025.725863068889,1160.4022126444445,1095.7515097888888,945.363600651111,838.4440557355556,35.948929736000004,9.046272708977778,18.012085428777777,66.08406027211112,116.49853877833334,8.218277023355556,1.9911210349333337,4.1223421978555566,14.534527355344444,23.64472625822222,186.14279585417137,223.57914868901855,206.4470909536303,160.3685172149606,127.28310612160334,344.6631832087186,445.23435927664605,672.722229279944,17.286262417114052,1.3465944527485252,27.760423684668524,1.4806431035444034,202.61698401663935,2.526247189854363,5.676936635385141,7.077735111563582,2.7267274083165915,0.35180316620834307,3.3026355630269246
13,0.6989474186495671,0.5903527384313763,0.596355335173283,0.2897122515568827,0.9312877833905241,0.30080928673802293,0.24033018234423617,0.449485740909696,849.0028815044445,1077.1678607222225,1015.085838307778,1137.105281022222,943.5491269133332,97.41885503166664,16.149644928333334,31.271578131777776,7.787421454066668,58.58565931999999,20.89445798542222,3.738565123033333,7.299011423788888,1.7414283709444445,13.210004751511113,139.03783886970703,209.16282017025094,191.10032627461138,225.7570768990087,166.75409867533946,351.7129352924847,435.80028590065996,316.0669102461264,30.550626987359728,0.11183263212398149,115.03453695864373,34.02313412631364,23.042744728074783,1.7692928387334779,8.079250667098334,4.4436318933829835,6.445014443730314,1.6864043288090393,1.1137554293874614
