,sigma_C1,sigma_C2,sigma_F1,sigma_F2,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_F2,epsilon_H1,temperature,density
0,0.3003404064775653,0.39140526363720657,0.31977866941445937,0.2694477420354472,0.2081596330175336,0.2461981230242114,0.35898277139658713,0.2516017088305795,0.27210317460539707,0.05351880597223665,229,1501.9471754999954
1,0.3003404064775653,0.39140526363720657,0.31977866941445937,0.2694477420354472,0.2081596330175336,0.2461981230242114,0.35898277139658713,0.2516017088305795,0.27210317460539707,0.05351880597223665,249,1420.1482212000226
2,0.3003404064775653,0.39140526363720657,0.31977866941445937,0.2694477420354472,0.2081596330175336,0.2461981230242114,0.35898277139658713,0.2516017088305795,0.27210317460539707,0.05351880597223665,269,1340.2930089776964
3,0.3003404064775653,0.39140526363720657,0.31977866941445937,0.2694477420354472,0.2081596330175336,0.2461981230242114,0.35898277139658713,0.2516017088305795,0.27210317460539707,0.05351880597223665,289,1238.0407282192054
4,0.3003404064775653,0.39140526363720657,0.31977866941445937,0.2694477420354472,0.2081596330175336,0.2461981230242114,0.35898277139658713,0.2516017088305795,0.27210317460539707,0.05351880597223665,309,1126.4748091654692
5,0.30067938231016395,0.36089195709975774,0.32718136878256315,0.2740910268289425,0.1881173419808416,0.21222366985366758,0.42448815680493857,0.2741051378235544,0.3140998786721438,0.06140563935890456,229,1494.0822543421646
6,0.30067938231016395,0.36089195709975774,0.32718136878256315,0.2740910268289425,0.1881173419808416,0.21222366985366758,0.42448815680493857,0.2741051378235544,0.3140998786721438,0.06140563935890456,249,1418.0541673848938
7,0.30067938231016395,0.36089195709975774,0.32718136878256315,0.2740910268289425,0.1881173419808416,0.21222366985366758,0.42448815680493857,0.2741051378235544,0.3140998786721438,0.06140563935890456,269,1342.9114751541829
8,0.30067938231016395,0.36089195709975774,0.32718136878256315,0.2740910268289425,0.1881173419808416,0.21222366985366758,0.42448815680493857,0.2741051378235544,0.3140998786721438,0.06140563935890456,289,1246.6743273504906
9,0.30067938231016395,0.36089195709975774,0.32718136878256315,0.2740910268289425,0.1881173419808416,0.21222366985366758,0.42448815680493857,0.2741051378235544,0.3140998786721438,0.06140563935890456,309,1137.126465014076
10,0.3013179012442375,0.3817454350434445,0.29967857421870836,0.2907706386993242,0.20995627626325228,0.3061087977642702,0.34533591503545036,0.2870528661405858,0.23564629726716485,0.033703048412512406,229,1505.3866189281568
11,0.3013179012442375,0.3817454350434445,0.29967857421870836,0.2907706386993242,0.20995627626325228,0.3061087977642702,0.34533591503545036,0.2870528661405858,0.23564629726716485,0.033703048412512406,249,1418.1731039808672
12,0.3013179012442375,0.3817454350434445,0.29967857421870836,0.2907706386993242,0.20995627626325228,0.3061087977642702,0.34533591503545036,0.2870528661405858,0.23564629726716485,0.033703048412512406,269,1330.914380421544
13,0.3013179012442375,0.3817454350434445,0.29967857421870836,0.2907706386993242,0.20995627626325228,0.3061087977642702,0.34533591503545036,0.2870528661405858,0.23564629726716485,0.033703048412512406,289,1229.3894170743145
14,0.3013179012442375,0.3817454350434445,0.29967857421870836,0.2907706386993242,0.20995627626325228,0.3061087977642702,0.34533591503545036,0.2870528661405858,0.23564629726716485,0.033703048412512406,309,1109.9309960442704
15,0.30580100700339585,0.39411077393576305,0.2567453516839937,0.3201603735699466,0.19594522741109238,0.4141477638555102,0.32221047778455975,0.12699450068971574,0.24584503592325066,0.03122736726688129,229,1504.784596751357
16,0.30580100700339585,0.39411077393576305,0.2567453516839937,0.3201603735699466,0.19594522741109238,0.4141477638555102,0.32221047778455975,0.12699450068971574,0.24584503592325066,0.03122736726688129,249,1422.8443090041187
17,0.30580100700339585,0.39411077393576305,0.2567453516839937,0.3201603735699466,0.19594522741109238,0.4141477638555102,0.32221047778455975,0.12699450068971574,0.24584503592325066,0.03122736726688129,269,1338.372222863511
18,0.30580100700339585,0.39411077393576305,0.2567453516839937,0.3201603735699466,0.19594522741109238,0.4141477638555102,0.32221047778455975,0.12699450068971574,0.24584503592325066,0.03122736726688129,289,1234.9676243633703
19,0.30580100700339585,0.39411077393576305,0.2567453516839937,0.3201603735699466,0.19594522741109238,0.4141477638555102,0.32221047778455975,0.12699450068971574,0.24584503592325066,0.03122736726688129,309,1125.3646026923223
20,0.30730473245038026,0.3581495093917017,0.2650642054828767,0.32231375939734547,0.19506715025148438,0.43226037578023596,0.46370653701374787,0.30308768632739463,0.17728770123434717,0.06836587409552046,229,1498.853987978457
21,0.30730473245038026,0.3581495093917017,0.2650642054828767,0.32231375939734547,0.19506715025148438,0.43226037578023596,0.46370653701374787,0.30308768632739463,0.17728770123434717,0.06836587409552046,249,1426.4760686704558
22,0.30730473245038026,0.3581495093917017,0.2650642054828767,0.32231375939734547,0.19506715025148438,0.43226037578023596,0.46370653701374787,0.30308768632739463,0.17728770123434717,0.06836587409552046,269,1342.0474637277766
23,0.30730473245038026,0.3581495093917017,0.2650642054828767,0.32231375939734547,0.19506715025148438,0.43226037578023596,0.46370653701374787,0.30308768632739463,0.17728770123434717,0.06836587409552046,289,1236.9491545903106
24,0.30730473245038026,0.3581495093917017,0.2650642054828767,0.32231375939734547,0.19506715025148438,0.43226037578023596,0.46370653701374787,0.30308768632739463,0.17728770123434717,0.06836587409552046,309,1118.7964191733518
25,0.30831223737934654,0.39446311169615755,0.2504839310094479,0.3266413224577109,0.17344151020534923,0.46229729320081336,0.31587619562242697,0.24181728037076916,0.17888134223450272,0.05050316856260609,229,1498.5245723958571
