,sigma_C1,sigma_C2,sigma_F1,sigma_F2,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_F2,epsilon_H1,sim_liq_density_229K,sim_liq_density_249K,sim_liq_density_269K,sim_liq_density_289K,sim_liq_density_309K,sim_vap_density_229K,sim_vap_density_249K,sim_vap_density_269K,sim_vap_density_289K,sim_vap_density_309K,sim_Pvap_229K,sim_Pvap_249K,sim_Pvap_269K,sim_Pvap_289K,sim_Pvap_309K,sim_Hvap_229K,sim_Hvap_249K,sim_Hvap_269K,sim_Hvap_289K,sim_Hvap_309K,sim_Tc,sim_rhoc,mse_liq_density,mse_vap_density,mse_Pvap,mse_Hvap,mse_Tc,mse_rhoc,mape_liq_density,mape_vap_density,mape_Pvap,mape_Hvap,mape_Tc,mape_rhoc,is_pareto
25,0.29643037222334806,0.28115018495945393,0.8566865510575324,0.17089035891779153,0.14188375017134292,0.77234255558885,0.3877109652775999,0.6187561663634328,0.9331165586285107,0.23499413360739613,1492.3185759777778,1415.1460467444442,1328.5593321888887,1227.8199115444445,1112.8066017788888,8.015566705422223,18.511038166888888,36.40683453422222,66.98304496477779,130.6803281675555,1.2163744891833332,2.928364106544444,5.889090821222223,10.705890684322226,19.097743067323336,166.30271802397178,153.85998028485122,139.8701775838982,122.82029454949168,99.7188493900121,339.92726008663794,568.0160255775917,108.21414685773775,5.1890986431795,0.14736598642424031,16.031818386873674,0.27800319896147563,15.085257313921892,0.7543785811781883,2.3544135644556654,1.737953395214615,3.0439450040863836,0.15535064426575315,0.6791352373506383,True
27,0.32825995594615304,0.8557120944230459,0.6089722059963012,0.39723130728178263,0.21154598681064887,0.04559473745841047,0.8648180969659921,0.015594263641013031,0.8500126984392659,0.37759727902868706,1479.8256604111111,1407.1800045444445,1318.4905388,1224.963149188889,1101.5453268044444,8.522619052888889,19.565660254444442,38.28765779677777,71.41157870411111,126.85213094344444,1.2892314246177776,3.088252756155556,6.176116241944445,11.291666882144446,18.826518933766664,161.66267666868592,150.4465709477394,136.15142386964473,119.69413003229316,98.03577241137631,340.1290741139224,564.0312162472532,364.60365068525454,1.0795030963945886,0.1294867429441246,0.8247216879209521,0.5315490635917653,61.91775774749236,1.4302654054476394,3.03651809607991,4.439529019948285,0.6994251146436509,0.21481264405492703,1.3759020375497155,True
29,0.3588012625836346,0.3853962569900111,0.9334316631851755,0.04057318656564751,0.1015898924101202,0.5980524517662822,0.672772089039643,0.9196457559770378,0.2194821188340711,0.886333133478854,1508.558893111111,1426.089016977778,1342.8335834666666,1242.7861040555556,1121.800111107778,8.573388519988889,18.03346059788889,36.95440331477778,70.19376426122224,126.18834430388887,1.294212291167778,2.865612924277777,5.97474002388889,11.083953137722222,18.8510005165,164.47842431740742,151.84721394242504,138.38590532829673,121.080616197727,99.33070663162323,340.26833460102625,570.9281572648453,15.588700056211218,0.1689560070849811,0.08703054098438665,6.237890599912781,0.7540049793394631,0.9444783018730138,0.23050401591794642,1.8383627830614881,2.5294465991531583,1.9573218226173834,0.2558440191591858,0.1699322845173498,True
38,0.4324548568735327,0.9601520606107363,0.3856422801292339,0.47484303521019205,0.4676728455954289,0.332987497932418,0.5390293099517249,0.26328551809994993,0.4927908577115171,0.236233353117019,1497.5970067222222,1423.3332509000002,1337.9477954666665,1244.5008435222219,1127.3231828111109,8.251915156211112,18.596990417666664,35.68872500611111,67.10973508711112,119.00293877188886,1.2516432969588889,2.952819461877778,5.810713189322223,10.758159595277776,18.27256003485555,162.78927313623217,150.95749944232674,138.0254005904583,121.6500001677268,101.73404496926577,343.130753899793,567.5903970743528,24.876165225034566,12.903042104757045,0.004057981723620891,8.592316049756471,13.918524660820685,18.572677376746398,0.34382852019962606,3.0007499653153533,1.0893677392724754,2.1701240853274695,1.0992203593968772,0.7535588259568353,True
40,0.44575353335421797,0.8070408592855951,0.0006703854078796145,0.6756035678210484,0.5396314673113548,0.6729597141964121,0.197965984415645,0.14321992961204785,0.6576750260307177,0.643074947597293,1499.5117427888888,1425.3974935,1342.6675071111113,1245.0614345111112,1121.0814885566667,8.590408889444447,18.779283849444443,39.17660111677779,69.064185735,121.75533688733331,1.2981997119133335,2.9746294034222216,6.288781106299999,11.023949641255557,18.33322069241111,164.19675582440573,152.354820051984,138.33471820094158,122.27113687841401,100.84937693215485,341.93627665945445,568.6576042467117,6.447638903275251,5.229338833749273,0.037519503314619125,9.968195280918609,6.432699293293537,10.513130220941953,0.17801651385787065,3.1796940699296186,3.148384243871706,2.497821937813528,0.7472824571168157,0.5669515218199498,True
47,0.5064887420840926,0.48241094394639816,0.9391432252002893,0.08580319126454322,0.4414467118833069,0.8818704569632763,0.980103611255298,0.46505594612600526,0.04833024121278083,0.21625483752649594,1488.838049533333,1413.2557379999996,1321.707819377778,1227.145290811111,1104.9653733066666,9.146735024244443,20.73146469522223,39.912975401,75.80700469366666,135.8850907044444,1.3805656945222224,3.2738041270666662,6.4256410685555565,11.840020940855556,19.782680895055552,159.41122212830356,147.42904038481458,133.8535676702467,116.99545689720782,95.09858494566294,338.4019428369758,571.776254228595,206.35653620306553,27.891817651138968,0.7564888005514954,4.145836389397819,0.9961181006638288,0.01531301594061101,1.0806248731546169,9.38158591683977,10.096453073756587,1.4910233770161563,0.29406516294170804,0.021637658927254708,True
48,0.5095848025034118,0.22453529934822808,0.67266243172615,0.33688653413061515,0.1502871715365816,0.5781377051252341,0.7310265389703623,0.9924237304843855,0.343673447549462,0.23954914389106094,1494.327270011111,1415.985171011111,1332.2545797333335,1228.2135299666668,1112.4740494933333,8.416885392344447,19.060395362888887,39.43849778055557,67.94563255344445,123.41560600311114,1.2758134426611112,3.012176884111111,6.3187493235000005,10.8713259737,18.56756748365555,164.38011502536799,151.92331038601907,137.87592459851913,121.53638541082445,100.26289906674492,340.3215510186979,564.2267932366835,82.08339674614353,3.4194674693040654,0.05449475369591883,7.360218085061831,0.849256280063185,58.878102032605206,0.6603236066099613,3.2584298869967534,3.1206955813448705,2.149857693616116,0.2715235765167725,1.3417042775513979,True
49,0.5189497949638084,0.262089895962247,0.7596174349957782,0.28934445539966075,0.06057612165275753,0.908968484536427,0.8639089024555281,0.16989375606203908,0.607270963631619,0.85356908725368,1503.2385864,1427.0143727444445,1339.2678974444443,1241.9596196666666,1114.032856592222,8.065661397922222,19.583307779111113,39.461632043666675,73.65922430966667,125.68527627188887,1.2238632952666666,3.0915039297777778,6.325118942044445,11.565028076655555,18.730197722644444,163.56827480087645,151.60625695669236,137.24502113915315,120.0926554290656,99.1790208953575,339.68472399115734,570.0663883203091,4.813409682307983,4.473158411409871,0.19396097791445405,3.3613171096200545,0.08106775114057858,3.362131791898794,0.14881838758007107,3.8779192089642325,4.715865992469675,1.4464676349521062,0.08389039220900525,0.3206175344799572,True
51,0.5225488846725375,0.5326699535928204,0.9035528097284053,0.08184861371303614,0.33884410007323273,0.7268910486877621,0.9153042471554133,0.3691589659999592,0.25204561149333204,0.153306158811506,1511.6578832777775,1433.0240353666666,1349.0896035444443,1249.7091502111114,1129.5986625555556,8.804745234511111,18.376332466333327,37.477263754555544,69.810325721,123.77712282611112,1.3309561968222219,2.916540803455556,6.0648713391,11.120851468177776,18.582364479722226,162.74284282400984,150.9015766779304,137.37344500348104,120.78439894115968,100.15483335971916,341.39115891435654,572.5913554623826,88.58811759793248,1.5155718443439354,0.045134881927601816,4.385235463982562,3.964713822221597,0.47797237536626286,0.7134694438325407,2.2238235480038613,2.9745610948818917,1.588056676745445,0.5866702752965707,0.12088747375111088,True
55,0.5344141327136782,0.8131545108771673,0.3454293318673088,0.48456937382515414,0.12833566716825362,0.365454470167262,0.47327309563572095,0.9019995779214793,0.1777934931046621,0.23845922058077698,1518.8970124000002,1440.0629938222226,1353.2537348222222,1253.4086101333332,1130.4824565888894,8.935244984066667,19.622208103333328,39.574641512,74.57970751844445,130.0307371355555,1.354035494252222,3.0987190698444445,6.348401251333332,11.7191712008,19.307681807933328,162.37672864797858,150.27970473691894,136.26933528303869,119.18623503897892,98.30788288873379,339.87108800655824,578.8250165808564,196.95093104662024,8.792301034528908,0.4290416060385949,0.7621822025920604,0.22192390992303657,47.95585464513657,1.0461999673005664,6.207710838771095,7.4584062720488955,0.6452820114801183,0.138800237642387,1.2108789265354847,True
56,0.5458107514627121,0.09357757271706292,0.8592483668274,0.14180381134583725,0.09604261283389756,0.8844074577667701,0.3170651653575021,0.5361499195091479,0.8425224658737402,0.553224154114737,1497.359149777778,1418.324751633333,1338.4761348,1236.7284116888886,1115.5372151766667,8.250356549355555,18.687609681222227,39.76545448544446,71.28732441833333,130.04045606300002,1.2485304999466669,2.946877698722222,6.363492172300002,11.265567954277778,18.888787919233337,165.00803960432586,152.627009530446,138.5250045692445,121.83519492044785,99.16759337324817,340.1387328797253,572.0123689873155,20.213049007489126,4.3397803301721645,0.15920916575992658,8.443374233748147,0.5457262675872626,0.012626789310325083,0.30228288357565314,2.684841292464566,3.4615286427028975,2.2409128837614776,0.21765847958907453,0.01964836288084677,True
58,0.551524181059881,0.6449616966785666,0.3500011400678979,0.5560035592576298,0.04607482436474018,0.5891706986712102,0.5996729029718001,0.610728846724295,0.21879540087112997,0.5004204815030999,1499.5051231666669,1418.2859724444445,1336.5416530999996,1237.2693137444444,1120.9279256933337,8.773853743844446,18.658731495,38.9127696178889,71.78676840222222,131.07192251555554,1.3259214448344443,2.962337388722222,6.256008282244444,11.398163270911109,19.374354663355554,162.2496856073655,150.16513756700525,136.44386444000966,119.8007172283811,98.10596303955597,340.29734528444294,574.0179976863834,20.04682666903797,5.776350332487421,0.34249299359011,0.9072871587617195,0.8052285595120222,4.485914199525574,0.3026991886184822,3.781257187422496,5.23373830683612,0.7020010617807683,0.2643916571723521,0.37034406126655584,True
59,0.5528958672090207,0.276184379695193,0.6266987809817883,0.3779723451064196,0.14212553928154703,0.41734579848676717,0.847327862957767,0.6035691943041649,0.5198464550986949,0.8184303067327039,1484.4021546,1407.722258722222,1319.8492735111113,1220.7356360888887,1099.526928308889,8.050310559388889,19.42092389511111,39.77809805533333,75.28719883611113,139.79389683711108,1.2216981971022225,3.077712244855556,6.342745961577778,11.76049978611111,20.222424800222218,162.57703440215997,150.231373276761,135.72433904507656,118.4208809098674,95.74014384891464,337.6419408015697,572.0785448369544,359.16053279798007,43.35252545637345,0.9935254735153916,0.27133771681559865,3.0907721451852486,0.031878258803078846,1.445646439665751,6.368086761690954,6.711958248280772,0.34666502949412686,0.5179903354243548,0.031219590305021087,True
60,0.5536575565520003,0.7313051916834691,0.12935243026780424,0.6182793267019051,0.02890742222581204,0.5031400921923841,0.4127733463353551,0.9023343239165503,0.21411868718940408,0.17575767351010393,1513.5931117444445,1436.2225694444446,1349.1156043222222,1248.4470796666667,1121.715147607778,8.625274676066669,20.280367878777774,41.05543348544445,75.13944038611113,135.096304062,1.30610300311,3.1882629035888885,6.563194010466668,11.803863175955556,19.90227677314445,162.01169527465527,149.58443167496193,135.57500314590814,118.35444153033345,96.8146511384579,338.8082271775749,579.0944467183692,80.58613986862746,24.44412315603134,0.8355418882273771,0.017844884326756273,0.3501950733609345,51.76006358345406,0.6231380261560984,7.917457031725703,8.832424742910213,0.09164234068793069,0.17435852163378637,1.257990333689325,True
64,0.5693847838636974,0.661715437300553,0.8501884463448253,0.04806051962876118,0.9765132043444721,0.9169785788573329,0.616145310404182,0.44029911675217986,0.131859816841327,0.33758267035380696,1497.5609388333335,1420.644877855556,1337.3070279444444,1241.716536677778,1130.6211117766666,8.41451467838889,18.804113776777772,37.22983159122222,69.99494264911111,123.94556818166667,1.2763320302366667,2.9878505041888888,6.0454646795333336,11.139280073577778,18.705152202644445,161.28948011538628,149.56299951772127,136.2589687396681,120.02943112499979,100.03677433926337,342.5574902677537,572.668827281501,42.131501521452144,1.298463560444978,0.06550911027995661,2.924114813819794,9.96974479095934,0.5910953887802018,0.4057047911228285,1.373144522355087,2.684609335254644,1.1770987013579437,0.9303153411177669,0.13443386632295676,True
70,0.6136398939886352,0.6620940525664427,0.6925308188557541,0.29442896102610555,0.9360466393863228,0.9288330323507854,0.8894905199821251,0.19710428881264114,0.08011345415020632,0.582172455080405,1485.0672798888888,1413.1147766555555,1330.1565689222225,1239.8767218999994,1129.3132782333332,7.5221919409,18.779574107333328,36.81312838477778,67.71917974555556,121.92880383188887,1.1464238568711111,2.985161389166666,5.981494235244446,10.882341901366667,18.361754718292218,161.65354267105943,150.13869118138635,136.69177388249003,121.51464900346988,100.9137076182835,344.2081230643551,570.9020967628612,131.81239529991916,4.987742394719014,0.006628407027530268,5.669889315980657,23.11804740198376,0.9958108706920112,0.7708407972104049,3.4366869216280236,2.4118731768087454,1.64163447691462,1.416653819786426,0.17448911298107317,True
72,0.6323544758030931,0.7107228031549324,0.11359503847714308,0.609005025033307,0.43499100395841606,0.11383201459647803,0.273525835443433,0.5122926225881131,0.8435497651365124,0.21730698642352092,1488.3116484444445,1412.5157154777778,1331.8005859666666,1231.0698818888886,1114.2543507922223,7.905783404633333,19.180851395555557,38.18296524311111,68.1399543078889,120.72055954544443,1.2026323091933333,3.0359402266444446,6.143108591866668,10.95434532968889,18.388982745244444,163.83533135627587,151.22718909770975,138.23898374530333,121.24128964056622,100.96327128973871,341.76204146719084,564.065521252279,106.94877046417335,7.284074353659982,0.02031433540276759,7.5405259656114225,5.579239892729166,61.379057248491016,0.7180321637370192,3.2256069604532605,2.560578180565196,2.1382998512390663,0.6959462189719692,1.3699036103726066,True
74,0.6614223082660965,0.45757326834817214,0.9845145160028986,0.006200453218361546,0.8832828125214139,0.9883041423656952,0.7140163373651783,0.3780481402750981,0.10505709425901408,0.5726246071524311,1473.4821719000001,1395.7842751000005,1314.369891811111,1218.9998281222224,1106.8293873333332,8.312789055233335,18.60477775677777,37.420691523888884,68.8540984751111,124.48998524877778,1.260177002872222,2.951721804222222,6.038474623577779,11.047005269388888,18.715779213055555,160.51443146756444,148.66847924499208,135.47417933359247,119.29706695971402,98.758394423451,341.5462903695265,562.910280780767,594.1840150380815,0.9050449371218722,0.05626044351098567,1.7365001941841354,4.606562350322309,80.81505164064608,1.7376673799634503,0.999372963918869,1.9924057563414028,0.9255109001920508,0.6323778342741678,1.5719040425306765,True
79,0.6874762187801443,0.298209960688049,0.725856019832253,0.26304753058709246,0.175141853583218,0.4537653490515471,0.9105517719982683,0.8044631781115099,0.218933593622028,0.11310555488516698,1496.5903340555553,1417.7155245666668,1332.613732888889,1236.7874941888888,1111.1464948955554,9.080100236711113,19.27743340044444,39.52060486788889,75.44600355,133.24021048733334,1.375250807026667,3.061964101766667,6.359830685233335,11.835219854322224,19.610347097788893,161.42672181288907,149.43230018911845,135.3635142135851,118.71253910860422,96.6857522459639,339.201657309591,573.5332371437743,43.33428520136942,17.17785127286306,0.6200597439588665,0.13796161330386647,0.03933982283867742,2.667463567804017,0.48612466256295606,6.916559714418631,8.133374669018242,0.20585986801675474,0.058439213438123874,0.28558089592136654,True
80,0.6946425092993881,0.10029199256468393,0.01917901407676087,0.6586515129464312,0.6889161914343489,0.6261579754621351,0.7614754076126822,0.6673620675054219,0.5575180815955942,0.5660409601970328,1486.0297599,1414.534957033333,1329.7943855111114,1232.7598516666665,1115.9113536122222,8.179036285066667,19.229521023,36.391195220666674,69.39752919600001,124.87766594600001,1.2392407989566667,3.035664156733334,5.898517234888887,11.06546079816667,18.535547417477776,164.46585546102884,152.5327707214493,139.17570554010226,121.85417070043921,100.195497502462,341.80575621530494,567.5040475670362,109.3916321486982,0.7679629953991285,0.031025630477454817,9.8639883730823,5.787662967478453,19.32439779288019,0.6931669061795858,1.5965196567334292,1.7584433128881922,2.47320868103724,0.7088262272554395,0.7686575333036862,True
81,0.710838845536524,0.9387212698139898,0.4823937178066398,0.2678301498873939,0.9422896431877072,0.41606900431916993,0.16913881352082,0.40172920676653096,0.5432355905296379,0.8231520167303908,1495.0947209555554,1421.5892410555555,1341.2573183888887,1246.4110557222225,1136.3683492999999,8.350585513366665,17.89125410244445,35.896041545888885,67.95141957933336,123.27801778066666,1.2686927470488891,2.8623261691444446,5.839271300477779,10.91618173581111,18.66025313792222,161.49540585121457,150.31188658231338,137.68786826236072,121.38441337284031,101.26873941633822,344.1851515222944,574.2409561972984,84.13633108689669,3.0702783376919194,0.037326911067397654,6.83599523973875,22.897675091316675,5.480075917669769,0.5644610121595417,2.817050509626113,1.7263593080363127,1.8826344610693122,1.409885539862825,0.40932963757621904,True
82,0.7220346951244284,0.7592961874411194,0.714135584792773,0.15208764126562607,0.2922221224591536,0.002353488267033889,0.6408525977329002,0.7411512555640267,0.30504675937478587,0.7575226669752771,1497.8887371444446,1421.3519540666666,1334.6578014000002,1236.827660122222,1111.6088425188887,9.135995284333331,20.80482003211111,39.32198669477778,74.8083883372222,132.2155910731111,1.3802305246511108,3.2652528850555558,6.321294819299999,11.824306577511113,19.540199212422227,159.75740153636193,147.85238599608243,134.66477442413222,117.95548473053017,96.24988154965678,339.24790957235916,572.4938033767818,25.081287424127442,13.988801847254496,0.5931405135280128,2.1309436491755402,0.023131498179965862,0.3526024502774766,0.3784068430370785,8.25051070668425,9.385083571346973,0.8719958844794864,0.044811557937776844,0.1038299312435403,True
84,0.7302789440817149,0.216377037627753,0.2562510643640212,0.57319227333498,0.009048062295202993,0.8935910656951103,0.778407837095346,0.19832241560535008,0.48347638561217016,0.14623782677054598,1500.0630842222222,1422.442707,1337.5935112444447,1243.0023624555556,1118.948188488889,8.256741194766668,18.854192541333326,38.49346308833333,75.98621160788889,128.0502554182222,1.2544930974444444,2.9972582114111113,6.182329645499999,11.897799417533331,19.056903988311113,161.60930927785017,149.68882347377166,135.8474660199668,118.82166899204077,97.97155622770633,340.304105884505,574.1999199647587,5.317017635620771,8.813093954481634,0.37432184308163646,0.4069406432971182,0.817407450396646,5.2896318442957275,0.15477937653033036,3.2322571073752235,4.644731032041087,0.42916450886844193,0.26638358412051943,0.40215421660407674,True
87,0.7327354712946722,0.04841989567473727,0.08674606710650262,0.5808835160363581,0.9775451290464118,0.9426703323125021,0.9557934523295472,0.14161548174791816,0.49188951730722297,0.9460962314061788,1498.4959423777775,1421.153970033333,1335.9301105666666,1235.771142511111,1116.34787739,8.116161255344442,21.25201968733333,38.549554541111114,69.55137207755556,127.03452623199999,1.2324647473766668,3.3403411382222226,6.229138750988889,11.158476039888889,19.0039950076,162.380231761875,149.76461889174428,136.36966289636695,119.95759440837497,98.48247364652902,340.3303158820283,568.8934604521695,16.448003023854895,1.8782472099685776,0.1919401261372645,1.1947912794250726,0.8654876403541127,9.039280052668651,0.28636097855652587,3.9269766830297312,5.513427412129235,0.767486573591809,0.27410603477557755,0.5257107095349661,True
89,0.7533903128678212,0.1771617340104509,0.08502580775082008,0.5827847592597842,0.006606166764389351,0.48025284337999913,0.10160706221449604,0.7758774249226127,0.8869743159924935,0.4029625205312661,1499.9027929111112,1423.2539319,1331.7354277888887,1238.7240474888888,1116.6425572933333,7.771631107955557,18.585130050444445,35.79835660111112,70.09712473899998,126.17533033111113,1.181183962117778,2.9567511307333336,5.839121496988888,11.215293938877778,18.93938048054111,164.08057885969023,151.885023590476,137.92230395734435,121.22909237615798,99.25705470625736,340.20730772099716,568.8904140616585,18.900684545293167,0.533004617980119,0.1276718106858282,5.529917126197423,0.651745756381672,9.057607520262899,0.24788451470183692,2.0544890140523404,2.9859106948967273,1.8547318274936855,0.23786320595085064,0.5262433884143211,True
