,sigma_C,sigma_F,sigma_H,epsilon_C,epsilon_F,epsilon_H,temperature,liq_density,vap_density,Hvap,Pvap,liq_enthalpy,vap_enthalpy
0,0.3551403317551933,0.288145815655678,0.2397272920712193,0.49575321708120035,0.2754591170823145,0.06466047487140696,241,1129.7882817555555,7.666889741766666,18.524536437013634,2.717152809877778,-9141.543298244444,1544.8158311999998
1,0.3551403317551933,0.288145815655678,0.2397272920712193,0.49575321708120035,0.2754591170823145,0.06466047487140696,261,1067.6739338666669,16.322685107555554,17.127485545999946,5.9365656512,-7824.32149498889,1676.950471122222
2,0.3551403317551933,0.288145815655678,0.2397272920712193,0.49575321708120035,0.2754591170823145,0.06466047487140696,281,999.3460786522221,32.226929156888886,15.423065490031378,11.572848766644444,-6357.740760911111,1844.5405394555555
3,0.3551403317551933,0.288145815655678,0.2397272920712193,0.49575321708120035,0.2754591170823145,0.06466047487140696,301,913.9183376122221,56.11870708811111,13.407513111336812,19.577559148411112,-4939.520435655556,1915.1421291555555
4,0.3551403317551933,0.288145815655678,0.2397272920712193,0.49575321708120035,0.2754591170823145,0.06466047487140696,321,816.640347668889,104.10948059433332,10.654566159944874,32.54996919727778,-3196.376600077778,2079.1770747
5,0.35555667528984697,0.2934807916359934,0.1858027072810364,0.45397534437075787,0.3139950824559259,0.04733183096347942,241,1165.8016883333335,7.158972813611111,18.755399938553857,2.5485282623,-9499.561794355555,1443.7657593555555
6,0.35555667528984697,0.2934807916359934,0.1858027072810364,0.45397534437075787,0.3139950824559259,0.04733183096347942,261,1103.4766787444444,15.126372624777778,17.398305536724898,5.5500881448333335,-8179.226211522223,1567.9794097222223
7,0.35555667528984697,0.2934807916359934,0.1858027072810364,0.45397534437075787,0.3139950824559259,0.04733183096347942,281,1030.1188867766668,28.65382245911111,15.764847622005504,10.485125066444443,-6802.655783455556,1663.645440911111
8,0.35555667528984697,0.2934807916359934,0.1858027072810364,0.45397534437075787,0.3139950824559259,0.04733183096347942,301,954.2662151566667,54.47771328011111,13.800274123993466,19.082717600433334,-5298.716629200001,1840.095550511111
9,0.35555667528984697,0.2934807916359934,0.1858027072810364,0.45397534437075787,0.3139950824559259,0.04733183096347942,321,856.1414721611111,97.6870556077778,11.173713554890702,31.13222279181111,-3618.7914382000004,1944.2170989444446
10,0.35733389740972876,0.2846724190715635,0.2469857761688269,0.4580715008341805,0.3181547249268327,0.05600149772368564,241,1125.4984476444445,7.201231966822222,18.616883862009953,2.5700934062333336,-9363.834418277776,1456.1309911222222
