,sigma_C,sigma_F,sigma_H,epsilon_C,epsilon_F,epsilon_H
0,0.444864796906522,0.471326455802589,0.45884654626411,0.966778305097452,0.784756086482971,0.954062614873929
1332,0.66182215956831,0.172429161800433,0.810236556760174,0.907681754388818,0.645475551379218,0.95448902680483
159,0.788030617368636,0.116507391055938,0.729691340692747,0.727970066078534,0.957664608520734,0.633620220080602
459,0.832122413678872,0.202889523191675,0.292303003616236,0.940471940474708,0.986284095265011,0.0912004766249555
2648,0.755834952386317,0.250570037926945,0.0440604973133973,0.943931077824224,0.978829181921717,0.0718422114203751
1229,0.599044550853947,0.457368125417831,0.116694298436267,0.913234863430444,0.896615582721405,0.391770096442301
453,0.868603400647262,0.157738783193215,0.327819490372463,0.894403072881095,0.87281088455179,0.407258284377458
10,0.601313295612367,0.449310827695622,0.119948863192794,0.991711607373476,0.675038537978643,0.825752803449889
1599,0.618360773324581,0.368517315622317,0.324640923191789,0.951265206957221,0.706497302463185,0.713990461459745
3,0.818193718556142,0.156358379519357,0.547598179389681,0.662175992706658,0.997027436778925,0.671772453016588
94,0.81896666570156,0.145149024010365,0.578795925525255,0.877163915357113,0.969778106222758,0.227422915052901
256,0.816570972315531,0.168256273825179,0.414826713347147,0.997661211661511,0.895077967133749,0.0731536416541332
104,0.682944737334997,0.216884844053141,0.718971683785275,0.806333532095595,0.807711835993626,0.793984411325026
206,0.815551609195977,0.21476023768101,0.389602361498523,0.976472933550693,0.591787136923152,0.754105700418133
150,0.653039305701527,0.365792880821786,0.217137227740384,0.973362880601255,0.955764847544279,0.0283550681242598
2,0.548855338446818,0.309119774966517,0.766368113987333,0.879359568111665,0.847968397639185,0.914452117433474
759,0.867492614258687,0.0657928375363153,0.697951949321918,0.876808556587029,0.884430086819008,0.420339396247186
50,0.698057714147284,0.34290703213738,0.206977656312655,0.795056729679484,0.959554101360481,0.447196684225322
3218,0.758831383305237,0.320519777020358,0.586533418175786,0.999859987282,0.674791415688643,0.610658779986555
213,0.799231689826806,0.24269848314223,0.268861760084706,0.8912043299199,0.965621595245406,0.208052755731342
2894,0.824517290361309,0.123072081778038,0.460114705296274,0.666116514992824,0.886313550503429,0.966792302803908
2660,0.632636345305264,0.440764187498422,0.342110534618364,0.840066521382132,0.768675106774968,0.968667115799168
1,0.610538989576107,0.313918671275472,0.647937093875986,0.913221803331265,0.894240957836745,0.480356672116667
20,0.750409830195671,0.0941763102096192,0.858928278076906,0.816083317281054,0.887071561376525,0.603339014651974
44,0.709638067695299,0.32153783007059,0.428061737908115,0.988731407799446,0.553244036087652,0.924327820823686
