,sigma_C1,sigma_C2,sigma_F1,sigma_F2,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_F2,epsilon_H1
0,0.387944431150337,0.170395797730881,0.782444204094596,0.0690382719671041,0.813770871012075,0.836305615009073,0.750661250103738,0.969631185913349,0.172995700734233,0.428298184446889
1904,0.479443632268046,0.62273751375328,0.950184303246951,0.028298958015733,0.52428228573577,0.491811247011447,0.948897765639308,0.531306888337072,0.263885046060445,0.0856424587681956
1200,0.382912898659942,0.815419525386993,0.425311898243195,0.429142028600095,0.505097886487202,0.907330718383186,0.12580431285285,0.703514010104967,0.344979995373633,0.12054889432668
57,0.532132705836908,0.143824591353437,0.692514995404688,0.239771029745233,0.408075803486694,0.600271127636378,0.981758824986169,0.771027327806719,0.268437995169758,0.904444152899121
1042,0.407462043684203,0.130194151365625,0.464284091527031,0.454126587310574,0.00404042921653797,0.504310505179291,0.999543230429432,0.252751497447562,0.8575094149172,0.814596496862333
172,0.957841865534373,0.111528902994541,0.775689160133898,0.38079515453382,0.326712679066725,0.933734562901213,0.958371156712309,0.856238113981695,0.010237455235113,0.871236007197468
3911,0.791411434845888,0.665076666047528,0.0881371370983316,0.616511260117152,0.244231052887159,0.36714861321701,0.451953306520988,0.437390462076941,0.521236415713236,0.0185632670734698
2,0.823552692006057,0.19022262765755,0.802471204333774,0.0468500314110557,0.69929634113609,0.352553595998603,0.886761906661976,0.877588924575333,0.141719325001663,0.45832952246091
7930,0.878759012050005,0.398849720880195,0.0867329366469391,0.668719340993218,0.140199931886703,0.731027150263963,0.520439858846645,0.771888945132239,0.235136838906408,0.915590896205978
4603,0.567123620316847,0.696834155073433,0.699927899908354,0.1969043122348,0.226785515056635,0.207157232658713,0.281475055414733,0.999040826723279,0.456500443747116,0.0342821834908442
422,0.590165835808574,0.765042900235911,0.00710237942036934,0.519350275663674,0.787290335237024,0.591841450079776,0.131452899476348,0.785215298393677,0.358325685116561,0.307197159415852
48,0.458864388895326,0.16223149700149,0.887237876440411,0.055085496434287,0.172205338031239,0.993220960745273,0.814149892148256,0.350930424966181,0.477383797356663,0.383871081818712
3206,0.550953640541875,0.593979050927631,0.817308853128708,0.0259948277439046,0.367819077007936,0.785386662878752,0.115368767621425,0.432045235212489,0.68856794958941,0.136864614170497
3509,0.945357787936026,0.163878429678874,0.454000010320865,0.297836435760701,0.362894426337277,0.332960094051607,0.675876871132927,0.535923751528401,0.556616025255715,0.842768504539632
212,0.363759358983187,0.445666595224949,0.780430791407489,0.0523638890662851,0.483734465353531,0.650774682663916,0.555227410602331,0.801356072933089,0.180783759261869,0.922028542802346
7819,0.519210355386967,0.976513716081314,0.347860463372667,0.493779446469957,0.979064047338109,0.0270537414565629,0.981482679479447,0.188875266319925,0.416910661181397,0.961073444139154
7727,0.790799019835886,0.659023574725213,0.799428116736428,0.116121781238515,0.810066283276684,0.116207137800309,0.963579695625365,0.192469588719607,0.759199186525843,0.0469129099991559
956,0.613639893988635,0.662094052566443,0.692530818855754,0.294428961026105,0.936046639386323,0.928833032350785,0.889490519982125,0.197104288812641,0.0801134541502063,0.582172455080405
5595,0.844364828575075,0.347689738545488,0.541873369093848,0.308471611636336,0.0283182379168949,0.975927498264516,0.349910211612533,0.182679692921557,0.401648083914476,0.614201326037035
7613,0.588952909835854,0.0903277259281827,0.162089078083653,0.495887291024044,0.668124642167418,0.891990211067909,0.48472970528179,0.185725658957927,0.725514350502533,0.906078662900729
169,0.129326191163477,0.981112121288345,0.0129310082483615,0.530539803609648,0.922631716505805,0.539038691656866,0.299777387930968,0.0459204700721012,0.726962206570229,0.294979092511772
1036,0.477793698399927,0.596782954569105,0.747681354242176,0.123620205649715,0.823486602103118,0.87284036536154,0.411576383531179,0.892305286135603,0.0239025559358039,0.0798962056201171
78,0.913532109259663,0.270736814899308,0.876902854649776,0.0701898225265122,0.998475597019857,0.785200914839427,0.811044286511931,0.0738952456502802,0.446573446310563,0.850463241220938
3736,0.566439728315429,0.70482010973358,0.032340767970556,0.749267353892842,0.93643436152943,0.932464217572743,0.709077974376098,0.0101500215068905,0.375840639630488,0.313996481228319
6268,0.153389608823524,0.358276989896016,0.7003212444803,0.373865149659535,0.0784113199064647,0.962879213033472,0.206396564844125,0.70097008688954,0.983840421737461,0.280915433490525
