,sigma_C1,sigma_C2,sigma_F1,sigma_F2,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_F2,epsilon_H1
245141,0.417894517412823,0.590008647620343,0.229641808805389,0.589513365469526,0.434714000154283,0.880211327674903,0.365828935449515,0.094662972478347,0.698632902729975,0.395886091260513
186308,0.664082267561619,0.353445639970458,0.769703958982966,0.149571183887543,0.80698519556089,0.368620917091344,0.999973777297352,0.839367390428118,0.214914244918038,0.182796317165769
185904,0.266440990520809,0.113624763619139,0.950572068132951,0.0548592740922205,0.322298992212608,0.554324348732836,0.819941242066299,0.869278892630218,0.814124725170571,0.361911145424994
107954,0.137895162277768,0.952604538359488,0.400088217168328,0.497188905621822,0.217372436820377,0.251619534594821,0.684208263046443,0.0653380813665564,0.730750463748642,0.0474035095598777
94909,0.300868731460727,0.438472881424958,0.0487217937747744,0.605294636510186,0.772870642580125,0.162432645854343,0.455589786878338,0.763832091473435,0.951862479546731,0.610102203291818
161467,0.528649711677405,0.473945809386571,0.0437018415799695,0.696999327288142,0.0782212629947218,0.729583808480734,0.777479419236707,0.294119846148843,0.372682522864329,0.458311760523044
195253,0.840357130564623,0.301723738146278,0.298174683985526,0.469177370417146,0.454315165279908,0.836410275383951,0.513291809772671,0.753095914602449,0.121606706474058,0.620378398306254
126360,0.683410308744775,0.870223410483077,0.0171531833169136,0.647980936611553,0.299610882868246,0.93469291708265,0.403055023615752,0.297602523139454,0.0830138602737986,0.406297589044586
142021,0.827433476232623,0.170649666910391,0.352482706452178,0.482945609794471,0.299364352750723,0.921670052569467,0.948161312261751,0.447885331020227,0.108593509409186,0.954738424490679
106927,0.879896597073709,0.210245572337054,0.45395020281279,0.393615968691438,0.599239906162148,0.854407267217669,0.876154955987491,0.187332372126081,0.391348876814338,0.012812128089566
149313,0.665321616655001,0.981758203769918,0.71571030446781,0.0960012021529822,0.428351481845886,0.533708147071411,0.59603366875927,0.156401155236411,0.161307320520653,0.914167281056909
28487,0.937074111553429,0.608761603041518,0.387002365333656,0.447523858229383,0.524072639521478,0.675534083741545,0.972085446083088,0.119181645636988,0.0726643863956979,0.229191203507346
27213,0.743473235409716,0.114736120624674,0.573905675541341,0.326264151060877,0.338267626635481,0.869208964775939,0.380677948692297,0.459120829255927,0.688834381912254,0.0760917207272377
181099,0.992979677495148,0.75905235615337,0.0906405869271579,0.556103043116239,0.883062107056421,0.583352353972036,0.943322278886007,0.0220408061043834,0.008444072914332,0.964426019727754
943,0.00340406477565334,0.914052636372066,0.697786694144594,0.194477420354472,0.381596330175336,0.24027074365119,0.57939264473427,0.610429270943593,0.709059659371509,0.554604149896286
115478,0.88559405120622,0.107508003171211,0.772518968694273,0.104527381763095,0.327641561962345,0.0872665600245751,0.683818572875333,0.910731859476852,0.713902237962523,0.586472726740164
222609,0.184742398310703,0.553496198833493,0.128212866605121,0.670547156564961,0.162157490730482,0.213145876016703,0.540911751754195,0.487279750186598,0.912356542550541,0.0191065041610422
246670,0.382130324343663,0.417663955498493,0.0311631828747109,0.626392233930201,0.643147182723287,0.858493339099374,0.145734108648074,0.446316890645004,0.805827889498188,0.725777187989432
75553,0.972348040522463,0.0994744318513092,0.196753196236984,0.432676754839232,0.644586794448765,0.91200334318417,0.26297112865767,0.800706081210306,0.249617839512471,0.588247542953489
9487,0.839042520534424,0.912192971114825,0.700616840159194,0.0765221169544743,0.431908464389862,0.247808963887151,0.634010999975658,0.105373888467393,0.417851066559989,0.532792375134035
120332,0.759853231264279,0.275182873233476,0.191473955362419,0.512410868126322,0.713650231279192,0.861036723996854,0.345215611539028,0.847797234795225,0.24496784117183,0.949592628067346
2365,0.358801262583635,0.385396256990011,0.933431663185176,0.0405731865656474,0.10158989241012,0.598052451766282,0.672772089039643,0.919645755977038,0.219482118834071,0.886333133478854
194855,0.0831223737934658,0.944631116961576,0.00483931009447911,0.766413224577109,0.0344151020534927,0.890039683576481,0.44977940271351,0.563357418124092,0.260579261057882,0.509266920668303
160636,0.975340972612119,0.377357927793714,0.5166864232261,0.295002131413043,0.01896346123741,0.699582422918181,0.579303550511624,0.0338873843459833,0.545138758117186,0.142334664249137
234192,0.482059323174368,0.450416847313062,0.451568572154822,0.494801994992089,0.203220274711197,0.529054038983935,0.968923649058711,0.403147126631183,0.411526310124364,0.676738989358832
106029,0.639374231367435,0.471538399663534,0.232438503824178,0.526750129290743,0.191608258879265,0.046198098721951,0.363577747825764,0.672599235110085,0.894709286687189,0.76111701315173
