,sigma_C,sigma_F,sigma_H,epsilon_C,epsilon_F,epsilon_H,sim_Tc,sim_rhoc,mape_liq_density,mape_vap_density,mape_Pvap,mape_Hvap,mape_Tc,mape_rhoc
23,0.6530393057015272,0.3657928808217861,0.217137227740384,0.9733628806012552,0.9557648475442788,0.0283550681242598,351.0815383473047,431.02630758323954,0.1541688803151572,1.226923893063746,1.479188557526927,0.4490087195882098,0.0764086104156398,0.2955880972550869
36,0.7096380676952991,0.3215378300705898,0.4280617379081151,0.988731407799446,0.5532440360876523,0.924327820823686,352.7576473209207,430.5256107890832,0.2664388843113268,1.2543931052904762,0.5252794300329553,1.0010618638390676,0.4006396245682821,0.1790808712579303
37,0.7121666608743994,0.2554788314785663,0.5663930356549319,0.98021616855115,0.6025883518692752,0.7202384043745479,351.90237952155326,431.8486830734444,0.4858778276862841,1.3435032231742652,1.0869592487988122,0.6255885312404385,0.1572163146586692,0.4869467961923622
52,0.7992316898268061,0.2426984831422299,0.2688617600847056,0.8912043299198998,0.9656215952454064,0.208052755731342,352.8505153433138,430.8781107955818,0.2947548728339947,1.199071831305167,1.0313143953870088,0.774330658257677,0.4270713941408263,0.2611041604030702
