,sigma_C1,sigma_C2,sigma_F1,sigma_F2,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_F2,epsilon_H1
0,0.179777448356434,0.366612656612117,0.844564905329512,0.207325979406021,0.238535897389532,0.671150918681135,0.86398177705323,0.435711795735999,0.803719964186993,0.858227620212914
668,0.764816290320643,0.365760961184902,0.855525370069405,0.0388900656758214,0.732062660532199,0.77000459217789,0.298753444398924,0.340014243869633,0.718287923354726,0.47332171066071
343,0.681276407461728,0.214049588104381,0.852635058519619,0.0789431270243788,0.17951185646692,0.145102346957578,0.877861905231843,0.811109112155663,0.568304524808614,0.193419745045747
4511,0.957516280398414,0.333002567019515,0.569640576190057,0.255017127407003,0.82861082835259,0.339209241677512,0.546586998215698,0.345599220993562,0.853076861520215,0.0367861000699703
3410,0.666376015850757,0.716743734342339,0.456136380542359,0.380778170551793,0.405310112830745,0.215724977550069,0.234206499293817,0.622439558194034,0.77419489030776,0.250425040140784
53,0.2399867744305,0.421496031622637,0.814639267082549,0.203337548463536,0.108924622818743,0.537277338444977,0.762143443152725,0.502671674562069,0.760728488628252,0.86910743165093
740,0.506488742084093,0.482410943946398,0.939143225200289,0.0858031912645431,0.441446711883307,0.881870456963276,0.980103611255298,0.465055946126005,0.0483302412127809,0.216254837526496
210,0.262805862544075,0.865882511613615,0.66917564799262,0.202351224237778,0.628620731903691,0.363304862106451,0.684791877729497,0.98756571260821,0.058395365558179,0.455701433339146
660,0.730814194976305,0.728223602582366,0.311676302245245,0.488692726121404,0.154742453306578,0.674276563171537,0.272318075127313,0.021789158885787,0.607352500702489,0.74437998268113
295,0.995185449386028,0.516693391516684,0.0245003361247468,0.513203790401759,0.722432397822771,0.225146671307635,0.347804893332353,0.221995984811699,0.847522460726089,0.642157263390387
62,0.793869105134528,0.0595195452837371,0.770403682009141,0.136505418322493,0.569632140196133,0.438604026714604,0.680485334320162,0.561330248379879,0.796540500317372,0.387406531000161
45,0.879924705583797,0.946013475831546,0.713037425393246,0.0756747088551806,0.35907964328856,0.283264569551862,0.496410678778543,0.318189066994051,0.24983218411152,0.370592820141307
2,0.0390568954389598,0.53775872187149,0.0856308382936111,0.679909422161512,0.641689030684279,0.701422073066298,0.491167299235731,0.208240770929399,0.929727182396739,0.228505773380392
3047,0.620098442020952,0.900194558086169,0.186228580460979,0.559232357441863,0.766490181817951,0.174237470182493,0.754107332246719,0.142313690099241,0.491391328552161,0.370756412022949
129,0.52863092719621,0.569125319422175,0.681312825754359,0.21968076338218,0.995732923417054,0.889019433280089,0.402111797095498,0.439722218762171,0.428750807746373,0.385799105989695
7932,0.0280600892365859,0.899864477038169,0.754715529927415,0.121314822991835,0.590105259317583,0.842233489200681,0.961351209795363,0.206577095696663,0.29634006106447,0.982053480029839
357,0.669590448253529,0.34728547772778,0.509044185024816,0.346651407540754,0.482978906941573,0.117285348438993,0.80086802612792,0.778022039258424,0.487861892862452,0.983402599182607
3,0.0986723262236832,0.352543824222902,0.503439931558746,0.436907301906007,0.499238141017488,0.599427678218255,0.52641570245004,0.895519034874705,0.821295677749023,0.469126078333077
199,0.488882547207667,0.920629556975845,0.123553424153745,0.659797734639685,0.340853148954872,0.675214013863631,0.316321038250847,0.732387315220568,0.232832467745301,0.164250910262792
103,0.509584802503412,0.224535299348228,0.67266243172615,0.336886534130615,0.150287171536582,0.578137705125234,0.731026538970362,0.992423730484386,0.343673447549462,0.239549143891061
29,0.725613191066228,0.0158882861302396,0.48922046643016,0.331605515562095,0.201014652396097,0.439972660507207,0.159668876838369,0.926456903584726,0.880942015091268,0.694069266646015
1297,0.769977764834448,0.786221224868608,0.730852492757827,0.034287483531641,0.919107387755021,0.139787712136498,0.608083048853733,0.687240182171468,0.144663358399613,0.931694505432332
326,0.605856694605542,0.0940606709133726,0.205962610909802,0.571570569913032,0.561589047899341,0.838930863881046,0.671134777685912,0.303410290363969,0.610265036036488,0.993165202392054
167,0.250843321559012,0.765909396626318,0.60862682106605,0.335110968704159,0.45776550538207,0.926896265164936,0.635809916538913,0.047153182462178,0.583236450536654,0.257789898029883
1,0.931226205352989,0.177744951843142,0.00387993037674313,0.536673214187645,0.826349813520888,0.544897758634881,0.721012261019969,0.575251015566089,0.445269612260358,0.18676315885871
