,sigma_C1,sigma_C2,sigma_F1,sigma_F2,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_F2,epsilon_H1,temperature,density
0,0.30047999999999997,0.38675999999999994,0.2959,0.31282999999999994,0.18049999999999997,0.3123577138870327,0.331414461124817,0.14889123087287154,0.23650487573244905,0.036457253616159,229,1342.4501784210117
1,0.30047999999999997,0.38675999999999994,0.2959,0.31282999999999994,0.18049999999999997,0.3123577138870327,0.331414461124817,0.14889123087287154,0.23650487573244905,0.036457253616159,249,1243.01915020969
2,0.30047999999999997,0.38675999999999994,0.2959,0.31282999999999994,0.18049999999999997,0.3123577138870327,0.331414461124817,0.14889123087287154,0.23650487573244905,0.036457253616159,269,1136.8672650687065
3,0.30047999999999997,0.38675999999999994,0.2959,0.31282999999999994,0.18049999999999997,0.3123577138870327,0.331414461124817,0.14889123087287154,0.23650487573244905,0.036457253616159,289,56.35548035615898
4,0.30047999999999997,0.38675999999999994,0.2959,0.31282999999999994,0.18049999999999997,0.3123577138870327,0.331414461124817,0.14889123087287154,0.23650487573244905,0.036457253616159,309,104.16405894432766
5,0.30051999999999995,0.33997999999999995,0.29319,0.32250999999999996,0.18331999999999998,0.3998258556590617,0.31405386416474124,0.14510815059660986,0.19408033263437133,0.06696800390576332,229,1079.2643043549706
6,0.30051999999999995,0.33997999999999995,0.29319,0.32250999999999996,0.18331999999999998,0.3998258556590617,0.31405386416474124,0.14510815059660986,0.19408033263437133,0.06696800390576332,249,11.380080938948609
7,0.30051999999999995,0.33997999999999995,0.29319,0.32250999999999996,0.18331999999999998,0.3998258556590617,0.31405386416474124,0.14510815059660986,0.19408033263437133,0.06696800390576332,269,29.362461216824187
8,0.30051999999999995,0.33997999999999995,0.29319,0.32250999999999996,0.18331999999999998,0.3998258556590617,0.31405386416474124,0.14510815059660986,0.19408033263437133,0.06696800390576332,289,56.013141922652
9,0.30051999999999995,0.33997999999999995,0.29319,0.32250999999999996,0.18331999999999998,0.3998258556590617,0.31405386416474124,0.14510815059660986,0.19408033263437133,0.06696800390576332,309,94.69293055203715
10,0.30132,0.32147,0.26061,0.33623,0.25272,0.4528056084510169,0.3110273999437319,0.15751748534896282,0.22966623061766828,0.059890733727402945,229,1115.778488248736
11,0.30132,0.32147,0.26061,0.33623,0.25272,0.4528056084510169,0.3110273999437319,0.15751748534896282,0.22966623061766828,0.059890733727402945,249,11.410979280041344
12,0.30132,0.32147,0.26061,0.33623,0.25272,0.4528056084510169,0.3110273999437319,0.15751748534896282,0.22966623061766828,0.059890733727402945,269,28.020058969872906
13,0.30132,0.32147,0.26061,0.33623,0.25272,0.4528056084510169,0.3110273999437319,0.15751748534896282,0.22966623061766828,0.059890733727402945,289,56.85432405445416
14,0.30132,0.32147,0.26061,0.33623,0.25272,0.4528056084510169,0.3110273999437319,0.15751748534896282,0.22966623061766828,0.059890733727402945,309,95.06677425252603
15,0.30158999999999997,0.33174,0.28656,0.29803,0.24201999999999996,0.4104351093568857,0.35572594843863947,0.3017734035756456,0.1582242146313414,0.044372621578798885,229,1307.677331424632
16,0.30158999999999997,0.33174,0.28656,0.29803,0.24201999999999996,0.4104351093568857,0.35572594843863947,0.3017734035756456,0.1582242146313414,0.044372621578798885,249,1168.0406722604353
17,0.30158999999999997,0.33174,0.28656,0.29803,0.24201999999999996,0.4104351093568857,0.35572594843863947,0.3017734035756456,0.1582242146313414,0.044372621578798885,269,28.248601118433196
18,0.30158999999999997,0.33174,0.28656,0.29803,0.24201999999999996,0.4104351093568857,0.35572594843863947,0.3017734035756456,0.1582242146313414,0.044372621578798885,289,56.68677673850609
19,0.30158999999999997,0.33174,0.28656,0.29803,0.24201999999999996,0.4104351093568857,0.35572594843863947,0.3017734035756456,0.1582242146313414,0.044372621578798885,309,97.61539133553572
20,0.30205,0.35362999999999994,0.26359,0.29940999999999995,0.19601999999999997,0.39563536673766414,0.3263925259888564,0.144318276692775,0.20549193192924867,0.06476633432960047,229,1463.5608530324944
21,0.30205,0.35362999999999994,0.26359,0.29940999999999995,0.19601999999999997,0.39563536673766414,0.3263925259888564,0.144318276692775,0.20549193192924867,0.06476633432960047,249,1334.50146981704
22,0.30205,0.35362999999999994,0.26359,0.29940999999999995,0.19601999999999997,0.39563536673766414,0.3263925259888564,0.144318276692775,0.20549193192924867,0.06476633432960047,269,24.42733125521639
23,0.30205,0.35362999999999994,0.26359,0.29940999999999995,0.19601999999999997,0.39563536673766414,0.3263925259888564,0.144318276692775,0.20549193192924867,0.06476633432960047,289,53.81371033262885
24,0.30205,0.35362999999999994,0.26359,0.29940999999999995,0.19601999999999997,0.39563536673766414,0.3263925259888564,0.144318276692775,0.20549193192924867,0.06476633432960047,309,99.3902217774511
25,0.30289,0.30157999999999996,0.28503999999999996,0.28986999999999996,0.25605999999999995,0.34870854238772764,0.29476431198687936,0.2273589673722559,0.21975123450900433,0.07191012020512587,229,6.284013173515626
26,0.30289,0.30157999999999996,0.28503999999999996,0.28986999999999996,0.25605999999999995,0.34870854238772764,0.29476431198687936,0.2273589673722559,0.21975123450900433,0.07191012020512587,249,11.79373022119824
27,0.30289,0.30157999999999996,0.28503999999999996,0.28986999999999996,0.25605999999999995,0.34870854238772764,0.29476431198687936,0.2273589673722559,0.21975123450900433,0.07191012020512587,269,29.848012957025453
28,0.30289,0.30157999999999996,0.28503999999999996,0.28986999999999996,0.25605999999999995,0.34870854238772764,0.29476431198687936,0.2273589673722559,0.21975123450900433,0.07191012020512587,289,56.778636185727095
29,0.30289,0.30157999999999996,0.28503999999999996,0.28986999999999996,0.25605999999999995,0.34870854238772764,0.29476431198687936,0.2273589673722559,0.21975123450900433,0.07191012020512587,309,91.53906938698215
30,0.30301,0.36101999999999995,0.32153999999999994,0.27991,0.18891,0.27610665893208536,0.4452228189742022,0.16092641482867118,0.2719244844728334,0.02538904160789617,229,1423.4777695949242
31,0.30301,0.36101999999999995,0.32153999999999994,0.27991,0.18891,0.27610665893208536,0.4452228189742022,0.16092641482867118,0.2719244844728334,0.02538904160789617,249,1318.9327752363936
32,0.30301,0.36101999999999995,0.32153999999999994,0.27991,0.18891,0.27610665893208536,0.4452228189742022,0.16092641482867118,0.2719244844728334,0.02538904160789617,269,1207.6162972337947
33,0.30301,0.36101999999999995,0.32153999999999994,0.27991,0.18891,0.27610665893208536,0.4452228189742022,0.16092641482867118,0.2719244844728334,0.02538904160789617,289,1041.161644225366
34,0.30301,0.36101999999999995,0.32153999999999994,0.27991,0.18891,0.27610665893208536,0.4452228189742022,0.16092641482867118,0.2719244844728334,0.02538904160789617,309,103.23395521984642
35,0.30394999999999994,0.35739999999999994,0.28891999999999995,0.31085,0.22311,0.2108547600131801,0.17949260879986326,0.2978032479011071,0.24889342432943798,0.07594762302304385,229,1213.8198336359947
36,0.30394999999999994,0.35739999999999994,0.28891999999999995,0.31085,0.22311,0.2108547600131801,0.17949260879986326,0.2978032479011071,0.24889342432943798,0.07594762302304385,249,1074.6840758103776
37,0.30394999999999994,0.35739999999999994,0.28891999999999995,0.31085,0.22311,0.2108547600131801,0.17949260879986326,0.2978032479011071,0.24889342432943798,0.07594762302304385,269,27.258943503769014
38,0.30394999999999994,0.35739999999999994,0.28891999999999995,0.31085,0.22311,0.2108547600131801,0.17949260879986326,0.2978032479011071,0.24889342432943798,0.07594762302304385,289,55.88233801450429
39,0.30394999999999994,0.35739999999999994,0.28891999999999995,0.31085,0.22311,0.2108547600131801,0.17949260879986326,0.2978032479011071,0.24889342432943798,0.07594762302304385,309,101.58679721763298
40,0.30408999999999997,0.34931999999999996,0.30824999999999997,0.31157999999999997,0.21994,0.1670874312785831,0.46521078597229704,0.2692638565862318,0.28385573765181266,0.07416500233902075,229,1323.9247210904439
41,0.30408999999999997,0.34931999999999996,0.30824999999999997,0.31157999999999997,0.21994,0.1670874312785831,0.46521078597229704,0.2692638565862318,0.28385573765181266,0.07416500233902075,249,1257.8326376371697
42,0.30408999999999997,0.34931999999999996,0.30824999999999997,0.31157999999999997,0.21994,0.1670874312785831,0.46521078597229704,0.2692638565862318,0.28385573765181266,0.07416500233902075,269,1162.8242802571824
43,0.30408999999999997,0.34931999999999996,0.30824999999999997,0.31157999999999997,0.21994,0.1670874312785831,0.46521078597229704,0.2692638565862318,0.28385573765181266,0.07416500233902075,289,1056.7517751692574
44,0.30408999999999997,0.34931999999999996,0.30824999999999997,0.31157999999999997,0.21994,0.1670874312785831,0.46521078597229704,0.2692638565862318,0.28385573765181266,0.07416500233902075,309,873.7726070478901
45,0.30491999999999997,0.30661999999999995,0.31157999999999997,0.26025,0.19283999999999998,0.4600558194420064,0.2178056503669269,0.16818078305073345,0.2812158959205751,0.053897669412832756,229,1354.5085340571895
46,0.30491999999999997,0.30661999999999995,0.31157999999999997,0.26025,0.19283999999999998,0.4600558194420064,0.2178056503669269,0.16818078305073345,0.2812158959205751,0.053897669412832756,249,11.251895736189438
47,0.30491999999999997,0.30661999999999995,0.31157999999999997,0.26025,0.19283999999999998,0.4600558194420064,0.2178056503669269,0.16818078305073345,0.2812158959205751,0.053897669412832756,269,28.42208004237169
48,0.30491999999999997,0.30661999999999995,0.31157999999999997,0.26025,0.19283999999999998,0.4600558194420064,0.2178056503669269,0.16818078305073345,0.2812158959205751,0.053897669412832756,289,55.80031597975143
49,0.30491999999999997,0.30661999999999995,0.31157999999999997,0.26025,0.19283999999999998,0.4600558194420064,0.2178056503669269,0.16818078305073345,0.2812158959205751,0.053897669412832756,309,95.31881170396815
50,0.30499999999999994,0.31015,0.29843,0.33176,0.22572,0.42696426010239846,0.46255015808569544,0.2654807763099701,0.16579037518386477,0.07897408724405323,229,1105.256447012811
51,0.30499999999999994,0.31015,0.29843,0.33176,0.22572,0.42696426010239846,0.46255015808569544,0.2654807763099701,0.16579037518386477,0.07897408724405323,249,11.274567179204595
52,0.30499999999999994,0.31015,0.29843,0.33176,0.22572,0.42696426010239846,0.46255015808569544,0.2654807763099701,0.16579037518386477,0.07897408724405323,269,27.715545158240648
53,0.30499999999999994,0.31015,0.29843,0.33176,0.22572,0.42696426010239846,0.46255015808569544,0.2654807763099701,0.16579037518386477,0.07897408724405323,289,56.784735316031984
54,0.30499999999999994,0.31015,0.29843,0.33176,0.22572,0.42696426010239846,0.46255015808569544,0.2654807763099701,0.16579037518386477,0.07897408724405323,309,96.14759242898941
55,0.30563999999999997,0.38243999999999995,0.34458,0.30545,0.23483999999999997,0.19033466743776495,0.38472679240259744,0.26868184423603764,0.22696403042033844,0.030271293779810176,229,1193.2948688255683
56,0.30563999999999997,0.38243999999999995,0.34458,0.30545,0.23483999999999997,0.19033466743776495,0.38472679240259744,0.26868184423603764,0.22696403042033844,0.030271293779810176,249,1121.0476252816666
57,0.30563999999999997,0.38243999999999995,0.34458,0.30545,0.23483999999999997,0.19033466743776495,0.38472679240259744,0.26868184423603764,0.22696403042033844,0.030271293779810176,269,1002.6663026345811
58,0.30563999999999997,0.38243999999999995,0.34458,0.30545,0.23483999999999997,0.19033466743776495,0.38472679240259744,0.26868184423603764,0.22696403042033844,0.030271293779810176,289,914.6602780958468
59,0.30563999999999997,0.38243999999999995,0.34458,0.30545,0.23483999999999997,0.19033466743776495,0.38472679240259744,0.26868184423603764,0.22696403042033844,0.030271293779810176,309,97.140240914
60,0.30613,0.32831,0.26183,0.34465999999999997,0.20799,0.39094601008752866,0.2145463812058399,0.27055259821880445,0.19052590006711442,0.046620852142977266,229,1055.3840325102515
61,0.30613,0.32831,0.26183,0.34465999999999997,0.20799,0.39094601008752866,0.2145463812058399,0.27055259821880445,0.19052590006711442,0.046620852142977266,249,11.379868121139513
62,0.30613,0.32831,0.26183,0.34465999999999997,0.20799,0.39094601008752866,0.2145463812058399,0.27055259821880445,0.19052590006711442,0.046620852142977266,269,31.222979193190085
63,0.30613,0.32831,0.26183,0.34465999999999997,0.20799,0.39094601008752866,0.2145463812058399,0.27055259821880445,0.19052590006711442,0.046620852142977266,289,57.47885268467334
