,sigma_C,sigma_F,sigma_H,epsilon_C,epsilon_F,epsilon_H
10447,0.829047405886658,0.0850960156661963,0.691234411309343,0.735864928142869,0.816578864689972,0.878959913707796
18742,0.645635246701985,0.219909064361076,0.686618978485805,0.844022959225903,0.929891547542649,0.453409797676717
12039,0.795128161959498,0.217519592026628,0.599549475038295,0.976833906494665,0.65542098647798,0.841102200605041
4469,0.574654739527325,0.265419421965845,0.871965555742876,0.981068654267372,0.808255567154995,0.906380765970476
16017,0.845148002241537,0.0388616437883551,0.730474382753768,0.929657948538402,0.691048377579926,0.531862942919283
14162,0.686020513633153,0.186184042949516,0.854505015629358,0.813229719346385,0.933825224622884,0.814672316580226
1694,0.885023881863666,0.0470828286608125,0.322721885149816,0.746776002603338,0.846665441356091,0.68624087456156
18716,0.856647036675594,0.0590801119128984,0.649164712688927,0.700588897238834,0.942881183047827,0.674883180460452
14454,0.715947771753994,0.324630380302388,0.431750792674191,0.751806799253524,0.949072574052383,0.847870425671292
18608,0.880956006606768,0.0720360682842414,0.46288631175392,0.659114608005796,0.879086570343557,0.955018778464386
16709,0.776640494031897,0.186532237166011,0.271251226353212,0.957958813126088,0.612987260345842,0.676548662274605
238,0.757942926633981,0.294134604713161,0.465219506786745,0.742370825438212,0.992248530403463,0.83342119976985
6957,0.819460057570954,0.199958390395398,0.590958987781088,0.871989373176746,0.74446641434426,0.937216415684265
20460,0.934138631779037,0.045078595294991,0.410275432600644,0.975656895321406,0.599856987725668,0.969219782056993
11215,0.73102630224014,0.302909690692802,0.409949391993278,0.85439107796526,0.752949916459978,0.971370528655746
9311,0.591352444074193,0.385822447345393,0.183930786432133,0.962072185039062,0.781158568010351,0.591689964321181
426416,0.71477670100503,0.103939189301869,0.554901109555158,0.763166841256571,0.937188713731095,0.0529065521073619
118876,0.741930173675428,0.12188226021263,0.429995489039777,0.830731981952523,0.783458737554776,0.249087538106406
408110,0.824059199983498,0.124687038413182,0.0244411819865633,0.865047272013182,0.767641601371035,0.657886560194242
948783,0.680145761359711,0.226364777575155,0.10286042471594,0.89289329986144,0.812651045797766,0.152597629805854
237105,0.763541601848629,0.0855335518822345,0.0687128680220234,0.969844005817868,0.675928474645568,0.0717942848142806
424379,0.646150315166414,0.281661886737095,0.00861172990987122,0.889195413660277,0.948326727343916,0.0733079853017203
241360,0.760827747881919,0.14165262323253,0.402089034966256,0.785437116324574,0.877971951286266,0.315843903876258
938553,0.693393660637773,0.141902210521046,0.46161487919332,0.824198065149986,0.832864297478959,0.0704033177944223
6298,0.657934385957635,0.180165266404721,0.659162732482747,0.942071821603888,0.73958369358229,0.320917617915186
542553,0.702399362333531,0.211722270712865,0.0556206872761345,0.836028732796339,0.86132322762842,0.204669089170815
356018,0.747901686412784,0.0277813273810072,0.890612168676091,0.96599973686365,0.710220956236222,0.416746823529162
349025,0.7724423564326,0.025553267682356,0.688954015381225,0.915321338774381,0.681950721687551,0.269234562547655
33650,0.666545457353604,0.197737219002153,0.65011386965418,0.845107990465304,0.893046610851215,0.338482525099945
486183,0.696975469559549,0.278793668375346,0.15263368633964,0.851180224874345,0.809766646686731,0.557778887260642
716745,0.695366551757183,0.169677271311647,0.099560640542048,0.998293958905865,0.630431629927844,0.116820032288237
154446,0.656029391601827,0.277035617462042,0.0350395901155781,0.911740666638353,0.872459613177804,0.163838735878411
174408,0.778694514061444,0.00138184529329884,0.630363826846896,0.902150480492951,0.697173665566887,0.119195033338387
144867,0.795954437987637,0.0478328017965815,0.322837465207998,0.722550568586908,0.952684571564246,0.0551928816795714
655098,0.682263770406216,0.220267531435,0.311157683101298,0.859048751793216,0.843960526037017,0.171679469444047
109364,0.682858859820775,0.158702028174877,0.392026735534816,0.959330017169348,0.66124186127153,0.125287654362758
780262,0.636379921000392,0.228627280659673,0.384432522119466,0.879933751302094,0.851285771584186,0.0489042370710793
831755,0.664081609198512,0.135374091360621,0.688106262188081,0.908985622085542,0.759549282451738,0.269149559712935
388621,0.715698246070319,0.025252512451711,0.843871621653496,0.740297555311222,0.978158038308346,0.326382533988373
632796,0.594068746075027,0.364155842250074,0.154888585630779,0.913633321730297,0.906582981159612,0.342577615448531
128539,0.570745150808049,0.232725505547864,0.740004402917002,0.993602077066222,0.836287681155691,0.361097754035423
681211,0.732968270815028,0.131893455019673,0.462754851756238,0.749707521899057,0.970438887495505,0.155021847746264
412277,0.800613561048232,0.114331671575265,0.072015927730264,0.805983934323551,0.798998239950724,0.522734696546557
539561,0.652576820742303,0.174950953116707,0.413201918843199,0.932043428095956,0.704049053324959,0.0523858550613689
291893,0.706966025625593,0.0928602782168965,0.773959837246637,0.951247409372306,0.682490372905966,0.376115375891461
330719,0.606329956338664,0.246551703659616,0.435066806541208,0.936264583027965,0.757084572279344,0.166555159315991
650109,0.692928830464582,0.208196878968099,0.0473710235554991,0.819348225267365,0.883313276837719,0.195070954644242
952157,0.8301353366403,0.00189193694140444,0.363088696233824,0.918688740438022,0.662742280813177,0.24069206266161
3256,0.706617180142288,0.189662287885289,0.499759497333737,0.722323201724577,0.968366153868036,0.35137198796721
386532,0.616561035604207,0.240047349730791,0.518310238847907,0.825118793490533,0.927573949678609,0.228773660490553
618625,0.631779943816395,0.340244190407218,0.0873059425465915,0.962027966163861,0.729804986111375,0.567432162197174
814980,0.827362666381033,0.0508367080299834,0.293456098975795,0.705320198744482,0.937436139201658,0.375176290299436
587130,0.746009954337003,0.0835676498359001,0.543136821402099,0.776590460516917,0.908352032628836,0.0495099876970997
847113,0.712240459053144,0.0555749644364894,0.898335244166153,0.836956926129487,0.955885869876178,0.357458547107947
41948,0.682252195888687,0.153781401198856,0.59031866180648,0.937300530834022,0.716939521589375,0.180930583641446
697394,0.674706875680026,0.154555242796105,0.724723628063498,0.758002351380803,0.965744344274249,0.405312069967074
311635,0.777059631933562,0.116817463379509,0.0348088913044443,0.797657374308492,0.995477795368427,0.0134818554063579
354063,0.703489561477814,0.15852014075152,0.504283055130163,0.750201601688924,0.899947286941842,0.302011529107569
570753,0.721901162748974,0.203209041024232,0.48041803270904,0.750034261123993,0.911494524290625,0.448307039854179
876673,0.59076098947357,0.12419610990415,0.764191180512632,0.900927702900971,0.856017338707189,0.126339938912673
957977,0.745175455493027,0.202491817150597,0.178273801506272,0.961096592921652,0.690993137848422,0.408447938935967
620115,0.68048936117617,0.222174882660425,0.454426166924826,0.751486398384524,0.947338213500615,0.37637692285089
212983,0.838591109785718,0.0512858910460455,0.287095793989415,0.779092123604591,0.847911032200978,0.357484731361356
62551,0.677619829072247,0.127720546519452,0.607426803876279,0.936614489934722,0.736735187310247,0.0401507751200697
884501,0.809280115675415,0.0918828100946336,0.303415258222191,0.708799819072851,0.973115444435981,0.364083520416253
666771,0.597952580284671,0.21594895552955,0.555476882428544,0.916485696589018,0.884144627372025,0.0349078478438515
480782,0.64855209012145,0.0790974713510162,0.699925251822316,0.943392307535524,0.732344419365354,0.0213569007391591
675107,0.732653002485166,0.159517900202794,0.0380154797292485,0.861363154436188,0.85524950748502,0.0552301898961804
123517,0.758825324805421,0.0728690190672682,0.225430126007397,0.770706536957837,0.851396773548803,0.0945858553766702
154865,0.920659389541963,0.0133818834505867,0.0394696900863678,0.739700405234333,0.97670074631376,0.664664499309466
580026,0.747722069732624,0.110877390355617,0.157364275714423,0.980191630536404,0.596385662035696,0.203839990181147
480271,0.523198863364046,0.344241911994553,0.164981047844994,0.969643419872412,0.822708464475088,0.0636073439276521
49858,0.523162639702396,0.319510216275611,0.225814043037889,0.969485240971821,0.798714433521476,0.0129381583470581
877215,0.667308708465617,0.172165313043534,0.680637504507385,0.801542381143549,0.962479317776447,0.251584558769852
854206,0.766676328018649,0.1150818204901,0.637461110006362,0.945648414115946,0.712944243214308,0.361646861732789
774225,0.667459111183139,0.210950657745218,0.192790998459347,0.852498665160757,0.787914982558737,0.183685329142521
369946,0.613444383420256,0.210916741699888,0.776554894328456,0.904872421281811,0.838302826528922,0.51827835582351
92030,0.599230042603308,0.140706535636577,0.885458602135886,0.898342301428524,0.964981483809573,0.45281834321497
269905,0.638116698983515,0.256552445191275,0.370196763817427,0.871026499841647,0.942584753690374,0.0631619126647861
939927,0.51371695379815,0.281151488000485,0.613953612764868,0.998923020214882,0.946667488679722,0.0804684473031842
501783,0.651851807607014,0.219013557291213,0.66835556130561,0.910179825059405,0.809230403183553,0.395973393432417
857668,0.555982032298482,0.150426649029957,0.799170732421518,0.945411840910739,0.892499762363071,0.120234985524861
855817,0.590131766822132,0.350413120685128,0.306388486023916,0.989100717220959,0.701929007736161,0.547098140898971
451069,0.767125774563742,0.0915007073934999,0.0929125773512792,0.966325496216205,0.630130571617242,0.160636167118875
731150,0.660100113534236,0.137025373704805,0.599405511832268,0.870167358959017,0.786523694786797,0.160095027011993
642744,0.5134042341899,0.28268753219167,0.536650491485027,0.9882304596733,0.931192198109093,0.04345699023011
42726,0.780043962465915,0.195511507274343,0.0215832101923831,0.845998415353591,0.903541915279314,0.427458936336939
408324,0.614447313698367,0.109176669975933,0.833546525797699,0.940936594582816,0.796754948794972,0.22700553642427
211459,0.741475185527961,0.0928626531102071,0.229840996102286,0.755808406042369,0.861977260017184,0.0545022077884399
877707,0.612119911736885,0.247756969142241,0.419258178286626,0.919691183217628,0.858945180556088,0.00624953381792315
667245,0.69207212049627,0.162695794466617,0.251013633969476,0.759143458386358,0.896598892050677,0.0896059547610637
69620,0.682001826165053,0.0675777146222421,0.721143580892919,0.835341897744456,0.810384116676811,0.183756016466419
66522,0.847329767594083,0.0188793837241795,0.0230589908257953,0.885269693694851,0.811095686931923,0.223806789674375
901129,0.848216209822983,0.0388320139786642,0.10871836172249,0.740273768987695,0.865764907269747,0.538911263186326
491408,0.547120124127656,0.145274953473994,0.762609467080706,0.985251758996227,0.776306168338659,0.138311473307694
946035,0.649609616957813,0.140594688061762,0.833551139711914,0.928643292586967,0.838988542320243,0.428418494325805
736047,0.860642684405582,0.0139311952530283,0.242993855258405,0.841290370473076,0.75089886231819,0.427609687252192
717311,0.725538837577309,0.199583891452831,0.0491491051497592,0.801374849672166,0.860168063719565,0.318322689095707
256720,0.564510844727266,0.0428028376206381,0.959101476046373,0.981279228158802,0.841899414996539,0.220374905122532
611998,0.718491589303541,0.111170303654136,0.383181426647754,0.731240542722647,0.969237912136207,0.025356422651714
10760,0.666757501949775,0.212555832343591,0.29805494151795,0.881986314282404,0.798955491570381,0.173716795775237
446355,0.740267655159144,0.119313274505947,0.496836169425346,0.689573124517417,0.967049770636465,0.237854397075045
643195,0.75372774335225,0.000447629117238544,0.841380372200692,0.681956229337859,0.98273543445291,0.44587990243429
298340,0.716054933957366,0.181027855696129,0.00307595869578966,0.934990337766067,0.826809830357833,0.00543816758054179
484540,0.847466798266647,0.019409274852546,0.267702562329688,0.768505023405998,0.840211343382139,0.442844996331289
120771,0.905480449236595,0.064454024782376,0.0264017012391257,0.733322130096034,0.99545529762411,0.684169866706539
228816,0.629566370925296,0.250988704777053,0.246484266230251,0.892945279631187,0.822627088683588,0.137102223921648
432444,0.747883082612135,0.154984366680445,0.129526572183811,0.936462528733596,0.686996327334613,0.374279277967047
970366,0.64612401198788,0.0979905553306377,0.696899937670859,0.854202724426619,0.809422601603893,0.123564704151474
595014,0.787177290963178,0.0392218197614875,0.488432444164705,0.664500455063746,0.933213019589143,0.30452289919405
506605,0.826837247074974,0.106196806406431,0.00873804792744364,0.774517155125638,0.830847547041336,0.647044806314107
675534,0.758278764230237,0.140850371624931,0.335692014969462,0.889847993021029,0.795525905533361,0.193288941434087
87325,0.829773549621486,0.00246593109575628,0.550681024936783,0.73497403712462,0.943664601013847,0.123780705899079
525203,0.749601162878046,0.0947061300807309,0.385993061982786,0.682871929303645,0.989422093341537,0.0676959670108696
782782,0.763958785775061,0.0779534322907838,0.600126680223968,0.997389444521458,0.66730163801472,0.129495681327561
5291,0.769408365950124,0.110397922963812,0.469269852912296,0.654407265933917,0.966327897738634,0.396213238451748
