,sigma_C1,sigma_H1,epsilon_C1,epsilon_H1,sim_liq_density_210K,sim_liq_density_230K,sim_liq_density_250K,sim_liq_density_270K,sim_liq_density_290K,sim_vap_density_210K,sim_vap_density_230K,sim_vap_density_250K,sim_vap_density_270K,sim_vap_density_290K,sim_Pvap_210K,sim_Pvap_230K,sim_Pvap_250K,sim_Pvap_270K,sim_Pvap_290K,sim_Hvap_210K,sim_Hvap_230K,sim_Hvap_250K,sim_Hvap_270K,sim_Hvap_290K,sim_Tc,sim_rhoc,mse_liq_density,mse_vap_density,mse_Pvap,mse_Hvap,mse_Tc,mse_rhoc,mape_liq_density,mape_vap_density,mape_Pvap,mape_Hvap,mape_Tc,mape_rhoc,is_pareto
20,0.5802974899819642,0.6984473168030053,0.7175548138396051,0.5117652393660368,512.4007021477777,482.8273654566666,449.9228576933333,408.9519574955556,352.7717847266666,5.951516525222222,12.288877392355555,23.90274970633333,42.404272007888885,75.050604701,3.2254579251111117,6.926494719788889,13.445836634477777,22.931046240844445,36.46590716478779,474.7869709865005,437.2833356955455,391.20011837658024,330.8993041815572,244.19181474810853,304.4896780686579,206.02138993063434,2.6661722428290235,1.0218748399424495,0.5217363428268265,380.62555607758975,0.6927597973930564,0.025157154104180963,0.36756689982831703,2.5068362518680454,3.05809646459183,5.692296686118226,0.2726046375112529,0.07692796069728619,True
21,0.5883881781142332,0.7009004288333559,0.9829924600947637,0.09880098400588846,519.21064686,488.5508848555556,454.32741393,412.82800511666665,351.8011699255555,6.604662560933334,13.520851563333332,25.56721472344445,44.87938782766667,76.74442169222223,3.5629853798222224,7.542891797477777,14.288052236266669,23.972755075966667,37.47252111095556,459.63728570660567,422.6240502098382,377.8389483203148,318.0840696065604,234.48706401100065,303.2370394365086,207.60714113439022,39.04165442149685,2.5519351843238867,2.168304797479751,41.59742890100213,4.347060551314346,2.03673181746858,1.203714867725406,5.6281510658527605,7.872538652612985,1.9255687378712811,0.6828726929246477,0.6921821390970082,True
22,0.5904727730916594,0.6988565543210307,0.6873903264962559,0.5739781744559391,512.412302138889,482.8145003388888,449.5465972922223,412.61052465222224,360.5468090333333,5.677147107044445,11.720991176533332,21.21125593544445,39.48441500555556,71.61787268900001,3.0848612678777774,6.606721108311112,12.204115299700002,21.74222209522222,35.076679537333334,481.82160976549227,444.2860583042867,400.85765345281953,342.629319208725,257.1376542547673,307.0014696049085,206.2271168485641,23.530081382981745,8.998281242642847,0.20023576949116295,848.0995653083221,2.8206181538114814,0.0022199974186111427,0.972786415968717,8.01256619951082,4.251809175555509,8.751598997438899,0.5500650476901404,0.022852288565373642,True
23,0.591988270740675,0.712900001050572,0.48659557019490507,0.999354917689717,500.5852727288889,472.46756361,438.5321407211111,399.4330993788889,347.61742428,5.57034439431111,12.010561234733332,22.50371675822222,40.39270946322223,75.47386302422223,3.021464812311111,6.744059724011111,12.727819026622225,22.01427492222222,35.72019627989778,484.5266514561515,446.80518045728553,398.8513952245659,337.63473023779966,246.87567248784651,304.6336616013766,202.66932832147168,69.60914211876711,1.595514439364088,0.11348320125721963,728.7316470399021,0.4738097510194083,12.32481563442089,1.794701362580315,5.371947901178463,3.4603625921018253,7.657669158589968,0.2254467082697567,1.7027217375731523,True
24,0.5984029611250131,0.7244972766892479,0.8657227824760633,0.27405057728414456,509.0084707277777,479.5985868311111,445.1952435844444,408.8148269666667,352.6216577511112,5.606139324144444,12.116901792355554,21.992628564222223,41.08079389144444,69.22963291033332,3.0490232155111108,6.809917358922222,12.571580213144443,22.37852560952222,34.603516940977784,472.80670726809853,436.2700112104907,391.4413169280657,333.39517729519787,252.1194471511327,305.89507940993917,202.75761064191536,3.201522297142181,13.606898413485393,0.13938534085999427,446.1252879288497,0.3284200100962258,11.71274891833102,0.3825748660516799,6.813126978355396,3.5185768049275796,6.4298347702177505,0.18769672998970555,1.659903656069766,True
25,0.5994836178145153,0.682316145839526,0.7146811248857351,0.4913884351609197,514.6842324266667,486.0843338222222,452.0846011555556,412.2379905922222,363.8516366744445,5.963629640044445,12.142766538144445,23.07811311755556,40.89364749855556,77.57247939955555,3.234009530788889,6.8539697554,13.09213804923333,22.396675621177778,36.93016664376668,475.4890155446593,439.4345509470602,393.2730396979874,335.31874735007193,247.8190050220963,305.8891620942779,210.4197301777304,46.979451398305756,0.43611895935665845,0.6529589428853981,485.37255597705996,0.3216728411856662,17.975311979957795,1.480841253458245,2.819747442554364,2.450700544992889,6.540660271054219,0.18575867257448722,2.056324656964979,True
29,0.6613698224817622,0.6583189493714994,0.5562209856077551,0.7208466374375474,508.5106502044444,479.0316236022222,446.4664334633333,406.4033846633333,354.1737379888889,5.969881829122223,11.73113118598889,22.94267878622222,41.22641690299999,73.68532354344444,3.233326146855556,6.622310888677778,12.986582767400002,22.224388871544445,35.8321328683,474.9999143094725,438.9130609654806,393.38320947529763,331.9337775601213,248.70553176325845,305.3602028288583,205.06759273816175,4.260699154672636,2.9162258392202567,0.12480154974927271,458.1482734847511,0.0014594561327756989,1.2374499161904884,0.4681359910449616,4.227014923085772,2.2395472514238985,6.362619291368213,0.01251230794318416,0.5395320893579674,True
30,0.6625008029438341,0.6775666033120492,0.7699356890992717,0.3128175206296239,506.7718232222222,477.2276172288888,444.88502165222224,405.2391538355556,353.22239330111114,6.430388323055556,12.527660283355557,23.857337884444444,41.621203413777785,74.80173485822223,3.4606186235000003,7.035121257244445,13.383058263777778,22.497212988433333,35.98365812551111,464.636144503013,429.12385075686944,383.7435036778011,326.1254942496372,242.81231963180588,305.2260589946584,205.21589061713837,9.97217439185609,1.2334853581487564,0.19893070327860587,173.76505035428892,0.009204676505959795,0.9295069021218452,0.6847709864036262,1.920481845421762,2.2350910675107407,4.025072040462621,0.031422892992190206,0.46760567604114667,True
31,0.67309854045578,0.6577659536954961,0.463331597732536,0.9173050698015065,503.39413066,474.9245690955555,442.2866640222223,402.5727777988889,350.2452775222222,5.733093491688889,12.531138050644444,23.12855318388889,41.52505423922222,77.92663326377777,3.1129186566888887,7.023526300133333,13.044142561066666,22.424145225044445,36.67272453058889,474.84366842351255,437.11302162540284,391.36469321288007,331.14971191301464,241.0420497849318,304.58217745818223,205.41678464786872,30.229514935490606,0.2633328853991467,0.4897744018740677,361.74420351089077,0.5473373933817106,0.5824976737288783,1.1113378040790733,2.6949339744299543,2.620646754592464,5.432654641146231,0.24230895311106734,0.3701694403585619,True
32,0.6792382271415655,0.6230497719387955,0.9452824226882367,0.03481654746251673,514.5548275622222,484.69385337,450.5080073022222,410.3975892022222,354.03771134000004,6.987097014622223,13.750443530444446,25.69925316100001,44.99241168533334,80.37168594277777,3.756601929066666,7.674864198700001,14.32176558027778,24.1605995722,38.0426190353,446.91868543164765,412.78911881049817,367.89605058407255,312.10465171151986,227.77008318225245,303.529268804958,209.51692317398192,9.81750401360766,4.911917872402727,2.9831104656415888,14.354700147526207,3.213885137676699,11.135056269057541,0.6986315372302703,8.078267120514612,9.955707723402437,0.9370178190198662,0.5871608318568576,1.6184514375700434,True
33,0.7184266914377214,0.6640026208611921,0.6122181469238472,0.5166669799799584,495.4382498122222,466.8226638688889,433.5352001677778,394.7314150255555,341.4838020888889,6.339459693833334,13.129704129555556,23.321755910777775,42.974905926888894,77.16076331377779,3.409267787922222,7.299876858866667,13.147795751366669,23.00173005928889,36.28489831062223,462.37759808978404,425.6567550704089,381.2071279988434,320.4948725951028,233.20375093401069,303.62775078755334,201.53867311614988,182.1186755253933,0.21521908457974806,0.43884717383489125,70.93097251452033,2.870480393876141,21.541915242749926,3.033812750828922,1.7009025880101902,2.949882504583114,2.4132560300594053,0.5549057101835649,2.2511043184839106,True
36,0.7532941512030391,0.6067461551517933,0.6583289465097106,0.3869989720341264,498.9861681111112,470.0171516666667,436.4040091311111,397.3540875000001,345.04524828555554,6.801684751433333,13.325725637333331,24.783964584111114,43.83237639288888,80.6610800521111,3.6506968510888886,7.416206628,13.836745351133334,23.456623749666665,37.17009560181111,452.134269024809,416.98271190387925,371.95789190972357,313.8458270260154,226.93286202923684,303.27724366757565,204.77359136068094,108.1649820885146,3.416728833038344,1.3682529097639997,0.24380155904657336,4.181028458989504,1.9779852607513118,2.302593915403641,5.561553456644103,6.703195654722435,0.1355323887895814,0.6697048795777429,0.68212660748815,True
37,0.7547877013759521,0.5593354734063207,0.6629525401348975,0.4181804931033136,511.4041843244445,482.5110505133333,449.18428472777777,411.4471468922223,359.64165223888887,6.1658421065,12.4677770963,22.676996478,39.608687345,70.84362470566667,3.330419931311112,7.006588414,12.856845498944445,21.8260978798,34.99303576068889,461.9462011578799,427.11285723946935,384.8910187149598,330.65375737447346,249.74957889176122,307.012620730845,205.5100632670109,17.399217382156174,9.523548710088129,0.02509891394389775,241.2977846368044,2.8581984555629227,0.4488152262081092,0.7959066593534782,4.166584507882367,0.6337799125204583,4.773940212282343,0.5537172987354374,0.32492808855810473,True
38,0.7582888918336391,0.5868128667596134,0.7502565748130355,0.2398170334185145,502.15990739888895,474.26420489888886,439.8188355733333,401.07301571444447,345.4199652344444,6.555605459322222,13.477928250444444,24.126254815444447,43.070320281,72.01467758322222,3.526372594977778,7.482374143455554,13.51845496091111,23.185283922422222,35.73759258653333,451.1351549552797,416.6134434562542,372.7762940500958,315.72947136077676,237.4901940078762,304.4835002158463,201.3930273227988,52.942881917698706,5.805153748139957,0.4079221164949919,27.69538926269766,0.7030818880258445,22.915107412271016,1.645568281998885,4.547010497283845,4.597490344462023,1.2323560617999034,0.27462802685483706,2.3217444355423513,True
39,0.7787184759173601,0.48041908402555605,0.5357643134475611,0.6932235396663873,518.5302474455555,488.5081943788889,455.6106495366666,416.50433206777774,360.7123335055556,6.821633416544444,12.859666427788888,24.96648389455555,43.90405605744444,74.98243889433331,3.665261352088888,7.227617191333334,13.964465150877778,23.637218334611116,36.51473061011112,455.2369229739432,422.33582823192404,377.32061384821964,321.22133622193627,241.61484030813094,305.4411821020696,209.80941921817552,68.02490310316126,2.10788889178855,1.054792935354645,72.86727242661803,0.014204373453728818,13.172683861261756,1.920209390747311,4.764113804567771,6.238776516630836,2.52021417842918,0.03903488843568466,1.7603158493430564,True
41,0.7855778089887752,0.6257659599900434,0.3818638972300121,0.9889911092202253,489.36744187444447,461.2202290955555,427.71594412,388.42654977333336,332.6411912288889,6.2597297188444445,13.379301845111112,24.024669349777778,43.15916026511111,79.28322328733333,3.3760207583111117,7.416735646399999,13.42247026931111,23.1530373779,37.01897661543333,461.6355913395491,424.00174367485704,378.1334930411317,317.5784588964107,225.63260703692256,302.32850923103183,199.0204187636298,396.3010864772913,1.2220120634763934,0.9827607004144199,37.132687842096175,8.960986983897659,51.25960348018425,4.576924240789226,2.5882611712670838,4.061297950293888,1.3396524065308553,0.9804372986447658,3.472490656887283,True
42,0.8100152978305433,0.544290990605872,0.5854168033467833,0.5196485912208452,498.4224910822222,471.2210686911112,438.5935657411111,400.5398037911111,348.6174456455556,6.261745356433333,12.981956263555556,23.715572004222224,41.683742913,74.50945261955556,3.3800591440111107,7.240232298844446,13.313903722044444,22.60020975927778,35.66428205993333,453.6139583368574,419.43030096368835,376.8259678613426,321.27910293574627,238.1167362988793,305.4471075983368,203.224990266374,78.85471278256259,1.5176909220633399,0.13154315665100844,46.56609868817351,0.015651911161601296,8.732082525824485,1.8172792910704338,1.5543607779375823,2.143499128646099,1.9765391832491623,0.04097562518809547,1.4332184177058946,True
43,0.8129392363707113,0.5485292187700394,0.4529296585303208,0.8156537488318163,499.0918867611111,469.4988319455556,436.3500290555556,396.7629810977778,342.1418680066667,6.631786543222222,13.247114514444444,24.797364520111117,43.65672721488889,78.84173448144445,3.562551189755556,7.3767789134,13.861583967455555,23.44757102257778,37.02568373115556,454.6883938309092,419.02932151922835,373.68099669885174,315.4695537806606,228.68721518135516,303.05153776465426,203.0103970248739,121.80772160145094,1.4086113149829962,1.2440187649729229,4.485053927822526,5.154998762131204,10.046383019928292,2.516684561546622,4.349536224698617,6.010288780285402,0.6309571162050814,0.7436287707226295,1.5372989500078138,True
45,0.8440885561874691,0.4182864785137567,0.45166344720788143,0.9651126396937799,514.1404126922222,484.60013124333335,452.15256587888894,414.0438918533333,359.5097587066667,6.612291067122222,12.849642910211111,24.43578924933333,42.808066912222216,72.20204112355556,3.563651542622222,7.219553004466666,13.7106294734,23.102081726522226,35.95444346076667,454.4402953767197,420.4314282937084,377.55111889736696,321.8648492686528,245.72530647589807,306.2466263010082,207.5854815427485,29.726962499568174,5.303991192054397,0.4457842504877256,100.15034157644277,0.8549337965160598,1.9753783670067147,1.2422947916028309,3.8266931356570235,4.413656395048772,2.8108150644290553,0.3028364484079676,0.6816769535107692,True
