,sigma_C1,sigma_H1,epsilon_C1,epsilon_H1
3119,0.8129392363707121,0.5485292187700394,0.4529296585303211,0.8156537488318171
4091,0.6175928522355176,0.6335142159023096,0.8930140277548269,0.1508523920267984
1105,0.5883881781142339,0.700900428833356,0.982992460094764,0.0988009840058893
2795,0.8100152978305434,0.5442909906058726,0.5854168033467836,0.519648591220846
634,0.4964931064686611,0.7490156891559016,0.6798746101783335,0.7564764503925584
631,0.3473049740489317,0.8012155005079915,0.9860307222299908,0.583294167618314
843,0.5747001013096674,0.7334822552287369,0.7986287615538347,0.3887520501192043
4339,0.7797406751252367,0.4215999137541643,0.6826523332718716,0.4086508021999702
3174,0.4999236875101373,0.7978139350148884,0.9425984990333324,0.338005951640189
168,0.5571258754284335,0.6984930386983523,0.5764414004362266,0.8489843649990219
1670,0.7787184759173601,0.4804190840255566,0.5357643134475615,0.6932235396663878
64,0.5802974899819653,0.6984473168030053,0.7175548138396053,0.5117652393660376
920,0.6730985404557805,0.6577659536954963,0.4633315977325363,0.9173050698015064
401,0.6625008029438346,0.677566603312049,0.769935689099272,0.3128175206296252
1616,0.7582888918336398,0.5868128667596135,0.7502565748130355,0.2398170334185157
3365,0.7532941512030394,0.6067461551517938,0.658328946509711,0.3869989720341269
3,0.3952153119575738,0.7648644092855482,0.7442447410519961,0.8661148519946419
149,0.6613698224817629,0.6583189493714993,0.5562209856077553,0.720846637437548
7663,0.785577808988775,0.6257659599900438,0.3818638972300122,0.9889911092202252
1811,0.5919882707406754,0.7129000010505724,0.4865955701949052,0.999354917689718
2,0.4516416121650445,0.7674043477619558,0.8652025232911684,0.5288229502662218
4869,0.7184266914377219,0.6640026208611922,0.6122181469238474,0.5166669799799589
23,0.5650120324686829,0.7424399466631528,0.9232052052160974,0.2361978214344751
1044,0.6792382271415652,0.6230497719387954,0.9452824226882368,0.0348165474625177
1018,0.8440885561874693,0.4182864785137571,0.4516634472078816,0.96511263969378
