,sigma_C1,sigma_H1,epsilon_C1,epsilon_H1
727,0.7456541763245716,0.0817657408943539,0.9375497552336478,0.3303567940441761
14573,0.7865716315741087,0.4650455836728077,0.8523589820147051,0.2433935520062091
13681,0.7722514793391685,0.7564466255661054,0.5594230856739606,0.9084624345477564
319,0.4073330245269072,0.7540327392661959,0.9329734930437168,0.4459458489365039
4896,0.7337736981624486,0.4534394702630258,0.8376395630674671,0.106452098611677
705,0.8053242954751063,0.2348910776242083,0.8340899927631026,0.3540126206010895
12203,0.3675172355460456,0.6411183353184423,0.7733490283705983,0.5970373229630078
10117,0.492842156472511,0.8394146419543826,0.757049482075801,0.973240237170333
5808,0.9507825152139056,0.3807027843566362,0.6093356998150611,0.7856940301241948
10114,0.7685981424726407,0.7565287322890956,0.7088992434625837,0.5260568732459453
10327,0.8293627158126804,0.5871279984201442,0.7694718216772924,0.3587923143497583
14217,0.918588496506068,0.6049889912405051,0.8954148382739959,0.1869867687226875
11409,0.9249778216122224,0.5743493612824415,0.5932775714700094,0.5897194461244332
13407,0.9959040454568588,0.353901297385805,0.7113281129672607,0.628328632939959
11394,0.7564396868730062,0.7450742757204528,0.9656191638667062,0.1783030396363069
12024,0.500316105201438,0.6817869327923554,0.8982895394426511,0.3342647088020146
6177,0.5161588560193584,0.6279063403942772,0.4831394834735111,0.9203912666193396
13832,0.4721379534804926,0.5989943000581448,0.8829366035574463,0.2365880778098417
4664,0.7418587553679875,0.6932606516033525,0.5502443802484046,0.7274716664712765
9743,0.571210822346047,0.8372672936352054,0.8038917497236874,0.584397451591258
3839,0.7704240291609936,0.3225579454835002,0.5492011071898376,0.8338255476713201
6074,0.6793206239531988,0.347071393564878,0.9149363758838888,0.0922408984918611
7482,0.8465284971096925,0.3292160593815723,0.5728749701368038,0.6999896913526974
849,0.8060627878025182,0.2397960554830499,0.9088725067499476,0.2227217117762277
10968,0.8440294781925378,0.2587808710677286,0.6636489555259718,0.5738751631552448
5769,0.6490115738549674,0.7995260210454229,0.8671826515726833,0.3739108959010089
3501,0.6689380555405973,0.5203554341472387,0.4033571287651498,0.9586756809218488
5884,0.7565809156277724,0.6509547477063977,0.6320793255571792,0.5960938995297907
12990,0.9984900989405854,0.3519013230486079,0.5671155819182113,0.9403729038754904
11040,0.974399246879409,0.2762471088453519,0.8072001449279101,0.5997260500736399
1930,0.8568763916424345,0.4831388251184377,0.5339118622751601,0.7366842164651056
8259,0.8745479528239314,0.298553427322583,0.5970252140035239,0.9730729988668326
4318,0.4427886557531053,0.7044821370491321,0.6390597668021288,0.920878025298068
6193,0.5231138266738243,0.7269086587414622,0.7773951239268232,0.4311405429368683
8049,0.7082256278091301,0.7673541552198044,0.7690937887714989,0.3974247853095441
10468,0.8512648111780752,0.6201919526293843,0.5418960376747363,0.633624746094162
4265,0.8972080164087567,0.165288669254471,0.8439177997851459,0.5927881311334835
12145,0.7313061826171794,0.6135330510960346,0.826997063632793,0.2837307238508729
4331,0.5438861489704584,0.7937283963709849,0.6965655329921216,0.7606941757999784
9090,0.8096679443560013,0.0242908626191482,0.7989707975257344,0.9970128499076036
9673,0.8336614291046642,0.3937171071394195,0.9186412589022702,0.0664019018434009
5281,0.8899970949087264,0.0586491223077788,0.9984317693320314,0.4875038641137521
12168,0.3781053958170078,0.8385640429219661,0.9686804426873388,0.8573333528807414
