,sigma_C1,sigma_H1,epsilon_C1,epsilon_H1,temperature,density
0,0.3186083855602677,0.2605229799860339,0.6007281759604515,0.07588211575541315,210,533.9065571641362
1,0.3186083855602677,0.2605229799860339,0.6007281759604515,0.07588211575541315,230,498.6850668019794
2,0.3186083855602677,0.2605229799860339,0.6007281759604515,0.07588211575541315,290,66.54393860073327
3,0.3186083855602677,0.2605229799860339,0.6007281759604515,0.07588211575541315,270,410.76607076931333
4,0.3186083855602677,0.2605229799860339,0.6007281759604515,0.07588211575541315,250,459.3384740152534
5,0.3189625948197423,0.26667365106700003,0.6056357117900023,0.0816133500866841,210,516.6605717373202
6,0.3189625948197423,0.26667365106700003,0.6056357117900023,0.0816133500866841,230,486.12282890170457
7,0.3189625948197423,0.26667365106700003,0.6056357117900023,0.0816133500866841,290,337.95059157861084
8,0.3189625948197423,0.26667365106700003,0.6056357117900023,0.0816133500866841,250,448.37518038576553
9,0.3189625948197423,0.26667365106700003,0.6056357117900023,0.0816133500866841,270,404.44818548559795
10,0.32586273575569885,0.2773884565394045,0.6118491733969424,0.07760333094753245,230,460.81626750697046
11,0.32586273575569885,0.2773884565394045,0.6118491733969424,0.07760333094753245,270,393.4700382589602
12,0.32586273575569885,0.2773884565394045,0.6118491733969424,0.07760333094753245,250,428.0650474228972
13,0.32586273575569885,0.2773884565394045,0.6118491733969424,0.07760333094753245,210,487.68683882305
14,0.32586273575569885,0.2773884565394045,0.6118491733969424,0.07760333094753245,290,337.4203574157845
15,0.32758403212834253,0.26245657890398316,0.5455815499623936,0.08078993201921963,290,359.3874971595604
16,0.32758403212834253,0.26245657890398316,0.5455815499623936,0.08078993201921963,250,457.90285714346356
17,0.32758403212834253,0.26245657890398316,0.5455815499623936,0.08078993201921963,230,494.6202098232137
18,0.32758403212834253,0.26245657890398316,0.5455815499623936,0.08078993201921963,210,524.0333934197997
19,0.32758403212834253,0.26245657890398316,0.5455815499623936,0.08078993201921963,270,415.6984406444475
20,0.32850962105056397,0.26396687480736236,0.5822835122951441,0.07386418750011434,250,464.1320193713165
21,0.32850962105056397,0.26396687480736236,0.5822835122951441,0.07386418750011434,270,425.9743249878539
22,0.32850962105056397,0.26396687480736236,0.5822835122951441,0.07386418750011434,290,376.20215147801053
23,0.32850962105056397,0.26396687480736236,0.5822835122951441,0.07386418750011434,210,526.619279233747
24,0.32850962105056397,0.26396687480736236,0.5822835122951441,0.07386418750011434,230,496.43048135220596
25,0.3311975461618071,0.2726578534866309,0.6173737437196836,0.06439471064929059,270,404.3270937162338
26,0.3311975461618071,0.2726578534866309,0.6173737437196836,0.06439471064929059,230,472.66759058267183
27,0.3311975461618071,0.2726578534866309,0.6173737437196836,0.06439471064929059,210,501.6400595816892
28,0.3311975461618071,0.2726578534866309,0.6173737437196836,0.06439471064929059,290,352.6662008303776
29,0.3311975461618071,0.2726578534866309,0.6173737437196836,0.06439471064929059,250,439.3532725445685
30,0.3335357598300639,0.28030583290838107,0.5700065176862251,0.08114500077376144,290,352.14462446483986
31,0.3335357598300639,0.28030583290838107,0.5700065176862251,0.08114500077376144,230,457.8845146310762
32,0.3335357598300639,0.28030583290838107,0.5700065176862251,0.08114500077376144,270,395.82876780853337
33,0.3335357598300639,0.28030583290838107,0.5700065176862251,0.08114500077376144,250,427.11044154434484
34,0.3335357598300639,0.28030583290838107,0.5700065176862251,0.08114500077376144,210,481.2463603474357
35,0.3337405344119712,0.2682345104077068,0.5200581515421367,0.07482537075678947,270,387.7192021681219
36,0.3337405344119712,0.2682345104077068,0.5200581515421367,0.07482537075678947,250,429.5766363393229
37,0.3337405344119712,0.2682345104077068,0.5200581515421367,0.07482537075678947,290,103.57364896713052
38,0.3337405344119712,0.2682345104077068,0.5200581515421367,0.07482537075678947,210,494.75754458826594
39,0.3337405344119712,0.2682345104077068,0.5200581515421367,0.07482537075678947,230,463.5826996984042
40,0.3344542273067512,0.2516570863108596,0.4701260033405118,0.08311171612981448,230,506.2271623978735
41,0.3344542273067512,0.2516570863108596,0.4701260033405118,0.08311171612981448,210,538.863804853998
42,0.3344542273067512,0.2516570863108596,0.4701260033405118,0.08311171612981448,270,423.6444401799775
43,0.3344542273067512,0.2516570863108596,0.4701260033405118,0.08311171612981448,290,361.2966455761372
44,0.3344542273067512,0.2516570863108596,0.4701260033405118,0.08311171612981448,250,470.78171750898736
45,0.3345351348387639,0.27367276891840153,0.5702439228461218,0.070165755440361,230,466.5336116614631
46,0.3345351348387639,0.27367276891840153,0.5702439228461218,0.070165755440361,210,496.5196219097838
47,0.3345351348387639,0.27367276891840153,0.5702439228461218,0.070165755440361,270,389.7078945212273
48,0.3345351348387639,0.27367276891840153,0.5702439228461218,0.070165755440361,290,351.57297121610077
49,0.3345351348387639,0.27367276891840153,0.5702439228461218,0.070165755440361,250,432.61572504338426
50,0.3359129262370107,0.2545038125711965,0.5288184375803207,0.06747610063988724,270,429.7825702435368
51,0.3359129262370107,0.2545038125711965,0.5288184375803207,0.06747610063988724,230,510.1057622742839
52,0.3359129262370107,0.2545038125711965,0.5288184375803207,0.06747610063988724,210,538.94676166736
53,0.3359129262370107,0.2545038125711965,0.5288184375803207,0.06747610063988724,250,469.59245257250666
54,0.3359129262370107,0.2545038125711965,0.5288184375803207,0.06747610063988724,290,64.89399789416642
55,0.33663473656688125,0.2825023030369967,0.6220605937047761,0.07480760874382891,290,384.1858702815874
56,0.33663473656688125,0.2825023030369967,0.6220605937047761,0.07480760874382891,250,441.5824502179101
57,0.33663473656688125,0.2825023030369967,0.6220605937047761,0.07480760874382891,210,488.325931879248
58,0.33663473656688125,0.2825023030369967,0.6220605937047761,0.07480760874382891,270,411.24558849597514
59,0.33663473656688125,0.2825023030369967,0.6220605937047761,0.07480760874382891,230,466.6559391726416
60,0.3369314206628725,0.2682873402692303,0.5988755105535428,0.05524630037635031,230,479.482899198052
61,0.3369314206628725,0.2682873402692303,0.5988755105535428,0.05524630037635031,210,510.39038497018197
62,0.3369314206628725,0.2682873402692303,0.5988755105535428,0.05524630037635031,270,402.5828944974057
63,0.3369314206628725,0.2682873402692303,0.5988755105535428,0.05524630037635031,250,443.2187509256251
64,0.3369314206628725,0.2682873402692303,0.5988755105535428,0.05524630037635031,290,337.839576300149
65,0.3370164573872327,0.2725415496153789,0.5113096587672721,0.08272657314093922,210,493.138429846616
66,0.3370164573872327,0.2725415496153789,0.5113096587672721,0.08272657314093922,230,463.62447983599986
67,0.3370164573872327,0.2725415496153789,0.5113096587672721,0.08272657314093922,290,352.6571401636433
68,0.3370164573872327,0.2725415496153789,0.5113096587672721,0.08272657314093922,250,431.98826425321886
69,0.3370164573872327,0.2725415496153789,0.5113096587672721,0.08272657314093922,270,399.35597660213665
70,0.33997110168110917,0.25684992165397147,0.4961075671091485,0.0760937598249255,290,377.2964328891921
71,0.33997110168110917,0.25684992165397147,0.4961075671091485,0.0760937598249255,210,534.4462494367974
72,0.33997110168110917,0.25684992165397147,0.4961075671091485,0.0760937598249255,270,430.83268223919424
73,0.33997110168110917,0.25684992165397147,0.4961075671091485,0.0760937598249255,230,501.7566661102189
74,0.33997110168110917,0.25684992165397147,0.4961075671091485,0.0760937598249255,250,471.09355268882365
75,0.3405790356428997,0.26654140528652315,0.5570943106539314,0.06165834473958444,230,483.53995139510573
76,0.3405790356428997,0.26654140528652315,0.5570943106539314,0.06165834473958444,250,451.026406155057
77,0.3405790356428997,0.26654140528652315,0.5570943106539314,0.06165834473958444,270,414.59560934305676
78,0.3405790356428997,0.26654140528652315,0.5570943106539314,0.06165834473958444,290,352.61287492294
79,0.3405790356428997,0.26654140528652315,0.5570943106539314,0.06165834473958444,210,514.0410250169732
80,0.3410534394315815,0.26058691190624295,0.6197862426528674,0.04294717803490017,230,505.28628413101416
81,0.3410534394315815,0.26058691190624295,0.6197862426528674,0.04294717803490017,210,531.010184420061
82,0.3410534394315815,0.26058691190624295,0.6197862426528674,0.04294717803490017,270,424.94573158840893
83,0.3410534394315815,0.26058691190624295,0.6197862426528674,0.04294717803490017,250,466.67349654534087
84,0.3410534394315815,0.26058691190624295,0.6197862426528674,0.04294717803490017,290,369.959175000136
85,0.3413257401500424,0.24520063127320976,0.5272703342723958,0.04955078382625284,290,62.35138381750716
86,0.3413257401500424,0.24520063127320976,0.5272703342723958,0.04955078382625284,270,405.8044732975844
87,0.3413257401500424,0.24520063127320976,0.5272703342723958,0.04955078382625284,250,469.22664774286744
88,0.3413257401500424,0.24520063127320976,0.5272703342723958,0.04955078382625284,230,510.45628735305183
89,0.3413257401500424,0.24520063127320976,0.5272703342723958,0.04955078382625284,210,546.6542406195011
90,0.3415754156090494,0.28643790596432317,0.584959286458125,0.07766391428095869,250,424.4254219851605
91,0.3415754156090494,0.28643790596432317,0.584959286458125,0.07766391428095869,270,399.50433658531904
92,0.3415754156090494,0.28643790596432317,0.584959286458125,0.07766391428095869,230,450.8996873907433
93,0.3415754156090494,0.28643790596432317,0.584959286458125,0.07766391428095869,210,474.3664879175523
94,0.3415754156090494,0.28643790596432317,0.584959286458125,0.07766391428095869,290,366.8068489791047
95,0.34180906146561835,0.24535024487862994,0.4249842316840851,0.08167493313670131,210,538.6518038605594
96,0.34180906146561835,0.24535024487862994,0.4249842316840851,0.08167493313670131,250,462.50689483236346
97,0.34180906146561835,0.24535024487862994,0.4249842316840851,0.08167493313670131,270,407.0835829085186
98,0.34180906146561835,0.24535024487862994,0.4249842316840851,0.08167493313670131,290,61.75918178590634
