,sigma_C1,sigma_H1,epsilon_C1,epsilon_H1,sim_Tc,sim_rhoc,mape_liq_density,mape_vap_density,mape_Pvap,mape_Hvap,mape_Tc,mape_rhoc
42,0.8100152978305433,0.544290990605872,0.5854168033467833,0.5196485912208452,305.4471075983368,203.224990266374,1.8172792910704336,1.5543607779375823,2.143499128646099,1.9765391832491623,0.0409756251880954,1.4332184177058946
