,sigma_C1,sigma_H1,epsilon_C1,epsilon_H1
267,0.5904727730916595,0.6988565543210307,0.687390326496256,0.5739781744559393
111,0.3697255737577563,0.8169447651824279,0.9794904752863932,0.5987266929295357
78,0.3041515735854372,0.7750980620988417,0.9550262175701504,0.6997270896092364
595,0.8568763916424345,0.4831388251184377,0.5339118622751601,0.7366842164651056
183,0.482182471066183,0.721887720249227,0.6045020965691975,0.9267621473271012
431,0.7547877013759526,0.5593354734063208,0.6629525401348976,0.4181804931033142
543,0.8204065761749937,0.2475735016523857,0.813739564936389,0.401784682646869
140,0.4163982688119999,0.7682075428223478,0.6829692206998036,0.983897070491342
190,0.4917409480448668,0.7810738194448446,0.9689172082999068,0.32332270651827
323,0.6549969436951139,0.6818572169639527,0.8473631546912944,0.2384666375894306
645,0.8877548765838192,0.043618562362027,0.9191169719472736,0.6696107137522256
601,0.8583741362865481,0.3608291425531028,0.495693912460676,0.9719358190846882
41,0.1896259481974233,0.777824340446667,0.9607497726297392,0.9769787969625012
130,0.4057903564289974,0.7769427019101544,0.8546008823842528,0.6769743439145746
279,0.5994836178145163,0.6823161458395266,0.7146811248857354,0.4913884351609198
277,0.5984029611250133,0.7244972766892482,0.8657227824760633,0.2740505772841448
104,0.3556695729847708,0.7852637913172812,0.7889271777360469,0.941167328183548
606,0.859647468525137,0.3653121670198404,0.7347091446070744,0.419125742287514
303,0.6362650469097568,0.732151393498606,0.7895474511115368,0.3621170930893611
411,0.737771492560421,0.6556550916527558,0.9986365120802188,0.0119766729374133
136,0.4123428259137481,0.7483379497086919,0.751561241968992,0.7521056514595433
408,0.7339706720385344,0.6477094927513051,0.5611393262135106,0.691881861981799
235,0.5441060523025926,0.7084768917671932,0.9859853316305006,0.1477804169579749
256,0.5778988553085124,0.7133752000883045,0.5310897725463225,0.9626215916728524
160,0.4462168524528252,0.7697226236443931,0.8907103894945747,0.4889599656633541
