,sigma_C1,sigma_C2,sigma_F1,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_H1
1302,0.4247576419377932,0.1166591842825901,0.4580538670973317,0.7210450290980807,0.8259857227338202,0.4470760380213395,0.265878824400642,0.9225877236280552
2748,0.5288906116601106,0.8230279010461808,0.3759032120307016,0.9127611532788772,0.2306911501023943,0.6235322714586407,0.5191548761269861,0.6532290229406692
240,0.7150960640378827,0.3280243030025451,0.5641482927416824,0.6660921139894354,0.7650042834433125,0.6126840690822485,0.3591989499173504,0.463725873308036
1770,0.9594792356643496,0.969658116657352,0.5833290251998273,0.5818388583913225,0.7233335326037841,0.6423896614925103,0.511625876048132,0.1047338685184495
3033,0.0073731152557111,0.9205042709557868,0.7566642600551707,0.0800886283519452,0.9813511715139188,0.9553018191863728,0.7913761741737366,0.5427765846802358
3545,0.1560551256441605,0.4324868558022741,0.5662480015289549,0.355777931332336,0.3982220401228467,0.8520310613823834,0.6492693602319806,0.95056407041492
3363,0.0429354461192929,0.0329111389186073,0.6344287612546355,0.3682971977046421,0.9719558637230672,0.6527769945555898,0.7768409679019882,0.867828987816944
2809,0.5124432583834562,0.8003558963805216,0.5525004541233671,0.2525669573841317,0.6683492629793808,0.2717408764446055,0.9528397940115794,0.1601300682640095
1510,0.6512080702188248,0.8703782402311223,0.7995631310109619,0.1018471795521156,0.8813548176443692,0.9725314232239288,0.4499024950440616,0.7193251271045475
1369,0.7586881011662195,0.4353780113126296,0.4533946753501717,0.5650747569141347,0.0414245085518366,0.5703138005971071,0.3748804361619726,0.9268101964091238
2141,0.7782432722621853,0.2235538990118635,0.6687586345143254,0.1884111018518186,0.6036457383972534,0.4683533363164884,0.3987489943344051,0.7083592583212799
1221,0.6319451916596277,0.526140034999835,0.2495886565639185,0.9158538946335604,0.1036930759700871,0.1930609651891011,0.6025084830467065,0.9336616562214122
2320,0.9210432170139308,0.1647360209724689,0.6456323763274118,0.4189600221027514,0.1374545729485225,0.5543516571710877,0.8983915768686683,0.6089756705112775
1103,0.1573844813333653,0.9405647781606982,0.5439365168693183,0.6500747949652748,0.5158452368875117,0.5866217756764437,0.944729940601334,0.6705340041394185
417,0.6281305638921817,0.2626393966925764,0.7787052690433548,0.1635560656775795,0.9040547464005216,0.6493925315946496,0.748918973788683,0.4283608458103087
2906,0.4411017680843641,0.6404504457135679,0.5198587357288933,0.4529346340900526,0.5891155456783673,0.2653571878424957,0.5275135527940222,0.9444631233246354
3544,0.510502417434112,0.3370643818151802,0.6165425487161224,0.7512701636299408,0.6473171695024219,0.7014730748141161,0.9915448735174756,0.5910008882918377
3387,0.9983330101781388,0.6799015201069167,0.5799717168281842,0.1837130709872444,0.3455288845263725,0.4885353121484257,0.948732023248874,0.0142574291554718
