sigma_C1(A),sigma_C2,sigma_F1,sigma_H1,epsilon_C1(K),epsilon_C2,epsilon_F1,epsilon_H1
3.8090599247748402,3.037119312093674,3.424309963103194,1.711397937309018,69.97073896121991,55.40701504905475,17.051878638985517,3.5509367860039087
