,sigma_C1,sigma_C2,sigma_F1,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_H1,temperature,density
0,0.30085637430951695,0.35990558857794963,0.30576137984179885,0.1847829176867443,0.5009458620203027,0.3956878710876445,0.30348890782242627,0.03092300580360997,320,774.111056194803
1,0.30085637430951695,0.35990558857794963,0.30576137984179885,0.1847829176867443,0.5009458620203027,0.3956878710876445,0.30348890782242627,0.03092300580360997,280,1003.9723880982589
2,0.30085637430951695,0.35990558857794963,0.30576137984179885,0.1847829176867443,0.5009458620203027,0.3956878710876445,0.30348890782242627,0.03092300580360997,240,1140.6700356115646
3,0.30085637430951695,0.35990558857794963,0.30576137984179885,0.1847829176867443,0.5009458620203027,0.3956878710876445,0.30348890782242627,0.03092300580360997,260,1085.8220262415382
4,0.30085637430951695,0.35990558857794963,0.30576137984179885,0.1847829176867443,0.5009458620203027,0.3956878710876445,0.30348890782242627,0.03092300580360997,300,928.2663829890355
5,0.30088517654976826,0.3828282077579372,0.28334588457754273,0.2849616310475802,0.5759914833919402,0.3853561542983585,0.23599334291125212,0.07212847822608008,260,1054.6387799651895
6,0.30088517654976826,0.3828282077579372,0.28334588457754273,0.2849616310475802,0.5759914833919402,0.3853561542983585,0.23599334291125212,0.07212847822608008,240,1112.0873313857376
7,0.30088517654976826,0.3828282077579372,0.28334588457754273,0.2849616310475802,0.5759914833919402,0.3853561542983585,0.23599334291125212,0.07212847822608008,280,995.0216565321896
8,0.30088517654976826,0.3828282077579372,0.28334588457754273,0.2849616310475802,0.5759914833919402,0.3853561542983585,0.23599334291125212,0.07212847822608008,320,820.9290625323762
9,0.30088517654976826,0.3828282077579372,0.28334588457754273,0.2849616310475802,0.5759914833919402,0.3853561542983585,0.23599334291125212,0.07212847822608008,300,915.2315434466476
10,0.30177334523507526,0.36089930811941695,0.3023437707031267,0.22113503180483762,0.5657150825639873,0.5669986405309783,0.15790807114121733,0.06983277777275293,320,92.83040806450373
11,0.30177334523507526,0.36089930811941695,0.3023437707031267,0.22113503180483762,0.5657150825639873,0.5669986405309783,0.15790807114121733,0.06983277777275293,260,1074.857869729055
12,0.30177334523507526,0.36089930811941695,0.3023437707031267,0.22113503180483762,0.5657150825639873,0.5669986405309783,0.15790807114121733,0.06983277777275293,300,887.1655662257498
13,0.30177334523507526,0.36089930811941695,0.3023437707031267,0.22113503180483762,0.5657150825639873,0.5669986405309783,0.15790807114121733,0.06983277777275293,240,1136.8632495919803
14,0.30177334523507526,0.36089930811941695,0.3023437707031267,0.22113503180483762,0.5657150825639873,0.5669986405309783,0.15790807114121733,0.06983277777275293,280,982.9953840567393
15,0.3044950638788233,0.36032482521903375,0.2703498986059518,0.289970819735687,0.43565164879771584,0.5294669453608387,0.2491268344150215,0.05269879257208325,280,1018.2632490240737
16,0.3044950638788233,0.36032482521903375,0.2703498986059518,0.289970819735687,0.43565164879771584,0.5294669453608387,0.2491268344150215,0.05269879257208325,260,1087.7161017161227
17,0.3044950638788233,0.36032482521903375,0.2703498986059518,0.289970819735687,0.43565164879771584,0.5294669453608387,0.2491268344150215,0.05269879257208325,240,1155.4289083644069
18,0.3044950638788233,0.36032482521903375,0.2703498986059518,0.289970819735687,0.43565164879771584,0.5294669453608387,0.2491268344150215,0.05269879257208325,320,795.1254324170468
19,0.3044950638788233,0.36032482521903375,0.2703498986059518,0.289970819735687,0.43565164879771584,0.5294669453608387,0.2491268344150215,0.05269879257208325,300,931.1142917529188
20,0.3047431352939567,0.30722358992557286,0.29831046465644384,0.27915066983913384,0.566856937927096,0.5688381845684234,0.33033155168243833,0.05821194395685568,320,785.8785700413027
21,0.3047431352939567,0.30722358992557286,0.29831046465644384,0.27915066983913384,0.566856937927096,0.5688381845684234,0.33033155168243833,0.05821194395685568,240,1108.9866278357088
22,0.3047431352939567,0.30722358992557286,0.29831046465644384,0.27915066983913384,0.566856937927096,0.5688381845684234,0.33033155168243833,0.05821194395685568,280,978.4723931041582
23,0.3047431352939567,0.30722358992557286,0.29831046465644384,0.27915066983913384,0.566856937927096,0.5688381845684234,0.33033155168243833,0.05821194395685568,300,898.7383668525489
24,0.3047431352939567,0.30722358992557286,0.29831046465644384,0.27915066983913384,0.566856937927096,0.5688381845684234,0.33033155168243833,0.05821194395685568,260,1045.842815741679
25,0.30482129164026445,0.34978941017118015,0.27434293814710853,0.2762307436590187,0.5792280207704641,0.5006981871288652,0.15616684007960951,0.07629753363893765,240,1155.868562880399
26,0.30482129164026445,0.34978941017118015,0.27434293814710853,0.2762307436590187,0.5792280207704641,0.5006981871288652,0.15616684007960951,0.07629753363893765,260,1086.36744819373
27,0.30482129164026445,0.34978941017118015,0.27434293814710853,0.2762307436590187,0.5792280207704641,0.5006981871288652,0.15616684007960951,0.07629753363893765,320,85.26670568200473
28,0.30482129164026445,0.34978941017118015,0.27434293814710853,0.2762307436590187,0.5792280207704641,0.5006981871288652,0.15616684007960951,0.07629753363893765,300,887.1204057641623
29,0.30482129164026445,0.34978941017118015,0.27434293814710853,0.2762307436590187,0.5792280207704641,0.5006981871288652,0.15616684007960951,0.07629753363893765,280,997.0224844974849
30,0.30694257551285753,0.366209811830822,0.28906359780277757,0.2480793662086049,0.3928112767498913,0.42687046260871114,0.3211321134526327,0.027044341917322145,320,806.3382423808404
31,0.30694257551285753,0.366209811830822,0.28906359780277757,0.2480793662086049,0.3928112767498913,0.42687046260871114,0.3211321134526327,0.027044341917322145,280,1007.5800919879568
32,0.30694257551285753,0.366209811830822,0.28906359780277757,0.2480793662086049,0.3928112767498913,0.42687046260871114,0.3211321134526327,0.027044341917322145,240,1143.2045790871803
33,0.30694257551285753,0.366209811830822,0.28906359780277757,0.2480793662086049,0.3928112767498913,0.42687046260871114,0.3211321134526327,0.027044341917322145,300,916.1566422763448
34,0.30694257551285753,0.366209811830822,0.28906359780277757,0.2480793662086049,0.3928112767498913,0.42687046260871114,0.3211321134526327,0.027044341917322145,260,1079.7212221376765
