,sigma_C1,sigma_C2,sigma_F1,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_H1
242733,0.654538524275183,0.9082682445660077,0.39630808595264355,0.8078176369435077,0.8072106015790418,0.2337302022967278,0.16723317316867842,0.818414422980437
33004,0.7176585618714431,0.804026247354735,0.3481678298588803,0.9711248109013012,0.8840414852606154,0.27446920319702717,0.03273999845790558,0.9055532031446462
57270,0.6141128847094977,0.6888283902289078,0.4852804393809557,0.7377820995479789,0.938067752104752,0.1956481933516608,0.24734938928683745,0.8200145482979893
124829,0.6936775593432447,0.9087480165034112,0.3684615049242059,0.8442925986946433,0.807845924078897,0.021187271177901635,0.3515724550596069,0.9226191069416001
182115,0.9544351112827442,0.33491790073811223,0.6001084002650465,0.1638437689861222,0.28259639115473173,0.7218306679710355,0.2587876829399391,0.9619457313886828
231512,0.8791190494122387,0.0348475404228046,0.5875907583053239,0.19567242492111622,0.49098028754810463,0.5751738741396032,0.2612645651983389,0.933129853971625
125435,0.6969241564200944,0.5120446650627238,0.542486374286251,0.43359978600138505,0.2852011180277539,0.8370090547663771,0.24639733047832502,0.9571759259638396
15559,0.815234952331469,0.332357131809896,0.5838604678825134,0.13788969027147238,0.21109496655238588,0.7837682332243106,0.33678692064138144,0.9254498683880583
151771,0.6321233236793169,0.22923782026454378,0.5879025147185811,0.2742747465371715,0.284141875431554,0.8156206419192077,0.4196130650852081,0.9519524823698627
202107,0.6476295442801615,0.3516739776381594,0.6079400837303467,0.05789705956346062,0.17120924533869475,0.778037228051446,0.5642335668575654,0.9815213414026065
1505,0.11771477420987944,0.6257321916086949,0.36740646998975685,0.9531887681108795,0.7802948671870867,0.5934506388465227,0.858290715403275,0.36728159988550846
152406,0.7571883850446536,0.30866273276466505,0.4998483825109953,0.5725006841003328,0.35917298532192826,0.8192292900284427,0.21866782531775322,0.947063353193096
5837,0.8549209161968211,0.6324111777408585,0.16835876816347714,0.9961754818219021,0.8625801614323012,0.06555860470035178,0.22638147020916838,0.6988096642934388
188653,0.0877493957199682,0.39131721549105625,0.3942642293493248,0.8930207462181817,0.6750654276957968,0.9102770610790234,0.7066538567648895,0.5136728822148695
40605,0.019058247751790706,0.33727914823090377,0.39752002926627933,0.954588348121281,0.8218145988338024,0.9992746244468044,0.8453804844571121,0.30809865811874765
168343,0.6834084963339117,0.1596978510090502,0.565663109164048,0.3660911391635949,0.22049378127673516,0.8240648267353826,0.5208501450718009,0.7961100198665603
121694,0.9753533576039265,0.29071904391199344,0.5809436309253961,0.1977212122878818,0.3127270752193526,0.34754609798288516,0.4560708068686629,0.9921339557003064
108448,0.9185489087925645,0.2191733797488803,0.5152565719479156,0.5526280675208629,0.004117578939979727,0.9639485078041907,0.3574421187531324,0.9353312440952326
193641,0.2276439957687391,0.19620057298359342,0.41835000707528414,0.9813778094096758,0.9990523432526329,0.9892802349842925,0.35348165439928936,0.8172701790102321
158479,0.09546510349413838,0.4213206655518574,0.33141452937033594,0.8651553658173776,0.920332749695497,0.364990240401275,0.912031013404952,0.6998885924662257
140665,0.778449507160809,0.9146750140731379,0.33930813669658005,0.6532433082690058,0.6661093452169626,0.13371834092392013,0.11951751922607169,0.9773603173224598
96178,0.1388897049013005,0.4659130921932176,0.3568350841239429,0.9192537531602482,0.7829564882870153,0.7043278747627997,0.3529978859560057,0.915903273670078
87067,0.9225839134911595,0.4738620772182049,0.5087160393568739,0.2575934822086635,0.45898563569251316,0.43064431050429386,0.18793977034647955,0.9941034242752592
62504,0.5810697394272497,0.6711851746915368,0.31765935443784504,0.9865465875984618,0.8008045765778308,0.2312032967580407,0.3804876164879373,0.7585887864133453
101794,0.8879218679910958,0.2783862912198269,0.5381905884960733,0.273021457960392,0.4629264821047923,0.3029273034351205,0.3262155272000246,0.9449209756943205
94849,0.8806573507573539,0.28345241319389264,0.5102803993153916,0.5783693658172552,0.10029977684122886,0.6944727086122772,0.4687849664556901,0.9716789964322585
238224,0.19164086157863178,0.4221616969385824,0.34505145552671956,0.9410262310437645,0.6467645517714061,0.7096812580880806,0.7960747752304259,0.5243127568052931
146551,0.6110688408192642,0.3228578211695295,0.5252752645821321,0.6035346873125296,0.763906179668592,0.34144138656448786,0.32682919217586015,0.9553830784785886
234409,0.07545271605552517,0.6391269781848468,0.4985046432184238,0.5564282848567867,0.8880540096306356,0.49367172388708547,0.428462716093415,0.9131259142955579
50703,0.5934316033111963,0.5622268358234374,0.4470013073658035,0.8795612406919339,0.860835037151709,0.18093855859703062,0.36252555940915504,0.9230063928911979
105899,0.7102703652437898,0.1517203917712956,0.6260081777574663,0.20386433127541848,0.5914334766654149,0.8843819021087108,0.13029436070551342,0.9261597921652468
126541,0.8009294035285045,0.48712680103930056,0.18710128370418527,0.9899534795327858,0.534501657566548,0.3229728425372162,0.2739467526983458,0.9599121322840306
65805,0.9180294783282206,0.8023051851916458,0.27045117417593795,0.8891321120656248,0.42706462396511435,0.14390166605180052,0.359256813460078,0.9977316854373218
198879,0.6944211274050369,0.6072055428632265,0.2888840088979115,0.9784663410242167,0.5548281445315765,0.3297102944266455,0.3810670351839786,0.8327471175559666
91810,0.07286143127106047,0.46816047655042814,0.39878807985117765,0.8353086953347585,0.8958696259244381,0.14633787853036187,0.9076513158147235,0.9948323612191294
101894,0.07790405936341378,0.6951184546518983,0.4275126169576597,0.7216894679718795,0.4863387236164293,0.7738540158024179,0.7271464470984812,0.3229288170613473
16986,0.7512716748359017,0.43984044889492985,0.4338542959955841,0.9577144152574322,0.883035733046561,0.0970085323844689,0.3902977529707685,0.913114602620055
102554,0.24653886837266628,0.1280539148983283,0.4306309767104613,0.7543595477814068,0.540918727391472,0.8742086568488989,0.9821605550589111,0.2864556142827068
8039,0.21227807112218985,0.47164527521434957,0.32805677969261876,0.9530757524614829,0.6227631737903712,0.4446526965366562,0.803903887128733,0.827912526941813
84043,0.6946564611103534,0.6015986653815157,0.5712422107742554,0.3942307603838318,0.15037160983677791,0.9375742523642656,0.253966326658142,0.9632810185327638
167588,0.7585854295801543,0.43529033862964395,0.454730340939771,0.9341249366793787,0.9920545110595744,0.3255210351824936,0.06491565469408575,0.8871208427131397
127103,0.8057982077044521,0.1715644975994802,0.4472545900028981,0.8526637188517776,0.9455263589271357,0.16971955683927398,0.23973333494792373,0.938079684078959
86067,0.9877762942259187,0.008185244403955405,0.5519270545572931,0.3699452191949462,0.11143835344053167,0.7611788862344486,0.4805422019587604,0.8882687845988418
227875,0.4957667761772685,0.8302912404999817,0.44098851392963856,0.611569191537205,0.9930155639142023,0.12991427205593364,0.27670321987990815,0.8257801646470836
123427,0.13963017934047572,0.3628560427354857,0.3245962460181294,0.9316642561821424,0.5998932551885284,0.967346951720944,0.6371377991548189,0.526668000294174
143555,0.06909797639776749,0.8924888724738296,0.3257572125995351,0.7514809609708739,0.9606842977961505,0.4313707278917791,0.15119293809753168,0.9042524167554328
108888,0.784518325155148,0.13887910076638726,0.6194126291750294,0.04234156239525555,0.11447399918527051,0.8327450499844791,0.4805874892091223,0.7307488115761296
237726,0.5524121395718536,0.6446043801279306,0.43248585577793724,0.7933817765409213,0.5389236235241454,0.04136115916101445,0.7616920711275548,0.919655812256749
147668,0.2383710229758857,0.4571032422167351,0.43913781384984374,0.64439404723749,0.378063841993744,0.9991393783073932,0.7302601698359509,0.10961148169435304
213912,0.9882885107651129,0.024464528176848736,0.4945258214566422,0.37129896835077913,0.5425266630229119,0.32127861107265376,0.21211999940770107,0.8979511012381423
105259,0.9428008936692257,0.6759589364426769,0.13933517357700978,0.9945319994982391,0.17474367738377605,0.2500066901770226,0.5146382687776211,0.9973692758049019
131594,0.046418900812478944,0.33597037376905503,0.4362534603828318,0.9155420523570669,0.9685238378181581,0.8715845640666258,0.3965087737310942,0.9511325881238957
95365,0.7036587047079605,0.7247126506733576,0.42077783286438936,0.6572210797457333,0.564158108679543,0.21583679621857832,0.3213687938592957,0.870315565567789
161202,0.8110712453769242,0.8145988302049325,0.2278122984013036,0.8873622952648703,0.9214545377261967,0.03507963378511459,0.010206293818865,0.868691662286103
177026,0.25411947412778424,0.29996495796111544,0.4695605513707972,0.7428519017365696,0.5497604820510097,0.9005849903859534,0.8579126338993079,0.0641676709908196
207116,0.29230295961312835,0.45770172194395825,0.4894332690575639,0.7331744411521057,0.8982326117924638,0.9515023106303349,0.012083155298693889,0.8139735797334839
174530,0.8930883561776299,0.19126600195348661,0.6074483589311835,0.43018796609971305,0.27019304188709004,0.9066243615129941,0.2771507610353455,0.8941711316564785
54748,0.15388845333367687,0.4241150888498489,0.378898866368927,0.8505521320323784,0.5080909062027238,0.5751060884111348,0.7368175511256444,0.9502208185334258
89723,0.9647779388416091,0.30439313707304716,0.5299304837374779,0.09809029853811743,0.18643757538070094,0.52323409736907,0.3524119107875194,0.9919705998108758
130943,0.7492780293022113,0.1875072022391054,0.6498505825522631,0.020721032464701514,0.46512147875642373,0.8116219374180633,0.2708216408602141,0.7836290549058258
170807,0.6278685149248161,0.18289987192014714,0.5325668196969486,0.42477241224181433,0.13138365586795311,0.9014848283928346,0.5610034104520839,0.702825792763263
