,sigma_C1,sigma_C2,sigma_F1,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_H1
327030,0.5022719685065212,0.7796929204479138,0.5093425798139015,0.4892743748211086,0.7008293109449726,0.10422489997337575,0.5907605721505068,0.8397600897304385
37510,0.7572545193763734,0.5109086873213943,0.39347534927824973,0.8786441951296399,0.07435676335662056,0.5659677941530079,0.7236659460944159,0.9408997105764662
42971,0.005762365380541829,0.9171482130746711,0.44642064273716364,0.5062099596002014,0.7457743441406278,0.5775122675442045,0.8013668231750295,0.2554110699767729
190007,0.1500530370987225,0.4718463776177943,0.5761155185948302,0.3907592827195439,0.5622166449144333,0.8528449184582121,0.7162757895893866,0.3396947215731116
450317,0.8373166151925017,0.6414484438869957,0.5741145877043803,0.2758235369978085,0.7133729469404466,0.1542709369593769,0.2912557556900922,0.7770064793399329
381557,0.8353772365110971,0.4780318493658998,0.44225470309316994,0.8454539060365772,0.5094167988034707,0.4600042466428997,0.6509683364666686,0.05914867489235504
484676,0.6373501861273831,0.7260905348587526,0.48224023635097846,0.5351933254860181,0.06715826322416743,0.9516111043455266,0.4530332581465749,0.5557836728838372
201122,0.025388675236349745,0.9788709284586128,0.4468190315546342,0.23261697549265933,0.6442124961433829,0.5063684513356307,0.8543436572796312,0.5888184374399885
484475,0.8789668849260357,0.17079970515837936,0.6553821210414594,0.17075936055293206,0.7337682122317232,0.42902385695616924,0.2281000919222036,0.37327351388268415
260896,0.46265660227506794,0.5359759551446759,0.5665918526987082,0.23557305911285664,0.24281126455171398,0.9323600288575328,0.5675910854665351,0.4857441077259362
53597,0.24956013166022617,0.30925297715967787,0.5555281484070216,0.5495378603673079,0.7535089284398013,0.31281793590318874,0.8010777086447718,0.8916275049603727
27984,0.2611693613224332,0.5146855313974672,0.5132609005816566,0.7250197197002082,0.9655848599948166,0.7620815880513739,0.355711954124618,0.5693384429137183
332768,0.2716894002290018,0.9728483050128821,0.32075390803437276,0.9088500639474472,0.68502833085469,0.2596818415373524,0.9260286611168683,0.25475712697967956
26405,0.5120673102042701,0.8220710578154921,0.46740968753278295,0.3978196317972066,0.03792021922512321,0.632803389672219,0.9168581140422729,0.3776285423878736
343616,0.34735003973409095,0.9849402696025666,0.418519936806272,0.4161482625434876,0.26509065297616985,0.9441574575585493,0.4767338449225658,0.28212627605196616
17418,0.8705453055452607,0.5972957674486236,0.5668969173691728,0.019952118677567812,0.25359516699561,0.24394543980420125,0.7956041427673517,0.3801838439910216
266625,0.5186152055733911,0.9735975049503347,0.42103601538021374,0.7094224066311555,0.7962951605406009,0.6114798893706898,0.20795007365743093,0.08863669276823738
450200,0.672132482031561,0.560708565692811,0.6072312664032425,0.07232328164711681,0.7306746924429467,0.817461045310252,0.06245736419455621,0.784011913102274
101505,0.02446401245177616,0.13063901167828293,0.6414530356054228,0.2575665562367246,0.8666386228552236,0.8868938512897617,0.7069529912125395,0.7284722833950348
467893,0.607187304188927,0.6857990043189834,0.4001693841354072,0.9233331785988945,0.7422766263428444,0.5058777865137196,0.18559868458407916,0.6580545616045166
118938,0.7713517002499743,0.44215129936796943,0.6117238142825007,0.2639810218612021,0.7048927706775471,0.7531217357929899,0.009124421361707298,0.7584047129712714
350928,0.8619055130777649,0.9086306599144799,0.44257217018241224,0.2587110104051416,0.0857071214709861,0.44269636414359115,0.8961656365693401,0.23316073558183853
261795,0.7492780293022113,0.1875072022391054,0.6498505825522631,0.020721032464701514,0.46512147875642373,0.8116219374180633,0.2708216408602141,0.7836290549058258
369934,0.9129576560835445,0.9947737076284051,0.36989850487869796,0.02475835397097164,0.059242816123571726,0.9410564153178033,0.6026260839154093,0.08189076643261964
294636,0.9062577896642908,0.7522236514711287,0.3495897693725529,0.8689274924287135,0.25557387684159855,0.3056655009462607,0.9648333636749427,0.07830091237498929
160001,0.05527724320888177,0.7692251350328544,0.5123018485888636,0.2903016244128556,0.3997241925876678,0.7948224684541204,0.6601362631593944,0.8648285219009647
372259,0.5736871415407955,0.41020758419169445,0.4714501312816927,0.7748789961250038,0.36295199495256864,0.514328962846675,0.7235332163388819,0.6990624953209107
407591,0.6778031014341398,0.703526412866943,0.38836563929526785,0.9138854161513518,0.6522397498673579,0.5577199083642291,0.44750490607262894,0.040808657436862315
214845,0.912381095335463,0.7533793548839488,0.28277785136295297,0.987422549861276,0.25000644965960517,0.2574513126382128,0.7534935002318054,0.6547877722766936
43078,0.3681744629525336,0.5222862083992915,0.47883570415532906,0.7446466183576117,0.3995803256478526,0.7269319428611737,0.6493479717625974,0.569691933380842
129921,0.3160926019060778,0.7416339547611727,0.5326344959261925,0.5130234074289087,0.9805863823355722,0.7525641294584076,0.12468966178238979,0.6679068610274731
431423,0.22433098682234032,0.7260827755580361,0.4011195524146884,0.9543372549649088,0.9417602840817745,0.957688546742226,0.3372811253421507,0.0965912003530987
60207,0.49531118174715855,0.7694870775400474,0.5250407415752081,0.17510056731432266,0.4075577524543674,0.8259177520029698,0.3064801784823948,0.846803280946777
9169,0.49999025230718236,0.5960610871417829,0.4502669866523072,0.7991258295145744,0.6301399467542882,0.2106837673637248,0.7328942047071267,0.6725565223646739
250033,0.6419857293290885,0.20144612797619926,0.36069241785829514,0.9695899406062993,0.5475941542752861,0.4118631316240844,0.8823135777194328,0.7807512450208068
361158,0.5390464049928493,0.9842225466629456,0.3692007509296626,0.7004570639555432,0.2290376577746526,0.2909274186849354,0.8557929683936197,0.5182569313018266
375549,0.8596483819847203,0.5415725090707038,0.5303608854396594,0.36726371336734964,0.18631003177219735,0.9898260144293388,0.38464743847993105,0.09789603845033365
9448,0.9503655933384229,0.9939883148379761,0.39896245580136064,0.5365452359670766,0.4161691744124294,0.08134680096832546,0.7073007282291667,0.2958383314879543
198794,0.3066614067765709,0.9377370760158913,0.4536349407553495,0.4812537036028207,0.5811333204822919,0.6795661183786504,0.46998514763297594,0.28474166079136276
419736,0.8367117322481429,0.9315901598560877,0.29545221211176875,0.9021987727749493,0.2017053624200904,0.7045425845633999,0.5370460156003963,0.0050972777796999625
224982,0.5501309800747619,0.06296366603606715,0.5502029440092902,0.6379726911032575,0.48585036297453676,0.5572347883622646,0.764663874688819,0.7383408631892782
31617,0.3129323879610142,0.09524936982014481,0.6046341667316372,0.44424701926796767,0.3087546953850033,0.8398198099739509,0.9578896672261621,0.4610383687570742
143342,0.5909004420794679,0.14689052130673605,0.5225309311840922,0.7531752218650598,0.9641341507412607,0.11904206804034549,0.8895297091456875,0.235644592551079
235778,0.8903020883989325,0.7780075885943435,0.46175225746653104,0.619837054404476,0.4825572518113286,0.2499541784541341,0.4077935768549713,0.4366623409996419
53539,0.5487697711277401,0.9001966154962827,0.5045471274506993,0.4081299001569259,0.9561621367899598,0.2956203728355414,0.42953573953699753,0.2336002133197384
31485,0.3343363261598505,0.16222746961602838,0.5257246524832401,0.6910675108981025,0.8593214158538709,0.2828818572442671,0.7987138874332801,0.9918969002071336
281574,0.14953295240731576,0.6907912168213043,0.37665529387678404,0.9578078465606985,0.9831734515297353,0.5326869483710557,0.5757512125051214,0.5491859453092335
262827,0.006310337945553834,0.16581611137013236,0.6539800831556764,0.23162310293839458,0.9831406613974486,0.9238760412019081,0.8542767405484065,0.12099950719045148
