,sigma_C1,sigma_C2,sigma_F1,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_H1,sim_Tc,sim_rhoc,mape_liq_density,mape_vap_density,mape_Pvap,mape_Hvap,mape_Tc,mape_rhoc
65,0.8090599247748406,0.0371193120936741,0.7121549815515973,0.140931958206012,0.9993369950678728,0.7080787068348109,0.0820372335402884,0.1938424266317811,346.7777793141071,431.7100627200703,1.0781599099049683,2.602309403466378,2.8344287675849325,2.266796782406886,0.2595638123358053,0.1647477308747822
