temperature,liq_density,vap_density,Pvap,Hvap,liq_enthalpy,vap_enthalpy,Pvap_unc,Hvap_unc,liq_enthalpy_unc,vap_enthalpy_unc
240.0,1105.1748799933332,6.597505770246667,1.4753780126859999,20.365147320506942,-114691.32544533334,-18810.610757799997,0.021830838190079915,0.038874757536466874,292.6154446828375,249.20403484432444
260.0,1056.2571208666666,13.006572360000002,3.038862116646667,19.11158076977013,-114432.59008533333,-17750.724513866666,0.05076532309788415,0.043842659479338776,362.39390344634455,315.47211526052945
280.0,996.3722811506666,21.45309553186667,5.2040436142,17.66798940229925,-115566.90373,-15339.8822616,0.10023617421251456,0.048206445447822925,384.699868751763,352.5234835171058
300.0,931.9252252126666,43.46740617093334,10.131877806671532,15.62929026985222,-111766.25623466667,-17357.928774533335,0.24127960393314624,0.08511135558140909,662.3288490170642,620.88538400973
320.0,857.6745180913333,73.15045225206666,16.6849112679956,13.4756918574985,-111867.536466,-15787.352767020002,0.4747151427019061,0.10356615042546836,754.736526025899,708.5258537285592
