,sigma_C1,sigma_C2,sigma_F1,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_H1
0,0.3264163120681229,0.5886593554299793,0.4967398446079851,0.9067367708747792,0.4902182873983992,0.8842183451414403,0.4654791924601248,0.8851394277037172
3488,0.5186580350082416,0.3113829959067354,0.6071266007316541,0.15444416039989,0.2127486444609624,0.4518727744791428,0.9803336867252418,0.2167228130194704
2817,0.950940934356266,0.3902644163036073,0.5272479623850335,0.3881006652754191,0.4755416232991884,0.4066682231801228,0.1808161903167996,0.4481366467594647
3552,0.9284634889966416,0.7266639022823892,0.5216767371222625,0.4800921384478205,0.7369912033858217,0.3533581303634873,0.0447540324560988,0.3318341803028702
1060,0.7145674306306851,0.9509308720576548,0.3495874542076013,0.8844059130979118,0.5595285116104358,0.7102231446866821,0.1826156029528453,0.0669315518627564
133,0.2465282767577723,0.226755008222631,0.4299692880113054,0.9479594909756712,0.7765010065459284,0.8894031659257051,0.992216014248158,0.1814012789498993
4820,0.992218636190606,0.906221167663323,0.3992757112090306,0.0180992159105526,0.3247880524519531,0.8578493058461201,0.0174148570617985,0.3072190237391838
2774,0.551224161545182,0.3217863772293101,0.6062637989149876,0.3304039309266279,0.6893317505067438,0.8440709798495574,0.2574105665917488,0.2985044307910465
260,0.5742288608619599,0.5504665688508974,0.4964874246519631,0.7451566526138071,0.8013864525639149,0.2897438483427181,0.2826515152109055,0.9525995185913096
1097,0.1769400676332599,0.3515116310257745,0.6086047264153314,0.2403937056270042,0.9557656487557986,0.363844889752434,0.6569258617188513,0.9599089941234604
3891,0.4953111817471585,0.7694870775400474,0.5250407415752081,0.1751005673143226,0.4075577524543674,0.8259177520029698,0.3064801784823948,0.846803280946777
50,0.2183046687388759,0.8142253694860625,0.294879100513473,0.9723604793842922,0.1832342191471988,0.6721962519759422,0.859293844005396,0.5367718309492368
941,0.9846431025558108,0.3852796404453247,0.3880973595238769,0.958186378490414,0.5214638400097977,0.918949099104833,0.0119740038882296,0.4904724710505803
95,0.8760757516232156,0.0194147052484523,0.5361321945299471,0.8058645470435334,0.9597097734559008,0.2400328495904482,0.4877283751386903,0.3545747422565382
2396,0.6242103283877675,0.4488886079255083,0.5387045420085583,0.5492782670833232,0.7163265942844462,0.0321504657606462,0.774775269025307,0.2622081163864482
7,0.3752076708322662,0.2713662197555668,0.4229420359484033,0.8384259333917943,0.3084564954455343,0.9074395163089964,0.6443459070640034,0.9944035356103652
93,0.0016841618574917,0.8444498666255882,0.4602836189505264,0.7672844905241507,0.8617516381226834,0.4895883124885196,0.5563871061271015,0.834480325291768
191,0.9643817353308765,0.1943206739478508,0.4130488765267849,0.8766149674619813,0.3878589193286005,0.6674033037683854,0.6973663661173165,0.1321099670273635
4120,0.7725395756363991,0.3767137438983545,0.613945140926264,0.0662303751370864,0.4615676194412402,0.4975844970820236,0.4826788801989429,0.0875320643367632
3038,0.8817268264292573,0.4413466851487412,0.5975876666657234,0.1532387926411115,0.5751984094801602,0.4823047414598443,0.0738439157488666,0.885319206745692
773,0.0540638636205181,0.8356133569722691,0.4131172523536056,0.9396972223664348,0.9247304648176274,0.9886853538400155,0.2010055495084856,0.4633465944405637
915,0.6001941976768135,0.9308548546097324,0.3068864828574745,0.9616349922245592,0.1722564927983202,0.7565265557230032,0.1587659404970683,0.8869999603348289
455,0.774699045436735,0.7756377389725845,0.2628335250109211,0.9820524225490486,0.3884105235667436,0.1544995359711379,0.5234142726150813,0.9369763132803356
3290,0.3317828414487696,0.9001600683294839,0.4970522752973782,0.3316822857904043,0.9784845633426172,0.6979988204333475,0.0206329874662189,0.728901317096494
4354,0.7777010589139446,0.8995716273208838,0.4597078038647349,0.3474769454566586,0.6064412013543569,0.0796205223717954,0.4361165592087014,0.6894813897157042
