,sigma_C1,sigma_C2,sigma_F1,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_H1
618,0.8881024515156258,0.964418052188224,0.1999608454976781,0.9540524343102904,0.4489095850874804,0.2286471025191401,0.0932552239919695,0.9155110968372404
349,0.5547321628780542,0.2726115765805242,0.6562815392728399,0.2735636609560383,0.8630297006122949,0.9203441729119208,0.0928916324169366,0.9076764887734552
6,0.008851765497683,0.8282820775793724,0.4167294228877137,0.8997442069838684,0.985517122583008,0.526953896833584,0.5353390695766614,0.8343828043643958
291,0.4762632991635489,0.9844822240393128,0.4597345577571837,0.0051528080639076,0.7350880172584331,0.960091290111024,0.2007241501999295,0.154070821724844
235,0.391751876624978,0.9190760023492356,0.4854259872157087,0.2313395936460071,0.4701985434530898,0.2480919204055845,0.9120144552741792,0.6760445056278135
506,0.7492780293022113,0.1875072022391054,0.6498505825522631,0.0207210324647015,0.4651214787564237,0.8116219374180633,0.2708216408602141,0.7836290549058258
147,0.2369719113124691,0.3756250581746369,0.5970864915456234,0.3176770797956009,0.8159094935180641,0.1360691668799826,0.975310392684386,0.4744676602550504
765,0.9912057133258184,0.509413175608969,0.6077123132644106,0.2547050105285192,0.8762411865212242,0.461953260343128,0.036591051808129,0.1515836219688693
674,0.932326762378886,0.3013048676914991,0.3382139676988987,0.970626792236772,0.1171381145196761,0.6535811732251667,0.803971472716775,0.9085746143009352
645,0.909870364975984,0.2098722819869952,0.5925032364708442,0.4383858150569831,0.6722598974938268,0.523120650916584,0.209808220201394,0.3165705443239689
690,0.9450395104926996,0.1398470549398915,0.4969800383822049,0.7866921381313468,0.59394256349005,0.2480454245177515,0.7900919915297108,0.1441592930503263
231,0.3837973990621219,0.3281619248974467,0.5101108256112212,0.7279650605845059,0.5766152152695292,0.999480090615734,0.2923341759495768,0.9966124678950732
376,0.5909004420794679,0.146890521306736,0.5225309311840922,0.7531752218650598,0.9641341507412609,0.1190420680403454,0.8895297091456875,0.235644592551079
174,0.2831931680788752,0.3304328884549867,0.5872623420255709,0.5078018406018588,0.5550915121339769,0.6692789689182705,0.9280590277304416,0.147025504047243
388,0.6082273247815726,0.0283692679685048,0.6441534102603068,0.0835403770325823,0.5272596645312664,0.6100869989671147,0.5325100869678685,0.2491722399709424
261,0.4271742517432854,0.5727704647200815,0.3778741049579215,0.979030452246376,0.3750141386598858,0.5449508984324641,0.8858121130177603,0.6880008926879589
695,0.9488885836187644,0.5385798005237431,0.3495945554768025,0.984412679113996,0.8693125088091523,0.3994780054671492,0.2446615824044041,0.0570765430546015
557,0.8202408094440254,0.3033712407315776,0.6027410634719899,0.0962468766608291,0.0756274367719142,0.7202980606446667,0.8208122585980172,0.03176329755398
256,0.4216751294712709,0.429726327896322,0.5897658097530705,0.2584429389934192,0.5283721862560643,0.6808710221653802,0.4524814140310721,0.6801583112920655
121,0.1903958020497442,0.3770657908444463,0.4897917688363815,0.671418654473613,0.5203418901815112,0.3915651584190204,0.906708575535396,0.9718748898917872
757,0.9883650691978566,0.1007883301554253,0.5981916456387755,0.3313663557941076,0.9170751383850634,0.0529999124936032,0.1061907473623686,0.7101676685571201
653,0.9180889316317502,0.4024410014168257,0.6048638537351587,0.2263530382627537,0.5406500036457045,0.6370189170333114,0.0464092161143535,0.9084740493938556
646,0.9111013055319116,0.4307395086513283,0.4604747468609306,0.8079398099368332,0.7534618377248098,0.3076827041944819,0.0790097784207587,0.9551098973583352
454,0.6989474186495674,0.5903527384313764,0.5963553351732831,0.2897122515568829,0.931287783390524,0.300809286738023,0.2403301823442365,0.4494857409096969
82,0.1353101731767703,0.7494752203125021,0.4278365743891615,0.8316265962896126,0.5994232401008771,0.5838220436178617,0.996242587490608,0.2068549209952596
