,sigma_C1,sigma_C2,sigma_F1,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_H1,temperature,density
0,0.3002436790694537,0.3028425425571927,0.2751319978658615,0.18080405898889404,0.3570271917308535,0.562903261676159,0.2224553303271804,0.03421189228463893,280,1062.5404173216816
1,0.3002436790694537,0.3028425425571927,0.2751319978658615,0.18080405898889404,0.3570271917308535,0.562903261676159,0.2224553303271804,0.03421189228463893,320,84.5470241905164
2,0.3002436790694537,0.3028425425571927,0.2751319978658615,0.18080405898889404,0.3570271917308535,0.562903261676159,0.2224553303271804,0.03421189228463893,240,1334.8083196811058
3,0.3002436790694537,0.3028425425571927,0.2751319978658615,0.18080405898889404,0.3570271917308535,0.562903261676159,0.2224553303271804,0.03421189228463893,260,1216.7001628114256
4,0.3002436790694537,0.3028425425571927,0.2751319978658615,0.18080405898889404,0.3570271917308535,0.562903261676159,0.2224553303271804,0.03421189228463893,300,52.47345419628935
5,0.3009261528626622,0.33262630832337725,0.3699242532885038,0.17247300605952462,0.38222646790768566,0.44339349411727,0.28481290022839767,0.034704639363720646,260,794.2507136846073
6,0.3009261528626622,0.33262630832337725,0.3699242532885038,0.17247300605952462,0.38222646790768566,0.44339349411727,0.28481290022839767,0.034704639363720646,320,91.732080109919
7,0.3009261528626622,0.33262630832337725,0.3699242532885038,0.17247300605952462,0.38222646790768566,0.44339349411727,0.28481290022839767,0.034704639363720646,280,713.9465659074359
8,0.3009261528626622,0.33262630832337725,0.3699242532885038,0.17247300605952462,0.38222646790768566,0.44339349411727,0.28481290022839767,0.034704639363720646,240,850.4307918838037
9,0.3009261528626622,0.33262630832337725,0.3699242532885038,0.17247300605952462,0.38222646790768566,0.44339349411727,0.28481290022839767,0.034704639363720646,300,604.3584401699998
10,0.3012545020455451,0.3430271487330666,0.31219014696914016,0.24986764866915426,0.4739110305483334,0.3435540201959153,0.24747074362451815,0.030773712500040514,260,828.6015041547312
11,0.3012545020455451,0.3430271487330666,0.31219014696914016,0.24986764866915426,0.4739110305483334,0.3435540201959153,0.24747074362451815,0.030773712500040514,320,83.48204957750741
12,0.3012545020455451,0.3430271487330666,0.31219014696914016,0.24986764866915426,0.4739110305483334,0.3435540201959153,0.24747074362451815,0.030773712500040514,300,50.60306364484142
