,sigma_C1,sigma_C2,sigma_F1,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_H1,temperature,density
0,0.30031716188783486,0.39494218992222996,0.3136068768467799,0.1910738529035144,0.5062521731421642,0.5015129677900525,0.23720927551985646,0.07897708304646044,260,1014.4333685682342
1,0.30031716188783486,0.39494218992222996,0.3136068768467799,0.1910738529035144,0.5062521731421642,0.5015129677900525,0.23720927551985646,0.07897708304646044,300,883.1242545768782
2,0.30031716188783486,0.39494218992222996,0.3136068768467799,0.1910738529035144,0.5062521731421642,0.5015129677900525,0.23720927551985646,0.07897708304646044,320,785.7388318853447
3,0.30031716188783486,0.39494218992222996,0.3136068768467799,0.1910738529035144,0.5062521731421642,0.5015129677900525,0.23720927551985646,0.07897708304646044,240,1069.5774980172225
4,0.30031716188783486,0.39494218992222996,0.3136068768467799,0.1910738529035144,0.5062521731421642,0.5015129677900525,0.23720927551985646,0.07897708304646044,280,949.4882754477308
5,0.30039389631300667,0.3835637430742305,0.2021106585306537,0.2651015807615885,0.1788864774163587,0.5145692676976337,0.3312901547534966,0.017477249876161477,280,1175.4937266598504
6,0.30039389631300667,0.3835637430742305,0.2021106585306537,0.2651015807615885,0.1788864774163587,0.5145692676976337,0.3312901547534966,0.017477249876161477,260,1279.7427770157292
7,0.30039389631300667,0.3835637430742305,0.2021106585306537,0.2651015807615885,0.1788864774163587,0.5145692676976337,0.3312901547534966,0.017477249876161477,240,1376.5278024414845
8,0.30039389631300667,0.3835637430742305,0.2021106585306537,0.2651015807615885,0.1788864774163587,0.5145692676976337,0.3312901547534966,0.017477249876161477,320,87.32979623099321
9,0.30039389631300667,0.3835637430742305,0.2021106585306537,0.2651015807615885,0.1788864774163587,0.5145692676976337,0.3312901547534966,0.017477249876161477,300,1009.7982141684402
10,0.3007373115255711,0.39205042709557864,0.3513328520110341,0.16201329425279176,0.5742596012687156,0.5634302835764374,0.2892136132624802,0.05273208722612608,320,764.3165291758962
11,0.3007373115255711,0.39205042709557864,0.3513328520110341,0.16201329425279176,0.5742596012687156,0.5634302835764374,0.2892136132624802,0.05273208722612608,300,810.7017973310504
12,0.3007373115255711,0.39205042709557864,0.3513328520110341,0.16201329425279176,0.5742596012687156,0.5634302835764374,0.2892136132624802,0.05273208722612608,280,859.1024077991268
13,0.3007373115255711,0.39205042709557864,0.3513328520110341,0.16201329425279176,0.5742596012687156,0.5634302835764374,0.2892136132624802,0.05273208722612608,240,935.4274903861871
14,0.3007373115255711,0.39205042709557864,0.3513328520110341,0.16201329425279176,0.5742596012687156,0.5634302835764374,0.2892136132624802,0.05273208722612608,260,897.1587705882351
15,0.3029173990358252,0.3762667336251732,0.2724424709333053,0.28985675367949215,0.3171610091726873,0.5719856902823727,0.26401131368475583,0.054915113406307524,300,943.6228326959437
16,0.3029173990358252,0.3762667336251732,0.2724424709333053,0.28985675367949215,0.3171610091726873,0.5719856902823727,0.26401131368475583,0.054915113406307524,280,1021.7481733181223
17,0.3029173990358252,0.3762667336251732,0.2724424709333053,0.28985675367949215,0.3171610091726873,0.5719856902823727,0.26401131368475583,0.054915113406307524,320,866.9251050881704
18,0.3029173990358252,0.3762667336251732,0.2724424709333053,0.28985675367949215,0.3171610091726873,0.5719856902823727,0.26401131368475583,0.054915113406307524,260,1084.587278831731
19,0.3029173990358252,0.3762667336251732,0.2724424709333053,0.28985675367949215,0.3171610091726873,0.5719856902823727,0.26401131368475583,0.054915113406307524,240,1144.624922976067
20,0.3039608350205327,0.36477342397482365,0.24380953594795593,0.29316962424827864,0.28890620450117693,0.3689765770183442,0.29783152070263946,0.05986374708038627,300,49.14912898178783
21,0.3039608350205327,0.36477342397482365,0.24380953594795593,0.29316962424827864,0.28890620450117693,0.3689765770183442,0.29783152070263946,0.05986374708038627,280,939.4276998624384
22,0.3039608350205327,0.36477342397482365,0.24380953594795593,0.29316962424827864,0.28890620450117693,0.3689765770183442,0.29783152070263946,0.05986374708038627,320,90.36339850588797
23,0.3039608350205327,0.36477342397482365,0.24380953594795593,0.29316962424827864,0.28890620450117693,0.3689765770183442,0.29783152070263946,0.05986374708038627,260,1061.9320096958672
24,0.3039608350205327,0.36477342397482365,0.24380953594795593,0.29316962424827864,0.28890620450117693,0.3689765770183442,0.29783152070263946,0.05986374708038627,240,1144.6534861473585
25,0.30402585669349774,0.3968549191992882,0.2956017219313767,0.17337026383370668,0.19963299703610451,0.4777303439206852,0.3266509070500312,0.07044370945606425,260,1012.4804090316492
26,0.30402585669349774,0.3968549191992882,0.2956017219313767,0.17337026383370668,0.19963299703610451,0.4777303439206852,0.3266509070500312,0.07044370945606425,240,1074.2571186056066
27,0.30402585669349774,0.3968549191992882,0.2956017219313767,0.17337026383370668,0.19963299703610451,0.4777303439206852,0.3266509070500312,0.07044370945606425,300,842.8090241616495
28,0.30402585669349774,0.3968549191992882,0.2956017219313767,0.17337026383370668,0.19963299703610451,0.4777303439206852,0.3266509070500312,0.07044370945606425,280,926.0076012236359
29,0.30402585669349774,0.3968549191992882,0.2956017219313767,0.17337026383370668,0.19963299703610451,0.4777303439206852,0.3266509070500312,0.07044370945606425,320,716.519941856833
30,0.3040299576497706,0.3396262448253005,0.2567396005172606,0.29056978441498515,0.5315728193553861,0.22127174748842685,0.3243297690053547,0.061446373624581135,240,1090.7150302526325
31,0.3040299576497706,0.3396262448253005,0.2567396005172606,0.29056978441498515,0.5315728193553861,0.22127174748842685,0.3243297690053547,0.061446373624581135,260,993.7995710470226
32,0.3040299576497706,0.3396262448253005,0.2567396005172606,0.29056978441498515,0.5315728193553861,0.22127174748842685,0.3243297690053547,0.061446373624581135,300,49.036850143974256
33,0.3040299576497706,0.3396262448253005,0.2567396005172606,0.29056978441498515,0.5315728193553861,0.22127174748842685,0.3243297690053547,0.061446373624581135,280,863.0625952445911
