,sigma_C1,sigma_F1,epsilon_C1,epsilon_F1
273998,0.3584386145319775,0.4001072518207071,0.1148532798179865,0.9482932013193028
214,0.5458615677215815,0.38660763058442443,0.08513183939400029,0.8204655928330519
150789,0.4250745892078796,0.39911115273667974,0.17202253946238052,0.8506182468046848
198613,0.5580051993573707,0.3798537817049739,0.0061188810962941155,0.886701415977769
169724,0.15383239304117374,0.38458518756984295,0.2768349911305245,0.9923852128600879
121334,0.838910495025547,0.31766949993496013,0.20301582779075128,0.42964555337435795
242812,0.9051030330408905,0.24232831109531547,0.02883483254914554,0.5645517508580816
191010,0.8781665400405891,0.2603205726943113,0.018950409943122273,0.5917895748487499
26703,0.6470202180281287,0.35874900522672565,0.003068740055297237,0.8145086363406125
221918,0.8450455131775773,0.3266385578756821,0.2905807726676934,0.34581884554854714
11321,0.4875207974939947,0.4053225022454467,0.17012363545351525,0.8074170129252308
213267,0.4463351460974914,0.39462858559328406,0.10684799288272953,0.878414632140684
257112,0.2169441658751863,0.38043988059746214,0.2897110484951371,0.9401632591261665
231663,0.6540324218294032,0.39870777564188176,0.2873946977766136,0.5450190772387963
294405,0.5850619227300337,0.359384955989217,0.013170408521134687,0.8425946456693754
352633,0.49747721949423984,0.3772807551796486,0.009620949516852852,0.9248434550222091
58241,0.8147196909495064,0.28595507058017855,0.01687619577747324,0.6380320861397458
338865,0.47123803417260807,0.3912919720493829,0.14632778164934587,0.8318996588930749
157449,0.8691062600012855,0.2805684786564562,0.12971053814892083,0.46970401925122945
29628,0.2962085580129165,0.3865523431030067,0.25385331385737686,0.8972792709864603
277654,0.678959493334594,0.35064486517389,0.08449775419377722,0.6877698398491101
3399,0.2681011221380417,0.39273916291892486,0.3064023848530253,0.9038831799762966
58613,0.6412021789887742,0.400763213964953,0.259249192937896,0.5813111402127714
283198,0.9501315676434589,0.21804396434895032,0.12110269747455896,0.4269781296553453
49590,0.9492671385113796,0.20158090651482324,0.11625024562260593,0.41852995866544335
239874,0.9412550976796226,0.2109157613008484,0.14245831650777982,0.39824773009231157
60918,0.4450319899827905,0.39929661587009857,0.13111751804153574,0.8757326272065482
34432,0.2535200777579168,0.3740370410128199,0.12761616521379976,0.9942442151874997
160960,0.5123625899956368,0.40423678039464356,0.1714364232472878,0.7781299514061573
172063,0.8821815692342357,0.27175148306599095,0.22512063587250053,0.355521729960339
201994,0.26192071673019873,0.39712254927329715,0.24630405725989205,0.9350379024890214
55069,0.7684249029762931,0.3523180473037215,0.2759982409848076,0.4241982635485489
210350,0.9163749222722045,0.22615832965090354,0.1294489223819086,0.42469428998451225
291147,0.3105220896311898,0.3803532031507695,0.1710589766148331,0.9337562466828242
270284,0.2556251448565311,0.3730276671576034,0.12048142087876895,0.9948610111197435
278563,0.09159784984835792,0.37552158549993386,0.41085506544139594,0.9877181050679099
226379,0.9290185950487954,0.23655112932275507,0.23386368373009808,0.3083446195740576
34293,0.8823171196508021,0.281914416206436,0.2839991005800293,0.3008368543246631
266964,0.8690045355553841,0.30883956179238625,0.24922242733805022,0.3673137825663637
201175,0.6337221614619566,0.4027948999225196,0.3181827755583727,0.5448185151848426
275551,0.44605671933873975,0.403699790162505,0.2376837495034718,0.7820324580113883
229671,0.8553989280846362,0.3296705380262404,0.27900191032386584,0.35284517742046384
166865,0.7240221641809527,0.399687387209818,0.4464409468344333,0.35635353975193435
216631,0.21819747249901633,0.40360794268626266,0.2673833176740279,0.9713631951147419
31099,0.27291160506320933,0.38223911067227656,0.2027707409519903,0.9370389259273686
65878,0.9929580985107648,0.1532002202799177,0.14176180387799148,0.36449417707922205
307703,0.9290001528175226,0.2669042491545505,0.39966584727053683,0.16702870521878863
67121,0.9859668840856498,0.15095829756548884,0.19071016557809803,0.30842057444622095
121007,0.611140053197081,0.3676777439452782,0.02857435453423252,0.8038698203073442
72079,0.45446195082863206,0.41179514336129214,0.19871354992850807,0.8147454207258086
325468,0.7417583274115335,0.32538328244539305,0.09440886498302693,0.6081993951246081
348577,0.9597791467127139,0.22165143816564734,0.2526157976637571,0.2772259575136065
352357,0.5669971551917383,0.3897394763480394,0.054047481171975886,0.8325832230345567
208896,0.3620883470536867,0.4157304960314546,0.4158022763759421,0.7655514714881585
60623,0.8771319658065144,0.2944023740437936,0.08768130975864093,0.5343605253036942
6460,0.5157423680727927,0.38119759473730014,0.15714312357740293,0.7650739177322378
154834,0.912844351405867,0.2607264728412393,0.2886389595154033,0.277600283757377
279669,0.8960387611955527,0.30046139664873994,0.416220575481382,0.1892880672526941
341123,0.6818174457141549,0.37469924328415377,0.23317416870248805,0.544431679603279
276924,0.9295930898108717,0.24700995261544462,0.020780969372756423,0.5763225880020976
143980,0.9931927794172135,0.15579949543995128,0.21684645055351162,0.28359291127505126
87784,0.24116135367484545,0.382119108143864,0.2681130739617777,0.9396918052485066
129096,0.8599057423276804,0.2994582536133949,0.2974478711090289,0.3067529401853311
88893,0.9609825550660421,0.2232574350597593,0.17873619105113286,0.3609672304681663
285539,0.893428355760709,0.2911891301862189,0.179603123407434,0.41324276483275985
134728,0.10407580940942752,0.3775921911160726,0.5314671182053035,0.9312613946955614
41045,0.15061845334649485,0.38262042320549094,0.5279782233683944,0.8952534868983303
81181,0.8246191299752019,0.34818034879881404,0.42955877791886504,0.25254756043200366
159194,0.8620142476827074,0.3025953363894727,0.10663630604338722,0.5262510365086717
187545,0.4257616123115974,0.40437544079611687,0.0353002359334534,0.9665173037613614
180778,0.3842046371465986,0.4212617060236439,0.3959848960226653,0.7599506875357089
50758,0.7391626307733468,0.38125198972003516,0.25954505173282927,0.4934566038554108
215559,0.3571366897757053,0.4136819942171116,0.4279775253395084,0.7587434351940495
118210,0.5974848916652356,0.35590535174777904,0.05783631154847437,0.7814932087762304
176191,0.8716858683126169,0.3402618002011901,0.5891611844926724,0.08607151649005317
36611,0.4858281477634404,0.4057216451372734,0.3222579844512265,0.6922458606777143
346734,0.8570736876675551,0.3181700114234978,0.44106208324671936,0.19526829919408664
161261,0.7217940705620158,0.4151042340722786,0.556666400152171,0.29072158488736244
240211,0.9311476663637794,0.2530873878124519,0.3777312554747672,0.1797657503936974
165155,0.7289756107381159,0.33285491738589246,0.10909500463403639,0.6122263359316081
295491,0.37711826751023764,0.4061436485969693,0.15017694341075566,0.9247571750296903
17803,0.3808346669336253,0.39696635153951554,0.1781980845388598,0.8751001032248987
110789,0.5065780316309304,0.4058761182405585,0.23627359319439642,0.7418372323889144
246561,0.8722324609214946,0.2694272898884065,0.13600689836726848,0.449968819252723
