,sigma_C1,sigma_F1,epsilon_C1,epsilon_F1,temperature,density
0,0.2025651377185852,0.28254096009278373,0.5285531322221264,0.38375359416978577,170,1419.1129666136933
1,0.2025651377185852,0.28254096009278373,0.5285531322221264,0.38375359416978577,210,151.01721162368594
2,0.2025651377185852,0.28254096009278373,0.5285531322221264,0.38375359416978577,130,1726.3360846634478
3,0.2025651377185852,0.28254096009278373,0.5285531322221264,0.38375359416978577,150,1584.1598998135976
4,0.2025651377185852,0.28254096009278373,0.5285531322221264,0.38375359416978577,190,79.15870201813259
5,0.20676786050154805,0.286290444804416,0.44854624553982897,0.3994784411485984,170,1473.4382817994353
6,0.20676786050154805,0.286290444804416,0.44854624553982897,0.3994784411485984,150,1591.6714264405834
7,0.20676786050154805,0.286290444804416,0.44854624553982897,0.3994784411485984,210,178.82632593711563
8,0.20676786050154805,0.286290444804416,0.44854624553982897,0.3994784411485984,190,1277.1111928650982
9,0.20676786050154805,0.286290444804416,0.44854624553982897,0.3994784411485984,130,1684.9509577639371
10,0.20907407370560147,0.28470044546236817,0.31229665510311144,0.4128554780694477,150,1589.198493015961
11,0.20907407370560147,0.28470044546236817,0.31229665510311144,0.4128554780694477,210,164.31009052932708
12,0.20907407370560147,0.28470044546236817,0.31229665510311144,0.4128554780694477,170,1451.206761683989
13,0.20907407370560147,0.28470044546236817,0.31229665510311144,0.4128554780694477,130,1713.4392923744053
14,0.20907407370560147,0.28470044546236817,0.31229665510311144,0.4128554780694477,190,1303.8079331733202
15,0.20907662662278306,0.28645554057062017,0.571543064624944,0.3705433281060242,190,79.19566720675712
16,0.20907662662278306,0.28645554057062017,0.571543064624944,0.3705433281060242,130,1705.3075459633685
17,0.20907662662278306,0.28645554057062017,0.571543064624944,0.3705433281060242,150,1555.097163131604
18,0.20907662662278306,0.28645554057062017,0.571543064624944,0.3705433281060242,170,1403.534824862929
19,0.20907662662278306,0.28645554057062017,0.571543064624944,0.3705433281060242,210,160.75195894046723
20,0.21985489424403262,0.28667119750813796,0.5036636501738976,0.3663055753154517,190,82.7268070149166
21,0.21985489424403262,0.28667119750813796,0.5036636501738976,0.3663055753154517,130,1701.3543403627164
22,0.21985489424403262,0.28667119750813796,0.5036636501738976,0.3663055753154517,150,1585.3738555180762
23,0.21985489424403262,0.28667119750813796,0.5036636501738976,0.3663055753154517,170,1396.3060334440593
24,0.21985489424403262,0.28667119750813796,0.5036636501738976,0.3663055753154517,210,160.91994945279671
25,0.22269006756009177,0.28828756756294166,0.6189085291073763,0.35175851109845774,150,1580.3395098251897
26,0.22269006756009177,0.28828756756294166,0.6189085291073763,0.35175851109845774,130,1699.5815517508634
27,0.22269006756009177,0.28828756756294166,0.6189085291073763,0.35175851109845774,170,1431.4670460346033
28,0.22269006756009177,0.28828756756294166,0.6189085291073763,0.35175851109845774,210,164.0793829671689
29,0.22269006756009177,0.28828756756294166,0.6189085291073763,0.35175851109845774,190,89.59550691035248
30,0.22450174254123476,0.2898372714823172,0.35808107791419314,0.40166771804630574,130,1698.8431960806533
31,0.22450174254123476,0.2898372714823172,0.35808107791419314,0.40166771804630574,210,1121.56484426041
32,0.22450174254123476,0.2898372714823172,0.35808107791419314,0.40166771804630574,170,1450.3995850647082
33,0.22450174254123476,0.2898372714823172,0.35808107791419314,0.40166771804630574,150,1575.7370024899683
34,0.22450174254123476,0.2898372714823172,0.35808107791419314,0.40166771804630574,190,1298.045086550234
35,0.22546373972417397,0.2889204957181677,0.2513287964145325,0.4144374989479841,190,1294.3251391757876
36,0.22546373972417397,0.2889204957181677,0.2513287964145325,0.4144374989479841,130,1687.2431134596416
37,0.22546373972417397,0.2889204957181677,0.2513287964145325,0.4144374989479841,150,1569.6670382797859
38,0.22546373972417397,0.2889204957181677,0.2513287964145325,0.4144374989479841,170,1441.7009795951315
39,0.22546373972417397,0.2889204957181677,0.2513287964145325,0.4144374989479841,210,164.4483272273877
40,0.22963565903860547,0.28453126187922373,0.37782130700220756,0.37703480679666185,210,155.6299824780211
41,0.22963565903860547,0.28453126187922373,0.37782130700220756,0.37703480679666185,190,82.43102039096176
42,0.22963565903860547,0.28453126187922373,0.37782130700220756,0.37703480679666185,150,1600.565975329425
43,0.22963565903860547,0.28453126187922373,0.37782130700220756,0.37703480679666185,170,1477.6545288933892
44,0.22963565903860547,0.28453126187922373,0.37782130700220756,0.37703480679666185,130,1728.4766545720447
45,0.2323536493131143,0.29113202400694194,0.4412649554239174,0.3732996482145893,170,1434.7070117745325
46,0.2323536493131143,0.29113202400694194,0.4412649554239174,0.3732996482145893,210,164.90666397560057
47,0.2323536493131143,0.29113202400694194,0.4412649554239174,0.3732996482145893,130,1659.607231006532
48,0.2323536493131143,0.29113202400694194,0.4412649554239174,0.3732996482145893,150,1557.1468729810408
49,0.2323536493131143,0.29113202400694194,0.4412649554239174,0.3732996482145893,190,1282.4376013851152
50,0.23671099948599325,0.28954986219189394,0.5449119375639014,0.3416203359279308,150,1588.034980927126
51,0.23671099948599325,0.28954986219189394,0.5449119375639014,0.3416203359279308,210,159.6181465116222
52,0.23671099948599325,0.28954986219189394,0.5449119375639014,0.3416203359279308,170,1459.8470060307434
53,0.23671099948599325,0.28954986219189394,0.5449119375639014,0.3416203359279308,130,1685.0163953397955
54,0.23671099948599325,0.28954986219189394,0.5449119375639014,0.3416203359279308,190,78.15848060737716
55,0.2375863831936034,0.28482545835337114,0.4675078620449287,0.3447849893611225,170,1432.9436710964962
56,0.2375863831936034,0.28482545835337114,0.4675078620449287,0.3447849893611225,130,1753.449411468316
57,0.2375863831936034,0.28482545835337114,0.4675078620449287,0.3447849893611225,150,1595.6860536771305
58,0.2375863831936034,0.28482545835337114,0.4675078620449287,0.3447849893611225,210,158.70262270275848
59,0.2375863831936034,0.28482545835337114,0.4675078620449287,0.3447849893611225,190,79.93887274769035
60,0.2431559921956909,0.28884131006628505,0.17651149860172163,0.4138043317247276,150,1568.956062894343
61,0.2431559921956909,0.28884131006628505,0.17651149860172163,0.4138043317247276,210,174.9299503198227
62,0.2431559921956909,0.28884131006628505,0.17651149860172163,0.4138043317247276,170,1428.878615163032
63,0.2431559921956909,0.28884131006628505,0.17651149860172163,0.4138043317247276,130,1676.0224069264184
64,0.2431559921956909,0.28884131006628505,0.17651149860172163,0.4138043317247276,190,1325.5761821169128
65,0.24343141310082264,0.28577218934809523,0.23420136133203065,0.39519975370732907,190,81.35029897214277
66,0.24343141310082264,0.28577218934809523,0.23420136133203065,0.39519975370732907,210,172.78744431471756
67,0.24343141310082264,0.28577218934809523,0.23420136133203065,0.39519975370732907,130,1722.5935538781055
68,0.24343141310082264,0.28577218934809523,0.23420136133203065,0.39519975370732907,150,1594.855411748732
69,0.24343141310082264,0.28577218934809523,0.23420136133203065,0.39519975370732907,170,1472.3748350627932
70,0.24976303613290318,0.29235018594858725,0.573938304143365,0.32487664754896833,210,198.84194589341698
71,0.24976303613290318,0.29235018594858725,0.573938304143365,0.32487664754896833,130,1684.611623996498
72,0.24976303613290318,0.29235018594858725,0.573938304143365,0.32487664754896833,190,1320.2626986786258
73,0.24976303613290318,0.29235018594858725,0.573938304143365,0.32487664754896833,150,1552.4440387620646
74,0.24976303613290318,0.29235018594858725,0.573938304143365,0.32487664754896833,170,1439.2223554821755
75,0.25019943957273316,0.28659326225380344,0.40162760885443377,0.3466359653917793,190,1318.1549216611852
76,0.25019943957273316,0.28659326225380344,0.40162760885443377,0.3466359653917793,130,1734.3826027759012
77,0.25019943957273316,0.28659326225380344,0.40162760885443377,0.3466359653917793,150,1605.2632770024377
78,0.25019943957273316,0.28659326225380344,0.40162760885443377,0.3466359653917793,210,157.4335871311743
79,0.25019943957273316,0.28659326225380344,0.40162760885443377,0.3466359653917793,170,1460.784607961917
80,0.2514456566641605,0.29342228516034613,0.5025728438539174,0.3382785490139513,170,1412.8325446761783
81,0.2514456566641605,0.29342228516034613,0.5025728438539174,0.3382785490139513,190,1305.4613325099008
82,0.2514456566641605,0.29342228516034613,0.5025728438539174,0.3382785490139513,130,1667.549758115419
83,0.2514456566641605,0.29342228516034613,0.5025728438539174,0.3382785490139513,150,1565.8731321435207
84,0.2514456566641605,0.29342228516034613,0.5025728438539174,0.3382785490139513,210,186.00661785119806
85,0.25400252981774685,0.28898906159582904,0.3043620854142429,0.3727112728523902,170,1462.801570861369
86,0.25400252981774685,0.28898906159582904,0.3043620854142429,0.3727112728523902,150,1595.6761581578612
87,0.25400252981774685,0.28898906159582904,0.3043620854142429,0.3727112728523902,210,178.14511540091564
88,0.25400252981774685,0.28898906159582904,0.3043620854142429,0.3727112728523902,130,1712.3729840869669
89,0.25400252981774685,0.28898906159582904,0.3043620854142429,0.3727112728523902,190,1332.8360907569863
90,0.2554085209089856,0.2934777425349244,0.21990152236452018,0.40702380115570896,170,1439.9128113419922
91,0.2554085209089856,0.2934777425349244,0.21990152236452018,0.40702380115570896,150,1560.4838518133035
92,0.2554085209089856,0.2934777425349244,0.21990152236452018,0.40702380115570896,130,1657.9062485906488
93,0.2554085209089856,0.2934777425349244,0.21990152236452018,0.40702380115570896,190,1329.7939236969796
94,0.2554085209089856,0.2934777425349244,0.21990152236452018,0.40702380115570896,210,1186.2441906589913
95,0.2601516866124571,0.2910612227013094,0.5378284341990986,0.3031866756274203,210,158.3962270545831
96,0.2601516866124571,0.2910612227013094,0.5378284341990986,0.3031866756274203,170,1405.4463697771612
97,0.2601516866124571,0.2910612227013094,0.5378284341990986,0.3031866756274203,150,1578.2128493031448
98,0.2601516866124571,0.2910612227013094,0.5378284341990986,0.3031866756274203,130,1676.7847599714198
99,0.2601516866124571,0.2910612227013094,0.5378284341990986,0.3031866756274203,190,78.35749895666122
100,0.2614159260573497,0.28829386416497493,0.4669136943349859,0.3128665397794675,130,1700.3573133949515
101,0.2614159260573497,0.28829386416497493,0.4669136943349859,0.3128665397794675,150,1602.1134429159706
102,0.2614159260573497,0.28829386416497493,0.4669136943349859,0.3128665397794675,210,160.47938344384707
103,0.2614159260573497,0.28829386416497493,0.4669136943349859,0.3128665397794675,170,1441.084013027896
104,0.2614159260573497,0.28829386416497493,0.4669136943349859,0.3128665397794675,190,79.11866638893561
105,0.26181309179922174,0.29000858733592505,0.34817313885066814,0.3514366819410856,210,186.3567678946188
106,0.26181309179922174,0.29000858733592505,0.34817313885066814,0.3514366819410856,130,1701.5245745331383
107,0.26181309179922174,0.29000858733592505,0.34817313885066814,0.3514366819410856,150,1571.977373330219
108,0.26181309179922174,0.29000858733592505,0.34817313885066814,0.3514366819410856,170,1460.5132870326318
109,0.26181309179922174,0.29000858733592505,0.34817313885066814,0.3514366819410856,190,1311.2602654731634
110,0.2646613968210475,0.291805504185415,0.1434690022642321,0.40757036137454555,190,1304.089575395721
111,0.2646613968210475,0.291805504185415,0.1434690022642321,0.40757036137454555,130,1664.7543922864386
112,0.2646613968210475,0.291805504185415,0.1434690022642321,0.40757036137454555,170,1437.669776807962
113,0.2646613968210475,0.291805504185415,0.1434690022642321,0.40757036137454555,150,1542.1814754701786
114,0.2646613968210475,0.291805504185415,0.1434690022642321,0.40757036137454555,210,197.3976338767599
115,0.2725206727122696,0.2910067909844918,0.6122712777878956,0.2716156489979953,130,1708.3871393768347
116,0.2725206727122696,0.2910067909844918,0.6122712777878956,0.2716156489979953,170,1448.7290557931785
117,0.2725206727122696,0.2910067909844918,0.6122712777878956,0.2716156489979953,210,162.35240580637242
118,0.2725206727122696,0.2910067909844918,0.6122712777878956,0.2716156489979953,190,75.18188273149016
119,0.2725206727122696,0.2910067909844918,0.6122712777878956,0.2716156489979953,150,1585.660491357096
120,0.272627039821003,0.2877449233787317,0.21982849779319635,0.3659126061950788,150,1604.3430084370596
