,sigma_C1,sigma_F1,epsilon_C1,epsilon_F1
0,0.2218509612253529,0.9511030161299501,0.20095828998294227,0.563470387627477
1,0.7499316372385073,0.4457739439280195,0.7633886898551653,0.9244125113031033
2,0.26998254988864184,0.22078731680710584,0.279522226609833,0.8226607998797969
3,0.6422611777203829,0.05928853114113714,0.24847494675006065,0.2615991305011986
4,0.5904727730916595,0.6988565543210307,0.687390326496256,0.5739781744559393
5,0.9927834425956457,0.07433035532629963,0.7265344320241525,0.4023057103397546
6,0.5962915457254497,0.8007553323957,0.8731371069443157,0.0940257183372871
7,0.9250585505149813,0.7413778064640364,0.31783761120625603,0.8484170705250668
8,0.08214203394773177,0.14667420175594498,0.4061106495471629,0.5546717870951696
9,0.29848300055727395,0.7348449998396568,0.8221907774881759,0.7271377029838688
10,0.6092714208711285,0.10281207700379515,0.5135283707708004,0.027129606660963246
11,0.4373198355130259,0.6050496654586978,0.8692718260014141,0.8739777117917624
12,0.289273160628248,0.8723885831210576,0.805879185384195,0.6271721082184201
13,0.2730639911011334,0.4987537943921595,0.2650203108838947,0.6082231812609166
14,0.8089867152848007,0.008037404934140705,0.6253324686608228,0.18927282455666183
15,0.8535799073401242,0.0943877252041756,0.721008265552619,0.4639966218602186
16,0.5004622262575031,0.792129638365141,0.675333482712094,0.28750877752321274
17,0.49984874041312105,0.9951257549464222,0.25357986692911455,0.4866093059968098
18,0.11520739106735413,0.028034697730677814,0.11342376460297687,0.31238270292292575
19,0.9128114976752749,0.4063275634222239,0.606446803319304,0.8075732542239326
20,0.470890691868973,0.03462457087539135,0.1281112495321931,0.327493652697637
21,0.05979590626858678,0.24733885642719503,0.32078259384083396,0.8400475351849517
22,0.17697729214184754,0.1353968903368747,0.3001995089658661,0.6423851194265431
23,0.19091897029401372,0.18670109316998662,0.08825214161186212,0.8662075839884544
24,0.23232997345965078,0.25915972198065695,0.29784907517181564,0.22224866085440179
25,0.7328967481132059,0.47223046371729155,0.1244968902724386,0.7228211338851352
26,0.57965652321455,0.6427915687121974,0.9107105368895095,0.4101165798233978
27,0.052101416105135384,0.6659573145676825,0.378543974402565,0.05631024871919368
28,0.8169563829696881,0.05108043877974938,0.6642049201260608,0.5947036307014665
29,0.5869669552720992,0.7834376541489257,0.7422588901554213,0.45275668732727037
30,0.9019052079194079,0.5447196667755195,0.6036007816419384,0.1532045830340171
31,0.8812347121380515,0.917148422806282,0.6304273675389332,0.925579880697725
32,0.4071504942342049,0.9248397836454956,0.3356852721421362,0.3795943812986011
33,0.9684123880192458,0.3968972291004681,0.11532865643177549,0.3095932902576984
34,0.6739142625012414,0.19196729630880052,0.6226316016074732,0.5823253417631374
35,0.787810525091693,0.9820497335154147,0.17483110596429094,0.3003607094544387
36,0.7796353647047503,0.3036144956291975,0.0314885482433065,0.715973270812306
37,0.7508481984396259,0.7745131269754089,0.9195000168920484,0.29701968885218766
38,0.9182013029259304,0.7359379191013343,0.4633630752464677,0.095282696540021
39,0.6639242741614645,0.7579319681069753,0.07197584558544279,0.03792060648752817
40,0.5336410291230425,0.11442295292762977,0.98714915313213,0.6508018230714333
41,0.0646036540562967,0.8677933484646217,0.44841559192336056,0.8613863004639133
42,0.0407157924283425,0.7057025534153777,0.885857724806601,0.7514756679540077
43,0.6170271576837555,0.6737012076288788,0.32529999736592463,0.5578427373763678
44,0.2359919355753494,0.42699586134856715,0.0830431287079401,0.9313399493474788
45,0.7056663678352717,0.3418296314271317,0.9054157804397527,0.3748985437291764
46,0.07309260180929804,0.6546029361275757,0.5870910679002085,0.39932059174343015
47,0.11072968922232201,0.016990181058013865,0.21347611548131304,0.20083072995831086
48,0.45709613024692364,0.23766429649051057,0.9030317915427779,0.07646114533366204
49,0.16526188385431984,0.9721361876527026,0.5609289693340128,0.9567504265257921
50,0.6968442478830587,0.5317365737577093,0.37205952192307334,0.012757039823279413
51,0.5050880233728182,0.7542590828574582,0.42624413877451517,0.11361022600265885
52,0.9396108907136872,0.1572291396732899,0.6544083746746933,0.27348861700159666
53,0.9300000479737023,0.5451444575585129,0.009921413988560406,0.14872004662646796
54,0.756914040749602,0.2853713775398486,0.41206373150941344,0.7561361394266126
55,0.198654983456949,0.29267524186620886,0.4000102879782639,0.9680217934937358
56,0.46564646382202673,0.9479521450920242,0.9841241814901224,0.9779657564917305
57,0.7428122063871985,0.7158590541401416,0.28324188222344615,0.9109255537078614
58,0.008410977622055884,0.11815497249303836,0.9293879423058319,0.6166854036771324
59,0.5622784703012145,0.04908487464341887,0.7125088259413368,0.1608736976382394
60,0.7641394335142883,0.9798153143108421,0.17773154702133367,0.6300736535155933
61,0.2293848732582224,0.04271690346628245,0.777242908185127,0.6136316839495768
62,0.24062078152578106,0.2652977828395672,0.04029595854831993,0.5305456588983618
63,0.26123051950180215,0.16556425074920564,0.38976319019856603,0.120066756418072
64,0.2046739355991408,0.21033092470899517,0.23193359946486175,0.06344457965444186
65,0.5215547843165017,0.5361281147269683,0.07612580291890096,0.465994529361813
66,0.13656300487236256,0.8333744869201678,0.5780118791356577,0.8109719806075956
67,0.06568348659307373,0.4534252279525975,0.7509394491998908,0.9898658985570689
68,0.4120900212647453,0.2527511924138725,0.4826090170100777,0.1364077643031696
69,0.43356877210795153,0.37494365287687287,0.8269771638668374,0.19464074409387647
70,0.8787586331065895,0.0015239466108018002,0.14094527368644275,0.3534578513415118
71,0.421653621701863,0.6197056415264525,0.3428802780602712,0.5277707911849676
72,0.8677709470568123,0.8159363325793432,0.104380929770362,0.24803903486722895
73,0.08651974367893979,0.10741830353013769,0.1511249997055598,0.7413787039588351
74,0.47745624049050933,0.42094015422849873,0.34605870956193685,0.33105943696574336
75,0.1843023958334326,0.6113481153465609,0.39160648637365986,0.5434839695032412
76,0.8275725203679717,0.061153332503053125,0.39638595874578736,0.11536633006444946
77,0.3526004926707913,0.514746411616041,0.6707750305299182,0.8594762859856522
78,0.9603675207676919,0.5725858537149959,0.5700997859391509,0.409785627857976
79,0.037570470717536365,0.08187705447876091,0.012485604832877164,0.9001501066138586
80,0.3731332424664417,0.385059809046778,0.7983177576513434,0.9164979614406323
81,0.42598427330480104,0.5009347999021179,0.8455065729648293,0.050724003288204166
82,0.44600236662138765,0.9058068679071039,0.10917969200325263,0.16883595979164812
83,0.24734995199426157,0.7623700606947155,0.5653942893291954,0.9372715437507033
84,0.30447907045455525,0.6458105775923032,0.8511278182221368,0.22994755905028708
85,0.38738748889131913,0.6828529857385334,0.4576322520982138,0.6379080519784784
86,0.3954860753664542,0.4800427531245508,0.5096638820108812,0.42556089023877314
87,0.7901604946340628,0.8052396021023371,0.47896647552125443,0.6009782424404423
88,0.8962436728000054,0.27878214282660346,0.7572261170828035,0.3179914710376968
89,0.80027296792196,0.49418965437429135,0.65824112586395,0.07362637152611425
90,0.7803980334544299,0.8609318572738576,0.9928994371029887,0.942628947403652
91,0.0455648470965809,0.9896794444336103,0.7080910245998924,0.4976093672477283
92,0.4439529375700997,0.43807971250786354,0.1931818849911698,0.27695535148714195
93,0.8614088282314412,0.32939802411744135,0.8558064816717842,0.44768063246606127
94,0.27692971639659314,0.7951135142191054,0.8786765806436972,0.14297239852141597
95,0.8481918209181069,0.3581199757540444,0.3054411120457117,0.4903395451912427
96,0.18520689554009567,0.4796245113519316,0.18065335435564844,0.8041468991628672
97,0.6675955449550558,0.8760306130905998,0.06304008254635889,0.45533930342026774
98,0.37974072972327944,0.8123777996117407,0.05152220145449041,0.2596623149463456
99,0.33771024873727634,0.3770976252748136,0.9683300981744083,0.42327135588564907
100,0.985730298378071,0.553611311256241,0.41742525682742077,0.2824747778057846
101,0.5481571679620396,0.16288866646225145,0.35738029214423633,0.9746082940957264
102,0.5527580868086225,0.22704459762044465,0.8105360512471671,0.3354451846432947
103,0.3699089089033471,0.8527763005748368,0.8380137612159859,0.9099992944175631
104,0.03199971643696675,0.18280961415911612,0.9352353121900606,0.8257525681543463
105,0.9962413897753042,0.6264553564213183,0.6110661527468466,0.13264996762230935
106,0.959721169356467,0.7110494137503679,0.6903107949505426,0.658304030341711
107,0.859417710633807,0.621442470203561,0.9997701410743624,0.18156572377964283
108,0.7260853669330106,0.3395507715332981,0.24047070364746584,0.02438001326196315
109,0.5183119700231207,0.15225235276328258,0.15824899062912892,0.24221942547494785
110,0.49185927946400154,0.7495120770277994,0.4676750171149534,0.9510748625204971
111,0.003073112949736836,0.8896734031419726,0.6967772955856588,0.44160982044871877
112,0.6508888315052488,0.8816235335576832,0.035424333673444705,0.6606612983208403
113,0.1318210337238151,0.940708371462212,0.7497105112786735,0.38558648330173395
114,0.7692346871738819,0.90313492792687,0.3645247098839564,0.8188095753431506
115,0.9233127297989148,0.2955306883206676,0.5943548670282721,0.8338399766695676
116,0.3177080354750117,0.19536372940959842,0.2855033231969433,0.6862104399712929
117,0.7128355234053891,0.17100991035346866,0.5213385310565455,0.2386996091542372
118,0.35771787586804465,0.20784772317414277,0.9704674405415012,0.19627097240176242
119,0.1706482783553882,0.9252869610833429,0.21639928800883745,0.34233655124104617
120,0.34428764923430427,0.12759300410335686,0.027929803222438706,0.6456701567112495
121,0.31090118064866684,0.4156037236110261,0.16383871713692838,0.15551539725553384
122,0.6879311321515454,0.8469729884997981,0.2706996126867274,0.6797906621722001
123,0.5103385836416966,0.09812076962260811,0.09972978978403596,0.6801325356810878
124,0.6568608661089078,0.17762552890100852,0.2578124837603721,0.7069539587985945
125,0.8245930961293045,0.5904334601433512,0.9627953698873065,0.32417952421210694
126,0.3940865774586087,0.2613296867540296,0.14651015576562526,0.4802012033995303
127,0.5653529382031227,0.4121796209351545,0.7357134777012471,0.39489378620104437
128,0.4607235528191096,0.8970073442026147,0.8606045549771545,0.017710053335325333
129,0.8320614545914613,0.588694659445464,0.9599222920204059,0.3666157134072108
130,0.30618290768325707,0.8407431255037237,0.23806718956550682,0.7364180805743084
131,0.5580577008265238,0.5075397283088425,0.5808633396901722,0.8509810287962709
132,0.9428990793943303,0.13079113071160278,0.18638995174297693,0.06664915301202852
133,0.322854280442488,0.9313484516352676,0.38262402617645486,0.997778615999423
134,0.259001198086264,0.21685598316821392,0.49748565425477836,0.7995744011977721
135,0.48725112142502225,0.12314743340997189,0.5534387804498454,0.7636005811662042
136,0.6799340500799279,0.3124522809959862,0.06635223303108885,0.7450976696635224
137,0.40000882151364175,0.7852338377885826,0.7741473779658047,0.569617679435247
138,0.9516122364952895,0.35202235160164214,0.26342387639296994,0.0492778588701486
139,0.014982703975011908,0.5217414162096624,0.5291673150494671,0.7009082026083512
140,0.25050908273032035,0.4309313596928561,0.05885735655356858,0.7307365386040753
141,0.7701503977549246,0.3658264303640586,0.9452357074573183,0.8852774293969918
142,0.12639400922228497,0.5568971045620974,0.6687372976406535,0.7881555533524366
143,0.6948222868864423,0.5781796112403257,0.8011260624889424,0.5372948408428367
144,0.4163982688119999,0.7682075428223478,0.6829692206998036,0.983897070491342
145,0.15079464831403078,0.7201741757571881,0.22655631196171166,0.6721164906358337
146,0.6273562202065202,0.6572269830526877,0.5388184968770127,0.5015094874146885
147,0.6036835014455195,0.6042402335940598,0.9307143278271143,0.23093630261136067
148,0.6228537066496282,0.7255190420628668,0.5024537928033697,0.7149267523915143
149,0.144741562400171,0.30797192090005754,0.6481298827748619,0.7707491284644777
150,0.0750992642775057,0.6606988821853776,0.618129423237216,0.6910105690651862
151,0.5840312830689703,0.9664846305040719,0.331587196525723,0.837179729468939
152,0.9776336205441103,0.07709380586271189,0.4228086702779663,0.5155895600025665
153,0.16251663180737533,0.6346405550053732,0.5555900609312024,0.8804626833632088
154,0.3348265277024738,0.8576863631898047,0.7191277046625828,0.3848536771361871
155,0.36484471770121246,0.5663669320743892,0.8809345674047432,0.7944629910591927
156,0.8918106643708237,0.3809646938267743,0.2091683327491782,0.044619682307915215
157,0.15859204593277348,0.6895657127850359,0.6389308169640964,0.008280953749367213
158,0.6488602166329602,0.20035546084083675,0.9444041558164907,0.9606139012569692
159,0.3257791608616494,0.40344887734928103,0.04638390630531262,0.5070760709039355
160,0.715967069674731,0.6900176774059529,0.7909056508100316,0.47217056108680305
161,0.7955725921276968,0.3217858963507957,0.13675137642169183,0.2933362653315732
162,0.9849047357608776,0.6769623026474797,0.7316402787540695,0.4382906326513385
