,sigma_C1,sigma_F1,epsilon_C1,epsilon_F1,temperature,density
0,0.20048201275402963,0.29232279291789826,0.5918952790998934,0.40398183755287975,170,1439.9213148180984
1,0.20048201275402963,0.29232279291789826,0.5918952790998934,0.40398183755287975,210,1107.9632382068023
2,0.20048201275402963,0.29232279291789826,0.5918952790998934,0.40398183755287975,130,1648.2936037730603
3,0.20048201275402963,0.29232279291789826,0.5918952790998934,0.40398183755287975,150,1556.2357954922952
4,0.20048201275402963,0.29232279291789826,0.5918952790998934,0.40398183755287975,190,1314.084204656302
5,0.2006218703115488,0.2877213637839963,0.5454591174890867,0.4043390756017271,130,1708.5638751952838
6,0.2006218703115488,0.2877213637839963,0.5454591174890867,0.4043390756017271,210,176.02553287708966
7,0.2006218703115488,0.2877213637839963,0.5454591174890867,0.4043390756017271,170,1463.4827971105794
8,0.2006218703115488,0.2877213637839963,0.5454591174890867,0.4043390756017271,150,1591.5789147722169
9,0.2006218703115488,0.2877213637839963,0.5454591174890867,0.4043390756017271,190,1318.83125952231
10,0.20161840784453344,0.29080440964664556,0.5254512909341831,0.41220280589934594,150,1551.5143810739316
11,0.20161840784453344,0.29080440964664556,0.5254512909341831,0.41220280589934594,210,171.86598752915393
12,0.20161840784453344,0.29080440964664556,0.5254512909341831,0.41220280589934594,130,1679.5065268945136
13,0.20161840784453344,0.29080440964664556,0.5254512909341831,0.41220280589934594,190,1332.446372055879
14,0.20161840784453344,0.29080440964664556,0.5254512909341831,0.41220280589934594,170,1443.3348533091298
15,0.2038989376820074,0.29112486821890143,0.49688891538217855,0.406131961034609,170,1430.9358960940092
16,0.2038989376820074,0.29112486821890143,0.49688891538217855,0.406131961034609,150,1558.072929002377
17,0.2038989376820074,0.29112486821890143,0.49688891538217855,0.406131961034609,210,202.23611474028777
18,0.2038989376820074,0.29112486821890143,0.49688891538217855,0.406131961034609,190,1298.7225459412589
19,0.2038989376820074,0.29112486821890143,0.49688891538217855,0.406131961034609,130,1642.6198657575221
20,0.20417716220582596,0.2889791274912265,0.4646635680199836,0.41228821176119496,170,1462.4131256856679
21,0.20417716220582596,0.2889791274912265,0.4646635680199836,0.41228821176119496,190,1333.9388281033418
22,0.20417716220582596,0.2889791274912265,0.4646635680199836,0.41228821176119496,150,1588.5283505266104
23,0.20417716220582596,0.2889791274912265,0.4646635680199836,0.41228821176119496,130,1677.0463152082818
24,0.20417716220582596,0.2889791274912265,0.4646635680199836,0.41228821176119496,210,198.2967500877833
25,0.20421531038318974,0.29042056375368513,0.5718074264593109,0.4002606856360966,150,1569.6842937074666
26,0.20421531038318974,0.29042056375368513,0.5718074264593109,0.4002606856360966,170,1443.3438602684284
27,0.20421531038318974,0.29042056375368513,0.5718074264593109,0.4002606856360966,130,1676.6721563437688
28,0.20421531038318974,0.29042056375368513,0.5718074264593109,0.4002606856360966,210,1088.1534897263869
29,0.20421531038318974,0.29042056375368513,0.5718074264593109,0.4002606856360966,190,1314.2689284623805
