,sigma_C1,sigma_F1,epsilon_C1,epsilon_F1
74,0.5714261039868433,0.4355168170876122,0.2772182935336811,0.6872811051308921
18,0.6058127303309221,0.3932527786056851,0.0546765587080391,0.8255075814695558
34,0.7423532709863765,0.4242504317541102,0.3226306401879713,0.4711272173176947
44,0.5824692412001001,0.4171712371593531,0.0531247906038159,0.8580148359124754
95,0.8206303071977519,0.3858907091352904,0.1508924296952356,0.5603231090461263
62,0.7151947927567435,0.4131802196206988,0.1634482857192758,0.6422045261195913
51,0.8771078787185022,0.3441089632787943,0.1355173121205734,0.5185007451773175
85,0.9050831206014682,0.3209927372533171,0.1271015316964901,0.5127736551225295
88,0.548530311440747,0.4721331375097235,0.5356078701162746,0.5491378175500944
79,0.5975539130527773,0.4526571993087377,0.3389659059865732,0.5979460657556488
90,0.7073882209562985,0.4040466501165026,0.1833645394426877,0.5895788206114759
32,0.6123915598063071,0.4392301832372873,0.3212447582176574,0.5854935589269805
93,0.7371499945883843,0.3882203509814224,0.1095085170091053,0.6367713384587463
39,0.7813580169785485,0.3121152699471164,0.0227935973134577,0.6861597208367909
13,0.5580848885358285,0.4254671749369433,0.355811877297239,0.6174906721742317
76,0.6822175779090824,0.4441511201679392,0.4114296851818223,0.4782900923906302
77,0.5594954521083544,0.3979467178858099,0.1447796653830776,0.7847019034928743
38,0.7676854456241977,0.4028544913257029,0.2249669252303488,0.5287367667763616
12,0.7687500381578461,0.3524460774563832,0.0821295171952196,0.6446772760990902
26,0.6475417476677346,0.3893640713590507,0.2215445510725157,0.6197109319866526
70,0.6750562780170392,0.426937173983331,0.1719649424698913,0.6630048246318625
47,0.5687675860060049,0.4191687097696891,0.0749971791818049,0.855104390987818
67,0.6015292851076484,0.4315051395221188,0.1388624431656779,0.7724107636855786
52,0.8893822499679604,0.3151960347093026,0.0299283015153379,0.6345518727916023
28,0.7867647220904463,0.3784261321659624,0.1268232748287637,0.59736518352794
37,0.6917859419676374,0.4177848826010782,0.1812890926903131,0.6366891721632308
78,0.6874248093659859,0.3886172253977281,0.0704682280680054,0.7135418752784192
20,0.718879467761349,0.3837114515641201,0.0687828872285437,0.710130943857384
10,0.740163798056699,0.340059283972481,0.1026091795435437,0.6249671747914419
27,0.7928878478519165,0.353095439669945,0.0043339049521555,0.7211760125873465
97,0.7138085104286909,0.4252655586176023,0.2740769568781038,0.551003718480631
60,0.5954719919324579,0.4044861450601193,0.0502290267026072,0.8560855656881017
68,0.7484887231214944,0.3984854719102965,0.201797361797794,0.5388821756758257
100,0.8532024068354438,0.3265091451758661,0.0777866807800977,0.6013257723356185
49,0.5894175455531656,0.4138041787337407,0.076778431480355,0.8354051202336236
48,0.7539263562794721,0.4089502257766229,0.2217767749850658,0.5341071365484601
56,0.7022801770799747,0.3678622901973726,0.0959281009444395,0.695010032426099
81,0.4167805102122679,0.4594996446061304,0.5964435934093271,0.6622503835192147
83,0.8690343701188679,0.3544442431863312,0.1431452583300769,0.5274687862440964
14,0.5930985375659182,0.4084886236767763,0.1564049134891955,0.7425079051257013
43,0.8157848115337897,0.3506635217408284,0.0063963631259242,0.7166625021235457
66,0.6579194439253716,0.4467187209690939,0.2982144174679946,0.5853313328338247
80,0.8887532216627041,0.3483747480679688,0.1464173595713485,0.5032603642676743
31,0.7442279731025623,0.3890014273644648,0.111769375362952,0.655012814106189
9,0.6862936959303126,0.3714886441602187,0.0749867520528982,0.7032949432524495
0,0.7954464321360388,0.3088812332136709,0.0081402112058274,0.677247288523236
94,0.8692890846973659,0.3146492476056566,0.1085647573085152,0.547327250807965
41,0.8226690873957919,0.3813606612190944,0.2165347049268582,0.484163142464367
40,0.5649223945793883,0.4364516267213379,0.212519307630605,0.7258473421924796
99,0.89465674020779,0.2817562240611869,0.0622868130018396,0.5741632742962413
53,0.8873568323440891,0.2809951436291825,0.0150853669539542,0.6350143592876387
24,0.5257925815638811,0.4426636077089801,0.4665619453568659,0.5948219565863077
61,0.5105196356446222,0.4543983642965786,0.3193819884834998,0.7123036591663467
21,0.5344106905413499,0.4315483941236737,0.3321255515708952,0.6683875103346648
58,0.7424446976193685,0.3720388715142269,0.0818966371223248,0.6502944774103314
72,0.8300165457954174,0.3329095779363442,0.0757890591318849,0.6172797098484439
