,sigma_C1,sigma_F1,sigma_H1,epsilon_C1,epsilon_F1,epsilon_H1,sim_Tc,sim_rhoc,mape_liq_density,mape_vap_density,mape_Pvap,mape_Hvap,mape_Tc,mape_rhoc
0,0.6309277484807426,0.6125923815104192,0.4967987553331201,0.8743758490864741,0.9684163956349936,0.8850549964475716,316.69082458640173,318.29739559635743,0.57630048361372,2.9744125600288087,3.9188309768405887,4.503946789301362,0.1856957304583462,0.5647201024793661
