,sigma_C1,sigma_F1,epsilon_C1,epsilon_F1,sim_Tc,sim_rhoc,mape_liq_density,mape_vap_density,mape_Pvap,mape_Hvap,mape_Tc,mape_rhoc
45,0.744774100607422,0.4172160633905045,0.4037625625089891,0.4019120175782904,229.0224820199477,615.0421529289662,0.6170040991335818,1.4821292817650344,1.321703618457946,0.6725003179559941,0.6647980396236072,1.697316392967409
