,sigma_C1,sigma_F1,epsilon_C1,epsilon_F1
561,0.5160765292527343,0.470873402187604,0.455241724978985,0.6198068665287937
346,0.4838728430657517,0.441978648142144,0.218246518152287,0.8177187148624404
399,0.651562221934098,0.4292333988168821,0.40288227854768,0.5139314109055704
491,0.5531681589495683,0.4296330625884086,0.4539884586590657,0.5808460004818115
484,0.0424371518093791,0.3899883823202397,0.9919205017945618,0.9321985061845268
323,0.2939390320575854,0.4398306236118758,0.2370776587585232,0.9617241664357232
18,0.5123625899956368,0.4042367803946435,0.1714364232472878,0.7781299514061573
108,0.2477623642599974,0.4361073491185967,0.7689249107616686,0.7746556432105139
151,0.2632772296994878,0.4298063069521824,0.5021913140083546,0.8349963202246263
98,0.4909948078214598,0.3904305971936467,0.1487310544845103,0.8215254687336104
396,0.5536884042024157,0.424897330886124,0.2628481453662923,0.6657071719993204
195,0.2314654331410201,0.4298406137043111,0.2516118862368992,0.9957048645814462
168,0.2414201248817128,0.4248020244742078,0.3867862248926563,0.9286401978640982
367,0.5549339538901924,0.3954121706383195,0.2994295710995372,0.6484940150976242
501,0.0024100637701484,0.423227929178983,0.9413637415657052,0.9596528502369036
252,0.2613855962950143,0.4294818802506175,0.6795770719876444,0.7956373387272869
554,0.6724617749200624,0.4488723381866822,0.2919870646172661,0.6025585353851386
361,0.3689633520322635,0.4087531063483069,0.1401443842068246,0.9612202338790136
42,0.4858281477634404,0.4057216451372734,0.3222579844512265,0.6922458606777143
150,0.2662989492279904,0.4161151993317856,0.5994776999016385,0.8050051141513865
365,0.3716457218593864,0.4642316485509626,0.5896058704721252,0.7261844665510809
63,0.0210765519159489,0.4042056375368514,0.9041943033789408,0.9468656579529524
516,0.2316509652580672,0.3815486990553021,0.3271519125494576,0.9416284729100364
297,0.3947989793286984,0.4391164024338225,0.4355497609807705,0.7655130704895593
342,0.5975539130527773,0.4526571993087377,0.3389659059865732,0.5979460657556488
515,0.6948823914961137,0.4371210074303332,0.1103501125193186,0.724504359877186
357,0.1380333029167674,0.4455793814380908,0.9334546668068948,0.8484308642916288
58,0.5983025996697845,0.4457650271808518,0.4685685827568422,0.5079361643756231
26,0.4216368765912368,0.4016718801398148,0.0703713760722069,0.9524144643661692
423,0.368570233374012,0.4143309615966246,0.2203600639584558,0.9076612932302328
36,0.2903626649473642,0.4229090914569489,0.4132421324142501,0.854412883655661
199,0.2406675546179036,0.4335760573161647,0.6031689596887795,0.8474623622222869
325,0.2271150257800848,0.4151192138481246,0.8178170911303103,0.7762466847286537
539,0.7980805569455004,0.4643190836262517,0.4210966098900213,0.4003010305265147
418,0.1655670497600856,0.4387770846896924,0.3720239012775914,0.9962980542432124
190,0.6677995802297495,0.4410107528119028,0.2320412869854523,0.6245467512370714
439,0.7018424583250295,0.4562884275935587,0.3741036108851779,0.5115729968717555
557,0.5713572895080593,0.4745919644909405,0.3677792507858859,0.6361741903872435
470,0.1017092801585443,0.4481231040486464,0.7579981637728567,0.9500760826697048
304,0.1497802555770525,0.4297841677980658,0.5294360936911,0.9666032950653964
564,0.1774683968142563,0.3987940057899003,0.7450102613502652,0.8492589957836977
160,0.1058190252013782,0.4156744477138065,0.5603573270502343,0.9560906023066412
379,0.5188338070414394,0.4294176668262873,0.0927424703206253,0.8649180029177046
529,0.3407751206726281,0.429388314437464,0.1730129875822628,0.978405798281594
181,0.3220643672242453,0.4036264442319904,0.391492969907445,0.7986341572505632
410,0.2158266831248514,0.444839380124051,0.4182691969077434,0.9384015909797592
189,0.1042208064902525,0.4208250721847123,0.9567404148648704,0.8559956449080749
319,0.4684608435192683,0.4191328999929573,0.4909982408311375,0.6350662333445994
37,0.0784779602984742,0.4048944474446738,0.9812670961327268,0.8825968219052722
354,0.4268004843668249,0.4192169953508622,0.0271628522220269,0.9918090013972476
566,0.0753443885969271,0.4443298707749171,0.8158330123883459,0.972465629958927
71,0.3816924489307597,0.4166494872088578,0.3282666206386643,0.8119274881133185
53,0.0080920392226674,0.4080440964664554,0.8184195048075116,0.987903001092721
480,0.4414665861810444,0.451063640842396,0.2034475873277991,0.8683997813767712
290,0.6021273731666187,0.402975960078572,0.0627506320921803,0.8501444017653722
141,0.4181530112782978,0.4183661558069839,0.2644790114060821,0.8237983574588807
10,0.5580848885358285,0.4254671749369433,0.355811877297239,0.6174906721742317
385,0.0597723745984303,0.3643894554762635,0.9479607637102788,0.8792799557374174
266,0.4496037520285126,0.4344386575468871,0.3377874058681102,0.7264209282743969
338,0.0194946884100372,0.4112486821890147,0.7655692837538888,0.9670414339362432
292,0.322273944236973,0.4377902046537108,0.5603860695546552,0.7827640585817146
513,0.17937849354833,0.4534927938438853,0.6569934797508893,0.8908726884725673
429,0.6904101374844278,0.4334272072532832,0.0810491598472296,0.7747158542193429
514,0.5939989137937058,0.4492328819262279,0.1627047771355708,0.7776322561177791
407,0.2124466968452863,0.4433789493989618,0.9974223382139312,0.7704044000162068
368,0.7784440977407218,0.4535922257964742,0.3120093440146932,0.4870659927658038
49,0.3168179089185104,0.4237335354778376,0.6675279383165265,0.7169249462261645
65,0.1109117702161138,0.3874927486249854,0.7370073530677935,0.8848792127210012
241,0.2095967883924866,0.4333053665731142,0.3084355096213091,0.993081008194188
388,0.071999227916954,0.4155697085218966,0.5137107000208094,0.9925007881225264
15,0.0928023152840638,0.4046899533237791,0.6441972035802337,0.9415819837408244
110,0.0469598021509743,0.3768473577636173,0.8541344960341699,0.9170167261682562
382,0.4741588590156288,0.4303127985578384,0.0530410763530779,0.9521311929819344
184,0.4857149684499148,0.3967281784744429,0.2544168788125474,0.7466541283273558
542,0.2034386659178395,0.3951517076600724,0.3649584716002452,0.965451819867312
38,0.1665290733128039,0.3990691228084104,0.6439289890275264,0.871735445705649
219,0.3635635607738053,0.443601713968379,0.6623607220304838,0.6916913660180749
340,0.4468620524303135,0.4077866734439247,0.3038234510802583,0.7661592723831931
437,0.4088830177546985,0.3801888406685597,0.1630666311620394,0.8815822597682121
347,0.4992369146122671,0.4632754652529809,0.3912680543169344,0.6846988725475894
432,0.4539452664272629,0.3895566393021977,0.2424258532861256,0.78644148799518
449,0.3045584782784007,0.4631612146863513,0.7229775938924403,0.7299227715735243
404,0.6505166443153447,0.3974136995800715,0.1739134996338368,0.6862978943247378
457,0.6837245446286563,0.4371030133469087,0.1608244230084488,0.669937072317814
174,0.112589094448743,0.4129179213052471,0.7691422304055932,0.9153494029244909
229,0.7211346259973013,0.421367528722974,0.3023981653674876,0.5235415722361941
489,0.132174763134069,0.4455825790325109,0.4903484422512787,0.9938340952675052
148,0.454790056717304,0.4250320396719667,0.1285165824970057,0.892685736285977
70,0.1724854104383206,0.414053868605496,0.5322838437810467,0.904179180782342
257,0.4593616101331302,0.4560122336257274,0.4610660047022533,0.669964314858956
191,0.2030304119381412,0.4399836874798529,0.9046419855750484,0.7957742073957906
496,0.3695288058929341,0.4194571191559273,0.3036182484748567,0.858647434307037
207,0.167747604762732,0.4083003930962167,0.4644731237813264,0.9580086456995676
172,0.3875409179293579,0.4327919376421321,0.579227400235533,0.6904169801861324
446,0.416353397872631,0.4579810848454747,0.4186262313600794,0.7381044823151331
372,0.1882355204182771,0.4445721193605372,0.8521520690155052,0.8396642912192875
335,0.341384193549971,0.4693964148095045,0.7970181798624094,0.6728070130444107
39,0.5930985375659182,0.4084886236767763,0.1564049134891955,0.7425079051257013
316,0.0333614160618746,0.362516832173991,0.727724474320199,0.9549527637393286
298,0.6177860980891297,0.4770205684400757,0.5892984448976539,0.4563104507008951
215,0.3689447954006467,0.4379790451581081,0.3700771468148326,0.7967503520325517
538,0.5467391988828864,0.4299176057126944,0.180317393885204,0.7454582077658624
296,0.1217759893285529,0.4089876171486548,0.6744999788890571,0.8911268512022447
454,0.7160957782489666,0.4454762746445662,0.2572122617732115,0.5905349017498752
157,0.259772678285375,0.4447420274792916,0.8274779749514225,0.749126512943956
369,0.5643392552971783,0.4691404913379449,0.4156641352596666,0.6029479506463312
416,0.7855827382486216,0.4413043082548432,0.1938297133857308,0.5824536909719399
43,0.2262505785915352,0.3970466061953965,0.5017326080602637,0.8599048374963242
149,0.1489334824090891,0.4346302296520261,0.807295401459475,0.8664646653245195
488,0.5783732598202996,0.4498184750467214,0.2473671444984304,0.6841046334086848
455,0.4241796262307905,0.4602428061444857,0.7012111649923944,0.6214797265106107
336,0.5349106483995318,0.4569672173298402,0.535900824726166,0.5701370362524325
193,0.4167805102122679,0.4594996446061304,0.5964435934093271,0.6622503835192147
377,0.5209954678109882,0.4456062088004982,0.3546596321538019,0.6516920695465823
522,0.4454413051007903,0.4739914720751198,0.5066859515019086,0.6928395043677585
541,0.5591327667870172,0.4641845667370989,0.5852712043427313,0.5261605344514324
270,0.151946670882906,0.4207511689130486,0.6060924782558496,0.933136677730013
565,0.69372290463232,0.4335653035886284,0.0433547867218851,0.8269379158394717
476,0.2238549728917384,0.4507503298178738,0.5725829425262329,0.8669788030682892
481,0.4586150078456005,0.4527339267394922,0.2720144974232571,0.8114564257594797
453,0.0684732191223325,0.4085741468103105,0.7405433652641581,0.9738993754865228
86,0.324740680887308,0.3884111694302113,0.1772223237924398,0.939117402940824
435,0.4987258999286936,0.4319657725731552,0.2827527268639667,0.7081800037802967
531,0.763574926790922,0.4326213476993957,0.0884288732100182,0.7293475089761184
244,0.4676350099708535,0.4641164295265736,0.6498055321532517,0.5862054081761702
291,0.0342050595723041,0.4299087795102009,0.8771627388417838,0.981245628750726
255,0.4187513452238977,0.3999938131920622,0.4517437660495776,0.6872170038321601
198,0.347256175034785,0.4205762189264694,0.0909707776176083,0.9954746835849514
245,0.228615131726481,0.4405586368322225,0.9370694826293736,0.7571650976905933
345,0.0822279146351283,0.3770481395398283,0.7991373747637603,0.9080981373892846
326,0.2691716339466902,0.4476939484009651,0.4705292343331311,0.8660737811844217
527,0.7671509872757655,0.4268050510633914,0.2305298834151298,0.5695498767396499
426,0.3210064568446318,0.413203381828034,0.3413672044591137,0.8262735633229691
387,0.2630247169560553,0.4344730556976875,0.3273263198769262,0.9515875751184536
64,0.7034071546619031,0.4156863930696855,0.1913154110360684,0.6278705365010071
568,0.3389711855177035,0.45517607259451,0.3177304022920128,0.8751563556848476
509,0.2705170157189278,0.4606011960818556,0.961970818115652,0.7201705094319791
205,0.0741103352455489,0.4312044243208381,0.9259198650144036,0.930259305970847
41,0.4078153743242966,0.4089580601518121,0.3924281137508064,0.7337703900643288
204,0.1398866085132547,0.4365811793094997,0.7286126823691618,0.9067889477553968
