,sigma_C1,sigma_F1,epsilon_C1,epsilon_F1
242679,0.12881617851352173,0.40948079264131115,0.6577518478597325,0.9196658472402375
292065,0.023164842387700234,0.4042384122196226,0.8655145414795612,0.9659842985365471
154280,0.4250745892078796,0.39911115273667974,0.17202253946238052,0.8506182468046848
11603,0.4875207974939947,0.4053225022454467,0.17012363545351525,0.8074170129252308
128960,0.1736612656484637,0.40622283966756845,0.31043646341379383,0.9937886798257222
337709,0.12931188458243892,0.4127167821283757,0.6411179056892348,0.9249491899325013
171924,0.11584354291955744,0.41110809481507565,0.8160125631838918,0.8914324763378024
218791,0.02224964144346198,0.4040776361820936,0.8193140603082353,0.973579934439104
221800,0.21819747249901633,0.40360794268626266,0.2673833176740279,0.9713631951147419
213852,0.3620883470536867,0.4157304960314546,0.4158022763759421,0.7655514714881585
168453,0.6253638504823283,0.42120793436828574,0.33078006011534555,0.5605968884970306
29276,0.18800642926183556,0.4017596340744797,0.6035927328360119,0.8649592869375688
62418,0.4450319899827905,0.39929661587009857,0.13111751804153574,0.8757326272065482
184932,0.3842046371465986,0.4212617060236439,0.3959848960226653,0.7599506875357089
3443,0.2681011221380417,0.39273916291892486,0.3064023848530253,0.9038831799762966
346915,0.47123803417260807,0.3912919720493829,0.14632778164934587,0.8318996588930749
335908,0.23838069205663753,0.4178559343525343,0.6772963348318867,0.7944856170362066
275816,0.1132572502992547,0.39326798423298487,0.4216562515212498,0.986643066859178
32996,0.49686620995439756,0.43283866645407715,0.4407699373387915,0.6259575670144408
269895,0.4060823386442858,0.4266090738093476,0.5762681420471283,0.6502421142593486
123551,0.7676854456241977,0.4028544913257029,0.22496692523034886,0.5287367667763616
130237,0.7942707523677073,0.38672822263987566,0.19900846107819975,0.5256728008181734
82234,0.30027624028033206,0.4200683457031743,0.5123266249721641,0.7994480022480766
282055,0.44605671933873975,0.403699790162505,0.2376837495034718,0.7820324580113883
315388,0.07847796029847426,0.40489444744467384,0.9812670961327267,0.8825968219052722
327243,0.16652907331280398,0.39906912280841045,0.6439289890275264,0.871735445705649
356457,0.31681790891851047,0.4237335354778376,0.6675279383165265,0.7169249462261645
340198,0.00809203922266745,0.40804409646645545,0.8184195048075116,0.987903001092721
169364,0.4997082903035926,0.43593332168092247,0.5776976062334801,0.5448285275420147
181893,0.44707445153967906,0.3964118579239466,0.08692774962087728,0.9140075745464694
137836,0.02823954192800856,0.40207953008591846,0.8156745502819139,0.9646822585705211
10890,0.6058127303309221,0.3932527786056851,0.05467655870803918,0.8255075814695558
73825,0.45446195082863206,0.41179514336129214,0.19871354992850807,0.8147454207258086
302227,0.1005132543266098,0.40973198422602763,0.8085817658257402,0.9129179869605689
289224,0.690825321606932,0.4237417718276357,0.29977005869079243,0.5344640051048666
85428,0.7932917068812156,0.38559495874677696,0.1251070365588416,0.6184248643840037
1928,0.8238431958409791,0.35990910238844687,0.04525017982936314,0.6913496014495819
347429,0.2262505785915352,0.3970466061953965,0.5017326080602637,0.8599048374963242
27373,0.2671878361187806,0.4047860756785395,0.3812091813378185,0.8821654252943879
164681,0.5123625899956368,0.40423678039464356,0.1714364232472878,0.7781299514061573
307300,0.14480331661432305,0.41642050508047035,0.7916443630520309,0.8631380899443264
184536,0.7358998692591068,0.41640548152783646,0.40559817710448637,0.4021384229542803
170174,0.3389875301085388,0.43046577455365587,0.7640275617291693,0.6497933000723742
122733,0.1225087127061738,0.3983727148231718,0.5087270305315891,0.9517007182733733
272839,0.41176482912829687,0.4101132004375572,0.29604997860346466,0.7778613499881234
237143,0.02088581102912985,0.3897912749122651,0.7059413046832804,0.9881964857990868
40806,0.2512290054445033,0.41571669528737437,0.36364671835480883,0.9088185290343915
19009,0.8267764571316869,0.39758198075633505,0.3319703680526022,0.388847082730157
337311,0.5580848885358285,0.4254671749369433,0.35581187729723907,0.6174906721742317
181314,0.3224474067981811,0.4349124127587306,0.7355865066932693,0.6930182274299859
30378,0.2962085580129165,0.3865523431030067,0.25385331385737686,0.8972792709864603
309232,0.6549897135750546,0.43041939123099393,0.41771904382638847,0.47994238982696963
113411,0.5065780316309304,0.4058761182405585,0.23627359319439642,0.7418372323889144
37551,0.4858281477634404,0.4057216451372734,0.3222579844512265,0.6922458606777143
50911,0.30118314514525363,0.43549028061574774,0.8399400930351644,0.6727746463410017
70713,0.19199074825830803,0.40904658634297025,0.47140637340413927,0.9071975493235855
