,sigma_C1,sigma_F1,sigma_H1,epsilon_C1,epsilon_F1,epsilon_H1,temperature,liq_density,vap_density,Hvap,Pvap,liq_enthalpy,vap_enthalpy
0,0.32618554969614855,0.32251847630208386,0.22451981329996806,0.5556923398446764,0.40653208337946745,0.07549897440937345,270,691.3916321644444,38.993214474888894,12.135775569166123,19.24558546778889,-3553.0683826333334,1328.862756038889
1,0.32618554969614855,0.32251847630208386,0.22451981329996806,0.5556923398446764,0.40653208337946745,0.07549897440937345,290,617.8895760633333,75.16586114722222,9.711035345411736,33.64475806438889,-2234.3716626433334,1526.1361972266668
2,0.32618554969614855,0.32251847630208386,0.22451981329996806,0.5556923398446764,0.40653208337946745,0.07549897440937345,250,753.7367853455556,21.431719703777777,13.884152207545917,10.735942686,-4622.101589155554,1254.6404982655556
3,0.32618554969614855,0.32251847630208386,0.22451981329996806,0.5556923398446764,0.40653208337946745,0.07549897440937345,230,804.9391439277776,10.134007314888887,15.32895488840502,5.071351431266667,-5717.793484377778,1095.96189022
4,0.32618554969614855,0.32251847630208386,0.22451981329996806,0.5556923398446764,0.40653208337946745,0.07549897440937345,210,852.6273911566666,4.299685977666667,16.5480123612759,2.063792240855556,-6806.198681833333,950.5630701500002
5,0.33132571593720095,0.22414340831083154,0.2794787606482576,0.5657350495933888,0.38492857292968274,0.08019699883462227,250,755.2497364911111,21.886485590333336,13.948859735387789,10.634331777633333,-4828.2758643666675,1207.1027491788889
6,0.33132571593720095,0.22414340831083154,0.2794787606482576,0.5657350495933888,0.38492857292968274,0.08019699883462227,230,810.6147399788888,10.1895091831,15.59395237049791,4.992096361111112,-6017.579786933334,1058.1746383700001
7,0.33132571593720095,0.22414340831083154,0.2794787606482576,0.5657350495933888,0.38492857292968274,0.08019699883462227,210,860.7743033188888,3.9200893820222222,16.97907915113211,1.8765801540111113,-7295.447028488888,853.4981498966666
8,0.33132571593720095,0.22414340831083154,0.2794787606482576,0.5657350495933888,0.38492857292968274,0.08019699883462227,270,684.6821629777777,40.05401167866667,12.026758863483478,18.87727430246667,-3675.7572022444447,1278.29778942
9,0.33132571593720095,0.22414340831083154,0.2794787606482576,0.5657350495933888,0.38492857292968274,0.08019699883462227,290,602.4388322222221,85.12466453544445,9.082783569920904,34.22420657253333,-2143.678221854444,1472.1765557922222
10,0.3344122650277162,0.2993188189751632,0.2521838515901098,0.6032739055001966,0.3539789377942864,0.0806503594551962,230,801.0816799311111,8.193685151655554,16.119470113983677,4.168822206355555,-6492.890301277776,896.9698274666667
11,0.3344122650277162,0.2993188189751632,0.2521838515901098,0.6032739055001966,0.3539789377942864,0.0806503594551962,210,846.1518964733333,3.4778563499999997,17.30614714861737,1.6943790355222221,-7597.919986811112,777.0082740911112
