,sigma_C1,sigma_F1,sigma_H1,epsilon_C1,epsilon_F1,epsilon_H1,temperature,liq_density,vap_density,Hvap,Pvap,liq_enthalpy,vap_enthalpy
12,0.3344122650277162,0.2993188189751632,0.2521838515901098,0.6032739055001966,0.3539789377942864,0.0806503594551962,290,628.1953623455556,60.03829225666667,10.857686297097189,28.666895239566667,-2938.7744897555554,1270.1704267933333
13,0.3344122650277162,0.2993188189751632,0.2521838515901098,0.6032739055001966,0.3539789377942864,0.0806503594551962,250,751.2556235588889,16.698976518855556,14.744956988323445,8.652387619466666,-5415.184021166667,997.9640151866666
14,0.3344122650277162,0.2993188189751632,0.2521838515901098,0.6032739055001966,0.3539789377942864,0.0806503594551962,270,695.9005137322223,32.31154524522222,13.044422430468721,16.46323029367778,-4223.169397955556,1129.840683858889
15,0.3351753199669494,0.23115805630729097,0.2781860321919207,0.6216084765910278,0.25116396839223337,0.0785471623264644,270,689.2789222677778,42.19239214244445,11.965040774502926,19.707256909555557,-3593.2891921,1335.001387617778
16,0.3351753199669494,0.23115805630729097,0.2781860321919207,0.6216084765910278,0.25116396839223337,0.0785471623264644,290,602.8913628466667,80.87344901077778,9.274844373826195,33.56263608360123,-2208.424651581111,1458.4318647044445
17,0.3351753199669494,0.23115805630729097,0.2781860321919207,0.6216084765910278,0.25116396839223337,0.0785471623264644,250,749.6834596311112,20.042480182333332,14.030716310871318,9.9895584404,-4918.042858211112,1136.29518424
18,0.3351753199669494,0.23115805630729097,0.2781860321919207,0.6216084765910278,0.25116396839223337,0.0785471623264644,210,856.3416561077778,4.095482756877778,16.872050394364088,1.9553944429555554,-7155.2629716,891.2519939755556
19,0.3351753199669494,0.23115805630729097,0.2781860321919207,0.6216084765910278,0.25116396839223337,0.0785471623264644,230,806.90864017,9.599613425100001,15.613580799176882,4.758803256522222,-6072.047208422222,1013.3148218811111
20,0.34188126102815863,0.22479663471068448,0.28241195834279653,0.6160840325571465,0.3032932947418092,0.07931746864459246,290,627.7814073711111,58.36778915022223,10.905236004893696,27.30232432032222,-3151.9846208777776,1173.82310639
21,0.34188126102815863,0.22479663471068448,0.28241195834279653,0.6160840325571465,0.3032932947418092,0.07931746864459246,250,756.1500511244444,15.858937114333333,14.964798210533633,8.11517562921111,-5706.518046844444,930.2976287955555
22,0.34188126102815863,0.22479663471068448,0.28241195834279653,0.6160840325571465,0.3032932947418092,0.07931746864459246,230,806.0645746822223,7.573310497055554,16.403500299051384,3.837196675711111,-6847.244990522222,817.0152295422222
23,0.34188126102815863,0.22479663471068448,0.28241195834279653,0.6160840325571465,0.3032932947418092,0.07931746864459246,210,852.0765989900001,3.144501302633333,17.60547046703779,1.5217543775855553,-7986.025582122224,695.0003632888888
24,0.34188126102815863,0.22479663471068448,0.28241195834279653,0.6160840325571465,0.3032932947418092,0.07931746864459246,270,698.1219209877778,30.823837964777784,13.20518131526132,15.492871630266668,-4492.549362944444,1046.0842975966668
25,0.3422439230353468,0.23085734715769665,0.273251899879204,0.5443093501025515,0.35021764881174927,0.07320552490766098,290,605.4182983844444,78.66791721866666,9.315768078968388,33.26843212921111,-2204.428309523333,1465.1050676333332
26,0.3422439230353468,0.23085734715769665,0.273251899879204,0.5443093501025515,0.35021764881174927,0.07320552490766098,210,863.7464754599999,4.168576384822223,16.83467111237339,1.9830942831333338,-7108.316629333333,905.176993941111
27,0.3422439230353468,0.23085734715769665,0.273251899879204,0.5443093501025515,0.35021764881174927,0.07320552490766098,230,812.3166194488889,9.8517830867,15.517577592527516,4.858011995488889,-5976.789180411111,1036.835259011111
28,0.3422439230353468,0.23085734715769665,0.273251899879204,0.5443093501025515,0.35021764881174927,0.07320552490766098,270,690.3061201733334,40.96322861677778,12.006302343762169,19.371583845111115,-3610.4639039999997,1318.0963183977778
29,0.3422439230353468,0.23085734715769665,0.273251899879204,0.5443093501025515,0.35021764881174927,0.07320552490766098,250,755.5331285322222,20.515174579777778,13.962653766552572,10.165536743555556,-4854.879716555556,1158.4864617633336
30,0.34280797442952177,0.2815030251575282,0.26000349589542643,0.5372329572734204,0.41355693201633276,0.0736086695730783,250,746.2283173633334,18.25906207377778,14.472382316737145,9.332374902544444,-5186.7997734888895,1073.9067882655554
31,0.34280797442952177,0.2815030251575282,0.26000349589542643,0.5372329572734204,0.41355693201633276,0.0736086695730783,230,795.7982424288889,9.016153603077779,15.909997027727051,4.544961269700001,-6259.856916822221,976.2514722900002
32,0.34280797442952177,0.2815030251575282,0.26000349589542643,0.5372329572734204,0.41355693201633276,0.0736086695730783,270,687.5663799144445,34.64395396966666,12.723891492677605,17.223569259522225,-4015.978544533333,1194.4088836800001
33,0.34280797442952177,0.2815030251575282,0.26000349589542643,0.5372329572734204,0.41355693201633276,0.0736086695730783,210,839.9702656588888,3.5478670911000005,17.10825899780601,1.7186969033444444,-7456.504523366667,788.66100684
34,0.34280797442952177,0.2815030251575282,0.26000349589542643,0.5372329572734204,0.41355693201633276,0.0736086695730783,290,618.3903632933333,63.72167452177778,10.49221670636718,29.988212141163338,-2743.221086122222,1323.5039106811112
35,0.3462850395098748,0.2487377396048956,0.2738958910671607,0.5231289297441146,0.4026630958491509,0.08103283540457046,290,620.2062298133334,64.67369186455556,10.494609970982694,29.463405563544445,-2848.6493404333337,1291.4023496755558
36,0.3462850395098748,0.2487377396048956,0.2738958910671607,0.5231289297441146,0.4026630958491509,0.08103283540457046,250,746.6484059911112,17.23285869344444,14.701934398359429,8.786944939833333,-5429.677945199999,1009.0185348755556
37,0.3462850395098748,0.2487377396048956,0.2738958910671607,0.5231289297441146,0.4026630958491509,0.08103283540457046,210,842.3333579877778,3.5481554773111115,17.343465126664697,1.7162269889666668,-7632.695850133333,784.2619643877778
38,0.3462850395098748,0.2487377396048956,0.2738958910671607,0.5231289297441146,0.4026630958491509,0.08103283540457046,270,687.4878734044444,32.97913189222223,12.90335598718646,16.450904015477775,-4207.901582877777,1129.22776633
39,0.3462850395098748,0.2487377396048956,0.2738958910671607,0.5231289297441146,0.4026630958491509,0.08103283540457046,230,795.9412177866667,7.838008306255556,16.15540692785755,3.9785835457111114,-6609.200428733334,850.5294745333334
40,0.34788746128238235,0.22335363204953132,0.2781466207804453,0.5161357014010295,0.41538874351180216,0.07522414910946468,290,605.9315445855556,69.26249497322222,9.909910756476648,30.600510294411112,-2570.0362649333338,1326.1725613933331
41,0.34788746128238235,0.22335363204953132,0.2781466207804453,0.5161357014010295,0.41538874351180216,0.07522414910946468,250,746.95828768,19.184789816555554,14.25697822337151,9.557626911688889,-5112.0089737,1090.021053997778
42,0.34788746128238235,0.22335363204953132,0.2781466207804453,0.5161357014010295,0.41538874351180216,0.07522414910946468,270,683.4123701344445,36.33492837511111,12.428298659058452,17.686235498844447,-3936.4717253,1194.5742772444444
43,0.34788746128238235,0.22335363204953132,0.2781466207804453,0.5161357014010295,0.41538874351180216,0.07522414910946468,210,847.5404716277778,3.7055713771,17.07196113511529,1.776099554588889,-7422.887211366667,811.566438631111
44,0.34788746128238235,0.22335363204953132,0.2781466207804453,0.5161357014010295,0.41538874351180216,0.07522414910946468,230,798.7056374833334,8.817021558966667,15.785775128889057,4.400097128744445,-6283.408702955556,938.0179031700002
45,0.3506847594055457,0.22693674221787655,0.2728519063711446,0.5998472253156378,0.31101311698577794,0.05918937350236751,210,862.6144498677777,3.7776352225333327,16.91535342666699,1.8153230017777777,-7285.5597854222215,828.4030379099999
46,0.3506847594055457,0.22693674221787655,0.2728519063711446,0.5998472253156378,0.31101311698577794,0.05918937350236751,250,762.1356513811111,19.781343217222222,14.159816184531527,9.818306607466667,-5012.656871522222,1122.8601023
47,0.3506847594055457,0.22693674221787655,0.2728519063711446,0.5998472253156378,0.31101311698577794,0.05918937350236751,290,615.6873798022222,69.29040243766667,9.866462741043616,30.5928007629,-2481.7560181044446,1371.21893923
48,0.3506847594055457,0.22693674221787655,0.2728519063711446,0.5998472253156378,0.31101311698577794,0.05918937350236751,230,814.7638334355555,9.4658162104,15.641835963783507,4.679207476788889,-6102.562377455556,1001.82930256
49,0.3506847594055457,0.22693674221787655,0.2728519063711446,0.5998472253156378,0.31101311698577794,0.05918937350236751,270,695.0882612966666,36.03575073266667,12.3537323573372,17.583997054133334,-3865.113125688889,1203.19628851
50,0.35616440404488786,0.25029168520643946,0.2688603844370392,0.5764639314629407,0.29143456480505975,0.07107475882297988,210,840.6529206422222,3.4355001237555554,17.177293941107568,1.6639992725933335,-7553.584725222223,762.6393185877777
51,0.35616440404488786,0.25029168520643946,0.2688603844370392,0.5764639314629407,0.29143456480505975,0.07107475882297988,230,796.1729746766666,8.189086615366667,15.98609373852965,4.134807819633334,-6445.190845077778,887.7698741577777
52,0.35616440404488786,0.25029168520643946,0.2688603844370392,0.5764639314629407,0.29143456480505975,0.07107475882297988,270,689.29805705,32.404501835333335,12.880235644213826,16.357854526744447,-4175.9373742555545,1118.8062165444444
53,0.35616440404488786,0.25029168520643946,0.2688603844370392,0.5764639314629407,0.29143456480505975,0.07107475882297988,290,622.6241334077778,61.414079371666666,10.623736808746276,28.55667258768889,-2884.001503811111,1263.103959111111
54,0.35616440404488786,0.25029168520643946,0.2688603844370392,0.5764639314629407,0.29143456480505975,0.07107475882297988,250,747.1443165677778,16.919262215888892,14.619974732262841,8.69463555697778,-5371.159909322223,997.2161093755554
55,0.3562485541695646,0.20444290159300346,0.2799151240593848,0.525614474239045,0.36832659856591937,0.07677475063300604,210,849.5310108944444,3.1431015009333336,17.421847426005172,1.518579185751111,-7872.324573277777,692.6190471644444
56,0.3562485541695646,0.20444290159300346,0.2799151240593848,0.525614474239045,0.36832659856591937,0.07677475063300604,250,753.0954734911112,16.20401768111111,14.77733939529698,8.274437328922224,-5594.374240744444,939.9485488533333
57,0.3562485541695646,0.20444290159300346,0.2799151240593848,0.525614474239045,0.36832659856591937,0.07677475063300604,270,693.8508736555556,31.38721253088889,13.002396958971536,15.597058712544444,-4398.731403266666,1049.0915670833335
58,0.3562485541695646,0.20444290159300346,0.2799151240593848,0.525614474239045,0.36832659856591937,0.07677475063300604,290,621.4492087644444,57.76399715733333,10.731441314338035,26.816152904166664,-3077.072479544445,1155.6406035777777
59,0.3562485541695646,0.20444290159300346,0.2799151240593848,0.525614474239045,0.36832659856591937,0.07677475063300604,230,802.9979293099999,7.597149036755556,16.207751232388205,3.8120984556777775,-6737.970057844444,814.02437236
60,0.36336812419239894,0.20196910053239903,0.2730602536155628,0.5131456091358361,0.4060614932529977,0.06787700027309834,270,702.33512528,32.212734480222224,12.91391654239977,16.029939171655556,-4315.414843055556,1074.6245482355557
61,0.36336812419239894,0.20196910053239903,0.2730602536155628,0.5131456091358361,0.4060614932529977,0.06787700027309834,250,758.6371069899999,16.240125589777776,14.649368103692822,8.273717732855555,-5503.227296922222,943.7963699144444
62,0.36336812419239894,0.20196910053239903,0.2730602536155628,0.5131456091358361,0.4060614932529977,0.06787700027309834,230,811.2834848477777,7.7534965998,16.089940561976206,3.903081072877778,-6625.218322399999,833.2728771622224
63,0.36336812419239894,0.20196910053239903,0.2730602536155628,0.5131456091358361,0.4060614932529977,0.06787700027309834,290,632.1084955411111,60.201640087,10.628622779719656,27.675626651122222,-3005.68366119,1197.1470725933334
64,0.36336812419239894,0.20196910053239903,0.2730602536155628,0.5131456091358361,0.4060614932529977,0.06787700027309834,210,857.7595580444444,3.3243919067555554,17.245986174101485,1.6052802737666667,-7679.0325584777775,732.2671092166667
