,sigma_C1,sigma_F1,sigma_H1,epsilon_C1,epsilon_F1,epsilon_H1
577,0.5982101696585121,0.5531017311406085,0.5128731759784174,0.9399339143960728,0.974720610849064,0.901802810492501
18,0.7828968269955177,0.0924013444611479,0.9549380657381912,0.9636923285805749,0.8666580449267665,0.7848511811241408
429,0.8668767347217488,0.1852971754634933,0.6571925289096503,0.9227692085271776,0.4670663846582531,0.815185711290366
389,0.860923595823798,0.2916798714490575,0.4924266389333688,0.7928164368184607,0.4369097386962369,0.9445381748686998
222,0.7137656004120548,0.4825716479200315,0.5890350787678625,0.9678660468089564,0.5762062955652804,0.9209058217936252
272,0.8783854607840269,0.3194791391393151,0.293260928441103,0.8792368147725117,0.8237879277909937,0.9758885802576128
214,0.7677850808940132,0.429224859658475,0.5165190321575784,0.6938537672750915,0.8927905197190201,0.7378923024548846
365,0.7115877625804496,0.5740688234132442,0.6038482280100264,0.9639507412148,0.8683178281850655,0.9434511467711696
522,0.8643460973638318,0.26241782367386,0.2485130098850127,0.9116172816213114,0.7702612862307637,0.6886417796422257
535,0.8473492189705145,0.1983923359016013,0.3618652800785369,0.5770485363587827,0.7116334568259484,0.9031319628820452
109,0.7996254302219502,0.3325273798817108,0.6470584958767632,0.7941913627149046,0.9846523635834264,0.6174975683655214
236,0.8717394782881517,0.1532351258238768,0.3120496724576457,0.7704876564173752,0.0124451440887654,0.9547954050014492
704,0.855305689463926,0.1092367811590744,0.1959617732181058,0.7065049711815219,0.2489240022174323,0.8384984503969821
99,0.8288750037446732,0.1946130454588572,0.8564308831344656,0.9045474996746083,0.8460801015406213,0.9072725750524768
142,0.7888396668462345,0.3978078718811389,0.3732484918648591,0.9530127610670572,0.0733719309422746,0.9634470206215447
200,0.933120369410568,0.0104803118918784,0.3978520705479637,0.5434544088944614,0.9399013285613256,0.9406561606962248
159,0.8541720909967531,0.2635162559767323,0.7827437131689832,0.8960246076723056,0.9950158789873496,0.7101310674888422
359,0.9324911184337428,0.0303195986439863,0.1159081633802416,0.8536056261612496,0.07176693288708,0.8539613040585285
444,0.9204667262402164,0.0289475087049076,0.4454716459229849,0.7992593262724439,0.1816111244685988,0.9521777948956546
201,0.9010695254119448,0.2209132750585022,0.647290669578094,0.8980968368785904,0.888149990275339,0.626613433828612
77,0.8084718064646355,0.4417090044233231,0.5283853478278994,0.8776183806058612,0.5645103936350605,0.975577513326472
566,0.8751532758229997,0.3025523153561931,0.2476234917087351,0.9999026634272568,0.6582361981082386,0.90225129403582
180,0.9592693738618354,0.0709043745200729,0.3203207069128703,0.8159105341792673,0.855300120365195,0.8018165117855097
235,0.7384521968997492,0.0829638151229121,0.8835180116916594,0.805298210948693,0.7888174832832224,0.9898931360748664
580,0.6208374146294331,0.6023950954312453,0.3582265429644672,0.9861824083496116,0.6758040806557863,0.9616171320063416
410,0.7475752292628681,0.3288405841546,0.7855954780624598,0.9841921547948086,0.604199007896861,0.8896378518990873
115,0.8872481839206966,0.153380855545842,0.4251642165911939,0.632761183490585,0.8200986195986728,0.8723183316254018
688,0.968041535169154,0.0155363067008982,0.6945596390757094,0.7862128602936106,0.9149790965916474,0.982165502609317
560,0.877096300818558,0.2730212273541904,0.4475611912060549,0.9111269265168092,0.380684294054833,0.8224256101426561
425,0.7622933668805325,0.3394571011216066,0.6815917523268339,0.9737776157319288,0.2597395711844781,0.9949852790092194
596,0.8361793975632942,0.3036762643438405,0.3713073658739602,0.7003358316601999,0.7842921996218155,0.9861788717043308
378,0.7271558832152526,0.4665827964332569,0.4369882342305513,0.7806212236776844,0.5201741931840675,0.9305887380177448
36,0.9865734994534088,0.0789449286602759,0.731914348894225,0.988506969085836,0.9782344944128852,0.6753376770926525
684,0.7382259225980333,0.3265550178407943,0.5897777297385475,0.5948735366348976,0.982888979126996,0.8584293413565277
623,0.9545630830197136,0.0523125344964651,0.416991996248767,0.7632862218040187,0.9035656826823778,0.9182410489396622
49,0.7402189984663757,0.2550851552217269,0.8714205595859689,0.972507658322008,0.933410395004076,0.8248162687187683
625,0.7659960227976239,0.4988786959115275,0.3897070030572311,0.8286144072232065,0.8372046498522079,0.9953987510339514
468,0.8605231917261181,0.2977651044858909,0.701274078848056,0.9767091390802388,0.6592886422915902,0.7380629520990976
612,0.6558304334973308,0.5705298229527138,0.4019627000704817,0.9003450977855771,0.8650637625544942,0.7942372173121691
645,0.8734613082805518,0.3392436546446791,0.2229513486129047,0.9702763469136548,0.9624716876998884,0.8820871439663006
171,0.6304513114460862,0.4076066051406709,0.671350261823609,0.9774090555102004,0.7364935134111174,0.8147386916702201
687,0.8570043984523495,0.1248364952766779,0.1155983795410101,0.7088249804917124,0.0956632595894174,0.9662895684857044
424,0.9598767708309602,0.1379462000714846,0.4770225970562687,0.952725955439528,0.4684344334455473,0.9459370279678264
166,0.6439839146506161,0.2981750123086625,0.7271027274096645,0.6960505036263628,0.8594840047741529,0.9852247264462456
45,0.8178313855095578,0.300862394743821,0.5740494114081137,0.6315737575846124,0.880973740947647,0.9553193306699356
117,0.7314251975493743,0.2436886980244782,0.8259726071144051,0.814122337646538,0.9551211879679188,0.9682513129721696
593,0.8956588508996602,0.0909838191357077,0.8824674192289764,0.9342824858970944,0.9682307918096682,0.8637495288224746
348,0.9314562908773456,0.0902167915446375,0.4768075198578169,0.9046728242740778,0.215763028419543,0.8299962256765597
520,0.7993402621582015,0.2014690770484087,0.725397068571115,0.702788370668299,0.8429622050476977,0.9316535302454664
125,0.993105206504311,0.0122801934608919,0.6736483640929543,0.994512914181478,0.685388671094795,0.7551299377878768
622,0.5204420455342587,0.5146755796898447,0.5234605240125645,0.99459148273488,0.63068704878774,0.917837337062386
394,0.8906527492214967,0.1284673510475856,0.629886484073402,0.704829350538371,0.5200305606723112,0.9219106567135756
360,0.7273087232380939,0.3125287222829861,0.7327647391952553,0.9448529677383636,0.4246794734100122,0.9794837569233515
551,0.939785873532785,0.2262740266526001,0.7610293239411853,0.95677543894757,0.9261285151805464,0.8354306216852513
331,0.9571380811929816,0.03565253280953,0.2925331528166058,0.935350623365206,0.4310782199065672,0.6850164876690907
129,0.8892240411478043,0.1787146266636213,0.3600670131553698,0.8046895827020581,0.4685797229913776,0.9321422442251924
550,0.8931095070074361,0.0665429900902153,0.3165599666796788,0.5621560597096621,0.6678975369831862,0.9903860667699864
501,0.6201977493326797,0.3638340220803298,0.705181146708748,0.9423832323689674,0.9921427970201224,0.7153277513472737
336,0.6268874621696837,0.1743706186042113,0.7962460605307496,0.8427700314038633,0.7349076284639394,0.9377646745017112
73,0.865555585572745,0.2603465200271533,0.3678729462844056,0.9812483997805372,0.1824524807944649,0.895176260146109
512,0.7007436141258128,0.3340303308443605,0.7003713050101398,0.9003308900696547,0.6574602962795799,0.7921351660248506
610,0.6093810742562523,0.4652702724932058,0.6857949972745748,0.940418589599258,0.8157878898943084,0.936862103678652
362,0.947893019442917,0.0053631502435462,0.581270549335655,0.7840289814915946,0.5229251445492373,0.9513694854683996
536,0.7622859959152697,0.4134314299798985,0.6989644810809489,0.8621732945955373,0.6260603996941965,0.9773263345772626
504,0.5246016248787397,0.4036876868709749,0.6139001593449294,0.9058035921913552,0.6556926128763803,0.9457691158892386
723,0.8767169473335242,0.1389932821134254,0.5614002529265638,0.5419480538814031,0.7000614344892309,0.986271867142161
548,0.8055738118531275,0.3760259967913001,0.3045144079793162,0.7971296847772249,0.404215781527905,0.9952854934461162
466,0.6345468618742999,0.5175823008531123,0.5545685127224825,0.7720588061083916,0.9324747945691236,0.7716334943558569
361,0.7472801183172008,0.2947901833835067,0.7600517900847735,0.7347348611425284,0.7839434660202756,0.8720729558796158
