,sigma_C1,sigma_F1,sigma_H1,epsilon_C1,epsilon_F1,epsilon_H1
515,0.7680515826831869,0.5950769056878799,0.4278766909367129,0.6757254229172368,0.9896147645101406,0.9807655717859676
4,0.8608874369998634,0.3790688397624376,0.5337614059886758,0.8133158293329774,0.8999064703865827,0.5686681597927793
795,0.6501453620591405,0.6923521165294979,0.4423376663178459,0.9547102762491192,0.9864323420425588,0.6297181523310876
54,0.9110204741672602,0.1074780546311972,0.6523629554057403,0.7937372268454956,0.7650641326428638,0.6323012702840044
813,0.9021251169788036,0.0077060738282547,0.740527389666027,0.79726562580656,0.2967304254609947,0.8372675986053746
108,0.7683920206367004,0.3716177887017695,0.7031202765898752,0.9900723413564316,0.3847159221731946,0.6873803960179148
748,0.7943522551118786,0.1328858317911268,0.821869107349813,0.9300879946217075,0.2494011235515159,0.7325495149100911
191,0.736945903649444,0.5807093659165328,0.2738912359308235,0.9118512376397132,0.9486714880744428,0.3782574787572352
62,0.7605673072987205,0.5246276404675793,0.5022343081431623,0.9351856711506396,0.8514956965375077,0.4855067885196326
1441,0.8218192082127775,0.0299053302512454,0.8501938463214906,0.9858169837092288,0.3771332897678052,0.4794953853496564
74,0.8644811410291383,0.0816621148900422,0.729491614010365,0.977224282485746,0.7469762913346573,0.251882833141052
40,0.6724219163566544,0.6261905544970772,0.5178187167785402,0.992347811031794,0.6601654102336113,0.938323894226585
912,0.7792643781092475,0.0428448862322599,0.8676115047254969,0.725386867961826,0.9597823934352876,0.9097089282308533
106,0.8101775955051068,0.1378747341629875,0.803793901081534,0.9155123926015184,0.7231756609760586,0.5408715757749264
688,0.8563105083368995,0.1751097453833468,0.7199962126888931,0.6752854008762218,0.8199240849850169,0.8428117557240676
663,0.7337074861018869,0.4588954268874224,0.7138909441633192,0.9558881794524132,0.7471706391794841,0.6821090195815337
58,0.7297690047983353,0.5426134294303426,0.4977756947763136,0.7838732803682906,0.9665130903883524,0.691576907911346
1325,0.8063199123566023,0.1667938097543071,0.8183010083788551,0.8148473423836611,0.5181812051058784,0.8201775520764113
9,0.6521024666646429,0.7287004658055226,0.2349725954750015,0.86638059429343,0.930545525384981,0.9919043154149916
99,0.8906527492214967,0.1284673510475856,0.629886484073402,0.704829350538371,0.5200305606723112,0.9219106567135756
78,0.7706539081478134,0.5363443685260891,0.4185605962871283,0.9911764329758338,0.5330101090412032,0.5871275787582562
103,0.7901800746843549,0.3837788994652858,0.6711695877607075,0.9689845803998222,0.8992447167850682,0.2917988756120371
253,0.8252624185187079,0.4255767847903252,0.5808444065413588,0.7844052894832224,0.6220240198682288,0.876972586719896
50,0.8786409991585942,0.3300769445954997,0.4996770809235285,0.8701875837537322,0.4115965768634489,0.749925539927863
12,0.8284229230842042,0.3399462368423021,0.655800560469011,0.9513855197003344,0.122664653180699,0.9025401920109992
