,sigma_C1,sigma_F1,epsilon_C1,epsilon_F1
119362,0.7676854456241977,0.4028544913257029,0.22496692523034886,0.5287367667763616
298709,0.6549897135750546,0.43041939123099393,0.41771904382638847,0.47994238982696963
279377,0.690825321606932,0.4237417718276357,0.29977005869079243,0.5344640051048666
18353,0.8267764571316869,0.39758198075633505,0.3319703680526022,0.388847082730157
247475,0.7682029018197561,0.4134964233955634,0.2827546880607844,0.48460962724908163
62400,0.744774100607422,0.417216063390504,0.4037625625089891,0.40191201757829054
10520,0.6058127303309221,0.3932527786056851,0.05467655870803918,0.8255075814695558
125810,0.7942707523677073,0.38672822263987566,0.19900846107819975,0.5256728008181734
224753,0.8213457893332718,0.38885259914598563,0.2979256656852152,0.4200033304571997
317856,0.7225271062668854,0.41333561009799824,0.3228739665926145,0.484401353473528
335124,0.47123803417260807,0.3912919720493829,0.14632778164934587,0.8318996588930749
266444,0.1132572502992547,0.39326798423298487,0.4216562515212498,0.986643066859178
124580,0.1736612656484637,0.40622283966756845,0.31043646341379383,0.9937886798257222
82532,0.7932917068812156,0.38559495874677696,0.1251070365588416,0.6184248643840037
163602,0.4997082903035926,0.43593332168092247,0.5776976062334801,0.5448285275420147
1866,0.8238431958409791,0.35990910238844687,0.04525017982936314,0.6913496014495819
167582,0.573883503896875,0.39647295886701645,0.07041830864040251,0.8271930422853502
247901,0.6148172881472768,0.43854140239158945,0.5389823524854963,0.4470598737052322
85277,0.7423532709863765,0.4242504317541102,0.32263064018797133,0.47112721731769475
320212,0.7442279731025623,0.3890014273644648,0.11176937536295203,0.655012814106189
178258,0.7358998692591068,0.41640548152783646,0.40559817710448637,0.4021384229542803
347467,0.4833598925456401,0.4364961604473102,0.6209975078565607,0.5454718127625894
123370,0.9016344860714249,0.3685078160787137,0.40153850094855537,0.28371330004807416
214219,0.21819747249901633,0.40360794268626266,0.2673833176740279,0.9713631951147419
173271,0.6533160403197704,0.432455735260211,0.42112140119277824,0.48542494416053966
251721,0.7488983914542907,0.39008247841232196,0.07671664687698748,0.7091730266777555
312539,0.8072988673429929,0.3729724328270808,0.03271233120766237,0.7287604506617171
259439,0.6461190844174299,0.39201747971037143,0.14185761933767924,0.6889647171000259
164378,0.3389875301085388,0.43046577455365587,0.7640275617291693,0.6497933000723742
208,0.5458615677215815,0.38660763058442443,0.08513183939400029,0.8204655928330519
23642,0.9642539773974815,0.32137301104449817,0.20392398214965235,0.4226108658547193
342764,0.5724788058505553,0.371357145845632,0.026476134548076617,0.8637355576644591
111959,0.712109785161486,0.38555486818393225,0.165742013829916,0.6136305895923526
