,sigma_C1,sigma_F1,sigma_H1,epsilon_C1,epsilon_F1,epsilon_H1
0,0.9068745226669767,0.8955139309951521,0.10612157154877404,0.23887396405004704,0.4134991685754439,0.6956322327730188
1,0.12497367347717211,0.7208938579080862,0.8260146528562398,0.012660325235781396,0.3184848378659034,0.43860787193949613
2,0.7737256520617294,0.5677746184705867,0.8974772587052102,0.7222325132396276,0.19502249858282802,0.9510366904039312
3,0.021889103852794186,0.16505519926159057,0.7739234565088221,0.08919893983071077,0.30193730197863483,0.899780289960193
4,0.9948215986061321,0.08242555589864314,0.11266896987337356,0.8104141611340357,0.8018538687275449,0.02742941176700243
5,0.46251563282303243,0.7087624253898633,0.8349410298722875,0.6690379892800735,0.9465398393955908,0.6089969663800651
6,0.953152318446989,0.39998132878973963,0.3508497613509913,0.9242276945946928,0.9536620034771811,0.35059833923009587
7,0.5174510459506579,0.7757642487681707,0.9918014141652874,0.9462911452631907,0.6995425219746848,0.46729428089311753
8,0.11746113881849825,0.32064330311653555,0.3381936797049292,0.16200907966396394,0.5947037417882725,0.40306184099444636
9,0.7933848182687089,0.7842490013546477,0.24591830948090462,0.8431027691422485,0.3951062605779439,0.09205004153494695
10,0.5419747187308507,0.001810017096058339,0.2566177487809361,0.7692460599041582,0.012798432664059063,0.9788021801908523
11,0.4929875085094801,0.3045164795303413,0.7501608597447559,0.7789249798132206,0.9366411741869436,0.8184978995926047
12,0.13562961486925248,0.04168892630830773,0.18934192092095847,0.31577462839562725,0.7902752591442751,0.9454804160590204
13,0.5571514042607036,0.29927270023119534,0.9790376825251583,0.8653604715762774,0.5322383675616638,0.24409723750775544
14,0.48557971552901763,0.9767921414738876,0.37215152862763096,0.9931185608193503,0.49794522358921434,0.4838025539365908
15,0.5348097135665438,0.23061890595945364,0.40766134891592953,0.6222618240039314,0.3733891834510989,0.20624337540072535
16,0.6048740156459912,0.038139073637173976,0.06484824852807944,0.954385539488975,0.20516425882301317,0.6867111963498074
17,0.8678588987680526,0.1273812994604476,0.36563595395717613,0.18327894666501987,0.11704854508855142,0.4315815781333023
18,0.15322293111488244,0.41240450756752006,0.9511737630836073,0.9254541034300472,0.16424468860961594,0.015332903038462858
19,0.3449741056709228,0.24123511248201124,0.9809473658484137,0.619316179742287,0.867905481745434,0.40592371861002474
20,0.18992864405157694,0.12185769026066855,0.6710348817095099,0.14243498208588895,0.5163707528972445,0.5838678825865142
21,0.25900739426003666,0.06318436524724824,0.5091029698621643,0.24826969280443761,0.5752593796929459,0.5571333364119444
22,0.8432996596628958,0.7936423769009561,0.11523980254646238,0.4877776089517644,0.45509802624559703,0.38242238665446865
23,0.6123941693548689,0.15051729738142,0.2662861629089248,0.7320967356807359,0.4328667524808187,0.3706090607029086
24,0.34794176925046555,0.5553862021191577,0.9696564232393906,0.5178500156904942,0.9924024259006107,0.6902453090220908
25,0.9987450037666763,0.42596980426368947,0.946617644000007,0.15141457047859438,0.6368518890857989,0.5051421964576921
26,0.33333659270394334,0.5330086222016032,0.6839854412389325,0.22974647972363865,0.9339354590251233,0.1654226780143805
27,0.050799155914208055,0.024437971292537105,0.48698110487341567,0.022604017525551877,0.4220265756475586,0.34170362496695467
28,0.6434667025455556,0.8401932457763178,0.3226707998246944,0.12685949572567545,0.6018238690805015,0.08908055301745155
29,0.0046906729092181295,0.6379424158825101,0.8011798495578077,0.23092389105854114,0.07635005375498967,0.8294339752373738
30,0.17043322569234476,0.1909898171100136,0.6156115431667524,0.047383479235124114,0.19042182282449635,0.32976673881023055
31,0.754848555830342,0.22989892213321927,0.25373615661023774,0.7587571511339551,0.8840624833282201,0.10716472090807302
32,0.7348050707948347,0.44704806066082575,0.6341699442347639,0.8316106314571634,0.8948946232277806,0.9334471490147341
33,0.00530829356567693,0.14230801810061378,0.44594206298626626,0.17170986959194137,0.11194624607193238,0.8040437365995756
