,sigma_C1,sigma_F1,sigma_H1,epsilon_C1,epsilon_F1,epsilon_H1,temperature,liq_density,vap_density,Hvap,Pvap,liq_enthalpy,vap_enthalpy
0,0.3290617867948116,0.31860337785585857,0.22943470522531084,0.586553110400082,0.3026931362895426,0.08112482000565974,250,733.2260211188889,25.227653832666668,13.057735026095061,12.307864872322222,-3973.249864855556,1435.4552088666667
1,0.3290617867948116,0.31860337785585857,0.22943470522531084,0.586553110400082,0.3026931362895426,0.08112482000565974,290,580.7001791577778,98.0524189281111,8.187144533875355,39.29688858698889,-1429.5316521211112,1824.7703807
2,0.3290617867948116,0.31860337785585857,0.22943470522531084,0.586553110400082,0.3026931362895426,0.08112482000565974,210,840.5257301377778,5.340698966766667,15.899880643259456,2.536161075755555,-6042.006365666668,1167.6105603922222
3,0.3290617867948116,0.31860337785585857,0.22943470522531084,0.586553110400082,0.3026931362895426,0.08112482000565974,270,663.5392068288891,48.53149356144445,11.084544743857084,22.708268285633334,-2800.7849005,1601.8657217333334
4,0.3290617867948116,0.31860337785585857,0.22943470522531084,0.586553110400082,0.3026931362895426,0.08112482000565974,230,789.8432223277778,12.62160551997778,14.59415040692292,6.178383375966667,-4971.427094811112,1332.668109222222
5,0.3319701227814912,0.3195840985240937,0.2231256975998631,0.5950223521681063,0.33129701102339265,0.06129827932359212,270,664.0281915288888,51.76176826522222,10.786097245060496,23.744080482388892,-2602.1180114666668,1679.4493132666669
6,0.3319701227814912,0.3195840985240937,0.2231256975998631,0.5950223521681063,0.33129701102339265,0.06129827932359212,290,572.6742292644444,101.76304375111111,7.8706638235056845,40.54253039854445,-1240.5731560713334,1916.456136611111
7,0.3319701227814912,0.3195840985240937,0.2231256975998631,0.5950223521681063,0.33129701102339265,0.06129827932359212,250,733.7266895777777,27.11889581411111,12.762008694541423,13.057296130844446,-3719.0032926777776,1529.2714623444444
8,0.3319701227814912,0.3195840985240937,0.2231256975998631,0.5950223521681063,0.33129701102339265,0.06129827932359212,230,791.04228774,13.170883151555557,14.348519167974153,6.432703672322221,-4757.9608406,1388.328862
9,0.3319701227814912,0.3195840985240937,0.2231256975998631,0.5950223521681063,0.33129701102339265,0.06129827932359212,210,842.8681090666666,6.077515367266666,15.60494677157953,2.861349838288889,-5619.4327408222225,1318.3125938533333
