,sigma_C1,sigma_F1,sigma_H1,epsilon_C1,epsilon_F1,epsilon_H1
68,0.6554080590819021,0.0882660115603578,0.8719485323381547,0.9497671126831466,0.4410094031336791,0.9731986958923572
56,0.8225322891974317,0.4048807214843555,0.650811751918615,0.8989132431540223,0.8264978980426886,0.6741699754446244
171,0.7863911202946817,0.3087799905194091,0.7996907250964433,0.9364893318196864,0.3755771158880467,0.998929763634477
220,0.8808217051518705,0.2029452840955699,0.7988648000419545,0.7867963657726523,0.9170157547006706,0.9423747424344964
93,0.7361648136993358,0.503986804628905,0.5990708893126464,0.8065377773473101,0.9610685385904628,0.9656966875581052
232,0.8044445459925151,0.1859998766417061,0.8341220406687498,0.984992952838022,0.556888612146238,0.5543392829383963
51,0.819998890196496,0.2492415523368118,0.766487851855106,0.7333519078036839,0.8064370491695737,0.9951209325718204
167,0.9005017928506462,0.3361738832130417,0.6118177522008944,0.918715601775409,0.8546775304813049,0.6831209640300233
88,0.8454717727690518,0.358281164960295,0.6900471362394384,0.8117130084728588,0.9902659020280724,0.838595319790965
181,0.7556290474069711,0.607763722953496,0.5392257264479183,0.9693325204290492,0.7934657652949149,0.9657902348012852
20,0.6944719065210493,0.1283647442496713,0.8368258206276964,0.8912257760504066,0.4237712051624164,0.9515867571415958
13,0.711219615176734,0.1542867357884833,0.8216793325280269,0.8533134019861947,0.7749001083983518,0.8505751728952179
62,0.7126093267638867,0.2970382672020744,0.7638745998860765,0.951179308588914,0.9014213894132332,0.5832334654548671
14,0.781242770847823,0.0222145079650174,0.8661008270625654,0.8187214500612778,0.8371288557716009,0.90423507390308
4,0.7220188601920641,0.1380161573240867,0.8646831022957593,0.9592354526175132,0.5971749583746343,0.8511872753195262
170,0.8643279684000253,0.0174389248302636,0.8880202042607079,0.9111536777495904,0.8601973957765985,0.8909232803160799
133,0.8621459806703956,0.1374062602657072,0.77450675255967,0.944735852223742,0.5008861773960911,0.8013211379648956
10,0.6791639471969716,0.1055206108991213,0.8636944976259695,0.961150836398864,0.3209369655979968,0.9907372350615268
30,0.7663345116197178,0.0868982314783092,0.8479919853776111,0.7840616929192753,0.8966155494131186,0.8235107725595108
119,0.6875136831009171,0.0230939773959314,0.922106209176868,0.9362268773145396,0.8304026482044874,0.8504715857301075
96,0.5958040979699567,0.6684420374458176,0.3743226074065001,0.992971410829785,0.8029357459913158,0.9923467703685044
5,0.5821802722498436,0.5301356642204845,0.6336831586559402,0.9906098910302644,0.9542810108758816,0.9064288835707462
112,0.7044572552806229,0.4518850646619942,0.7157460755804897,0.970626956587544,0.4835604329675317,0.9936417445056074
182,0.9578229336932792,0.1405321587889353,0.6047351516581096,0.951638588152136,0.8336065238472402,0.7596395916636507
23,0.7596484091059721,0.3513074920842881,0.7393573618533192,0.9563669191001396,0.476371246908381,0.8063711268372992
212,0.8240998170412717,0.4661294388106523,0.6745900184995263,0.9140245683710926,0.9956293171092238,0.6727226982934913
115,0.6809052315277581,0.0573558707813534,0.850651019456689,0.8658663371652682,0.7644722491694231,0.9464279811159172
65,0.7444468207112745,0.4709668017329037,0.673683489618443,0.9650312008113304,0.789803206916609,0.7461504135898317
101,0.7111966419708381,0.3925089166593105,0.7635583163616467,0.8411997219051884,0.8748184927764329,0.9712836906089156
108,0.7386533140092495,0.1563752239098968,0.7956062547199272,0.8072677985034669,0.877583888397852,0.8336264183959722
229,0.8802536908551563,0.046725738438096,0.7447144800742296,0.9749911182654052,0.919968671456352,0.4898189890063846
33,0.7931642804772564,0.1121271074523612,0.8708007797743187,0.8752241735701244,0.963352374511849,0.7984595631095536
234,0.6848607460631603,0.3791191543396775,0.7185866046966187,0.9157471933902172,0.9258217270783324,0.8191746861675486
34,0.8256964187479684,0.1892162933755717,0.764325598505873,0.8119434820815332,0.9696383172361264,0.7295202785073978
109,0.70157314716745,0.3514222267996197,0.7768231247693711,0.9151309534891078,0.9228290174828994,0.6365539420427313
114,0.7879227622682171,0.031913738566483,0.8861454466077808,0.8860620488468693,0.7095075657201803,0.996816700256842
142,0.8288750037446732,0.1946130454588572,0.8564308831344656,0.9045474996746083,0.8460801015406213,0.9072725750524768
16,0.8459649595066892,0.079543273899007,0.7935528151731135,0.8072061032555193,0.6283226512739147,0.8895967433722755
67,0.7757155922384367,0.265162558148904,0.7645539409900773,0.7706871635786591,0.9516604691940406,0.9613344313273386
129,0.8579293279827042,0.1900895825583448,0.7962488951069563,0.9641497486367506,0.2846808919801544,0.8709741062522206
58,0.8116502094635898,0.0595015596305256,0.8668121524191412,0.9465275044767631,0.3555778308044027,0.947719056637084
19,0.6642759101621797,0.1522245804113695,0.8322642861511402,0.9530098816187308,0.8356289181475823,0.6457399353523307
92,0.8351742052796225,0.239097983351802,0.7860239040238652,0.9823321902947496,0.9762923073263878,0.4327996729518072
180,0.9308162587562472,0.2221171596617998,0.6505368866609302,0.9902144383095804,0.4876192243937551,0.8794520564207088
89,0.9075885038088748,0.1965156385121201,0.6844419669489554,0.791618904060039,0.9677451511787272,0.8016531358215521
192,0.5542228648465354,0.0434494330191643,0.8762832546485598,0.975206079404414,0.9602757543518016,0.9872129616446108
