,sigma_C1,sigma_F1,epsilon_C1,epsilon_F1
119418,0.7954464321360388,0.30888123321367095,0.008140211205827455,0.677247288523236
58524,0.6750452122773846,0.37117215903998624,0.13257215477523365,0.6517511700248236
132421,0.6755423226784291,0.357618616776635,0.043009047429073625,0.746073555564751
108074,0.6461190844174299,0.39201747971037143,0.14185761933767924,0.6889647171000259
145382,0.6652474395659983,0.38647648237509624,0.20070882136951093,0.6120132155812368
143049,0.8262108186717532,0.31351105056681317,0.024017582046739525,0.6451471019717221
105547,0.816878756930952,0.3166929450173191,0.03553804379189942,0.6444659382969763
89437,0.7753414185437394,0.320465828655514,0.004838963652460873,0.6923466771627689
71154,0.6448838113352273,0.37462493810168973,0.1281695581731651,0.6929943621184648
91994,0.6862936959303126,0.3714886441602187,0.07498675205289823,0.7032949432524495
54968,0.740163798056699,0.340059283972481,0.10260917954354376,0.6249671747914419
46517,0.712109785161486,0.38555486818393225,0.165742013829916,0.6136305895923526
128484,0.7687500381578461,0.35244607745638323,0.08212951719521967,0.6446772760990902
135909,0.5580848885358285,0.4254671749369433,0.35581187729723907,0.6174906721742317
45744,0.5930985375659182,0.40848862367677635,0.15640491348919558,0.7425079051257013
144678,0.7299501780976019,0.3625694792060929,0.003920253324014837,0.7743473373774868
6606,0.734170597829617,0.3347211363836728,0.02993465315857813,0.717024266065791
116550,0.7181469959067875,0.3524936746142487,0.09770432859953833,0.6610051663981131
4428,0.6058127303309221,0.3932527786056851,0.05467655870803918,0.8255075814695558
108992,0.7833093199457375,0.34980204957537586,0.0026911093944466885,0.7245268706708002
114580,0.718879467761349,0.3837114515641201,0.06878288722854373,0.710130943857384
44094,0.5344106905413499,0.4315483941236737,0.33212555157089524,0.6683875103346648
116413,0.690825321606932,0.4237417718276357,0.29977005869079243,0.5344640051048666
96759,0.825501614432817,0.3374750790120717,0.03176648543933696,0.6688943931967859
70305,0.5257925815638811,0.44266360770898017,0.46656194535686596,0.5948219565863077
121378,0.5239605822969082,0.4266817698128084,0.26522843669130725,0.7297209287010777
62404,0.6475417476677346,0.3893640713590507,0.22154455107251575,0.6197109319866526
64049,0.7928878478519165,0.353095439669945,0.004333904952155565,0.7211760125873465
64714,0.7867647220904463,0.3784261321659624,0.1268232748287637,0.59736518352794
132487,0.7225271062668854,0.41333561009799824,0.3228739665926145,0.484401353473528
195,0.5915220385890638,0.42396180790117527,0.36759559643061357,0.5794001008912726
133528,0.7442279731025623,0.3890014273644648,0.11176937536295203,0.655012814106189
46766,0.6123915598063071,0.43923018323728735,0.3212447582176574,0.5854935589269805
57870,0.7090189478873049,0.34902899058732206,0.045187096924523884,0.7306044379523946
35546,0.7423532709863765,0.4242504317541102,0.32263064018797133,0.47112721731769475
52258,0.7942707523677073,0.38672822263987566,0.19900846107819975,0.5256728008181734
140346,0.781057038505892,0.3609961581833054,0.012240471283139256,0.7359752578779011
85036,0.6917859419676374,0.41778488260107827,0.18128909269031318,0.6366891721632308
49579,0.7676854456241977,0.4028544913257029,0.22496692523034886,0.5287367667763616
80653,0.7813580169785485,0.31211526994711647,0.022793597313457734,0.6861597208367909
116981,0.5649223945793883,0.4364516267213379,0.21251930763060503,0.7258473421924796
96003,0.8226690873957919,0.3813606612190944,0.2165347049268582,0.484163142464367
31133,0.794065434035437,0.3603846520824055,0.009801191157031479,0.727989846380254
57728,0.8157848115337897,0.35066352174082843,0.006396363125924286,0.7166625021235457
79842,0.5824692412001001,0.41717123715935317,0.0531247906038159,0.8580148359124754
144403,0.7638428023646263,0.3803452491946039,0.1720014653448673,0.5756694247059903
126510,0.5432863407590662,0.445678523300968,0.26642210695678176,0.7119183937245015
32688,0.5687675860060049,0.4191687097696891,0.0749971791818049,0.855104390987818
120784,0.7539263562794721,0.40895022577662293,0.22177677498506582,0.5341071365484601
75080,0.5894175455531656,0.41380417873374076,0.07677843148035504,0.8354051202336236
85896,0.6317539221766133,0.4371743399751218,0.23564988306782955,0.6475775485062751
79570,0.8771078787185022,0.34410896327879437,0.13551731212057347,0.5185007451773175
69183,0.8893822499679604,0.31519603470930263,0.0299283015153379,0.6345518727916023
24996,0.8873568323440891,0.28099514362918254,0.015085366953954233,0.6350143592876387
103045,0.7682029018197561,0.4134964233955634,0.2827546880607844,0.48460962724908163
83477,0.7357788443445202,0.4001300520895855,0.10350112305532722,0.6732953890933504
91224,0.7022801770799747,0.3678622901973726,0.09592810094443951,0.695010032426099
