,sigma_C1,sigma_F1,epsilon_C1,epsilon_F1,temperature,density
0,0.20061462258994733,0.33896734031419723,0.4597109705815986,0.25322811691853064,190,74.40265730723127
1,0.20061462258994733,0.33896734031419723,0.4597109705815986,0.25322811691853064,130,939.4698582668619
2,0.20061462258994733,0.33896734031419723,0.4597109705815986,0.25322811691853064,150,8.231399491644138
3,0.20061462258994733,0.33896734031419723,0.4597109705815986,0.25322811691853064,210,137.22534632991238
4,0.20061462258994733,0.33896734031419723,0.4597109705815986,0.25322811691853064,170,31.113952886178872
5,0.20168219552441113,0.2618154972493038,0.585423077675251,0.3041761927467173,150,8.129831752601065
6,0.20168219552441113,0.2618154972493038,0.585423077675251,0.3041761927467173,210,123.68656742540199
7,0.20168219552441113,0.2618154972493038,0.585423077675251,0.3041761927467173,190,64.38467561542559
8,0.20168219552441113,0.2618154972493038,0.585423077675251,0.3041761927467173,130,2.9109079633274826
9,0.20168219552441113,0.2618154972493038,0.585423077675251,0.3041761927467173,170,28.14921037793025
10,0.20299654079500237,0.30217414162096623,0.3691278260857306,0.32868554731965954,210,144.12891174272823
11,0.20299654079500237,0.30217414162096623,0.3691278260857306,0.32868554731965954,190,75.9275425847527
12,0.20299654079500237,0.30217414162096623,0.3691278260857306,0.32868554731965954,150,1228.3270530046336
13,0.20299654079500237,0.30217414162096623,0.3691278260857306,0.32868554731965954,130,1376.6016296065934
14,0.20299654079500237,0.30217414162096623,0.3691278260857306,0.32868554731965954,170,27.915657089023632
15,0.2037520270439346,0.3328375695317458,0.15604098213611528,0.31851389002124897,210,153.95430233437037
16,0.2037520270439346,0.3328375695317458,0.15604098213611528,0.31851389002124897,150,963.3469745869294
17,0.2037520270439346,0.3328375695317458,0.15604098213611528,0.31851389002124897,190,85.50705852185224
18,0.2037520270439346,0.3328375695317458,0.15604098213611528,0.31851389002124897,170,28.90911190856056
19,0.2037520270439346,0.3328375695317458,0.15604098213611528,0.31851389002124897,130,1071.3665650103505
20,0.20470367992935642,0.3062540025038254,0.20366703851797796,0.17608914050996854,150,8.086914519844305
21,0.20470367992935642,0.3062540025038254,0.20366703851797796,0.17608914050996854,210,107.9585541302865
22,0.20470367992935642,0.3062540025038254,0.20366703851797796,0.17608914050996854,130,2.62125420100691
23,0.20470367992935642,0.3062540025038254,0.20366703851797796,0.17608914050996854,170,27.317288446335407
24,0.20470367992935642,0.3062540025038254,0.20366703851797796,0.17608914050996854,190,59.8813783582014
25,0.20541298966207566,0.2523491073663787,0.28105908073618086,0.40090811261726905,190,66.26957309401801
26,0.20541298966207566,0.2523491073663787,0.28105908073618086,0.40090811261726905,150,1926.6274170464637
27,0.20541298966207566,0.2523491073663787,0.28105908073618086,0.40090811261726905,210,124.70268970818748
28,0.20541298966207566,0.2523491073663787,0.28105908073618086,0.40090811261726905,170,27.61051007963844
29,0.20541298966207566,0.2523491073663787,0.28105908073618086,0.40090811261726905,130,2129.6015671363352
30,0.20639994328739333,0.2682809614159116,0.5885832304862555,0.3650160286196181,190,69.1861273639407
31,0.20639994328739333,0.2682809614159116,0.5885832304862555,0.3650160286196181,170,26.384589953575613
32,0.20639994328739333,0.2682809614159116,0.5885832304862555,0.3650160286196181,210,134.5317368919345
33,0.20639994328739333,0.2682809614159116,0.5885832304862555,0.3650160286196181,150,1745.0845027549738
34,0.20639994328739333,0.2682809614159116,0.5885832304862555,0.3650160286196181,130,1921.3721451673064
35,0.20751409414350727,0.25818770544787606,0.0898923422249378,0.3866661717233568,170,27.766591176796435
36,0.20751409414350727,0.25818770544787606,0.0898923422249378,0.3866661717233568,210,125.54602139483822
37,0.20751409414350727,0.25818770544787606,0.0898923422249378,0.3866661717233568,130,1850.628066924046
38,0.20751409414350727,0.25818770544787606,0.0898923422249378,0.3866661717233568,190,64.71331982732654
39,0.20751409414350727,0.25818770544787606,0.0898923422249378,0.3866661717233568,150,8.031197955781874
40,0.2081431584856685,0.3205702553415377,0.5618976052120048,0.3434009919942519,130,1317.9105049858708
41,0.2081431584856685,0.3205702553415377,0.5618976052120048,0.3434009919942519,150,1228.232928477521
42,0.2081431584856685,0.3205702553415377,0.5618976052120048,0.3434009919942519,210,193.58167544923242
43,0.2081431584856685,0.3205702553415377,0.5618976052120048,0.3434009919942519,190,84.91278150192343
44,0.2081431584856685,0.3205702553415377,0.5618976052120048,0.3434009919942519,170,1126.6801542832231
45,0.20911296941931615,0.34896794444336104,0.4658253627365581,0.2695243308396789,190,80.2478461955524
46,0.20911296941931615,0.34896794444336104,0.4658253627365581,0.2695243308396789,150,863.9533303870874
47,0.20911296941931615,0.34896794444336104,0.4658253627365581,0.2695243308396789,130,975.7996825058354
48,0.20911296941931615,0.34896794444336104,0.4658253627365581,0.2695243308396789,210,175.55035088744006
49,0.20911296941931615,0.34896794444336104,0.4658253627365581,0.2695243308396789,170,30.716104074480302
50,0.21042028322102707,0.3165957314567682,0.2877249419220243,0.14110356228298832,130,2.901289535238359
51,0.21042028322102707,0.3165957314567682,0.2877249419220243,0.14110356228298832,210,108.25515822209445
52,0.21042028322102707,0.3165957314567682,0.2877249419220243,0.14110356228298832,150,8.051620735093229
53,0.21042028322102707,0.3165957314567682,0.2877249419220243,0.14110356228298832,170,28.123903040296252
54,0.21042028322102707,0.3165957314567682,0.2877249419220243,0.14110356228298832,190,61.565383364610945
55,0.21195918125371735,0.2747338856427195,0.25650837913163416,0.36917595229833305,190,70.12495397913393
56,0.21195918125371735,0.2747338856427195,0.25650837913163416,0.36917595229833305,170,28.221450811072497
57,0.21195918125371735,0.2747338856427195,0.25650837913163416,0.36917595229833305,130,1727.7989788946586
58,0.21195918125371735,0.2747338856427195,0.25650837913163416,0.36917595229833305,150,9.419387462881819
59,0.21195918125371735,0.2747338856427195,0.25650837913163416,0.36917595229833305,210,130.1853631190472
60,0.2129207308112593,0.33677933484646216,0.32548636165251343,0.3753856647634575,170,1071.6916314612095
61,0.2129207308112593,0.33677933484646216,0.32548636165251343,0.3753856647634575,130,1209.8242277214054
62,0.2129207308112593,0.33677933484646216,0.32548636165251343,0.3753856647634575,190,969.4148287711602
63,0.2129207308112593,0.33677933484646216,0.32548636165251343,0.3753856647634575,150,1134.6049002172083
64,0.2129207308112593,0.33677933484646216,0.32548636165251343,0.3753856647634575,210,862.9584413151302
65,0.21313669731861473,0.29534252279525974,0.48898236701843534,0.4127740211825536,170,1447.1150104778653
66,0.21313669731861473,0.29534252279525974,0.48898236701843534,0.4127740211825536,190,1330.2895049238884
67,0.21313669731861473,0.29534252279525974,0.48898236701843534,0.4127740211825536,130,1642.7661348706642
68,0.21313669731861473,0.29534252279525974,0.48898236701843534,0.4127740211825536,210,1176.3446507541316
69,0.21313669731861473,0.29534252279525974,0.48898236701843534,0.4127740211825536,150,1540.709567786747
70,0.2146185203618596,0.3154602936127575,0.4004321413624017,0.24092169022520002,190,65.92422646507521
71,0.2146185203618596,0.3154602936127575,0.4004321413624017,0.24092169022520002,150,8.232433884231126
72,0.2146185203618596,0.3154602936127575,0.4004321413624017,0.24092169022520002,210,124.42710217598503
73,0.2146185203618596,0.3154602936127575,0.4004321413624017,0.24092169022520002,130,2.6992259732816475
74,0.2146185203618596,0.3154602936127575,0.4004321413624017,0.24092169022520002,170,29.66134439669557
75,0.21501985285550113,0.31606988821853776,0.4172065113456924,0.3258052748397508,170,1029.8835669691598
76,0.21501985285550113,0.31606988821853776,0.4172065113456924,0.3258052748397508,130,1307.0894438754976
77,0.21501985285550113,0.31606988821853776,0.4172065113456924,0.3258052748397508,150,1195.0521073651626
78,0.21501985285550113,0.31606988821853776,0.4172065113456924,0.3258052748397508,210,169.34795020284275
79,0.21501985285550113,0.31606988821853776,0.4172065113456924,0.3258052748397508,190,78.6468632781119
80,0.2164284067895463,0.26466742017559447,0.30262307692511603,0.286129847381265,210,122.06390414336069
81,0.2164284067895463,0.26466742017559447,0.30262307692511603,0.286129847381265,170,28.216901383921247
82,0.2164284067895463,0.26466742017559447,0.30262307692511603,0.286129847381265,190,64.06976690817669
83,0.2164284067895463,0.26466742017559447,0.30262307692511603,0.286129847381265,150,8.132527612184237
84,0.2164284067895463,0.26466742017559447,0.30262307692511603,0.286129847381265,130,2.940818773452404
85,0.21730394873578793,0.26074183035301374,0.16481862226146698,0.34046271312192405,210,121.8927905530431
86,0.21730394873578793,0.26074183035301374,0.16481862226146698,0.34046271312192405,130,2.928723954553798
87,0.21730394873578793,0.26074183035301374,0.16481862226146698,0.34046271312192405,190,63.937214903642236
88,0.21730394873578793,0.26074183035301374,0.16481862226146698,0.34046271312192405,170,28.463262366931875
89,0.21730394873578793,0.26074183035301374,0.16481862226146698,0.34046271312192405,150,8.224510246277818
90,0.21831530523656958,0.302539302757722,0.4061724126213328,0.273890216442618,170,28.29375404898016
91,0.21831530523656958,0.302539302757722,0.4061724126213328,0.273890216442618,190,72.09669235703707
